date,close,sma_50,metadata_type,metadata_sector,metadata_description
2012-03-02,166.34,163.7179002,commodity,precious_metals,Gold ETF
2012-03-05,165.64999,163.8913,commodity,precious_metals,Gold ETF
2012-03-06,162.7,164.0021,commodity,precious_metals,Gold ETF
2012-03-07,163.63,164.1539002,commodity,precious_metals,Gold ETF
2012-03-08,165.28,164.3333002,commodity,precious_metals,Gold ETF
2012-03-09,166.3799,164.5626982,commodity,precious_metals,Gold ETF
2012-03-12,165.07001,164.8434984,commodity,precious_metals,Gold ETF
2012-03-13,162.3,165.0826984,commodity,precious_metals,Gold ETF
2012-03-14,159.57001,165.2342984,commodity,precious_metals,Gold ETF
2012-03-15,161.08,165.3374984,commodity,precious_metals,Gold ETF
2012-03-16,161.3,165.4292982,commodity,precious_metals,Gold ETF
2012-03-19,161.59,165.5054982,commodity,precious_metals,Gold ETF
2012-03-20,160.13,165.5640982,commodity,precious_metals,Gold ETF
2012-03-21,160.21001,165.6382984,commodity,precious_metals,Gold ETF
2012-03-22,159.57001,165.6568986,commodity,precious_metals,Gold ETF
2012-03-23,161.5329,165.6941566,commodity,precious_metals,Gold ETF
2012-03-26,164.39999,165.7745564,commodity,precious_metals,Gold ETF
2012-03-27,163.24001,165.8541568,commodity,precious_metals,Gold ETF
2012-03-28,161.50999,165.8743566,commodity,precious_metals,Gold ETF
2012-03-29,161.28,165.8679564,commodity,precious_metals,Gold ETF
2012-03-30,162.12,165.8859564,commodity,precious_metals,Gold ETF
2012-04-02,162.94,165.9033562,commodity,precious_metals,Gold ETF
2012-04-03,159.89,165.8379562,commodity,precious_metals,Gold ETF
2012-04-04,157.21001,165.7419566,commodity,precious_metals,Gold ETF
2012-04-05,158.31,165.5797566,commodity,precious_metals,Gold ETF
2012-04-09,159.37,165.4217566,commodity,precious_metals,Gold ETF
2012-04-10,161.10001,165.2643568,commodity,precious_metals,Gold ETF
2012-04-11,161.065,165.1250568,commodity,precious_metals,Gold ETF
2012-04-12,162.7,164.9928568,commodity,precious_metals,Gold ETF
2012-04-13,160.85001,164.818657,commodity,precious_metals,Gold ETF
2012-04-16,160.46001,164.6068572,commodity,precious_metals,Gold ETF
2012-04-17,160.27,164.4594572,commodity,precious_metals,Gold ETF
2012-04-18,159.31,164.3020574,commodity,precious_metals,Gold ETF
2012-04-19,159.42999,164.0966572,commodity,precious_metals,Gold ETF
2012-04-20,159.53999,163.917457,commodity,precious_metals,Gold ETF
2012-04-23,159.07001,163.7384572,commodity,precious_metals,Gold ETF
2012-04-24,159.3,163.5816572,commodity,precious_metals,Gold ETF
2012-04-25,159.62,163.4238574,commodity,precious_metals,Gold ETF
2012-04-26,161.03,163.3020574,commodity,precious_metals,Gold ETF
2012-04-27,161.38,163.1674974,commodity,precious_metals,Gold ETF
2012-04-30,161.88,163.0450974,commodity,precious_metals,Gold ETF
2012-05-01,161.32001,162.9244974,commodity,precious_metals,Gold ETF
2012-05-02,160.59,162.7158974,commodity,precious_metals,Gold ETF
2012-05-03,158.97,162.4364974,commodity,precious_metals,Gold ETF
2012-05-04,159.47,162.1654974,commodity,precious_metals,Gold ETF
2012-05-07,159.08,161.9024774,commodity,precious_metals,Gold ETF
2012-05-08,156.0,161.5884774,commodity,precious_metals,Gold ETF
2012-05-09,154.47,161.2080772,commodity,precious_metals,Gold ETF
2012-05-10,154.77,161.0177572,commodity,precious_metals,Gold ETF
2012-05-11,153.56,160.7567572,commodity,precious_metals,Gold ETF
2012-05-14,151.33,160.4565572,commodity,precious_metals,Gold ETF
2012-05-15,149.74001,160.1383576,commodity,precious_metals,Gold ETF
2012-05-16,149.46001,159.8735578,commodity,precious_metals,Gold ETF
2012-05-17,152.8,159.6569578,commodity,precious_metals,Gold ETF
2012-05-18,154.55,159.4423578,commodity,precious_metals,Gold ETF
2012-05-21,154.64999,159.2077596,commodity,precious_metals,Gold ETF
2012-05-22,152.08,158.9479594,commodity,precious_metals,Gold ETF
2012-05-23,151.62,158.7343594,commodity,precious_metals,Gold ETF
2012-05-24,151.41,158.5711592,commodity,precious_metals,Gold ETF
2012-05-25,152.67999,158.403159,commodity,precious_metals,Gold ETF
2012-05-29,151.02,158.197559,commodity,precious_metals,Gold ETF
2012-05-30,151.91,158.003959,commodity,precious_metals,Gold ETF
2012-05-31,151.62,157.833759,commodity,precious_metals,Gold ETF
2012-06-01,157.5,157.7795588,commodity,precious_metals,Gold ETF
2012-06-04,157.32001,157.7345588,commodity,precious_metals,Gold ETF
2012-06-05,157.14,157.6467008,commodity,precious_metals,Gold ETF
2012-06-06,157.21001,157.5029012,commodity,precious_metals,Gold ETF
2012-06-07,154.5,157.328101,commodity,precious_metals,Gold ETF
2012-06-08,154.73,157.1925012,commodity,precious_metals,Gold ETF
2012-06-11,155.36,157.0741012,commodity,precious_metals,Gold ETF
2012-06-12,156.4594,156.9608892,commodity,precious_metals,Gold ETF
2012-06-13,157.12,156.8444892,commodity,precious_metals,Gold ETF
2012-06-14,157.75,156.8016892,commodity,precious_metals,Gold ETF
2012-06-15,157.84,156.814289,commodity,precious_metals,Gold ETF
2012-06-18,157.92999,156.8066888,commodity,precious_metals,Gold ETF
2012-06-19,157.16,156.7624888,commodity,precious_metals,Gold ETF
2012-06-20,155.97,156.6598886,commodity,precious_metals,Gold ETF
2012-06-21,152.015,156.4788886,commodity,precious_metals,Gold ETF
2012-06-22,152.64,156.2776886,commodity,precious_metals,Gold ETF
2012-06-25,153.75999,156.1358882,commodity,precious_metals,Gold ETF
2012-06-26,152.62,155.979088,commodity,precious_metals,Gold ETF
2012-06-27,152.83,155.830288,commodity,precious_metals,Gold ETF
2012-06-28,151.05,155.665088,commodity,precious_metals,Gold ETF
2012-06-29,155.19,155.5802882,commodity,precious_metals,Gold ETF
2012-07-02,155.09,155.4912884,commodity,precious_metals,Gold ETF
2012-07-03,157.46001,155.4590884,commodity,precious_metals,Gold ETF
2012-07-05,155.67999,155.3866882,commodity,precious_metals,Gold ETF
2012-07-06,153.71001,155.2684884,commodity,precious_metals,Gold ETF
2012-07-09,154.03999,155.1286882,commodity,precious_metals,Gold ETF
2012-07-10,152.14999,154.944088,commodity,precious_metals,Gold ETF
2012-07-11,152.99001,154.7662882,commodity,precious_metals,Gold ETF
2012-07-12,152.59,154.591688,commodity,precious_metals,Gold ETF
2012-07-13,154.14,154.462688,commodity,precious_metals,Gold ETF
2012-07-16,154.21001,154.3674882,commodity,precious_metals,Gold ETF
2012-07-17,153.47,154.2474882,commodity,precious_metals,Gold ETF
2012-07-18,153.05,154.1268882,commodity,precious_metals,Gold ETF
2012-07-19,153.38,154.0744882,commodity,precious_metals,Gold ETF
2012-07-20,153.67,154.0584882,commodity,precious_metals,Gold ETF
2012-07-23,153.03,154.0236882,commodity,precious_metals,Gold ETF
2012-07-24,153.52,154.0228882,commodity,precious_metals,Gold ETF
2012-07-25,155.67,154.1096882,commodity,precious_metals,Gold ETF
2012-07-26,156.77,154.250288,commodity,precious_metals,Gold ETF
2012-07-27,157.53999,154.4118876,commodity,precious_metals,Gold ETF
2012-07-30,157.42999,154.5044874,commodity,precious_metals,Gold ETF
2012-07-31,156.49001,154.5432876,commodity,precious_metals,Gold ETF
2012-08-01,155.14,154.5530878,commodity,precious_metals,Gold ETF
2012-08-02,154.13,154.5940878,commodity,precious_metals,Gold ETF
2012-08-03,155.55,154.6726878,commodity,precious_metals,Gold ETF
2012-08-06,156.3,154.7704878,commodity,precious_metals,Gold ETF
2012-08-07,156.28,154.842488,commodity,precious_metals,Gold ETF
2012-08-08,156.48,154.951688,commodity,precious_metals,Gold ETF
2012-08-09,156.99001,155.0532882,commodity,precious_metals,Gold ETF
2012-08-10,157.17999,155.164488,commodity,precious_metals,Gold ETF
2012-08-13,155.99001,155.1342882,commodity,precious_metals,Gold ETF
2012-08-14,155.13,155.090488,commodity,precious_metals,Gold ETF
2012-08-15,155.63,155.060288,commodity,precious_metals,Gold ETF
2012-08-16,156.56,155.0472878,commodity,precious_metals,Gold ETF
2012-08-17,156.72,155.0916878,commodity,precious_metals,Gold ETF
2012-08-20,157.25999,155.1422876,commodity,precious_metals,Gold ETF
2012-08-21,158.83,155.2116876,commodity,precious_metals,Gold ETF
2012-08-22,160.53999,155.2932994,commodity,precious_metals,Gold ETF
2012-08-23,161.89,155.3886994,commodity,precious_metals,Gold ETF
2012-08-24,161.97,155.4730994,commodity,precious_metals,Gold ETF
2012-08-27,161.36,155.5434994,commodity,precious_metals,Gold ETF
2012-08-28,161.64,155.6176996,commodity,precious_metals,Gold ETF
2012-08-29,160.59,155.6862996,commodity,precious_metals,Gold ETF
2012-08-30,160.52,155.7772996,commodity,precious_metals,Gold ETF
2012-08-31,164.22,156.0213996,commodity,precious_metals,Gold ETF
2012-09-04,164.48,156.2581996,commodity,precious_metals,Gold ETF
2012-09-05,164.31,156.4691998,commodity,precious_metals,Gold ETF
2012-09-06,164.89,156.7145998,commodity,precious_metals,Gold ETF
2012-09-07,168.44,157.0267998,commodity,precious_metals,Gold ETF
2012-09-10,167.28999,157.3515996,commodity,precious_metals,Gold ETF
2012-09-11,167.89999,157.6057994,commodity,precious_metals,Gold ETF
2012-09-12,167.92,157.8623994,commodity,precious_metals,Gold ETF
2012-09-13,171.31,158.1393992,commodity,precious_metals,Gold ETF
2012-09-14,171.8,158.4617994,commodity,precious_metals,Gold ETF
2012-09-17,170.39999,158.795599,commodity,precious_metals,Gold ETF
2012-09-18,171.72,159.1491992,commodity,precious_metals,Gold ETF
2012-09-19,171.74001,159.5409996,commodity,precious_metals,Gold ETF
2012-09-20,171.47,159.9105994,commodity,precious_metals,Gold ETF
2012-09-21,171.96001,160.2979996,commodity,precious_metals,Gold ETF
2012-09-24,171.05,160.6361996,commodity,precious_metals,Gold ETF
2012-09-25,170.77,160.9673994,commodity,precious_metals,Gold ETF
2012-09-26,169.81,161.2941994,commodity,precious_metals,Gold ETF
2012-09-27,172.34,161.6799994,commodity,precious_metals,Gold ETF
2012-09-28,171.89,162.0501994,commodity,precious_metals,Gold ETF
2012-10-01,172.295,162.4226994,commodity,precious_metals,Gold ETF
2012-10-02,172.10001,162.8040996,commodity,precious_metals,Gold ETF
2012-10-03,172.41,163.1818996,commodity,precious_metals,Gold ETF
2012-10-04,173.61,163.5406996,commodity,precious_metals,Gold ETF
2012-10-05,172.62,163.8576996,commodity,precious_metals,Gold ETF
2012-10-08,172.05,164.1478998,commodity,precious_metals,Gold ETF
2012-10-09,170.99001,164.4191002,commodity,precious_metals,Gold ETF
2012-10-10,170.84,164.7061,commodity,precious_metals,Gold ETF
2012-10-11,171.32001,165.0297002,commodity,precious_metals,Gold ETF
2012-10-12,170.06,165.3483002,commodity,precious_metals,Gold ETF
2012-10-15,168.35001,165.6043004,commodity,precious_metals,Gold ETF
2012-10-16,169.42,165.8667004,commodity,precious_metals,Gold ETF
2012-10-17,169.53999,166.1319002,commodity,precious_metals,Gold ETF
2012-10-18,168.78909,166.378082,commodity,precious_metals,Gold ETF
2012-10-19,166.97,166.5776818,commodity,precious_metals,Gold ETF
2012-10-22,167.58,166.785682,commodity,precious_metals,Gold ETF
2012-10-23,165.4258,166.9743978,commodity,precious_metals,Gold ETF
2012-10-24,164.86031,167.169004,commodity,precious_metals,Gold ETF
2012-10-25,166.02,167.376804,commodity,precious_metals,Gold ETF
2012-10-26,165.92999,167.5642038,commodity,precious_metals,Gold ETF
2012-10-31,166.83,167.7664038,commodity,precious_metals,Gold ETF
2012-11-01,166.07001,167.9426042,commodity,precious_metals,Gold ETF
2012-11-02,162.60001,168.0180044,commodity,precious_metals,Gold ETF
2012-11-05,163.23,168.0718046,commodity,precious_metals,Gold ETF
2012-11-06,166.3,168.1600046,commodity,precious_metals,Gold ETF
2012-11-07,166.49001,168.2504048,commodity,precious_metals,Gold ETF
2012-11-08,167.99001,168.383005,commodity,precious_metals,Gold ETF
2012-11-09,167.82001,168.5066052,commodity,precious_metals,Gold ETF
2012-11-12,167.45,168.6438052,commodity,precious_metals,Gold ETF
2012-11-13,167.10001,168.7754054,commodity,precious_metals,Gold ETF
2012-11-14,167.14,168.8338054,commodity,precious_metals,Gold ETF
2012-11-15,166.09,168.8660054,commodity,precious_metals,Gold ETF
2012-11-16,165.88,168.8974054,commodity,precious_metals,Gold ETF
2012-11-19,167.87,168.9570054,commodity,precious_metals,Gold ETF
2012-11-20,167.39,168.9360054,commodity,precious_metals,Gold ETF
2012-11-21,167.56,168.9414056,commodity,precious_metals,Gold ETF
2012-11-23,169.61,168.9756058,commodity,precious_metals,Gold ETF
2012-11-26,169.42999,169.0058056,commodity,precious_metals,Gold ETF
2012-11-27,168.71001,168.9538058,commodity,precious_metals,Gold ETF
2012-11-28,166.55,168.8488058,commodity,precious_metals,Gold ETF
2012-11-29,167.1817,168.78444,commodity,precious_metals,Gold ETF
2012-11-30,166.05,168.67104,commodity,precious_metals,Gold ETF
2012-12-03,166.12669,168.5587736,commodity,precious_metals,Gold ETF
2012-12-04,164.42,168.4177736,commodity,precious_metals,Gold ETF
2012-12-05,164.12,168.2609734,commodity,precious_metals,Gold ETF
2012-12-06,164.5,168.1299734,commodity,precious_metals,Gold ETF
2012-12-07,165.16499,168.0178732,commodity,precious_metals,Gold ETF
2012-12-10,165.8,167.9376732,commodity,precious_metals,Gold ETF
2012-12-11,165.64999,167.803873,commodity,precious_metals,Gold ETF
2012-12-12,165.77,167.681473,commodity,precious_metals,Gold ETF
2012-12-13,164.37,167.522973,commodity,precious_metals,Gold ETF
2012-12-14,164.13,167.3635728,commodity,precious_metals,Gold ETF
2012-12-17,164.44,167.2041728,commodity,precious_metals,Gold ETF
2012-12-18,162.08,166.9735728,commodity,precious_metals,Gold ETF
2012-12-19,161.69,166.7549728,commodity,precious_metals,Gold ETF
2012-12-20,159.73,166.5085728,commodity,precious_metals,Gold ETF
2012-12-21,160.33,166.2953726,commodity,precious_metals,Gold ETF
2012-12-24,160.62,166.0909726,commodity,precious_metals,Gold ETF
2012-12-26,160.78,165.8801724,commodity,precious_metals,Gold ETF
2012-12-27,161.16,165.7021724,commodity,precious_metals,Gold ETF
2012-12-28,160.53999,165.545972,commodity,precious_metals,Gold ETF
2012-12-31,162.0204,165.39798,commodity,precious_metals,Gold ETF
2013-01-02,163.17,165.2705802,commodity,precious_metals,Gold ETF
2013-01-03,161.2,165.1187984,commodity,precious_metals,Gold ETF
2013-01-04,160.44,164.9881984,commodity,precious_metals,Gold ETF
2013-01-07,159.42999,164.8251982,commodity,precious_metals,Gold ETF
2013-01-08,160.56,164.7278822,commodity,precious_metals,Gold ETF
2013-01-09,160.49001,164.6404762,commodity,precious_metals,Gold ETF
2013-01-10,161.98,164.5596762,commodity,precious_metals,Gold ETF
2013-01-11,161.06,164.4622764,commodity,precious_metals,Gold ETF
2013-01-14,161.53999,164.3564762,commodity,precious_metals,Gold ETF
2013-01-15,162.558,164.286236,commodity,precious_metals,Gold ETF
2013-01-16,162.64999,164.2872356,commodity,precious_metals,Gold ETF
2013-01-17,163.35001,164.2896358,commodity,precious_metals,Gold ETF
2013-01-18,163.09,164.2254358,commodity,precious_metals,Gold ETF
2013-01-22,163.67,164.1690356,commodity,precious_metals,Gold ETF
2013-01-23,163.21001,164.0734356,commodity,precious_metals,Gold ETF
2013-01-24,161.42,163.9454354,commodity,precious_metals,Gold ETF
2013-01-25,160.64999,163.8094352,commodity,precious_metals,Gold ETF
2013-01-28,160.28999,163.6732348,commodity,precious_metals,Gold ETF
2013-01-29,160.99001,163.550235,commodity,precious_metals,Gold ETF
2013-01-30,162.19,163.472235,commodity,precious_metals,Gold ETF
2013-01-31,161.2,163.378635,commodity,precious_metals,Gold ETF
2013-02-01,161.45,163.250235,commodity,precious_metals,Gold ETF
2013-02-04,162.0,163.142435,commodity,precious_metals,Gold ETF
2013-02-05,161.96001,163.0304352,commodity,precious_metals,Gold ETF
2013-02-06,162.39,162.8860352,commodity,precious_metals,Gold ETF
2013-02-07,161.84,162.7342354,commodity,precious_metals,Gold ETF
2013-02-08,161.57001,162.5914354,commodity,precious_metals,Gold ETF
2013-02-11,159.7,162.4544354,commodity,precious_metals,Gold ETF
2013-02-12,159.89,162.3086014,commodity,precious_metals,Gold ETF
2013-02-13,159.05,162.1686014,commodity,precious_metals,Gold ETF
2013-02-14,158.34801,162.0130278,commodity,precious_metals,Gold ETF
2013-02-15,155.75999,161.8398276,commodity,precious_metals,Gold ETF
2013-02-19,155.33,161.6640276,commodity,precious_metals,Gold ETF
2013-02-20,151.44,161.4028276,commodity,precious_metals,Gold ETF
2013-02-21,152.62,161.1519278,commodity,precious_metals,Gold ETF
2013-02-22,152.97,160.8953278,commodity,precious_metals,Gold ETF
2013-02-25,154.34,160.669128,commodity,precious_metals,Gold ETF
2013-02-26,156.22,160.478128,commodity,precious_metals,Gold ETF
2013-02-27,154.57001,160.2821282,commodity,precious_metals,Gold ETF
2013-02-28,153.0,160.0595282,commodity,precious_metals,Gold ETF
2013-03-01,152.44,159.8195282,commodity,precious_metals,Gold ETF
2013-03-04,152.3,159.6239282,commodity,precious_metals,Gold ETF
2013-03-05,152.38,159.4377282,commodity,precious_metals,Gold ETF
2013-03-06,153.23,159.3077282,commodity,precious_metals,Gold ETF
2013-03-07,152.69,159.1549282,commodity,precious_metals,Gold ETF
2013-03-08,152.71001,158.9967284,commodity,precious_metals,Gold ETF
2013-03-11,152.99001,158.8409286,commodity,precious_metals,Gold ETF
2013-03-12,154.19,158.7015286,commodity,precious_metals,Gold ETF
2013-03-13,153.66,158.5639288,commodity,precious_metals,Gold ETF
2013-03-14,153.67999,158.3971206,commodity,precious_metals,Gold ETF
2013-03-15,154.00101,158.2137408,commodity,precious_metals,Gold ETF
2013-03-18,155.38,158.0973408,commodity,precious_metals,Gold ETF
2013-03-19,156.08,158.0101408,commodity,precious_metals,Gold ETF
2013-03-20,155.37,157.928941,commodity,precious_metals,Gold ETF
2013-03-21,156.246,157.842661,commodity,precious_metals,Gold ETF
2013-03-22,155.55,157.7438608,commodity,precious_metals,Gold ETF
2013-03-25,155.24001,157.609061,commodity,precious_metals,Gold ETF
2013-03-26,154.72,157.482261,commodity,precious_metals,Gold ETF
2013-03-27,155.36,157.3586612,commodity,precious_metals,Gold ETF
2013-03-28,154.47,157.1969012,commodity,precious_metals,Gold ETF
2013-04-01,154.67,157.0373014,commodity,precious_metals,Gold ETF
2013-04-02,152.42999,156.818901,commodity,precious_metals,Gold ETF
2013-04-03,150.73,156.571701,commodity,precious_metals,Gold ETF
2013-04-04,150.28999,156.3041008,commodity,precious_metals,Gold ETF
2013-04-05,152.81,156.0961006,commodity,precious_metals,Gold ETF
2013-04-08,152.16,155.9109006,commodity,precious_metals,Gold ETF
2013-04-09,153.34,155.7647008,commodity,precious_metals,Gold ETF
2013-04-10,150.75,155.573901,commodity,precious_metals,Gold ETF
2013-04-11,151.05,155.3751008,commodity,precious_metals,Gold ETF
2013-04-12,143.95,155.0103008,commodity,precious_metals,Gold ETF
2013-04-15,131.31,154.4125008,commodity,precious_metals,Gold ETF
2013-04-16,132.8,153.8395008,commodity,precious_metals,Gold ETF
2013-04-17,132.87,153.2569008,commodity,precious_metals,Gold ETF
2013-04-18,134.3,152.7037006,commodity,precious_metals,Gold ETF
2013-04-19,135.47,152.1653006,commodity,precious_metals,Gold ETF
2013-04-22,137.89999,151.6865004,commodity,precious_metals,Gold ETF
2013-04-23,136.88,151.1927002,commodity,precious_metals,Gold ETF
2013-04-24,138.3699,150.7660982,commodity,precious_metals,Gold ETF
2013-04-25,141.63,150.4008982,commodity,precious_metals,Gold ETF
2013-04-26,140.91,150.0380982,commodity,precious_metals,Gold ETF
2013-04-29,142.3,149.717138,commodity,precious_metals,Gold ETF
2013-04-30,142.77,149.4573382,commodity,precious_metals,Gold ETF
2013-05-01,141.11,149.1729382,commodity,precious_metals,Gold ETF
2013-05-02,141.92,148.9825382,commodity,precious_metals,Gold ETF
2013-05-03,142.09,148.7719382,commodity,precious_metals,Gold ETF
2013-05-06,142.14999,148.555538,commodity,precious_metals,Gold ETF
2013-05-07,140.38,148.276338,commodity,precious_metals,Gold ETF
2013-05-08,142.46001,148.0011382,commodity,precious_metals,Gold ETF
2013-05-09,140.81,147.725938,commodity,precious_metals,Gold ETF
2013-05-10,139.60001,147.4579382,commodity,precious_metals,Gold ETF
2013-05-13,138.42999,147.177738,commodity,precious_metals,Gold ETF
2013-05-14,137.81,146.887938,commodity,precious_metals,Gold ETF
2013-05-15,134.63,146.532938,commodity,precious_metals,Gold ETF
2013-05-16,134.09,146.150138,commodity,precious_metals,Gold ETF
2013-05-17,131.07001,145.7177382,commodity,precious_metals,Gold ETF
2013-05-20,135.12,145.365938,commodity,precious_metals,Gold ETF
2013-05-21,132.88,144.9637378,commodity,precious_metals,Gold ETF
2013-05-22,131.94,144.5187378,commodity,precious_metals,Gold ETF
2013-05-23,134.61,144.1377378,commodity,precious_metals,Gold ETF
2013-05-24,133.75999,143.7393378,commodity,precious_metals,Gold ETF
2013-05-28,133.49001,143.3291178,commodity,precious_metals,Gold ETF
2013-05-29,134.83,142.9181178,commodity,precious_metals,Gold ETF
2013-05-30,136.7,142.5305178,commodity,precious_metals,Gold ETF
2013-05-31,133.92,142.1015178,commodity,precious_metals,Gold ETF
2013-06-03,136.50999,141.7067976,commodity,precious_metals,Gold ETF
2013-06-04,135.23,141.3003976,commodity,precious_metals,Gold ETF
2013-06-05,135.52,140.9059974,commodity,precious_metals,Gold ETF
2013-06-06,136.53,140.5421974,commodity,precious_metals,Gold ETF
2013-06-07,133.28,140.1005974,commodity,precious_metals,Gold ETF
2013-06-10,133.94,139.6899974,commodity,precious_metals,Gold ETF
2013-06-11,133.25,139.2615974,commodity,precious_metals,Gold ETF
2013-06-12,134.25,138.8979976,commodity,precious_metals,Gold ETF
2013-06-13,133.74001,138.5581978,commodity,precious_metals,Gold ETF
2013-06-14,134.42999,138.2409978,commodity,precious_metals,Gold ETF
2013-06-17,133.77,137.8601978,commodity,precious_metals,Gold ETF
2013-06-18,132.13,137.4595978,commodity,precious_metals,Gold ETF
2013-06-19,130.59,137.0045978,commodity,precious_metals,Gold ETF
2013-06-20,123.60001,136.461598,commodity,precious_metals,Gold ETF
2013-06-21,125.05,135.941598,commodity,precious_metals,Gold ETF
2013-06-24,123.92999,135.5411978,commodity,precious_metals,Gold ETF
2013-06-25,123.47,135.3843978,commodity,precious_metals,Gold ETF
2013-06-26,118.28,135.0939978,commodity,precious_metals,Gold ETF
2013-06-27,115.94,134.7553978,commodity,precious_metals,Gold ETF
2013-06-28,119.11,134.4515978,commodity,precious_metals,Gold ETF
2013-07-01,121.13,134.1647978,commodity,precious_metals,Gold ETF
2013-07-02,120.05,133.807798,commodity,precious_metals,Gold ETF
2013-07-03,120.74001,133.4849982,commodity,precious_metals,Gold ETF
2013-07-05,118.09,133.0794002,commodity,precious_metals,Gold ETF
2013-07-08,119.50999,132.637,commodity,precious_metals,Gold ETF
2013-07-09,120.62,132.2312,commodity,precious_metals,Gold ETF
2013-07-10,120.95,131.8042,commodity,precious_metals,Gold ETF
2013-07-11,124.24001,131.4336002,commodity,precious_metals,Gold ETF
2013-07-12,124.13,131.0940002,commodity,precious_metals,Gold ETF
2013-07-15,124.17999,130.7392,commodity,precious_metals,Gold ETF
2013-07-16,124.89,130.3952,commodity,precious_metals,Gold ETF
2013-07-17,123.32001,130.0186004,commodity,precious_metals,Gold ETF
2013-07-18,124.00999,129.6912002,commodity,precious_metals,Gold ETF
2013-07-19,125.11,129.3442,commodity,precious_metals,Gold ETF
2013-07-22,128.84,129.1048,commodity,precious_metals,Gold ETF
2013-07-23,129.71001,128.907,commodity,precious_metals,Gold ETF
2013-07-24,127.48,128.6880002,commodity,precious_metals,Gold ETF
2013-07-25,128.67,128.5052002,commodity,precious_metals,Gold ETF
2013-07-26,128.78,128.3882002,commodity,precious_metals,Gold ETF
2013-07-29,128.47,128.2758002,commodity,precious_metals,Gold ETF
2013-07-30,128.12,128.2168,commodity,precious_metals,Gold ETF
2013-07-31,127.96001,128.0736002,commodity,precious_metals,Gold ETF
2013-08-01,126.61,127.9482002,commodity,precious_metals,Gold ETF
2013-08-02,126.36,127.8366002,commodity,precious_metals,Gold ETF
2013-08-05,125.7,127.6584002,commodity,precious_metals,Gold ETF
2013-08-06,123.97,127.4626004,commodity,precious_metals,Gold ETF
2013-08-07,124.14999,127.2758,commodity,precious_metals,Gold ETF
2013-08-08,126.86,127.1164,commodity,precious_metals,Gold ETF
2013-08-09,126.86,126.9196,commodity,precious_metals,Gold ETF
