date,symbol,eps,revenue_ttm,pe_ratio,accumulateddepreciationamortizationppe,beta,book_value,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,dividend_per_share,dividend_yield,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,forward_pe,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,peg_ratio,price_to_book,price_to_sales_ttm,profit_margin,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,trailing_pe,treasurystock,week_52_high,week_52_low
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,2040000000,2040000000,,,,,,None,366000000,2.555,0.0288,-0.882,0.19,567000000,933000000,0.92,2018-09-30,17.33,,5667000000.0,516000000,419000000,139000000,,,None,222000000,None,,None,,,,,310000000,260000000,None,None,0.145,131000000,385000000,,,,,119000000,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,0,,0.0185,0.0677,0.135,21.15,950000000,,,,81.2,91.17,20.6522,,,,,,,2556000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,1694000000,1694000000,,,,,,None,377000000,2.555,0.0288,-0.882,0.19,-956000000,-579000000,0.92,2018-06-30,17.33,,5667000000.0,480000000,-1187000000,-602000000,,,None,227000000,None,,None,,,,,-535000000,-526000000,None,None,0.145,104000000,376000000,,,,,-33000000,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,0,,0.0185,0.0677,0.135,21.15,887000000,,,,81.2,91.17,20.6522,,,,,,,2174000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,1804000000,1804000000,,,,,,None,372000000,2.555,0.0288,-0.882,0.19,801000000,1173000000,0.92,2018-03-31,17.33,,5667000000.0,741000000,572000000,242000000,,,None,208000000,None,,None,,,,,375000000,378000000,None,None,0.145,117000000,624000000,,,,,186000000,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,0,,0.0185,0.0677,0.135,21.15,898000000,,,,81.2,91.17,20.6522,,,,,,,2545000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,2240000000,2240000000,,,,,,None,384000000,2.555,0.0288,-0.882,0.19,563000000,947000000,0.92,2017-12-31,17.33,,5667000000.0,750000000,447000000,898000000,,,None,166000000,None,,None,,,,,-501000000,-498000000,None,None,0.145,111000000,639000000,,,,,24000000,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,0,,0.0185,0.0677,0.135,21.15,1021000000,,,,81.2,91.17,20.6522,,,,,,,2990000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,2156000000,2156000000,,,,,,None,378000000,2.555,0.0288,-0.882,0.19,180000000,558000000,0.92,2017-09-30,17.33,,5667000000.0,520000000,18000000,-84000000,,,None,165000000,None,,None,,,,,57000000,99000000,None,None,0.145,114000000,406000000,,,,,68000000,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,0,,0.0185,0.0677,0.135,21.15,876000000,,,,81.2,91.17,20.6522,,,,,,,2676000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,1927000000,1927000000,,,,,,None,368000000,2.555,0.0288,-0.882,0.19,556000000,924000000,0.92,2017-06-30,17.33,,5667000000.0,603000000,415000000,167000000,,,None,159000000,None,,None,,,,,260000000,248000000,None,None,0.145,84000000,519000000,,,,,117000000,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,0,,0.0185,0.0677,0.135,21.15,832000000,,,,81.2,91.17,20.6522,,,,,,,2530000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,2145000000,2145000000,,,,,,None,360000000,2.555,0.0288,-0.882,0.19,924000000,1284000000,0.92,2017-03-31,17.33,,5667000000.0,881000000,755000000,295000000,,,None,169000000,None,,None,,,,,441000000,460000000,None,None,0.145,110000000,771000000,,,,,170000000,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,0,,0.0185,0.0677,0.135,21.15,824000000,,,,81.2,91.17,20.6522,,,,,,,3026000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,2204000000,2204000000,,,,,,None,342000000,2.555,0.0288,-0.882,0.19,631000000,973000000,0.92,2016-12-31,17.33,,5667000000.0,659000000,505000000,105000000,,,None,126000000,None,,None,,,,,379000000,434000000,None,None,0.145,111000000,548000000,,,,,55000000,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,0,,0.0185,0.0677,0.135,21.15,950000000,,,,81.2,91.17,20.6522,,,,,,,2863000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,1852000000,1852000000,,,,,,None,328000000,2.555,0.0288,-0.882,0.19,1114000000,1442000000,0.92,2016-09-30,17.33,,5667000000.0,680000000,982000000,282000000,,,None,132000000,None,,None,,,,,622000000,700000000,None,None,0.145,107000000,573000000,,,,,812000000,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,0,,0.0185,0.0677,0.135,21.15,811000000,,,,81.2,91.17,20.6522,,,,,,,2532000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,1759000000,1759000000,,,,,,None,314000000,2.555,0.0288,-0.882,0.19,8000000,322000000,0.92,2016-06-30,17.33,,5667000000.0,397000000,-80000000,-106000000,,,None,142000000,None,,None,,,,,16000000,-6000000,None,None,0.145,410000000,8000000,,,,,76000000,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,0,,0.0185,0.0677,0.135,21.15,823000000,,,,81.2,91.17,20.6522,,,,,,,2156000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,1618000000,1618000000,,,,,,None,328000000,2.555,0.0288,-0.882,0.19,565000000,893000000,0.92,2016-03-31,17.33,,5667000000.0,1004000000,455000000,108000000,,,None,143000000,None,,None,,,,,353000000,313000000,None,None,0.145,439000000,565000000,,,,,50000000,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,0,,0.0185,0.0677,0.135,21.15,812000000,,,,81.2,91.17,20.6522,,,,,,,2622000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,1788000000,1788000000,,,,,,None,325000000,2.555,0.0288,-0.882,0.19,510000000,835000000,0.92,2015-12-31,17.33,,5667000000.0,913000000,432000000,65000000,,,None,145000000,None,,None,,,,,369000000,367000000,None,None,0.145,434000000,495000000,,,,,98000000,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,0,,0.0185,0.0677,0.135,21.15,953000000,,,,81.2,91.17,20.6522,,,,,,,2701000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,1693000000,1693000000,,,,,,None,315000000,2.555,0.0288,-0.882,0.19,363000000,678000000,0.92,2015-09-30,17.33,,5667000000.0,788000000,270000000,15000000,,,None,143000000,None,,None,,,,,248000000,255000000,None,None,0.145,426000000,678000000,,,,,78000000,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,0,,0.0185,0.0677,0.135,21.15,812000000,,,,81.2,91.17,20.6522,,,,,,,2481000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,1565000000,1565000000,,,,,,None,307000000,2.555,0.0288,-0.882,0.19,393000000,700000000,0.92,2015-06-30,17.33,,5667000000.0,802000000,396000000,98000000,,,None,139000000,None,,None,,,,,295000000,298000000,None,None,0.145,403000000,700000000,,,,,158000000,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,0,,0.0185,0.0677,0.135,21.15,809000000,,,,81.2,91.17,20.6522,,,,,,,2367000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,1618000000,1618000000,,,,,,None,303000000,2.555,0.0288,-0.882,0.19,654000000,957000000,0.92,2015-03-31,17.33,,5667000000.0,1064000000,606000000,163000000,,,None,134000000,None,,None,,,,,437000000,443000000,None,None,0.145,410000000,654000000,,,,,80000000,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,0,,0.0185,0.0677,0.135,21.15,744000000,,,,81.2,91.17,20.6522,,,,,,,2682000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,1969000000,1969000000,,,,,,None,290000000,2.555,0.0288,-0.882,0.19,410000000,700000000,0.92,2014-12-31,17.33,,5667000000.0,778000000,314000000,9000000,,,None,136000000,None,,None,,,,,297000000,305000000,None,None,0.145,807000000,410000000,,,,,75000000,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,0,,0.0185,0.0677,0.135,21.15,911000000,,,,81.2,91.17,20.6522,,,,,,,2747000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,1904000000,1904000000,,,,,,None,292000000,2.555,0.0288,-0.882,0.19,515000000,807000000,0.92,2014-09-30,17.33,,5667000000.0,911000000,447000000,71000000,,,None,144000000,None,,None,,,,,348000000,376000000,None,None,0.145,396000000,515000000,,,,,83000000,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,0,,0.0185,0.0677,0.135,21.15,830000000,,,,81.2,91.17,20.6522,,,,,,,2815000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,1863000000,1863000000,,,,,,None,288000000,2.555,0.0288,-0.882,0.19,435000000,723000000,0.92,2014-06-30,17.33,,5667000000.0,815000000,376000000,93000000,,,None,138000000,None,,None,,,,,269000000,283000000,None,None,0.145,380000000,723000000,,,,,88000000,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,0,,0.0185,0.0677,0.135,21.15,821000000,,,,81.2,91.17,20.6522,,,,,,,2678000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,1982000000,1982000000,,,,,,None,286000000,2.555,0.0288,-0.882,0.19,422000000,708000000,0.92,2014-03-31,17.33,,5667000000.0,813000000,387000000,127000000,,,None,136000000,None,,None,,,,,247000000,260000000,None,None,0.145,391000000,708000000,,,,,94000000,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,0,,0.0185,0.0677,0.135,21.15,781000000,,,,81.2,91.17,20.6522,,,,,,,2795000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,1915000000,1915000000,,,,,,None,285000000,2.555,0.0288,-0.882,0.19,424000000,709000000,0.92,2013-12-31,17.33,,5667000000.0,790000000,348000000,39000000,,,None,146000000,None,,None,,,,,282000000,0,None,None,0.145,376000000,417000000,,,,,None,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,0,,0.0185,0.0677,0.135,21.15,0,,,,81.2,91.17,20.6522,,,,,,,2705000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,1663000000,1663000000,,,,,,None,286000000,2.555,0.0288,-0.882,0.19,499000000,785000000,0.92,2013-09-30,17.33,,5667000000.0,888000000,432000000,117000000,,,None,137000000,None,,None,,,,,296000000,315000000,None,None,0.145,382000000,506000000,,,,,68000000,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,0,,0.0185,0.0677,0.135,21.15,794000000,,,,81.2,91.17,20.6522,,,,,,,2551000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,1725000000,1725000000,,,,,,None,247000000,2.555,0.0288,-0.882,0.19,436000000,683000000,0.92,2013-06-30,17.33,,5667000000.0,926000000,298000000,32000000,,,None,138000000,None,,None,,,,,246000000,0,None,None,0.145,328000000,598000000,,,,,None,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,0,,0.0185,0.0677,0.135,21.15,0,,,,81.2,91.17,20.6522,,,,,,,2651000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,1886000000,1886000000,,,,,,None,295000000,2.555,0.0288,-0.882,0.19,490000000,785000000,0.92,2013-03-31,17.33,,5667000000.0,764000000,354000000,178000000,,,None,138000000,None,,None,,,,,180000000,0,None,None,0.145,401000000,363000000,,,,,None,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,0,,0.0185,0.0677,0.135,21.15,0,,,,81.2,91.17,20.6522,,,,,,,2650000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,4034000000,4034000000,,,,,,None,287000000,2.555,0.0288,-0.882,0.19,349000000,636000000,0.92,2012-12-31,17.33,,5667000000.0,-1366000000,309000000,11000000,,,None,141000000,None,,None,,,,,293000000,0,None,None,0.145,-1366000000,349000000,,,,,None,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,0,,0.0185,0.0677,0.135,21.15,0,,,,81.2,91.17,20.6522,,,,,,,2668000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,1638000000,1638000000,,,,,,None,280000000,2.555,0.0288,-0.882,0.19,455000000,735000000,0.92,2012-09-30,17.33,,5667000000.0,869000000,337000000,49000000,,,None,126000000,None,,None,,,,,270000000,0,None,None,0.145,869000000,500000000,,,,,None,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,0,,0.0185,0.0677,0.135,21.15,0,,,,81.2,91.17,20.6522,,,,,,,2507000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,1412000000,1412000000,,,,,,None,-266000000,2.555,0.0288,-0.882,0.19,593000000,327000000,0.92,2012-06-30,17.33,,5667000000.0,677000000,-52000000,-118000000,,,None,113000000,None,,None,,,,,63000000,0,None,None,0.145,670000000,325000000,,,,,None,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,0,,0.0185,0.0677,0.135,21.15,0,,,,81.2,91.17,20.6522,,,,,,,2089000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,1652000000,1652000000,,,,,,None,257000000,2.555,0.0288,-0.882,0.19,470000000,727000000,0.92,2012-03-31,17.33,,5667000000.0,731000000,357000000,117000000,,,None,113000000,None,,None,,,,,238000000,0,None,None,0.145,731000000,378000000,,,,,None,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,0,,0.0185,0.0677,0.135,21.15,0,,,,81.2,91.17,20.6522,,,,,,,2383000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,986000000,986000000,,,,,,None,248000000,2.555,0.0288,-0.882,0.19,526000000,774000000,0.92,2011-12-31,17.33,,5667000000.0,1618000000,405000000,97000000,,,None,121000000,None,,None,,,,,292000000,0,None,None,0.145,1147000000,471000000,,,,,None,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,0,,0.0185,0.0677,0.135,21.15,0,,,,81.2,91.17,20.6522,,,,,,,2604000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,1050000000,1050000000,,,,,,None,251000000,2.555,0.0288,-0.882,0.19,506000000,757000000,0.92,2011-09-30,17.33,,5667000000.0,1526000000,388000000,75000000,,,None,118000000,None,,None,,,,,289000000,0,None,None,0.145,1009000000,500000000,,,,,None,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,0,,0.0185,0.0677,0.135,21.15,0,,,,81.2,91.17,20.6522,,,,,,,2576000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,1044000000,1044000000,,,,,,None,248000000,2.555,0.0288,-0.882,0.19,704000000,952000000,0.92,2011-06-30,17.33,,5667000000.0,1378000000,586000000,92000000,,,None,118000000,None,,None,,,,,503000000,0,None,None,0.145,995000000,377000000,,,,,None,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,0,,0.0185,0.0677,0.135,21.15,0,,,,81.2,91.17,20.6522,,,,,,,2422000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,1066000000,1066000000,,,,,,None,231000000,2.555,0.0288,-0.882,0.19,450000000,681000000,0.92,2011-03-31,17.33,,5667000000.0,1368000000,342000000,-109000000,,,None,108000000,None,,None,,,,,254000000,0,None,None,0.145,958000000,404000000,,,,,None,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,0,,0.0185,0.0677,0.135,21.15,0,,,,81.2,91.17,20.6522,,,,,,,2434000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,946000000,946000000,,,,,,None,224000000,2.555,0.0288,-0.882,0.19,424000000,648000000,0.92,2010-12-31,17.33,,5667000000.0,1399000000,311000000,17000000,,,None,113000000,None,,None,,,,,280000000,0,None,None,0.145,1025000000,374000000,,,,,None,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,0,,0.0185,0.0677,0.135,21.15,168000000,,,,81.2,91.17,20.6522,,,,,,,2345000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,803000000,803000000,,,,,,None,218000000,2.555,0.0288,-0.882,0.19,210000000,428000000,0.92,2010-09-30,17.33,,5667000000.0,1313000000,99000000,-32000000,,,None,111000000,None,,None,,,,,131000000,0,None,None,0.145,884000000,429000000,,,,,None,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,0,,0.0185,0.0677,0.135,21.15,0,,,,81.2,91.17,20.6522,,,,,,,2116000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,765000000,765000000,,,,,,None,215000000,2.555,0.0288,-0.882,0.19,340000000,555000000,0.92,2010-06-30,17.33,,5667000000.0,1243000000,237000000,-59000000,,,None,103000000,None,,None,,,,,222000000,0,None,None,0.145,908000000,335000000,,,,,None,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,0,,0.0185,0.0677,0.135,21.15,0,,,,81.2,91.17,20.6522,,,,,,,2008000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,1269000000,1269000000,,,,,,None,210000000,2.555,0.0288,-0.882,0.19,248000000,458000000,0.92,2010-03-31,17.33,,5667000000.0,1265000000,139000000,-58000000,,,None,109000000,None,,None,,,,,106000000,0,None,None,0.145,1265000000,389000000,,,,,None,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,0,,0.0185,0.0677,0.135,21.15,168000000,,,,81.2,91.17,20.6522,,,,,,,2534000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,1026000000,1026000000,,,,,,None,207000000,2.555,0.0288,-0.882,0.19,502000000,709000000,0.92,2009-12-31,17.33,,5667000000.0,1430000000,392000000,95000000,,,None,110000000,None,,None,,,,,288000000,0,None,None,0.145,1073000000,357000000,,,,,None,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,0,,0.0185,0.0677,0.135,21.15,0,,,,81.2,91.17,20.6522,,,,,,,2456000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,655000000,655000000,,,,,,None,196000000,2.555,0.0288,-0.882,0.19,506000000,702000000,0.92,2009-09-30,17.33,,5667000000.0,1198000000,410000000,-128000000,,,None,96000000,None,,None,,,,,317000000,0,None,None,0.145,844000000,354000000,,,,,None,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,0,,0.0185,0.0677,0.135,21.15,0,,,,81.2,91.17,20.6522,,,,,,,1853000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,581000000,581000000,,,,,,None,189000000,2.555,0.0288,-0.882,0.19,335000000,524000000,0.92,2009-06-30,17.33,,5667000000.0,1108000000,256000000,-90000000,,,None,79000000,None,,None,,,,,198000000,0,None,None,0.145,847000000,268000000,,,,,None,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,0,,0.0185,0.0677,0.135,21.15,0,,,,81.2,91.17,20.6522,,,,,,,1689000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,996000000,996000000,,,,,,None,183000000,2.555,0.0288,-0.882,0.19,500000000,683000000,0.92,2009-03-31,17.33,,5667000000.0,1112000000,418000000,109000000,,,None,82000000,None,,None,,,,,316000000,0,None,None,0.145,781000000,331000000,,,,,None,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,0,,0.0185,0.0677,0.135,21.15,0,,,,81.2,91.17,20.6522,,,,,,,2108000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,1242000000,1242000000,,,,,,None,179000000,2.555,0.0288,-0.882,0.19,826000000,1005000000,0.92,2008-12-31,17.33,,5667000000.0,1051000000,344000000,15000000,,,None,197000000,None,,None,,,,,319000000,0,None,None,0.145,813000000,238000000,,,,,None,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,0,,0.0185,0.0677,0.135,21.15,0,,,,81.2,91.17,20.6522,,,,,,,2293000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,1431000000,1431000000,,,,,,None,162000000,2.555,0.0288,-0.882,0.19,445000000,607000000,0.92,2008-09-30,17.33,,5667000000.0,1261000000,378000000,94000000,,,None,67000000,None,,None,,,,,308000000,0,None,None,0.145,802000000,444000000,,,,,None,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,0,,0.0185,0.0677,0.135,21.15,0,,,,81.2,91.17,20.6522,,,,,,,2692000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,1517000000,1517000000,,,,,,None,171000000,2.555,0.0288,-0.882,0.19,-121000000,50000000,0.92,2008-06-30,17.33,,5667000000.0,986000000,446000000,184000000,,,None,38000000,None,,None,,,,,244000000,0,None,None,0.145,808000000,178000000,,,,,None,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,0,,0.0185,0.0677,0.135,21.15,0,,,,81.2,91.17,20.6522,,,,,,,2503000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,1807000000,1807000000,,,,,,None,175000000,2.555,0.0288,-0.882,0.19,410000000,585000000,0.92,2008-03-31,17.33,,5667000000.0,1463000000,369000000,127000000,,,None,60000000,None,,None,,,,,242000000,0,None,None,0.145,1092000000,371000000,,,,,None,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,0,,0.0185,0.0677,0.135,21.15,0,,,,81.2,91.17,20.6522,,,,,,,3270000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,-21000000,-21000000,,,,,,None,172000000,2.555,0.0288,-0.882,0.19,493000000,665000000,0.92,2007-12-31,17.33,,5667000000.0,3131000000,471000000,183000000,,,None,247000000,None,,None,,,,,289000000,0,None,None,0.145,2638000000,493000000,,,,,None,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,0,,0.0185,0.0677,0.135,21.15,0,,,,81.2,91.17,20.6522,,,,,,,3110000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,904000000,904000000,,,,,,None,174000000,2.555,0.0288,-0.882,0.19,499000000,673000000,0.92,2007-09-30,17.33,,5667000000.0,1759000000,465000000,135000000,,,None,68000000,None,,None,,,,,305000000,0,None,None,0.145,1260000000,499000000,,,,,None,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,0,,0.0185,0.0677,0.135,21.15,0,,,,81.2,91.17,20.6522,,,,,,,2663000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,1044000000,1044000000,,,,,,None,171000000,2.555,0.0288,-0.882,0.19,414000000,585000000,0.92,2007-06-30,17.33,,5667000000.0,1617000000,423000000,143000000,,,None,69000000,None,,None,,,,,277000000,0,None,None,0.145,1203000000,414000000,,,,,None,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,0,,0.0185,0.0677,0.135,21.15,0,,,,81.2,91.17,20.6522,,,,,,,2661000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,485000000,485000000,,,,,,None,169000000,2.555,0.0288,-0.882,0.19,267000000,436000000,0.92,2007-03-31,17.33,,5667000000.0,2519000000,290000000,63000000,,,None,70000000,None,,None,,,,,228000000,0,None,None,0.145,2519000000,267000000,,,,,None,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,0,,0.0185,0.0677,0.135,21.15,0,,,,81.2,91.17,20.6522,,,,,,,3004000000,,27.26,,95.03,60.49
