date,symbol,eps,revenue_ttm,pe_ratio,accumulateddepreciationamortizationppe,beta,book_value,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,dividend_per_share,dividend_yield,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,forward_pe,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,peg_ratio,price_to_book,price_to_sales_ttm,profit_margin,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,trailing_pe,treasurystock,week_52_high,week_52_low
2025-12-28,SRE,3.25,13711000000.0,27.26,None,0.733,47.74,None,2519000000,2519000000,11656000000,634868000,None,7070000000,7070000000,1375000000,None,2479000000,3005000000,None,None,626000000,2.555,0.0288,-0.882,0.19,1202000000,1828000000,0.92,2022-03-31,17.33,1602000000,5667000000.0,4442000000,947000000,34000000,363000000,363000000,None,310000000,None,352000000,None,None,24416000000,None,16060000000,913000000,None,None,None,0.145,3380000000,1062000000,625000000,5133000000,None,13946000000,None,1.904,1.857,4.218,0.158,45197000000,2025-11-05,quarterly,1.11,USD,pre-market,None,13798000000,0.0185,0.0677,0.135,21.15,None,26895000000,2479000000,-14386000000,81.2,91.17,20.6522,74922000000,6501000000,9000000000,47362000000,68421000000,38362000000,11512000000,26134000000,27.26,None,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,-15046000000,0.733,47.74,None,559000000,559000000,11862000000,639020000,None,7070000000,7070000000,1671000000,None,3577000000,2571000000,None,None,626000000,2.555,0.0288,-0.882,0.19,1202000000,1828000000,0.92,2021-12-31,17.33,1602000000,5667000000.0,4442000000,947000000,34000000,370000000,370000000,None,310000000,None,389000000,None,None,21068000000,None,16481000000,913000000,None,None,None,0.145,3380000000,1062000000,856000000,4161000000,None,13523000000,None,1.904,1.857,4.218,0.158,43894000000,2025-11-05,quarterly,1.11,USD,pre-market,None,13548000000,0.0185,0.0677,0.135,21.15,None,24645000000,3577000000,None,81.2,91.17,20.6522,72045000000,4375000000,10035000000,44626000000,67670000000,34591000000,11512000000,26001000000,27.26,None,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,None,0.733,47.74,None,873000000,873000000,10791000000,638288000,None,7070000000,7070000000,1400000000,None,6062000000,2009000000,None,None,626000000,2.555,0.0288,-0.882,0.19,1202000000,1828000000,0.92,2021-09-30,17.33,1602000000,5667000000.0,4442000000,947000000,34000000,376000000,376000000,None,310000000,None,371000000,None,None,20042000000,None,16059000000,913000000,None,None,None,0.145,3380000000,1062000000,1340000000,5467000000,None,12882000000,None,1.904,1.857,4.218,0.158,43257000000,2025-11-05,quarterly,1.11,USD,pre-market,None,13292000000,0.0185,0.0677,0.135,21.15,None,26104000000,6062000000,None,81.2,91.17,20.6522,70472000000,4593000000,12944000000,45868000000,65879000000,32924000000,11512000000,24574000000,27.26,None,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,None,0.733,47.74,None,335000000,335000000,10150000000,617214000,None,7070000000,7070000000,1291000000,None,2773000000,1939000000,None,None,626000000,2.555,0.0288,-0.882,0.19,1202000000,1828000000,0.92,2021-06-30,17.33,1602000000,5667000000.0,4442000000,947000000,34000000,382000000,382000000,None,310000000,None,339000000,None,None,22090000000,None,15421000000,913000000,None,None,None,0.145,3380000000,1062000000,1147000000,3232000000,None,104000000,None,1.904,1.857,4.218,0.158,42429000000,2025-11-05,quarterly,1.11,USD,pre-market,None,14291000000,0.0185,0.0677,0.135,21.15,None,24863000000,2773000000,12655000000,81.2,91.17,20.6522,68608000000,3760000000,7312000000,42916000000,64848000000,35604000000,11512000000,25471000000,27.26,None,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,None,0.733,47.74,None,725000000,725000000,8730000000,616916000,None,7070000000,7070000000,1354000000,None,2322000000,2092000000,None,None,626000000,2.555,0.0288,-0.882,0.19,1202000000,1828000000,0.92,2021-03-31,17.33,1602000000,5667000000.0,4442000000,947000000,34000000,397000000,397000000,None,310000000,None,274000000,None,None,22023000000,None,16160000000,913000000,None,None,None,0.145,3380000000,1062000000,1109000000,3069000000,None,13315000000,None,1.904,1.857,4.218,0.158,41509000000,2025-11-05,quarterly,1.11,USD,pre-market,None,14214000000,0.0185,0.0677,0.135,21.15,None,24345000000,2322000000,None,81.2,91.17,20.6522,67821000000,4200000000,6875000000,42213000000,63621000000,35338000000,11512000000,24019000000,27.26,None,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,-13925000000,0.733,47.74,None,960000000,960000000,7053000000,580432000,None,7070000000,7070000000,1359000000,None,2425000000,2114000000,None,None,626000000,2.555,0.0288,-0.882,0.19,1202000000,1828000000,0.92,2020-12-31,17.33,1602000000,5667000000.0,4442000000,947000000,34000000,202000000,202000000,None,310000000,None,308000000,None,None,21781000000,None,16072000000,913000000,None,None,None,0.145,3380000000,1062000000,1129000000,2831000000,None,13069000000,None,1.904,1.857,4.218,0.158,40003000000,2025-11-05,quarterly,1.11,USD,pre-market,None,13673000000,0.0185,0.0677,0.135,21.15,None,24206000000,2513000000,12440000000,81.2,91.17,20.6522,66623000000,4511000000,6839000000,41689000000,62112000000,34850000000,11512000000,23393000000,27.26,None,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,-13645000000,0.733,47.74,None,3515000000,3515000000,7034000000,581164000,None,7070000000,7070000000,1129000000,None,3662000000,1683000000,None,None,626000000,2.555,0.0288,-0.882,0.19,1202000000,1828000000,0.92,2020-09-30,17.33,1602000000,5667000000.0,4442000000,947000000,34000000,205000000,205000000,None,310000000,None,309000000,None,None,21770000000,None,15595000000,913000000,None,None,None,0.145,3380000000,1062000000,881000000,2844000000,None,12961000000,None,1.904,1.857,4.218,0.158,38784000000,2025-11-05,quarterly,1.11,USD,pre-market,None,13560000000,0.0185,0.0677,0.135,21.15,None,25432000000,3662000000,6000000,81.2,91.17,20.6522,67222000000,6394000000,7635000000,42366000000,60828000000,34731000000,11512000000,23248000000,27.26,None,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,-13401000000,0.733,47.74,None,4894000000,4894000000,7490000000,588310000,None,7070000000,7070000000,1302000000,None,5428000000,1640000000,None,None,626000000,2.555,0.0288,-0.882,0.19,1202000000,1828000000,0.92,2020-06-30,17.33,1602000000,5667000000.0,4442000000,947000000,34000000,208000000,208000000,None,310000000,None,267000000,None,None,20535000000,None,16125000000,913000000,None,None,None,0.145,3380000000,1062000000,830000000,2865000000,None,12869000000,None,1.904,1.857,4.218,0.158,37945000000,2025-11-05,quarterly,1.11,USD,pre-market,None,13511000000,0.0185,0.0677,0.135,21.15,None,25963000000,5428000000,9000000,81.2,91.17,20.6522,68385000000,7640000000,9595000000,42999000000,60745000000,33404000000,11512000000,23626000000,27.26,None,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,-13118000000,0.733,47.74,None,2247000000,2247000000,7472000000,627850000,None,7070000000,7070000000,1038000000,None,7821000000,1775000000,None,None,626000000,2.555,0.0288,-0.882,0.19,1202000000,1828000000,0.92,2020-03-31,17.33,1602000000,5667000000.0,4442000000,947000000,34000000,211000000,211000000,None,310000000,None,217000000,None,None,20198000000,None,15924000000,913000000,None,None,None,0.145,3380000000,1062000000,1170000000,3318000000,None,13803000000,None,1.904,1.857,4.218,0.158,37067000000,2025-11-05,quarterly,1.11,USD,pre-market,None,11577000000,0.0185,0.0677,0.135,21.15,None,28019000000,7821000000,15000000,81.2,91.17,20.6522,68293000000,5424000000,12177000000,46178000000,62869000000,34001000000,11512000000,20137000000,27.26,None,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,-12877000000,0.733,47.74,None,108000000,108000000,7480000000,577574000,None,7070000000,7070000000,1234000000,None,5031000000,1860000000,None,None,626000000,2.555,0.0288,-0.882,0.19,1202000000,1828000000,0.92,2019-12-31,17.33,1602000000,5667000000.0,4442000000,947000000,34000000,213000000,213000000,None,310000000,None,277000000,None,None,20785000000,None,15785000000,913000000,None,None,None,0.145,3380000000,1062000000,1094000000,767000000,None,13925000000,None,1.904,1.857,4.218,0.158,36452000000,2025-11-05,quarterly,1.11,USD,pre-market,None,11130000000,0.0185,0.0677,0.135,21.15,None,25816000000,5109000000,None,81.2,91.17,20.6522,65665000000,3339000000,9150000000,43860000000,62326000000,34710000000,11512000000,19949000000,27.26,None,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,-12619000000,0.733,47.74,None,106000000,106000000,6374000000,591578000,None,7070000000,7070000000,959000000,None,5211000000,1991000000,None,None,626000000,2.555,0.0288,-0.882,0.19,1202000000,1828000000,0.92,2019-09-30,17.33,1602000000,5667000000.0,4442000000,947000000,34000000,216000000,216000000,None,310000000,None,270000000,None,None,20995000000,None,15336000000,913000000,None,None,None,0.145,3380000000,1062000000,1299000000,3187000000,None,13541000000,None,1.904,1.857,4.218,0.158,35520000000,2025-11-05,quarterly,1.11,USD,pre-market,None,10966000000,0.0185,0.0677,0.135,21.15,None,26206000000,5282000000,None,81.2,91.17,20.6522,64585000000,3666000000,9498000000,44034000000,60919000000,34536000000,11512000000,18640000000,27.26,None,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,-12625000000,0.733,47.74,None,168000000,168000000,5605000000,559238000,None,7070000000,7070000000,1018000000,None,4551000000,1371000000,None,None,626000000,2.555,0.0288,-0.882,0.19,1202000000,1828000000,0.92,2019-06-30,17.33,1602000000,5667000000.0,4442000000,947000000,34000000,219000000,219000000,None,310000000,None,214000000,None,None,21199000000,None,15147000000,913000000,None,None,None,0.145,3380000000,1062000000,1030000000,2469000000,None,13917000000,None,1.904,1.857,4.218,0.158,35282000000,2025-11-05,quarterly,1.11,USD,pre-market,None,10425000000,0.0185,0.0677,0.135,21.15,None,25750000000,4623000000,None,81.2,91.17,20.6522,62727000000,2783000000,8177000000,43293000000,59944000000,35116000000,11512000000,17460000000,27.26,None,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,-12407000000,0.733,47.74,None,78000000,78000000,5568000000,554456000,None,7070000000,7070000000,989000000,None,4675000000,1713000000,None,None,626000000,2.555,0.0288,-0.882,0.19,1202000000,1828000000,0.92,2019-03-31,17.33,1602000000,5667000000.0,4442000000,947000000,34000000,222000000,222000000,None,310000000,None,189000000,None,None,18482000000,None,14220000000,913000000,None,None,None,0.145,3380000000,1062000000,1282000000,2877000000,None,13798000000,None,1.904,1.857,4.218,0.158,34698000000,2025-11-05,quarterly,1.11,USD,pre-market,None,10337000000,0.0185,0.0677,0.135,21.15,None,24413000000,4661000000,None,81.2,91.17,20.6522,61618000000,3262000000,8612000000,42148000000,58356000000,33536000000,11512000000,17366000000,27.26,None,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,-12519000000,0.733,47.74,None,102000000,102000000,5540000000,592858000,None,7070000000,7070000000,1160000000,None,1676000000,1632000000,None,None,626000000,2.555,0.0288,-0.882,0.19,1202000000,1828000000,0.92,2018-12-31,17.33,2373000000,5667000000.0,4442000000,947000000,34000000,272000000,272000000,None,310000000,None,296000000,None,None,20376000000,None,14112000000,913000000,None,None,None,0.145,3380000000,1062000000,1615000000,2695000000,None,12256000000,None,1.904,1.857,4.218,0.158,36796000000,2025-11-05,quarterly,1.11,USD,pre-market,None,10104000000,0.0185,0.0677,0.135,21.15,None,25363000000,3668000000,2000000,81.2,91.17,20.6522,60638000000,3645000000,7523000000,41390000000,56993000000,33867000000,11512000000,17158000000,27.26,None,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,-12236000000,0.733,47.74,None,212000000,212000000,5485000000,551814000,None,7070000000,7070000000,1199000000,None,1471000000,1805000000,None,None,626000000,2.555,0.0288,-0.882,0.19,1202000000,1828000000,0.92,2018-09-30,17.33,2363000000,5667000000.0,4442000000,947000000,34000000,229000000,229000000,None,310000000,None,345000000,None,None,21460000000,None,14312000000,913000000,None,None,None,0.145,3380000000,1062000000,2683000000,2759000000,None,11668000000,None,1.904,1.857,4.218,0.158,35498000000,2025-11-05,quarterly,1.11,USD,pre-market,None,9485000000,0.0185,0.0677,0.135,21.15,None,25696000000,4196000000,1000000,81.2,91.17,20.6522,60605000000,5045000000,8491000000,41494000000,55560000000,33003000000,11512000000,16637000000,27.26,None,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,-11986000000,0.733,47.74,None,252000000,252000000,5279000000,531674000,None,7070000000,7070000000,1064000000,None,1116000000,1577000000,None,None,626000000,2.555,0.0288,-0.882,0.19,1202000000,1828000000,0.92,2018-06-30,17.33,2371000000,5667000000.0,4442000000,947000000,34000000,221000000,221000000,None,310000000,None,288000000,None,None,21416000000,None,14141000000,913000000,None,None,None,0.145,3380000000,1062000000,2830000000,2547000000,None,11663000000,None,1.904,1.857,4.218,0.158,34916000000,2025-11-05,quarterly,1.11,USD,pre-market,None,9455000000,0.0185,0.0677,0.135,21.15,None,26094000000,4649000000,6000000,81.2,91.17,20.6522,59907000000,4947000000,8602000000,41543000000,54960000000,32941000000,11512000000,15846000000,27.26,None,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,-11832000000,0.733,47.74,None,239000000,239000000,4436000000,518980000,None,7070000000,7070000000,1057000000,None,1883000000,1862000000,None,None,626000000,2.555,0.0288,-0.882,0.19,1202000000,1828000000,0.92,2018-03-31,17.33,2406000000,5667000000.0,4442000000,947000000,34000000,596000000,596000000,None,310000000,None,285000000,None,None,20985000000,None,13896000000,913000000,None,None,None,0.145,3380000000,1062000000,1008000000,2352000000,None,12208000000,None,1.904,1.857,4.218,0.158,37025000000,2025-11-05,quarterly,1.11,USD,pre-market,None,10260000000,0.0185,0.0677,0.135,21.15,None,26399000000,5384000000,1000000,81.2,91.17,20.6522,60485000000,3394000000,9109000000,42180000000,57091000000,33071000000,11512000000,15864000000,27.26,None,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,-11605000000,0.733,47.74,None,288000000,288000000,3149000000,503804000,None,7070000000,7070000000,1350000000,None,1478000000,1731000000,None,None,626000000,2.555,0.0288,-0.882,0.19,1202000000,1828000000,0.92,2017-12-31,17.33,2397000000,5667000000.0,4442000000,947000000,34000000,596000000,596000000,None,310000000,None,307000000,None,None,16445000000,None,4576000000,913000000,None,None,None,0.145,3380000000,1062000000,1015000000,2156000000,None,12234000000,None,1.904,1.857,4.218,0.158,36503000000,2025-11-05,quarterly,1.11,USD,pre-market,None,10147000000,0.0185,0.0677,0.135,21.15,None,19412000000,2805000000,5000000,81.2,91.17,20.6522,50454000000,3341000000,6635000000,35314000000,47113000000,28679000000,11512000000,12690000000,27.26,0,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,-11341000000,0.733,47.74,None,189000000,189000000,3088000000,506728000,None,7070000000,7070000000,1190000000,None,1474000000,1536000000,None,None,626000000,2.555,0.0288,-0.882,0.19,1202000000,1828000000,0.92,2017-09-30,17.33,2393000000,5667000000.0,4442000000,947000000,34000000,537000000,537000000,None,310000000,None,296000000,None,None,14803000000,None,4217000000,913000000,None,None,None,0.145,3380000000,1062000000,857000000,1934000000,None,12630000000,None,1.904,1.857,4.218,0.158,35384000000,2025-11-05,quarterly,1.11,USD,pre-market,None,10855000000,0.0185,0.0677,0.135,21.15,None,18724000000,3823000000,59000000,81.2,91.17,20.6522,50129000000,2878000000,7194000000,34627000000,47251000000,27433000000,11512000000,13285000000,27.26,None,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,-11143000000,0.733,47.74,None,223000000,223000000,3046000000,505644000,None,7070000000,7070000000,1054000000,None,18322000000,1440000000,None,None,626000000,2.555,0.0288,-0.882,0.19,1202000000,1828000000,0.92,2017-06-30,17.33,2379000000,5667000000.0,4442000000,947000000,34000000,541000000,541000000,None,310000000,None,239000000,None,None,15000000000,None,4090000000,913000000,None,None,None,0.145,3380000000,1062000000,865000000,1738000000,None,12708000000,None,1.904,1.857,4.218,0.158,34561000000,2025-11-05,quarterly,1.11,USD,pre-market,None,11004000000,0.0185,0.0677,0.135,21.15,None,18113000000,3011000000,1000000,81.2,91.17,20.6522,49376000000,2767000000,6063000000,33771000000,46609000000,27708000000,11512000000,13352000000,27.26,None,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,-10912000000,0.733,47.74,None,290000000,290000000,3008000000,504492000,None,7070000000,7070000000,969000000,None,3008000000,1557000000,None,None,626000000,2.555,0.0288,-0.882,0.19,1202000000,1828000000,0.92,2017-03-31,17.33,2380000000,5667000000.0,4442000000,947000000,34000000,544000000,544000000,None,310000000,None,210000000,None,None,14409000000,None,3990000000,913000000,None,None,None,0.145,3380000000,1062000000,896000000,1934000000,None,12494000000,None,1.904,1.857,4.218,0.158,33492000000,2025-11-05,quarterly,1.11,USD,pre-market,None,10952000000,0.0185,0.0677,0.135,21.15,None,17302000000,2893000000,72000000,81.2,91.17,20.6522,48284000000,2953000000,5812000000,32715000000,45331000000,26903000000,11512000000,13284000000,27.26,None,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,-10693000000,0.733,47.74,None,349000000,349000000,2982000000,503222000,None,7070000000,7070000000,1346000000,None,937000000,1623000000,None,None,626000000,2.555,0.0288,-0.882,0.19,1202000000,1828000000,0.92,2016-12-31,17.33,2364000000,5667000000.0,4442000000,947000000,34000000,548000000,548000000,None,310000000,None,258000000,None,None,14429000000,None,3930000000,913000000,None,None,None,0.145,3380000000,1062000000,880000000,1578000000,None,12189000000,None,1.904,1.857,4.218,0.158,32931000000,2025-11-05,quarterly,1.11,USD,pre-market,None,10717000000,0.0185,0.0677,0.135,21.15,None,17121000000,2743000000,7000000,81.2,91.17,20.6522,47786000000,3110000000,5927000000,32545000000,44676000000,26618000000,11512000000,12971000000,27.26,0,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,-10451000000,0.733,47.74,None,518000000,518000000,2684000000,504810000,None,7070000000,7070000000,1173000000,None,3867000000,1269000000,None,None,626000000,2.555,0.0288,-0.882,0.19,1202000000,1828000000,0.92,2016-09-30,17.33,2150000000,5667000000.0,4442000000,947000000,34000000,397000000,397000000,None,310000000,None,302000000,None,None,13522000000,None,3767000000,913000000,None,None,None,0.145,3380000000,1062000000,835000000,1848000000,None,12019000000,None,1.904,1.857,4.218,0.158,31487000000,2025-11-05,quarterly,1.11,USD,pre-market,None,10527000000,0.0185,0.0677,0.135,21.15,None,17295000000,3773000000,3000000,81.2,91.17,20.6522,45526000000,2924000000,6794000000,32335000000,42602000000,25541000000,11512000000,12366000000,27.26,0,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,-10261000000,0.733,47.74,None,616000000,616000000,2681000000,504072000,None,7070000000,7070000000,1140000000,None,2738000000,1176000000,None,None,626000000,2.555,0.0288,-0.882,0.19,1202000000,1828000000,0.92,2016-06-30,17.33,786000000,5667000000.0,4442000000,947000000,34000000,399000000,399000000,None,310000000,None,270000000,None,None,13178000000,None,4241000000,913000000,None,None,None,0.145,3380000000,1062000000,1279000000,1856000000,None,11454000000,None,1.904,1.857,4.218,0.158,29495000000,2025-11-05,quarterly,1.11,USD,pre-market,None,9952000000,0.0185,0.0677,0.135,21.15,None,15862000000,2684000000,1000000,81.2,91.17,20.6522,42875000000,3341000000,5680000000,30312000000,39534000000,24632000000,11512000000,11781000000,27.26,0,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,-10108000000,0.733,47.74,None,376000000,376000000,2642000000,504285714,None,7070000000,7070000000,1028000000,None,2300000000,1277000000,None,None,626000000,2.555,0.0288,-0.882,0.19,1202000000,1828000000,0.92,2016-03-31,17.33,849000000,5667000000.0,4442000000,947000000,34000000,402000000,402000000,None,310000000,None,231000000,None,None,12975000000,None,3995000000,913000000,None,None,None,0.145,3380000000,1062000000,1169000000,1834000000,None,11004000000,None,1.904,1.857,4.218,0.158,28433000000,2025-11-05,quarterly,1.11,USD,pre-market,None,10125000000,0.0185,0.0677,0.135,21.15,None,15218000000,2243000000,8000000,81.2,91.17,20.6522,41835000000,2883000000,5132000000,29111000000,38952000000,23979000000,11512000000,11966000000,27.26,0,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,-10161000000,0.733,47.74,None,403000000,403000000,2621000000,502900000,None,7070000000,7070000000,1133000000,None,907000000,1289000000,None,None,626000000,2.555,0.0288,-0.882,0.19,1202000000,1828000000,0.92,2015-12-31,17.33,819000000,5667000000.0,4442000000,947000000,34000000,404000000,404000000,None,310000000,None,298000000,None,None,149000000,None,4154000000,913000000,None,None,None,0.145,3380000000,1062000000,901000000,1755000000,None,4454000000,None,1.904,1.857,4.218,0.158,28039000000,2025-11-05,quarterly,1.11,USD,pre-market,None,9994000000,0.0185,0.0677,0.135,21.15,None,14663000000,1565000000,4000000,81.2,91.17,20.6522,41150000000,2891000000,4612000000,28571000000,38259000000,23959000000,11512000000,11809000000,27.26,0,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,-9966000000,0.733,47.74,None,697000000,697000000,2587000000,502048000,None,7070000000,7070000000,1091000000,None,None,1225000000,None,None,626000000,2.555,0.0288,-0.882,0.19,1202000000,1828000000,0.92,2015-09-30,17.33,847000000,5667000000.0,4442000000,947000000,34000000,407000000,407000000,None,310000000,None,416000000,None,None,12527000000,None,4080000000,913000000,None,None,None,0.145,3380000000,1062000000,1268000000,1762000000,None,10525000000,None,1.904,1.857,4.218,0.158,27314000000,2025-11-05,quarterly,1.11,USD,pre-market,None,9799000000,0.0185,0.0677,0.135,21.15,None,14792000000,2265000000,7000000,81.2,91.17,20.6522,40566000000,3606000000,5118000000,28170000000,36960000000,23052000000,11512000000,11645000000,27.26,0,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,-9830000000,0.733,47.74,None,636000000,636000000,2555000000,502982000,None,7070000000,7070000000,890000000,None,None,994000000,None,None,626000000,2.555,0.0288,-0.882,0.19,1202000000,1828000000,0.92,2015-06-30,17.33,885000000,5667000000.0,4442000000,947000000,34000000,410000000,410000000,None,310000000,None,266000000,None,None,12626000000,None,4243000000,913000000,None,None,None,0.145,3380000000,1062000000,1610000000,1348000000,None,10506000000,None,1.904,1.857,4.218,0.158,26693000000,2025-11-05,quarterly,1.11,USD,pre-market,None,9724000000,0.0185,0.0677,0.135,21.15,None,14637000000,1437000000,17000000,81.2,91.17,20.6522,40006000000,3506000000,4399000000,27531000000,36500000000,23132000000,11512000000,11703000000,27.26,0,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,-9665000000,0.733,47.74,None,377000000,377000000,2514000000,502412000,None,7070000000,7070000000,907000000,None,None,1086000000,None,None,626000000,2.555,0.0288,-0.882,0.19,1202000000,1828000000,0.92,2015-03-31,17.33,903000000,5667000000.0,4442000000,947000000,34000000,412000000,412000000,None,310000000,None,255000000,None,None,13012000000,None,4117000000,913000000,None,None,None,0.145,3380000000,1062000000,1938000000,1561000000,None,10488000000,None,1.904,1.857,4.218,0.158,26236000000,2025-11-05,quarterly,1.11,USD,pre-market,None,9603000000,0.0185,0.0677,0.135,21.15,None,14284000000,1272000000,21000000,81.2,91.17,20.6522,39551000000,3656000000,3770000000,27270000000,35895000000,23500000000,11512000000,11524000000,27.26,0,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,-9505000000,0.733,47.74,None,570000000,570000000,2484000000,502666000,None,7070000000,7070000000,1198000000,None,469000000,1394000000,None,None,626000000,2.555,0.0288,-0.882,0.19,1202000000,1828000000,0.92,2014-12-31,17.33,931000000,5667000000.0,4442000000,947000000,34000000,415000000,415000000,None,310000000,None,396000000,None,None,144000000,None,4167000000,913000000,None,None,None,0.145,3380000000,1062000000,1938000000,1178000000,None,4216000000,None,1.904,1.857,4.218,0.158,25902000000,2025-11-05,quarterly,1.11,USD,pre-market,None,9339000000,0.0185,0.0677,0.135,21.15,None,14288000000,2202000000,18000000,81.2,91.17,20.6522,39651000000,4184000000,5069000000,27551000000,35467000000,22482000000,11512000000,11346000000,27.26,0,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,-9420000000,0.733,47.74,None,667000000,667000000,2499000000,501542000,None,7070000000,7070000000,1153000000,None,None,1058000000,None,None,626000000,2.555,0.0288,-0.882,0.19,1202000000,1828000000,0.92,2014-09-30,17.33,951000000,5667000000.0,4442000000,947000000,34000000,418000000,418000000,None,310000000,None,472000000,None,None,12437000000,None,3017000000,913000000,None,None,None,0.145,3380000000,1062000000,2217000000,1485000000,None,10096000000,None,1.904,1.857,4.218,0.158,26409000000,2025-11-05,quarterly,1.11,USD,pre-market,None,9205000000,0.0185,0.0677,0.135,21.15,None,13934000000,892000000,20000000,81.2,91.17,20.6522,38982000000,4414000000,4292000000,26825000000,34568000000,22533000000,11512000000,11353000000,27.26,0,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,-9214000000,0.733,47.74,None,789000000,789000000,2448000000,500122000,None,7070000000,7070000000,1032000000,None,None,1055000000,None,None,626000000,2.555,0.0288,-0.882,0.19,1202000000,1828000000,0.92,2014-06-30,17.33,1000000000,5667000000.0,4442000000,947000000,34000000,421000000,421000000,None,310000000,None,267000000,None,None,12323000000,None,2903000000,913000000,None,None,None,0.145,3380000000,1062000000,2084000000,1268000000,None,10051000000,None,1.904,1.857,4.218,0.158,26012000000,2025-11-05,quarterly,1.11,USD,pre-market,None,9019000000,0.0185,0.0677,0.135,21.15,None,13756000000,885000000,29000000,81.2,91.17,20.6522,38307000000,4195000000,3882000000,26256000000,34112000000,22374000000,11512000000,11214000000,27.26,0,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,-9011000000,0.733,47.74,None,844000000,844000000,2401000000,499338000,None,7070000000,7070000000,1062000000,None,None,1232000000,None,None,626000000,2.555,0.0288,-0.882,0.19,1202000000,1828000000,0.92,2014-03-31,17.33,999000000,5667000000.0,4442000000,947000000,34000000,423000000,423000000,None,310000000,None,197000000,None,None,158000000,None,2720000000,913000000,None,None,None,0.145,3380000000,1062000000,1951000000,1632000000,None,4001000000,None,1.904,1.857,4.218,0.158,25452000000,2025-11-05,quarterly,1.11,USD,pre-market,None,8912000000,0.0185,0.0677,0.135,21.15,None,12881000000,1181000000,29000000,81.2,91.17,20.6522,37484000000,4224000000,3875000000,25595000000,33260000000,21720000000,11512000000,11060000000,27.26,0,95.03,60.49
