date,symbol,eps,revenue_ttm,pe_ratio,accumulateddepreciationamortizationppe,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividend_per_share,dividend_yield,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,price_to_book,price_to_sales_ttm,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,stockbasedcompensation,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,trailing_pe,treasurystock,week_52_high,week_52_low
2026-04-16,JCAP,5.64,607288000.0,3.635,,8.17,,,,,,,,,,,,,,,None,31229000,31229000,,,,,,None,548000,,0.48,0.024,,,,0.0,0.03,40811000,41359000,0.66,2024-09-30,,474487000.0,79372000,39234000,2356000,,,None,None,None,,None,,,,,36878000,36878000,-1091000,None,1.058,,19945000,59427000,,,,,None,,,,,2.382,1.868,,,,,,,,0.309,,,2026-03-12,quarterly,0.69,USD,post-market,None,,0.128,0.438,0.277,20.23,22546000,,,,19.68,20.47,,4.5455,,,,,,,110601000,,3.635,,23.51,15.41
2026-04-16,JCAP,5.64,607288000.0,3.635,,8.17,,,,,,,,,,,,,,,None,30498000,30498000,,,,,,None,559000,,0.48,0.024,,,,0.0,0.03,36958000,37517000,0.66,2024-06-30,,474487000.0,73306000,34067000,1899000,,,None,None,None,,None,,,,,32168000,32168000,None,None,1.058,,128453000,-55147000,,,,,None,,,,,2.382,1.868,,,,,,,,0.309,,,2026-03-12,quarterly,0.69,USD,post-market,None,,0.128,0.438,0.277,20.23,20424000,,,,19.68,20.47,,4.5455,,,,,,,103804000,,3.635,,23.51,15.41
2026-04-16,JCAP,5.64,607288000.0,3.635,,8.17,,,,,,,,,,,,,,,None,28339000,28339000,,,,,,None,1532000,,0.48,0.024,,,,0.0,0.03,34713000,36245000,0.66,2024-03-31,,474487000.0,71617000,34837000,1939000,,,None,None,None,,None,,,,,32898000,32898000,None,None,1.058,,19689000,51928000,,,,,None,,,,,2.382,1.868,,,,,,,,0.309,,,2026-03-12,quarterly,0.69,USD,post-market,None,,0.128,0.438,0.277,20.23,22412000,,,,19.68,20.47,,4.5455,,,,,,,99956000,,3.635,,23.51,15.41
2026-04-16,JCAP,5.64,607288000.0,3.635,,8.17,,,,,,,,,,,,,,,None,2626000,2626000,,,,,,None,4334000,,0.48,0.024,,,,0.0,0.03,2074000,6408000,0.66,2020-06-30,,474487000.0,9041000,474000,815000,,,None,3067000,None,,None,,,,,-341000,None,None,None,1.058,,7782000,1259000,,,,,None,,,,,2.382,1.868,,,,,,,,0.309,,,2026-03-12,quarterly,0.69,None,post-market,28000,,0.128,0.438,0.277,20.23,3434000,,,,19.68,20.47,,4.5455,,,,,,,11667000,,3.635,,23.51,15.41
2026-04-16,JCAP,5.64,607288000.0,3.635,,8.17,,,,,,,,,,,,,,,None,2047000,2047000,,,,,,None,3602000,,0.48,0.024,,,,0.0,0.03,-51570000,-47968000,0.66,2020-03-31,,474487000.0,9650000,-106477000,-53642000,,,None,3212000,None,,None,,,,,-52835000,None,None,None,1.058,,7578000,2072000,,,,,None,,,,,2.382,1.868,,,,,,,,0.309,,,2026-03-12,quarterly,0.69,None,post-market,52000,,0.128,0.438,0.277,20.23,3942000,,,,19.68,20.47,,4.5455,,,,,,,11697000,,3.635,,23.51,15.41
2026-04-16,JCAP,5.64,607288000.0,3.635,,8.17,,,,,,,,,,,,,,,None,1456000,1456000,,,,,,None,2725000,,0.48,0.024,,,,0.0,0.03,9430000,12155000,0.66,2019-12-31,,474487000.0,10672000,6465000,7721000,,,None,2965000,None,,None,,,,,6465000,None,None,None,1.058,,8963000,1709000,,,,,None,,,,,2.382,1.868,,,,,,,,0.309,,,2026-03-12,quarterly,0.69,None,post-market,36000,,0.128,0.438,0.277,20.23,4305000,,,,19.68,20.47,,4.5455,,,,,,,12128000,,3.635,,23.51,15.41
2026-04-16,JCAP,5.64,607288000.0,3.635,,8.17,,,,,,,,,,,,,,,None,989000,989000,,,,,,None,1389000,,0.48,0.024,,,,0.0,0.03,13500000,14889000,0.66,2019-09-30,,474487000.0,11260000,10954000,8148000,,,None,2546000,None,,None,,,,,10954000,None,None,None,1.058,,5908000,5352000,,,,,None,,,,,2.382,1.868,,,,,,,,0.309,,,2026-03-12,quarterly,0.69,None,post-market,65000,,0.128,0.438,0.277,20.23,4203000,,,,19.68,20.47,,4.5455,,,,,,,12249000,,3.635,,23.51,15.41
2026-04-16,JCAP,5.64,607288000.0,3.635,,8.17,,,,,,,,,,,,,,,None,786000,786000,,,,,,None,1105000,,0.48,0.024,,,,0.0,0.03,16650000,17755000,0.66,2019-06-30,,474487000.0,10046000,14874000,12136000,,,None,1776000,None,,None,,,,,14874000,None,None,None,1.058,,5532000,4514000,,,,,None,,,,,2.382,1.868,,,,,,,,0.309,,,2026-03-12,quarterly,0.69,None,post-market,43000,,0.128,0.438,0.277,20.23,4399000,,,,19.68,20.47,,4.5455,,,,,,,10832000,,3.635,,23.51,15.41
2026-04-16,JCAP,5.64,607288000.0,3.635,,8.17,,,,,,,,,,,,,,,None,762000,762000,,,,,,None,1043000,,0.48,0.024,,,,0.0,0.03,13327000,14370000,0.66,2019-03-31,,474487000.0,9122000,12114000,8999000,,,None,1213000,None,,None,,,,,12114000,None,None,None,1.058,,4794000,4328000,,,,,None,,,,,2.382,1.868,,,,,,,,0.309,,,2026-03-12,quarterly,0.69,None,post-market,61000,,0.128,0.438,0.277,20.23,3704000,,,,19.68,20.47,,4.5455,,,,,,,9884000,,3.635,,23.51,15.41
2026-04-16,JCAP,5.64,607288000.0,3.635,,8.17,,,,,,,,,,,,,,,None,508000,508000,,,,,,None,996000,,0.48,0.024,,,,0.0,0.03,22885000,23881000,0.66,2018-12-31,,474487000.0,9158000,22251000,19084000,,,None,634000,None,,None,,,,,22251000,None,None,None,1.058,,5357000,3801000,,,,,None,,,,,2.382,1.868,,,,,,,,0.309,,,2026-03-12,quarterly,0.69,None,post-market,67000,,0.128,0.438,0.277,20.23,4308000,,,,19.68,20.47,,4.5455,,,,,,,9666000,,3.635,,23.51,15.41
2026-04-16,JCAP,5.64,607288000.0,3.635,,8.17,,,,,,,,,,,,,,,None,473000,473000,,,,,,None,869000,,0.48,0.024,,,,0.0,0.03,16431000,17300000,0.66,2018-09-30,,474487000.0,8618000,15964000,12266000,,,None,467000,None,,None,,,,,15964000,None,None,None,1.058,,4453000,4165000,,,,,None,,,,,2.382,1.868,,,,,,,,0.309,,,2026-03-12,quarterly,0.69,None,post-market,90000,,0.128,0.438,0.277,20.23,3509000,,,,19.68,20.47,,4.5455,,,,,,,9091000,,3.635,,23.51,15.41
2026-04-16,JCAP,5.64,607288000.0,3.635,,8.17,,,,,,,,,,,,,,,None,420000,420000,,,,,,None,905000,,0.48,0.024,,,,0.0,0.03,11435000,12340000,0.66,2018-06-30,,474487000.0,6821000,10797000,9117000,,,None,638000,None,,None,,,,,10797000,None,None,None,1.058,,4503000,2318000,,,,,None,,,,,2.382,1.868,,,,,,,,0.309,,,2026-03-12,quarterly,0.69,None,post-market,49000,,0.128,0.438,0.277,20.23,3567000,,,,19.68,20.47,,4.5455,,,,,,,7241000,,3.635,,23.51,15.41
2026-04-16,JCAP,5.64,607288000.0,3.635,,8.17,,,,,,,,,,,,,,,None,311000,311000,,,,,,None,719000,,0.48,0.024,,,,0.0,0.03,5770000,6489000,0.66,2018-03-31,,474487000.0,4905000,5354000,4979000,,,None,416000,None,,None,,,,,5354000,None,None,None,1.058,,4114000,791000,,,,,None,,,,,2.382,1.868,,,,,,,,0.309,,,2026-03-12,quarterly,0.69,None,post-market,180000,,0.128,0.438,0.277,20.23,2942000,,,,19.68,20.47,,4.5455,,,,,,,5216000,,3.635,,23.51,15.41
2026-04-16,JCAP,5.64,607288000.0,3.635,,8.17,,,,,,,,,,,,,,,None,83000,83000,,,,,,None,256000,,0.48,0.024,,,,0.0,0.03,3421000,3677000,0.66,2017-12-31,,474487000.0,3847000,3125000,2409000,,,None,296000,None,,None,,,,,3125000,None,None,None,1.058,,2835000,1012000,,,,,None,,,,,2.382,1.868,,,,,,,,0.309,,,2026-03-12,quarterly,0.69,None,post-market,55000,,0.128,0.438,0.277,20.23,2541000,,,,19.68,20.47,,4.5455,,,,,,,3930000,,3.635,,23.51,15.41
2026-04-16,JCAP,5.64,607288000.0,3.635,,8.17,,,,,,,,,,,,,,,None,114000,114000,,,,,,None,187000,,0.48,0.024,,,,0.0,0.03,4780000,4967000,0.66,2017-09-30,,474487000.0,3247000,4457000,4127000,,,None,323000,None,,None,,,,,4457000,None,None,None,1.058,,2594000,653000,,,,,None,,,,,2.382,1.868,,,,,,,,0.309,,,2026-03-12,quarterly,0.69,None,post-market,84000,,0.128,0.438,0.277,20.23,2338000,,,,19.68,20.47,,4.5455,,,,,,,3361000,,3.635,,23.51,15.41
2026-04-16,JCAP,5.64,607288000.0,3.635,,8.17,,,,,,,,,,,,,,,None,81000,81000,,,,,,None,53000,,0.48,0.024,,,,0.0,0.03,5424000,5477000,0.66,2017-06-30,,474487000.0,2518000,5194000,4984000,,,None,230000,None,,None,,,,,5194000,None,None,None,1.058,,2078000,440000,,,,,None,,,,,2.382,1.868,,,,,,,,0.309,,,2026-03-12,quarterly,0.69,None,post-market,58000,,0.128,0.438,0.277,20.23,2020000,,,,19.68,20.47,,4.5455,,,,,,,2599000,,3.635,,23.51,15.41
2026-04-16,JCAP,5.64,607288000.0,3.635,,8.17,,,,,,,,,,,,,,,None,55000,55000,,,,,,None,38000,,0.48,0.024,,,,0.0,0.03,1987000,2025000,0.66,2017-03-31,,474487000.0,2246000,1783000,1949000,,,None,204000,None,,None,,,,,1783000,None,None,None,1.058,,2208000,38000,,,,,None,,,,,2.382,1.868,,,,,,,,0.309,,,2026-03-12,quarterly,0.69,None,post-market,74000,,0.128,0.438,0.277,20.23,2134000,,,,19.68,20.47,,4.5455,,,,,,,2301000,,3.635,,23.51,15.41
2026-04-16,JCAP,5.64,607288000.0,3.635,,8.17,,,,,,,,,,,,,,,None,None,None,,,,,,None,38000,,0.48,0.024,,,,0.0,0.03,4862000,4900000,0.66,2016-12-31,,474487000.0,2158000,4489000,4646000,,,None,373000,None,,None,,,,,4489000,None,None,None,1.058,,1942000,216000,,,,,None,,,,,2.382,1.868,,,,,,,,0.309,,,2026-03-12,quarterly,0.69,None,post-market,80000,,0.128,0.438,0.277,20.23,1862000,,,,19.68,20.47,,4.5455,,,,,,,2158000,,3.635,,23.51,15.41
2026-04-16,JCAP,5.64,607288000.0,3.635,,8.17,,,,,,,,,,,,,,,None,None,None,,,,,,None,39000,,0.48,0.024,,,,0.0,0.03,5142000,5181000,0.66,2016-09-30,,474487000.0,1698000,4994000,5311000,,,None,148000,None,,None,,,,,4994000,None,None,None,1.058,,1867000,-169000,,,,,None,,,,,2.382,1.868,,,,,,,,0.309,,,2026-03-12,quarterly,0.69,None,post-market,96000,,0.128,0.438,0.277,20.23,1771000,,,,19.68,20.47,,4.5455,,,,,,,1698000,,3.635,,23.51,15.41
2026-04-16,JCAP,5.64,607288000.0,3.635,,8.17,,,,,,,,,,,,,,,None,None,None,,,,,,None,17000,,0.48,0.024,,,,0.0,0.03,5450000,5467000,0.66,2016-06-30,,474487000.0,1533000,5412000,5829000,,,None,38000,None,,None,,,,,5412000,None,None,None,1.058,,1912000,-379000,,,,,None,,,,,2.382,1.868,,,,,,,,0.309,,,2026-03-12,quarterly,0.69,None,post-market,107000,,0.128,0.438,0.277,20.23,1805000,,,,19.68,20.47,,4.5455,,,,,,,1533000,,3.635,,23.51,15.41
2026-04-16,JCAP,5.64,607288000.0,3.635,,8.17,,,,,,,,,,,,,,,None,None,None,,,,,,None,18000,,0.48,0.024,,,,0.0,0.03,1122000,1140000,0.66,2016-03-31,,474487000.0,1143000,1122000,3649000,,,None,None,None,,None,,,,,1122000,None,None,None,1.058,,3670000,-2527000,,,,,None,,,,,2.382,1.868,,,,,,,,0.309,,,2026-03-12,quarterly,0.69,None,post-market,113000,,0.128,0.438,0.277,20.23,3557000,,,,19.68,20.47,,4.5455,,,,,,,1143000,,3.635,,23.51,15.41
2026-04-16,JCAP,5.64,607288000.0,3.635,,8.17,,,,,,,,,,,,,,,None,None,None,,,,,,None,2000,,0.48,0.024,,,,0.0,0.03,-1407000,-1405000,0.66,2015-09-30,,474487000.0,578000,-1407000,-246000,,,None,None,None,,None,,,,,-1407000,None,None,None,1.058,,1739000,-1161000,,,,,None,,,,,2.382,1.868,,,,,,,,0.309,,,2026-03-12,quarterly,0.69,None,post-market,206000,,0.128,0.438,0.277,20.23,1533000,,,,19.68,20.47,,4.5455,,,,,,,578000,,3.635,,23.51,15.41
2026-04-16,JCAP,5.64,607288000.0,3.635,,8.17,,,,,,,,,,,,,,,None,None,None,,,,,,None,-87000,,0.48,0.024,,,,0.0,0.03,-1054000,-1141000,0.66,2015-06-30,,474487000.0,145000,-1141000,None,,,None,None,None,,None,,,,,-1141000,None,None,None,1.058,,1199000,-1054000,,,,,None,,,,,2.382,1.868,,,,,,,,0.309,,,2026-03-12,quarterly,0.69,None,post-market,None,,0.128,0.438,0.277,20.23,1199000,,,,19.68,20.47,,4.5455,,,,,,,145000,,3.635,,23.51,15.41
2026-04-16,JCAP,5.64,607288000.0,3.635,,8.17,,,,,,,,,,,,,,,None,197709000,197709000,,,,,,None,5254000,,0.48,0.024,,,,0.0,0.03,324220000,329474000,0.66,2025-12-31,,474487000.0,415580000,218436000,30471000,,,None,105784000,None,,None,,,,,187965000,187965000,-6223000,None,1.058,,99085000,316495000,,,,,None,,,,,2.382,1.868,,,,,,,,0.309,,,2026-03-12,annual,0.69,USD,post-market,None,,0.128,0.438,0.277,20.23,147395000,,,,19.68,20.47,,4.5455,,,,,,,613289000,,3.635,,23.51,15.41
2026-04-16,JCAP,5.64,607288000.0,3.635,,8.17,,,,,,,,,,,,,,,None,124900000,124900000,,,,,,None,6861000,,0.48,0.024,,,,0.0,0.03,151200000,158061000,0.66,2024-12-31,,474487000.0,308400000,138000000,32700000,,,None,None,None,,None,,,,,105300000,105300000,-4253000,None,1.058,,88100000,220300000,,,,,None,,,,,2.382,1.868,,,,,,,,0.309,,,2026-03-12,annual,0.69,USD,post-market,None,,0.128,0.438,0.277,20.23,88100000,,,,19.68,20.47,,4.5455,,,,,,,433300000,,3.635,,23.51,15.41
2026-04-16,JCAP,5.64,607288000.0,3.635,,8.17,,,,,,,,,,,,,,,None,84635000,84635000,,,,,,None,5283000,,0.48,0.024,,,,0.0,0.03,115939000,121222000,0.66,2023-12-31,,474487000.0,238437000,120584000,9045000,,,None,None,None,,None,,,,,111519000,111539000,-2911000,None,1.058,,74386000,164051000,,,,,None,,,,,2.382,1.868,,,,,,,,0.309,,,2026-03-12,annual,0.69,USD,post-market,None,,0.128,0.438,0.277,20.23,69133000,,,,19.68,20.47,,4.5455,,,,,,,323072000,,3.635,,23.51,15.41
2026-04-16,JCAP,5.64,607288000.0,3.635,,8.17,,,,,,,,,,,,,,,None,3994000,3994000,,,,,,None,6262000,,0.48,0.024,,,,0.0,0.03,52906000,59168000,0.66,2019-12-31,,474487000.0,41099000,44406000,37005000,,,None,8500000,None,,None,,,,,44406000,None,None,None,1.058,,25198000,15901000,,,,,None,,,,,2.382,1.868,,,,,,,,0.309,,,2026-03-12,annual,0.69,None,post-market,205000,,0.128,0.438,0.277,20.23,16612000,,,,19.68,20.47,,4.5455,,,,,,,45093000,,3.635,,23.51,15.41
2026-04-16,JCAP,5.64,607288000.0,3.635,,8.17,,,,,,,,,,,,,,,None,1712000,1712000,,,,,,None,3489000,,0.48,0.024,,,,0.0,0.03,56521000,60010000,0.66,2018-12-31,,474487000.0,29502000,54366000,45446000,,,None,2155000,None,,None,,,,,54366000,None,None,None,1.058,,18427000,11075000,,,,,None,,,,,2.382,1.868,,,,,,,,0.309,,,2026-03-12,annual,0.69,None,post-market,386000,,0.128,0.438,0.277,20.23,14326000,,,,19.68,20.47,,4.5455,,,,,,,31214000,,3.635,,23.51,15.41
2026-04-16,JCAP,5.64,607288000.0,3.635,,8.17,,,,,,,,,,,,,,,None,271000,271000,,,,,,None,534000,,0.48,0.024,,,,0.0,0.03,15612000,16146000,0.66,2017-12-31,,474487000.0,11920000,14559000,13469000,,,None,1053000,None,,None,,,,,14559000,None,None,None,1.058,,9777000,2143000,,,,,None,,,,,2.382,1.868,,,,,,,,0.309,,,2026-03-12,annual,0.69,None,post-market,271000,,0.128,0.438,0.277,20.23,9034000,,,,19.68,20.47,,4.5455,,,,,,,12191000,,3.635,,23.51,15.41
2026-04-16,JCAP,5.64,607288000.0,3.635,,8.17,,,,,,,,,,,,,,,None,None,None,,,,,,None,112000,,0.48,0.024,,,,0.0,0.03,16576000,16688000,0.66,2016-12-31,,474487000.0,6532000,16017000,19435000,,,None,559000,None,,None,,,,,16017000,None,None,None,1.058,,9391000,-2859000,,,,,None,,,,,2.382,1.868,,,,,,,,0.309,,,2026-03-12,annual,0.69,None,post-market,396000,,0.128,0.438,0.277,20.23,8995000,,,,19.68,20.47,,4.5455,,,,,,,6532000,,3.635,,23.51,15.41
2026-04-16,JCAP,5.64,607288000.0,3.635,,8.17,,,,,,,,,,,,,,,None,None,None,,,,,,None,21000,,0.48,0.024,,,,0.0,0.03,-2943000,-2922000,0.66,2015-12-31,,474487000.0,1743000,-2943000,279000,,,None,None,None,,None,,,,,-2943000,None,None,None,1.058,,4965000,-3222000,,,,,None,,,,,2.382,1.868,,,,,,,,0.309,,,2026-03-12,annual,0.69,None,post-market,539000,,0.128,0.438,0.277,20.23,4426000,,,,19.68,20.47,,4.5455,,,,,,,1743000,,3.635,,23.51,15.41
2026-04-16,JCAP,5.64,607288000.0,3.635,None,8.17,,None,47551000,47551000,,,,,,,,,6000,58271000,None,None,None,95208000,None,231584000,1957299000,None,None,21000,,0.48,0.024,,,,0.0,0.03,-2943000,-2922000,0.66,2025-12-31,58014000,474487000.0,1743000,-2943000,279000,6541000,6541000,None,None,None,None,None,None,1177456000,None,None,-2943000,None,None,None,1.058,,4965000,-3222000,-1945054000,-95208000,None,4178000,None,,,,,2.382,1.868,,,,,,,,0.309,,None,2026-03-12,quarterly,0.69,USD,post-market,539000,522631999,0.128,0.438,0.277,20.23,4426000,1713218000,300000000,None,19.68,20.47,,4.5455,2087373000,59796000,300000000,1611238000,2027577000,1311238000,1743000,476135000,3.635,None,23.51,15.41
2026-04-16,JCAP,5.64,607288000.0,3.635,None,8.17,,4569000,42270000,42270000,,,,,,,,,6000,20493000,None,None,None,78272000,None,None,1674286000,None,None,21000,,0.48,0.024,,,,0.0,0.03,-2943000,-2922000,0.66,2025-09-30,57906000,474487000.0,1743000,-2943000,279000,7273000,7273000,None,None,None,None,None,None,1182584000,None,None,-2943000,None,None,None,1.058,,4965000,-3222000,3801000,79520000,None,None,None,,,,,2.382,1.868,,,,,,,,0.309,,None,2026-03-12,quarterly,0.69,USD,post-market,539000,500414000,0.128,0.438,0.277,20.23,4426000,1187153000,1182584000000,None,19.68,20.47,,4.5455,1802921000,1720357000,79520000,1365549000,82564000,1286029000,1743000,437372000,3.635,None,23.51,15.41
