date,symbol,eps,revenue_ttm,pe_ratio,accumulateddepreciationamortizationppe,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,forward_pe,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,price_to_book,price_to_sales_ttm,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,trailing_pe,treasurystock,week_52_high,week_52_low
2025-12-28,RDDT,2.17,1904606000.0,104.04,,13.79,,,,,,,,,,,,,,,None,45900000,45900000,,,,,,None,3934000,,,,,4.169,0.21,67711000,71645000,1.05,2025-06-30,65.79,,1737263000.0,453727000,88858000,-439000,,,None,None,None,,None,,,,,89297000,89297000,None,None,0.237,,386016000,67711000,,,,,None,,,,,16.39,22.46,,,,,,,,0.183,,,2025-10-30,quarterly,1.26,USD,post-market,196610000,,0.0651,0.152,0.679,10.39,68787000,,,,171.35,210.06,20.0,,,,,,,499627000,,104.04,,282.95,79.75
2025-12-28,RDDT,2.17,1904606000.0,104.04,,13.79,,,,,,,,,,,,,,,None,37089000,37089000,,,,,,None,3963000,,,,,4.169,0.21,3903000,7866000,1.05,2025-03-31,65.79,,1737263000.0,355272000,24437000,-1721000,,,None,None,None,,None,,,,,26158000,26158000,None,None,0.237,,351369000,3903000,,,,,None,,,,,16.39,22.46,,,,,,,,0.183,,,2025-10-30,quarterly,1.26,USD,post-market,191271000,,0.0651,0.152,0.679,10.39,69413000,,,,171.35,210.06,20.0,,,,,,,392361000,,104.04,,282.95,79.75
2025-12-28,RDDT,2.17,1904606000.0,104.04,,13.79,,,,,,,,,,,,,,,None,31845000,31845000,,,,,,None,4161000,,,,,4.169,0.21,52872000,57033000,1.05,2024-12-31,65.79,,1737263000.0,395862000,69987000,-1049000,,,None,None,None,,None,,,,,71036000,71036000,None,None,0.237,,342990000,52872000,,,,,None,,,,,16.39,22.46,,,,,,,,0.183,,,2025-10-30,quarterly,1.26,USD,post-market,188644000,,0.0651,0.152,0.679,10.39,73830000,,,,171.35,210.06,20.0,,,,,,,427707000,,104.04,,282.95,79.75
2025-12-28,RDDT,2.17,1904606000.0,104.04,,13.79,,,,,,,,,,,,,,,None,34633000,34633000,,,,,,None,3969000,,,,,4.169,0.21,6854000,10823000,1.05,2024-09-30,65.79,,1737263000.0,313718000,29822000,-31000,,,None,None,None,,None,,,,,29853000,29853000,None,None,0.237,,306864000,6854000,,,,,None,,,,,16.39,22.46,,,,,,,,0.183,,,2025-10-30,quarterly,1.26,USD,post-market,166701000,,0.0651,0.152,0.679,10.39,65653000,,,,171.35,210.06,20.0,,,,,,,348351000,,104.04,,282.95,79.75
2025-12-28,RDDT,2.17,1904606000.0,104.04,,13.79,,,,,,,,,,,,,,,None,29501000,29501000,,,,,,None,3770000,,,,,4.169,0.21,-31039000,-27269000,1.05,2024-06-30,65.79,,1737263000.0,251683000,-10315000,-216000,,,None,None,None,,None,,,,,-10099000,-10099000,None,None,0.237,,282722000,-31039000,,,,,None,,,,,16.39,22.46,,,,,,,,0.183,,,2025-10-30,quarterly,1.26,USD,post-market,142777000,,0.0651,0.152,0.679,10.39,68487000,,,,171.35,210.06,20.0,,,,,,,281184000,,104.04,,282.95,79.75
2025-12-28,RDDT,2.17,1904606000.0,104.04,,13.79,,,,,,,,,,,,,,,None,27616000,27616000,,,,,,None,3743000,,,,,4.169,0.21,-589255000,-585512000,1.05,2024-03-31,65.79,,1737263000.0,215347000,-574701000,365000,,,None,None,None,,None,,,,,-575066000,-575066000,None,None,0.237,,804602000,-589255000,,,,,None,,,,,16.39,22.46,,,,,,,,0.183,,,2025-10-30,quarterly,1.26,USD,post-market,437030000,,0.0651,0.152,0.679,10.39,243477000,,,,171.35,210.06,20.0,,,,,,,242963000,,104.04,,282.95,79.75
2025-12-28,RDDT,2.17,1904606000.0,104.04,,13.79,,,,,,,,,,,,,,,None,28917000,28917000,,,,,,None,3755000,,,,,4.169,0.21,3015000,6770000,1.05,2023-12-31,65.79,,1737263000.0,220833000,19476000,942000,,,None,None,None,,None,,,,,18534000,18534000,None,None,0.237,,217818000,3015000,,,,,None,,,,,16.39,22.46,,,,,,,,0.183,,,2025-10-30,quarterly,1.26,USD,post-market,111568000,,0.0651,0.152,0.679,10.39,48325000,,,,171.35,210.06,20.0,,,,,,,249750000,,104.04,,282.95,79.75
2025-12-28,RDDT,2.17,1904606000.0,104.04,,13.79,,,,,,,,,,,,,,,None,26395000,26395000,,,,,,None,3288000,,,,,4.169,0.21,-19585000,-16297000,1.05,2023-09-30,65.79,,1737263000.0,181113000,-6938000,445000,,,None,None,None,,None,,,,,-7383000,-7383000,None,None,0.237,,200698000,-19585000,,,,,None,,,,,16.39,22.46,,,,,,,,0.183,,,2025-10-30,quarterly,1.26,USD,post-market,108285000,,0.0651,0.152,0.679,10.39,37299000,,,,171.35,210.06,20.0,,,,,,,207508000,,104.04,,282.95,79.75
2025-12-28,RDDT,2.17,1904606000.0,104.04,,13.79,,,,,,,,,,,,,,,None,28836000,28836000,,,,,,None,3321000,,,,,4.169,0.21,-52989000,-49668000,1.05,2023-06-30,65.79,,1737263000.0,154195000,-39683000,1426000,,,None,None,None,,None,,,,,-41109000,-41109000,None,None,0.237,,207184000,-52989000,,,,,None,,,,,16.39,22.46,,,,,,,,0.183,,,2025-10-30,quarterly,1.26,USD,post-market,109726000,,0.0651,0.152,0.679,10.39,38233000,,,,171.35,210.06,20.0,,,,,,,183031000,,104.04,,282.95,79.75
2025-12-28,RDDT,2.17,1904606000.0,104.04,,13.79,,,,,,,,,,,,,,,None,26863000,26863000,,,,,,None,3338000,,,,,4.169,0.21,-70602000,-67264000,1.05,2023-03-31,65.79,,1737263000.0,136877000,-59878000,988000,,,None,None,None,,None,,,,,-60866000,-60866000,None,None,0.237,,207479000,-70602000,,,,,None,,,,,16.39,22.46,,,,,,,,0.183,,,2025-10-30,quarterly,1.26,USD,post-market,108767000,,0.0651,0.152,0.679,10.39,40801000,,,,171.35,210.06,20.0,,,,,,,163740000,,104.04,,282.95,79.75
2025-12-28,RDDT,2.17,1904606000.0,104.04,,13.79,,,,,,,,,,,,,,,None,28414000,28414000,,,,,,None,3373000,,,,,4.169,0.21,-29681000,-26308000,1.05,2022-12-31,65.79,,1737263000.0,172014000,-20597000,1630000,,,None,None,None,,None,,,,,-22227000,-22227000,None,None,0.237,,201695000,-29681000,,,,,None,,,,,16.39,22.46,,,,,,,,0.183,,,2025-10-30,quarterly,1.26,USD,post-market,106225000,,0.0651,0.152,0.679,10.39,37576000,,,,171.35,210.06,20.0,,,,,,,200428000,,104.04,,282.95,79.75
2025-12-28,RDDT,2.17,1904606000.0,104.04,,13.79,,,,,,,,,,,,,,,None,28182000,28182000,,,,,,None,2773000,,,,,4.169,0.21,-50950000,-48177000,1.05,2022-09-30,65.79,,1737263000.0,143353000,-46907000,-1602000,,,None,None,None,,None,,,,,-45305000,-45305000,None,None,0.237,,194303000,-50950000,,,,,None,,,,,16.39,22.46,,,,,,,,0.183,,,2025-10-30,quarterly,1.26,USD,post-market,95134000,,0.0651,0.152,0.679,10.39,39250000,,,,171.35,210.06,20.0,,,,,,,171535000,,104.04,,282.95,79.75
2025-12-28,RDDT,2.17,1904606000.0,104.04,,13.79,,,,,,,,,,,,,,,None,25841000,25841000,,,,,,None,995000,,,,,4.169,0.21,-56327000,-55332000,1.05,2022-06-30,65.79,,1737263000.0,122715000,-55294000,437000,,,None,None,None,,None,,,,,-55731000,None,None,None,0.237,,179042000,-56327000,,,,,None,,,,,16.39,22.46,,,,,,,,0.183,,,2025-10-30,quarterly,1.26,USD,post-market,86627000,,0.0651,0.152,0.679,10.39,35900000,,,,171.35,210.06,20.0,,,,,,,148556000,,104.04,,282.95,79.75
2025-12-28,RDDT,2.17,1904606000.0,104.04,,13.79,,,,,,,,,,,,,,,None,22362000,22362000,,,,,,None,859000,,,,,4.169,0.21,-35204000,-34345000,1.05,2022-03-31,65.79,,1737263000.0,123820000,-35130000,157000,,,None,None,None,,None,,,,,-35287000,None,None,None,0.237,,159024000,-35204000,,,,,None,,,,,16.39,22.46,,,,,,,,0.183,,,2025-10-30,quarterly,1.26,USD,post-market,77178000,,0.0651,0.152,0.679,10.39,31096000,,,,171.35,210.06,20.0,,,,,,,146182000,,104.04,,282.95,79.75
2025-12-28,RDDT,2.17,1904606000.0,104.04,,13.79,,,,,,,,,,,,,,,None,22765000,22765000,,,,,,None,841000,,,,,4.169,0.21,7187000,8028000,1.05,2021-12-31,65.79,,1737263000.0,153907000,6775000,130000,,,None,None,None,,None,,,,,6645000,None,None,None,0.237,,146720000,7187000,,,,,None,,,,,16.39,22.46,,,,,,,,0.183,,,2025-10-30,quarterly,1.26,USD,post-market,68465000,,0.0651,0.152,0.679,10.39,35074000,,,,171.35,210.06,20.0,,,,,,,176672000,,104.04,,282.95,79.75
2025-12-28,RDDT,2.17,1904606000.0,104.04,,13.79,,,,,,,,,,,,,,,None,20049000,20049000,,,,,,None,697000,,,,,4.169,0.21,-7166000,-6469000,1.05,2021-09-30,65.79,,1737263000.0,101138000,-7319000,70000,,,None,None,None,,None,,,,,-7389000,None,None,None,0.237,,108304000,-7166000,,,,,None,,,,,16.39,22.46,,,,,,,,0.183,,,2025-10-30,quarterly,1.26,USD,post-market,54718000,,0.0651,0.152,0.679,10.39,20975000,,,,171.35,210.06,20.0,,,,,,,121187000,,104.04,,282.95,79.75
2025-12-28,RDDT,2.17,1904606000.0,104.04,,13.79,,,,,,,,,,,,,,,None,16164000,16164000,,,,,,None,644000,,,,,4.169,0.21,-70441000,-69797000,1.05,2021-06-30,65.79,,1737263000.0,91890000,-70429000,105000,,,None,None,None,,None,,,,,-70534000,None,None,None,0.237,,162331000,-70441000,,,,,None,,,,,16.39,22.46,,,,,,,,0.183,,,2025-10-30,quarterly,1.26,USD,post-market,89191000,,0.0651,0.152,0.679,10.39,37950000,,,,171.35,210.06,20.0,,,,,,,108054000,,104.04,,282.95,79.75
2025-12-28,RDDT,2.17,1904606000.0,104.04,,13.79,,,,,,,,,,,,,,,None,13587000,13587000,,,,,,None,631000,,,,,4.169,0.21,-56793000,-56162000,1.05,2021-03-31,65.79,,1737263000.0,65416000,-56583000,35000,,,None,None,None,,None,,,,,-56618000,None,None,None,0.237,,122209000,-56793000,,,,,None,,,,,16.39,22.46,,,,,,,,0.183,,,2025-10-30,quarterly,1.26,USD,post-market,44601000,,0.0651,0.152,0.679,10.39,50723000,,,,171.35,210.06,20.0,,,,,,,79003000,,104.04,,282.95,79.75
2025-12-28,RDDT,2.17,1904606000.0,104.04,,13.79,,,,,,,,,,,,,,,None,14581000,14581000,,,,,,None,748000,,,,,4.169,0.21,13594000,14342000,1.05,2020-12-31,65.79,,1737263000.0,78482000,13594000,38000,,,None,None,None,,None,,,,,13556000,None,None,None,0.237,,65105000,13377000,,,,,None,,,,,16.39,22.46,,,,,,,,0.183,,,2025-10-30,quarterly,1.26,USD,post-market,32633000,,0.0651,0.152,0.679,10.39,11952000,,,,171.35,210.06,20.0,,,,,,,93063000,,104.04,,282.95,79.75
2025-12-28,RDDT,2.17,1904606000.0,104.04,,13.79,,,,,,,,,,,,,,,None,123595000,123595000,,,,,,None,15643000,,,,,4.169,0.21,-560568000,-544925000,1.05,2024-12-31,65.79,,1737263000.0,1176610000,-485207000,-931000,,,None,None,None,,None,,,,,-484276000,-484276000,None,None,0.237,,1737178000,-560568000,,,,,None,,,,,16.39,22.46,,,,,,,,0.183,,,2025-10-30,annual,1.26,USD,post-market,935152000,,0.0651,0.152,0.679,10.39,451447000,,,,171.35,210.06,20.0,,,,,,,1300205000,,104.04,,282.95,79.75
2025-12-28,RDDT,2.17,1904606000.0,104.04,,13.79,,,,,,,,,,,,,,,None,111011000,111011000,,,,,,None,13702000,,,,,4.169,0.21,-140161000,-126459000,1.05,2023-12-31,65.79,,1737263000.0,693018000,-87023000,3801000,,,None,None,None,,None,,,,,-90824000,-90824000,None,None,0.237,,833179000,-140161000,,,,,None,,,,,16.39,22.46,,,,,,,,0.183,,,2025-10-30,annual,1.26,USD,post-market,438346000,,0.0651,0.152,0.679,10.39,164658000,,,,171.35,210.06,20.0,,,,,,,804029000,,104.04,,282.95,79.75
2025-12-28,RDDT,2.17,1904606000.0,104.04,,13.79,,,,,,,,,,,,,,,None,104799000,104799000,,,,,,None,8000000,,,,,4.169,0.21,-172162000,-164162000,1.05,2022-12-31,65.79,,1737263000.0,561902000,-157928000,622000,,,None,None,None,,None,,,,,-158550000,-158550000,None,None,0.237,,734064000,-172162000,,,,,None,,,,,16.39,22.46,,,,,,,,0.183,,,2025-10-30,annual,1.26,USD,post-market,365164000,,0.0651,0.152,0.679,10.39,143822000,,,,171.35,210.06,20.0,,,,,,,666701000,,104.04,,282.95,79.75
2025-12-28,RDDT,2.17,1904606000.0,104.04,,13.79,,,,,,,,,,,,,,,None,72565000,72565000,,,,,,None,2813000,,,,,4.169,0.21,-127213000,-124400000,1.05,2021-12-31,65.79,,1737263000.0,412351000,-127556000,340000,,,None,None,None,,None,,,,,-127896000,-127896000,None,None,0.237,,539564000,-127213000,,,,,None,,,,,16.39,22.46,,,,,,,,0.183,,,2025-10-30,annual,1.26,USD,post-market,256975000,,0.0651,0.152,0.679,10.39,144722000,,,,171.35,210.06,20.0,,,,,,,484916000,,104.04,,282.95,79.75
2025-12-28,RDDT,2.17,1904606000.0,104.04,,13.79,,,,,,,,,,,,,,,None,55026000,55026000,,,,,,None,1934000,,,,,4.169,0.21,-59071000,-57137000,1.05,2020-12-31,65.79,,1737263000.0,173882000,-59071000,102000,,,None,None,None,,None,,,,,-59173000,-59173000,None,None,0.237,,236439000,-62557000,,,,,None,,,,,16.39,22.46,,,,,,,,0.183,,,2025-10-30,annual,1.26,USD,post-market,117526000,,0.0651,0.152,0.679,10.39,43517000,,,,171.35,210.06,20.0,,,,,,,228908000,,104.04,,282.95,79.75
2025-12-28,RDDT,2.17,1904606000.0,104.04,None,13.79,,25034000,911653000,911653000,,,,,,,,,19000,202727809,None,55026000,55026000,73053000,None,None,519919000,None,None,1934000,,,,,4.169,0.21,-59071000,-57137000,1.05,2025-09-30,65.79,42174000,1737263000.0,173882000,-59071000,102000,18000000,18000000,None,None,None,None,None,None,None,None,None,-59173000,-59173000,None,None,0.237,,236439000,-62557000,23837000,128081000,None,133000,None,,,,,16.39,22.46,,,,,,,,0.183,,None,2025-10-30,quarterly,1.26,USD,post-market,117526000,-922720000,0.0651,0.152,0.679,10.39,43517000,25034000,6872000,1314170000,171.35,210.06,20.0,2876376000,2769579000,228325000,265713000,106797000,37388000,228908000,2610663000,104.04,None,282.95,79.75
2025-12-28,RDDT,2.17,1904606000.0,104.04,None,13.79,,25183000,734060000,734060000,,,,,,,,,18000,187074655,None,55026000,55026000,63942000,None,None,443193000,None,None,1934000,,,,,4.169,0.21,-59071000,-57137000,1.05,2025-06-30,65.79,42174000,1737263000.0,173882000,-59071000,102000,20469000,20469000,None,None,None,None,None,None,None,None,None,-59173000,-59173000,None,None,0.237,,236439000,-62557000,26796000,121491000,None,15780000,None,,,,,16.39,22.46,,,,,,,,0.183,,None,2025-10-30,quarterly,1.26,USD,post-market,117526000,-1085383000,0.0651,0.152,0.679,10.39,43517000,25183000,6572000,1325881000,171.35,210.06,20.0,2632202000,2529930000,210831000,245222000,102272000,34391000,228908000,2386980000,104.04,None,282.95,79.75
2025-12-28,RDDT,2.17,1904606000.0,104.04,None,13.79,,26550000,635727000,635727000,,,,,,,,,18000,184267286,None,55026000,55026000,43870000,None,None,350897000,None,None,1934000,,,,,4.169,0.21,-59071000,-57137000,1.05,2025-03-31,65.79,42174000,1737263000.0,173882000,-59071000,102000,22943000,22943000,None,None,None,None,None,None,None,None,None,-59173000,-59173000,None,None,0.237,,236439000,-62557000,26631000,115857000,None,12908000,None,,,,,16.39,22.46,,,,,,,,0.183,,None,2025-10-30,quarterly,1.26,USD,post-market,117526000,-1174680000,0.0651,0.152,0.679,10.39,43517000,26550000,6376000,1315415000,171.35,210.06,20.0,2437024000,2328670000,186821000,219903000,108354000,33082000,228908000,2217121000,104.04,None,282.95,79.75
2025-12-28,RDDT,2.17,1904606000.0,104.04,None,13.79,,26702000,562092000,562092000,,,,,,,,,17000,180315979,None,55026000,55026000,45423000,None,None,365729000,None,None,1934000,,,,,4.169,0.21,-59071000,-57137000,1.05,2024-12-31,65.79,42174000,1737263000.0,173882000,-59071000,102000,25409000,25409000,None,None,None,None,None,None,None,None,None,-59173000,-59173000,None,None,0.237,,236439000,-62557000,16863000,109659000,None,9257000,None,,,,,16.39,22.46,,,,,,,,0.183,,None,2025-10-30,quarterly,1.26,USD,post-market,117526000,-1200838000,0.0651,0.152,0.679,10.39,43517000,26702000,6137000,1278717000,171.35,210.06,20.0,2336595000,2223401000,176024000,205846000,113179000,29822000,228908000,2130749000,104.04,None,282.95,79.75
2025-12-28,RDDT,2.17,1904606000.0,104.04,None,13.79,,26965000,515895000,515895000,,,,,,,,,17000,174154758,None,55026000,55026000,62042000,None,None,293918000,None,None,1934000,,,,,4.169,0.21,-59071000,-57137000,1.05,2024-09-30,65.79,42174000,1737263000.0,173882000,-59071000,102000,27904000,27904000,None,None,None,None,None,None,None,None,None,-59173000,-59173000,None,None,0.237,,236439000,-62557000,21946000,91965000,None,249000,None,,,,,16.39,22.46,,,,,,,,0.183,,None,2025-10-30,quarterly,1.26,USD,post-market,117526000,-1271874000,0.0651,0.152,0.679,10.39,43517000,26965000,5398000,1229072000,171.35,210.06,20.0,2171708000,2060831000,172284000,194100000,110877000,21816000,228908000,1977608000,104.04,None,282.95,79.75
2025-12-28,RDDT,2.17,1904606000.0,104.04,None,13.79,,28125000,467952000,467952000,,,,,,,,,17000,165634091,None,55026000,55026000,64329000,None,None,258892000,None,None,1934000,,,,,4.169,0.21,-59071000,-57137000,1.05,2024-06-30,65.79,26299000,1737263000.0,173882000,-59071000,102000,27772000,27772000,None,None,None,None,None,None,None,None,None,-59173000,-59173000,None,None,0.237,,236439000,-62557000,22800000,80179000,None,255000,None,,,,,16.39,22.46,,,,,,,,0.183,,None,2025-10-30,quarterly,1.26,USD,post-market,117526000,-1301727000,0.0651,0.152,0.679,10.39,43517000,28125000,5368000,1231099000,171.35,210.06,20.0,2076362000,1980743000,159515000,182527000,95619000,23012000,228908000,1893835000,104.04,None,282.95,79.75
2025-12-28,RDDT,2.17,1904606000.0,104.04,None,13.79,,25218000,968515000,968515000,,,,,,,,,16000,163346491,None,55026000,55026000,45378000,None,None,229815000,None,None,1934000,,,,,4.169,0.21,-59071000,-57137000,1.05,2024-03-31,65.79,26299000,1737263000.0,173882000,-59071000,102000,28100000,28100000,None,None,None,None,None,None,None,None,None,-59173000,-59173000,None,None,0.237,,236439000,-62557000,19860000,98256000,None,276000,None,,,,,16.39,22.46,,,,,,,,0.183,,None,2025-10-30,quarterly,1.26,USD,post-market,117526000,-1291628000,0.0651,0.152,0.679,10.39,43517000,25218000,4383000,701835000,171.35,210.06,20.0,2015896000,1920025000,156485000,177596000,94043000,21111000,228908000,1838300000,104.04,None,282.95,79.75
2025-12-28,RDDT,2.17,1904606000.0,104.04,None,13.79,,25747000,401176000,401176000,,,,,,,,,6000,163346491,None,55026000,55026000,46514000,None,None,253045000,None,None,1934000,,,,,4.169,0.21,-59071000,-57137000,1.05,2023-12-31,65.79,26299000,1737263000.0,173882000,-59071000,102000,30320000,30320000,None,None,None,1,None,None,None,None,None,-59173000,-59173000,None,None,0.237,,236439000,-62557000,13520000,76099000,None,287000,None,,,,,16.39,22.46,,,,,,,,0.183,,None,2025-10-30,quarterly,1.26,USD,post-market,117526000,-716562000,0.0651,0.152,0.679,10.39,43517000,25747000,3707000,811946000,171.35,210.06,20.0,1596467000,1479687000,133570000,155897000,114953000,22327000,228908000,1440570000,104.04,None,282.95,79.75
