date,symbol,eps,revenue_ttm,accumulateddepreciationamortizationppe,beta,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,peg_ratio,price_to_book,price_to_sales_ttm,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,treasurystock,week_52_high,week_52_low
2001-06-30,LINK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-07-17,,-0.04,,pre-market,,,,,,,,,,,,,0.0,,,,,,,,,,,
2001-09-30,LINK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-10-18,,-0.04,,pre-market,,,,,,,,,,,,,-300.0,,,,,,,,,,,
2001-12-31,LINK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04,,,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-02-14,,-0.1,,pre-market,,,,,,,,,,,,,-66.6667,,,,,,,,,,,
2002-03-31,LINK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-04-22,,-0.08,,pre-market,,,,,,,,,,,,,20.0,,,,,,,,,,,
2002-06-30,LINK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-08-01,,-0.06,,pre-market,,,,,,,,,,,,,0.0,,,,,,,,,,,
2002-09-30,LINK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0323,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-10-24,,0.0077,,pre-market,,,,,,,,,,,,,-80.75,,,,,,,,,,,
2002-12-31,LINK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-02-18,,0.04,,pre-market,,,,,,,,,,,,,-71.4286,,,,,,,,,,,
2003-03-31,LINK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04-24,,0.0328,,pre-market,,,,,,,,,,,,,-71.4286,,,,,,,,,,,
2003-06-30,LINK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-07-23,,0.0217,,pre-market,,,,,,,,,,,,,-71.4286,,,,,,,,,,,
2003-09-30,LINK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-10-27,,0.0273,,pre-market,,,,,,,,,,,,,-71.4286,,,,,,,,,,,
2003-12-31,LINK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-03-03,,0.04,,pre-market,,,,,,,,,,,,,-71.4286,,,,,,,,,,,
2004-03-31,LINK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-04-22,,0.0337,,pre-market,,,,,,,,,,,,,-71.4286,,,,,,,,,,,
2004-06-30,LINK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-07-22,,0.0078,,pre-market,,,,,,,,,,,,,-71.4286,,,,,,,,,,,
2004-09-30,LINK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.18,,,-0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-10-28,,-0.22,,pre-market,,,,,,,,,,,,,-450.0,,,,,,,,,,,
2004-12-31,LINK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.09,,,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-03-23,,-0.16,,pre-market,,,,,,,,,,,,,-128.5714,,,,,,,,,,,
2005-03-31,LINK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08,,,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-05-05,,-0.14,,pre-market,,,,,,,,,,,,,-133.3333,,,,,,,,,,,
2005-06-30,LINK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-08-08,,-0.0333,,pre-market,,,,,,,,,,,,,-133.3333,,,,,,,,,,,
2005-09-30,LINK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-12-22,,-0.2611,,pre-market,,,,,,,,,,,,,-133.3333,,,,,,,,,,,
2006-03-31,LINK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-05-04,,-0.2514,,pre-market,,,,,,,,,,,,,-133.3333,,,,,,,,,,,
2006-06-30,LINK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-08-07,,-0.3517,,pre-market,,,,,,,,,,,,,-133.3333,,,,,,,,,,,
2006-09-30,LINK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-12-22,,-0.1825,,pre-market,,,,,,,,,,,,,-133.3333,,,,,,,,,,,
2007-03-31,LINK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-05-15,,-0.2443,,pre-market,,,,,,,,,,,,,-133.3333,,,,,,,,,,,
2007-06-30,LINK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-08-15,,-0.2113,,pre-market,,,,,,,,,,,,,-133.3333,,,,,,,,,,,
2007-09-30,LINK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-11-14,,0.1549,,pre-market,,,,,,,,,,,,,-133.3333,,,,,,,,,,,
2007-12-31,LINK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-03-28,,-0.2267,,pre-market,,,,,,,,,,,,,-133.3333,,,,,,,,,,,
2008-03-31,LINK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-05-16,,-0.2044,,pre-market,,,,,,,,,,,,,-133.3333,,,,,,,,,,,
2008-06-30,LINK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-08-13,,-0.0506,,pre-market,,,,,,,,,,,,,-133.3333,,,,,,,,,,,
2008-09-30,LINK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-11-12,,0.0117,,pre-market,,,,,,,,,,,,,-133.3333,,,,,,,,,,,
2009-03-31,LINK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-06-11,,-0.3392,,pre-market,,,,,,,,,,,,,-133.3333,,,,,,,,,,,
2009-06-30,LINK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-09-01,,-0.1215,,pre-market,,,,,,,,,,,,,-133.3333,,,,,,,,,,,
2009-09-30,LINK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-11-15,,-0.4577,,post-market,,,,,,,,,,,,,-133.3333,,,,,,,,,,,
2010-03-31,LINK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-06-11,,-0.0633,,post-market,,,,,,,,,,,,,-133.3333,,,,,,,,,,,
2010-06-30,LINK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-08-19,,-0.0142,,pre-market,,,,,,,,,,,,,-133.3333,,,,,,,,,,,
2010-09-30,LINK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-12-31,,-0.0313,,pre-market,,,,,,,,,,,,,-133.3333,,,,,,,,,,,
2010-12-31,LINK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-03-31,,-0.1501,,pre-market,,,,,,,,,,,,,-133.3333,,,,,,,,,,,
2011-03-31,LINK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-06-30,,-0.03,,pre-market,,,,,,,,,,,,,-133.3333,,,,,,,,,,,
2011-06-30,LINK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-09-30,,-0.026,,pre-market,,,,,,,,,,,,,-133.3333,,,,,,,,,,,
2011-09-30,LINK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-12-31,,-0.0234,,pre-market,,,,,,,,,,,,,-133.3333,,,,,,,,,,,
2011-12-31,LINK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-03-31,,0.025,,pre-market,,,,,,,,,,,,,-133.3333,,,,,,,,,,,
2012-03-31,LINK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-06-30,,0.039,,pre-market,,,,,,,,,,,,,-133.3333,,,,,,,,,,,
2012-06-30,LINK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-09-30,,-0.006,,pre-market,,,,,,,,,,,,,-133.3333,,,,,,,,,,,
2012-09-30,LINK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-12-31,,-0.0441,,pre-market,,,,,,,,,,,,,-133.3333,,,,,,,,,,,
2012-12-31,LINK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-03-31,,0.008,,pre-market,,,,,,,,,,,,,-133.3333,,,,,,,,,,,
2013-03-31,LINK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-06-30,,-0.0014,,pre-market,,,,,,,,,,,,,-133.3333,,,,,,,,,,,
2013-06-30,LINK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-09-30,,-0.0145,,pre-market,,,,,,,,,,,,,-133.3333,,,,,,,,,,,
2013-09-30,LINK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-12-31,,0.0041,,pre-market,,,,,,,,,,,,,-133.3333,,,,,,,,,,,
2013-12-31,LINK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-03-31,,-0.019,,pre-market,,,,,,,,,,,,,-133.3333,,,,,,,,,,,
2014-03-31,LINK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-06-30,,0.056,,pre-market,,,,,,,,,,,,,-133.3333,,,,,,,,,,,
2014-06-30,LINK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-09-30,,0.064,,pre-market,,,,,,,,,,,,,-133.3333,,,,,,,,,,,
2014-09-30,LINK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-11-12,,0.0435,,pre-market,,,,,,,,,,,,,-133.3333,,,,,,,,,,,
2014-12-31,LINK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-03-31,,0.0374,,pre-market,,,,,,,,,,,,,-133.3333,,,,,,,,,,,
2015-03-31,LINK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-06-30,,0.06,,pre-market,,,,,,,,,,,,,-133.3333,,,,,,,,,,,
2015-06-30,LINK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-09-30,,0.06,,pre-market,,,,,,,,,,,,,-133.3333,,,,,,,,,,,
2015-09-30,LINK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-12-31,,0.0599,,pre-market,,,,,,,,,,,,,-133.3333,,,,,,,,,,,
2015-12-31,LINK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-15,,0.08,,post-market,,,,,,,,,,,,,-133.3333,,,,,,,,,,,
2016-03-31,LINK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-15,,0.1,,post-market,,,,,,,,,,,,,-133.3333,,,,,,,,,,,
2016-06-30,LINK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-08-15,,0.08,,post-market,,,,,,,,,,,,,-133.3333,,,,,,,,,,,
2016-09-30,LINK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-10,,0.12,,post-market,,,,,,,,,,,,,-133.3333,,,,,,,,,,,
2016-12-31,LINK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-10,,0.0497,,post-market,,,,,,,,,,,,,-133.3333,,,,,,,,,,,
2017-03-31,LINK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-05-10,,0.05,,post-market,,,,,,,,,,,,,-133.3333,,,,,,,,,,,
