date,symbol,eps,revenue_ttm,pe_ratio,accumulateddepreciationamortizationppe,beta,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividend_per_share,dividend_yield,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,forward_pe,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,price_to_book,price_to_sales_ttm,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,stockbasedcompensation,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,trailing_pe,treasurystock,week_52_high,week_52_low
2022-12-31,PAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-14,,0.36,,pre-market,,,,,,,,,,,,,,5.8824,,,,,,,,,,,,
2023-03-31,PAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-04,,0.27,,pre-market,,,,,,,,,,,,,,12.5,,,,,,,,,,,,
2023-06-30,PAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-03,,0.3,,pre-market,,,,,,,,,,,,,,11.1111,,,,,,,,,,,,
2023-09-30,PAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.12,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-07,,0.23,,pre-market,,,,,,,,,,,,,,-34.2857,,,,,,,,,,,,
2023-12-31,PAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-15,,0.47,,pre-market,,,,,,,,,,,,,,27.027,,,,,,,,,,,,
2024-03-31,PAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-05-02,,0.21,,pre-market,,,,,,,,,,,,,,-32.2581,,,,,,,,,,,,
2024-06-30,PAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-08-01,,0.22,,pre-market,,,,,,,,,,,,,,0.0,,,,,,,,,,,,
2024-09-30,PAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-05,,0.23,,pre-market,,,,,,,,,,,,,,-4.1667,,,,,,,,,,,,
2024-12-31,PAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-12,,0.58,,post-market,,,,,,,,,,,,,,65.7143,,,,,,,,,,,,
2025-03-31,PAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-02,,0.23,,post-market,,,,,,,,,,,,,,-8.0,,,,,,,,,,,,
2025-06-30,PAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04,,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-01,,0.24,,pre-market,,,,,,,,,,,,,,-14.2857,,,,,,,,,,,,
2025-09-30,PAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-11-04,,0.3,,pre-market,,,,,,,,,,,,,,15.3846,,,,,,,,,,,,
2025-12-31,PAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0437,,,0.4563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-03,,0.5,,pre-market,,,,,,,,,,,,,,9.577,,,,,,,,,,,,
2026-04-16,PAX,0.68,381700000.0,18.34,,0.727,3.913,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,0.0487,,,,-0.376,0.0437,,,0.4563,,8.14,,212700000.0,,,,,,,,,,,,,,,,,,,0.361,,,,,,,,,,,,,3.175,5.21,,,,,,,,0.224,,,2026-02-03,,0.5,,pre-market,,,0.0599,0.16,-0.154,2.416,,,,,14.26,12.76,,9.577,,,,,,,,,18.34,,17.61,9.21
2026-04-16,PAX,0.68,381700000.0,18.34,,0.727,3.913,,,,,,,,,,,,,,,None,12100000,12100000,,,,,,None,11615658,,0.6,0.0487,,,,-0.376,0.0437,61279999,49300000,0.4563,2025-12-31,8.14,,212700000.0,122300000,38100000,2500000,,,None,None,None,,None,,,,,34500000,None,None,None,0.361,,73000000,49300000,,,,,None,,,,,3.175,5.21,,,,,,,,0.224,,,2026-02-03,quarterly,0.5,None,pre-market,None,,0.0599,0.16,-0.154,2.416,7500000,,,,14.26,12.76,,9.577,,,,,,,134400000,,18.34,,17.61,9.21
2026-04-16,PAX,0.68,381700000.0,18.34,,0.727,3.913,,,,,,,,,,,,,,,None,14843000,14843000,,,,,,None,12302000,,0.6,0.0487,,,,-0.376,0.0437,29624000,41926000,0.4563,2025-09-30,8.14,,212700000.0,71618000,24562000,355000,,,None,5062000,3089000,,None,,,,,22500000,24200000,-10700000,None,0.361,,41142000,30476000,,,,,None,,,,,3.175,5.21,,,,,,,,0.224,,,2026-02-03,quarterly,0.5,USD,pre-market,None,,0.0599,0.16,-0.154,2.416,27447000,,,,14.26,12.76,,9.577,,,,,,,86461000,,18.34,,17.61,9.21
2026-04-16,PAX,0.68,381700000.0,18.34,,0.727,3.913,,,,,,,,,,,,,,,None,14589000,14589000,,,,,,None,10811000,,0.6,0.0487,,,,-0.376,0.0437,18937000,29748000,0.4563,2025-06-30,8.14,,212700000.0,67933000,14950000,829000,,,None,3987000,None,,None,,,,,12851000,14200000,-5600000,None,0.361,,37787000,30146000,,,,,None,,,,,3.175,5.21,,,,,,,,0.224,,,2026-02-03,quarterly,0.5,USD,pre-market,None,,0.0599,0.16,-0.154,2.416,25732000,,,,14.26,12.76,,9.577,,,,,,,82522000,,18.34,,17.61,9.21
2026-04-16,PAX,0.68,381700000.0,18.34,,0.727,3.913,,,,,,,,,,,,,,,None,14195000,14195000,,,,,,None,11232000,,0.6,0.0487,,,,-0.376,0.0437,21583000,32815000,0.4563,2025-03-31,8.14,,212700000.0,65372000,14604000,-1954000,,,None,6979000,None,,None,,,,,15664000,14500000,-7000000,None,0.361,,35956000,29416000,,,,,None,,,,,3.175,5.21,,,,,,,,0.224,,,2026-02-03,quarterly,0.5,USD,pre-market,None,,0.0599,0.16,-0.154,2.416,23525000,,,,14.26,12.76,,9.577,,,,,,,79567000,,18.34,,17.61,9.21
2026-04-16,PAX,0.68,381700000.0,18.34,,0.727,3.913,,,,,,,,,,,,,,,None,56900000,56900000,,,,,,None,7457000,,0.6,0.0487,,,,-0.376,0.0437,75500000,82957000,0.4563,2024-12-31,8.14,,212700000.0,100400000,59000000,2000000,,,None,3575000,None,,None,,,,,56800000,55422000,-4909000,None,0.361,,14100000,86300000,,,,,None,,,,,3.175,5.21,,,,,,,,0.224,,,2026-02-03,quarterly,0.5,USD,pre-market,None,,0.0599,0.16,-0.154,2.416,14100000,,,,14.26,12.76,,9.577,,,,,,,157300000,,18.34,,17.61,9.21
2026-04-16,PAX,0.68,381700000.0,18.34,,0.727,3.913,,,,,,,,,,,,,,,None,14154000,14154000,,,,,,None,8774000,,0.6,0.0487,,,,-0.376,0.0437,13946000,22720000,0.4563,2024-09-30,8.14,,212700000.0,63901000,10157000,8279000,,,None,3789000,0,,None,,,,,466000,3000000,-1400000,None,0.361,,36014000,27887000,,,,,None,,,,,3.175,5.21,,,,,,,,0.224,,,2026-02-03,quarterly,0.5,USD,pre-market,None,,0.0599,0.16,-0.154,2.416,25755000,,,,14.26,12.76,,9.577,,,,,,,78055000,,18.34,,17.61,9.21
2026-04-16,PAX,0.68,381700000.0,18.34,,0.727,3.913,,,,,,,,,,,,,,,None,12055000,12055000,,,,,,None,7670000,,0.6,0.0487,,,,-0.376,0.0437,6421000,14091000,0.4563,2024-06-30,8.14,,212700000.0,62944000,3163000,629000,,,None,3258000,None,,None,,,,,706000,2600000,-4700000,None,0.361,,34858000,28086000,,,,,None,,,,,3.175,5.21,,,,,,,,0.224,,,2026-02-03,quarterly,0.5,USD,pre-market,None,,0.0599,0.16,-0.154,2.416,26017000,,,,14.26,12.76,,9.577,,,,,,,74999000,,18.34,,17.61,9.21
2026-04-16,PAX,0.68,381700000.0,18.34,,0.727,3.913,,,,,,,,,,,,,,,None,18400000,18400000,,,,,,None,7236000,,0.6,0.0487,,,,-0.376,0.0437,30100000,37336000,0.4563,2024-03-31,8.14,,212700000.0,45400000,20000000,4200000,,,None,329000,None,,None,,,,,15400000,15853000,-898000,None,0.361,,15300000,30100000,,,,,None,,,,,3.175,5.21,,,,,,,,0.224,,,2026-02-03,quarterly,0.5,USD,pre-market,None,,0.0599,0.16,-0.154,2.416,9200000,,,,14.26,12.76,,9.577,,,,,,,63800000,,18.34,,17.61,9.21
2026-04-16,PAX,0.68,381700000.0,18.34,,0.727,3.913,,,,,,,,,,,,,,,None,50000000,50000000,,,,,,None,6100000,,0.6,0.0487,,,,-0.376,0.0437,49173000,55273000,0.4563,2023-12-31,8.14,,212700000.0,62066000,50900000,2300000,,,None,278000,None,,None,,,,,46988000,48391000,-500000,None,0.361,,12893000,49173000,,,,,None,,,,,3.175,5.21,,,,,,,,0.224,,,2026-02-03,quarterly,0.5,USD,pre-market,None,,0.0599,0.16,-0.154,2.416,39481000,,,,14.26,12.76,,9.577,,,,,,,112066000,,18.34,,17.61,9.21
2026-04-16,PAX,0.68,381700000.0,18.34,,0.727,3.913,,,,,,,,,,,,,,,None,10174000,10174000,,,,,,None,7180000,,0.6,0.0487,,,,-0.376,0.0437,18592000,25772000,0.4563,2023-09-30,8.14,,212700000.0,53362000,18286000,-553000,,,None,306000,None,,None,,,,,18468000,18839000,-928000,None,0.361,,22893000,30469000,,,,,None,,,,,3.175,5.21,,,,,,,,0.224,,,2026-02-03,quarterly,0.5,USD,pre-market,None,,0.0599,0.16,-0.154,2.416,14394000,,,,14.26,12.76,,9.577,,,,,,,63536000,,18.34,,17.61,9.21
2026-04-16,PAX,0.68,381700000.0,18.34,,0.727,3.913,,,,,,,,,,,,,,,None,10082000,10082000,,,,,,None,6731000,,0.6,0.0487,,,,-0.376,0.0437,28656000,35387000,0.4563,2023-06-30,8.14,,212700000.0,68509000,28341000,-7685000,,,None,315000,None,,None,,,,,35701000,36026000,-436000,None,0.361,,29253000,39256000,,,,,None,,,,,3.175,5.21,,,,,,,,0.224,,,2026-02-03,quarterly,0.5,USD,pre-market,None,,0.0599,0.16,-0.154,2.416,21832000,,,,14.26,12.76,,9.577,,,,,,,78591000,,18.34,,17.61,9.21
2026-04-16,PAX,0.68,381700000.0,18.34,,0.727,3.913,,,,,,,,,,,,,,,None,9812000,9812000,,,,,,None,5996000,,0.6,0.0487,,,,-0.376,0.0437,21034000,27030000,0.4563,2023-03-31,8.14,,212700000.0,63940000,20690000,3131000,,,None,344000,None,,None,,,,,17243000,17559000,-562000,None,0.361,,27378000,36562000,,,,,None,,,,,3.175,5.21,,,,,,,,0.224,,,2026-02-03,quarterly,0.5,USD,pre-market,None,,0.0599,0.16,-0.154,2.416,20797000,,,,14.26,12.76,,9.577,,,,,,,73752000,,18.34,,17.61,9.21
2026-04-16,PAX,0.68,381700000.0,18.34,,0.727,3.913,,,,,,,,,,,,,,,None,-46525000,-46525000,,,,,,None,5746000,,0.6,0.0487,,,,-0.376,0.0437,69778000,75524000,0.4563,2022-12-31,8.14,,212700000.0,137806000,48959000,2296000,,,None,504000,None,,None,,,,,46514000,46663000,-132000,None,0.361,,69843000,69778000,,,,,None,,,,,3.175,5.21,,,,,,,,0.224,,,2026-02-03,quarterly,0.5,USD,pre-market,None,,0.0599,0.16,-0.154,2.416,52956000,,,,14.26,12.76,,9.577,,,,,,,91281000,,18.34,,17.61,9.21
2026-04-16,PAX,0.68,381700000.0,18.34,,0.727,3.913,,,,,,,,,,,,,,,None,9176000,9176000,,,,,,None,5147000,,0.6,0.0487,,,,-0.376,0.0437,15957000,21104000,0.4563,2022-09-30,8.14,,212700000.0,47814000,15419000,2200000,,,None,538000,None,,None,,,,,12221000,13219000,-824000,None,0.361,,19046000,28768000,,,,,None,,,,,3.175,5.21,,,,,,,,0.224,,,2026-02-03,quarterly,0.5,USD,pre-market,None,,0.0599,0.16,-0.154,2.416,13308000,,,,14.26,12.76,,9.577,,,,,,,56990000,,18.34,,17.61,9.21
2026-04-16,PAX,0.68,381700000.0,18.34,,0.727,3.913,,,,,,,,,,,,,,,None,8404000,8404000,,,,,,None,5123000,,0.6,0.0487,,,,-0.376,0.0437,15995000,21118000,0.4563,2022-06-30,8.14,,212700000.0,47214000,15565000,-341000,,,None,430000,None,,None,,,,,15906000,15900000,2100000,None,0.361,,21755000,25459000,,,,,None,,,,,3.175,5.21,,,,,,,,0.224,,,2026-02-03,quarterly,0.5,USD,pre-market,None,,0.0599,0.16,-0.154,2.416,16360000,,,,14.26,12.76,,9.577,,,,,,,55618000,,18.34,,17.61,9.21
2026-04-16,PAX,0.68,381700000.0,18.34,,0.727,3.913,,,,,,,,,,,,,,,None,8193000,8193000,,,,,,None,5188000,,0.6,0.0487,,,,-0.376,0.0437,22845000,28033000,0.4563,2022-03-31,8.14,,212700000.0,46795000,22510000,4194000,,,None,335000,None,,None,,,,,18316000,18316000,-613000,None,0.361,,20721000,26074000,,,,,None,,,,,3.175,5.21,,,,,,,,0.224,,,2026-02-03,quarterly,0.5,USD,pre-market,None,,0.0599,0.16,-0.154,2.416,15030000,,,,14.26,12.76,,9.577,,,,,,,54988000,,18.34,,17.61,9.21
2026-04-16,PAX,0.68,381700000.0,18.34,,0.727,3.913,,,,,,,,,,,,,,,None,16532000,16532000,,,,,,None,2891000,,0.6,0.0487,,,,-0.376,0.0437,15265000,18156000,0.4563,2021-12-31,8.14,,212700000.0,29678000,15094000,1889000,,,None,171000,None,,None,,,,,13205000,13205000,-623000,None,0.361,,5075000,24603000,,,,,None,,,,,3.175,5.21,,,,,,,,0.224,,,2026-02-03,quarterly,0.5,USD,pre-market,None,,0.0599,0.16,-0.154,2.416,4038000,,,,14.26,12.76,,9.577,,,,,,,46210000,,18.34,,17.61,9.21
2026-04-16,PAX,0.68,381700000.0,18.34,,0.727,3.913,,,,,,,,,,,,,,,None,15237000,15237000,,,,,,None,1932000,,0.6,0.0487,,,,-0.376,0.0437,20932000,22864000,0.4563,2021-09-30,8.14,,212700000.0,24458000,20669000,-855000,,,None,263000,1000,,None,,,,,21524000,21524000,-301000,None,0.361,,2959000,21499000,,,,,None,,,,,3.175,5.21,,,,,,,,0.224,,,2026-02-03,quarterly,0.5,USD,pre-market,None,,0.0599,0.16,-0.154,2.416,2249000,,,,14.26,12.76,,9.577,,,,,,,39695000,,18.34,,17.61,9.21
2026-04-16,PAX,0.68,381700000.0,18.34,,0.727,3.913,,,,,,,,,,,,,,,None,43171000,43171000,,,,,,None,1976000,,0.6,0.0487,,,,-0.376,0.0437,72481000,74457000,0.4563,2021-06-30,8.14,,212700000.0,75826000,72222000,-1178000,,,None,259000,27000,,None,,,,,73401000,73400000,-258000,None,0.361,,3771000,72055000,,,,,None,,,,,3.175,5.21,,,,,,,,0.224,,,2026-02-03,quarterly,0.5,USD,pre-market,None,,0.0599,0.16,-0.154,2.416,3175000,,,,14.26,12.76,,9.577,,,,,,,118997000,,18.34,,17.61,9.21
2026-04-16,PAX,0.68,381700000.0,18.34,,0.727,3.913,,,,,,,,,,,,,,,None,12016000,12016000,,,,,,None,1957000,,0.6,0.0487,,,,-0.376,0.0437,13826000,15783000,0.4563,2021-03-31,8.14,,212700000.0,18597000,13587000,525000,,,None,239000,0,,None,,,,,14346000,13062000,-287000,None,0.361,,2389000,16208000,,,,,None,,,,,3.175,5.21,,,,,,,,0.224,,,2026-02-03,quarterly,0.5,USD,pre-market,None,,0.0599,0.16,-0.154,2.416,1854000,,,,14.26,12.76,,9.577,,,,,,,30613000,,18.34,,17.61,9.21
2026-04-16,PAX,0.68,381700000.0,18.34,,0.727,3.913,,,,,,,,,,,,,,,None,7151000,7151000,,,,,,None,1916000,,0.6,0.0487,,,,-0.376,0.0437,16613000,18529000,0.4563,2020-12-31,8.14,,212700000.0,24604000,16454000,122000,,,None,232000,32000,,None,,,,,15560000,16332000,-229000,None,0.361,,5839000,14284000,,,,,None,,,,,3.175,5.21,,,,,,,,0.224,,,2026-02-03,quarterly,0.5,USD,pre-market,None,,0.0599,0.16,-0.154,2.416,5136000,,,,14.26,12.76,,9.577,,,,,,,31755000,,18.34,,17.61,9.21
2026-04-16,PAX,0.68,381700000.0,18.34,,0.727,3.913,,,,,,,,,,,,,,,None,9965000,9965000,,,,,,None,1936000,,0.6,0.0487,,,,-0.376,0.0437,20107000,22043000,0.4563,2020-09-30,8.14,,212700000.0,23178000,19861000,-88000,,,None,246000,0,,None,,,,,20627000,19949000,-245000,None,0.361,,2895000,20283000,,,,,None,,,,,3.175,5.21,,,,,,,,0.224,,,2026-02-03,quarterly,0.5,USD,pre-market,None,,0.0599,0.16,-0.154,2.416,2371000,,,,14.26,12.76,,9.577,,,,,,,33143000,,18.34,,17.61,9.21
2026-04-16,PAX,0.68,381700000.0,18.34,,0.727,3.913,,,,,,,,,,,,,,,None,7643000,7643000,,,,,,None,1855000,,0.6,0.0487,,,,-0.376,0.0437,13942000,15797000,0.4563,2020-06-30,8.14,,212700000.0,16960000,13725000,535000,,,None,217000,0,,None,,,,,13862000,13190000,-247000,None,0.361,,3099000,13861000,,,,,None,,,,,3.175,5.21,,,,,,,,0.224,,,2026-02-03,quarterly,0.5,USD,pre-market,None,,0.0599,0.16,-0.154,2.416,2624000,,,,14.26,12.76,,9.577,,,,,,,24603000,,18.34,,17.61,9.21
2026-04-16,PAX,0.68,381700000.0,18.34,,0.727,3.913,,,,,,,,,,,,,,,None,8508000,8508000,,,,,,None,1980000,,0.6,0.0487,,,,-0.376,0.0437,15188000,17168000,0.4563,2020-03-31,8.14,,212700000.0,17008000,14936000,2567000,,,None,252000,36000,,None,,,,,12160000,12369000,-247000,None,0.361,,2709000,14299000,,,,,None,,,,,3.175,5.21,,,,,,,,0.224,,,2026-02-03,quarterly,0.5,USD,pre-market,None,,0.0599,0.16,-0.154,2.416,2072000,,,,14.26,12.76,,9.577,,,,,,,25516000,,18.34,,17.61,9.21
2026-04-16,PAX,0.68,381700000.0,18.34,,0.727,3.913,,,,,,,,,,,,,,,None,8780000,8780000,,,,,,None,2072000,,0.6,0.0487,,,,-0.376,0.0437,20585000,22657000,0.4563,2019-12-31,8.14,,212700000.0,26391000,20338000,788000,,,None,247000,None,,None,,,,,18734000,19550000,-325000,None,0.361,,5787000,20604000,,,,,None,,,,,3.175,5.21,,,,,,,,0.224,,,2026-02-03,quarterly,0.5,USD,pre-market,None,,0.0599,0.16,-0.154,2.416,4909000,,,,14.26,12.76,,9.577,,,,,,,35171000,,18.34,,17.61,9.21
2026-04-16,PAX,0.68,381700000.0,18.34,,0.727,3.913,,,,,,,,,,,,,,,None,14600000,14600000,,,,,,None,39842658,,0.6,0.0487,,,,-0.376,0.0437,129199999,131300000,0.4563,2025-12-31,8.14,,212700000.0,369200000,92200000,1700000,,,None,None,None,,None,,,,,85600000,None,None,None,0.361,,237900000,131300000,,,,,None,,,,,3.175,5.21,,,,,,,,0.224,,,2026-02-03,annual,0.5,None,pre-market,None,,0.0599,0.16,-0.154,2.416,43800000,,,,14.26,12.76,,9.577,,,,,,,383800000,,18.34,,17.61,9.21
