date,symbol,eps,revenue_ttm,accumulateddepreciationamortizationppe,beta,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,forward_pe,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,price_to_book,price_to_sales_ttm,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,treasurystock,week_52_high,week_52_low
2025-03-31,XIFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.28,,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-08,,-1.05,,pre-market,,,,,,,,,,,,,-556.5217,,,,,,,,,,,
2025-06-30,XIFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,,,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-07,,0.84,,pre-market,,,,,,,,,,,,,-10.6383,,,,,,,,,,,
2025-09-30,XIFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.18,,,-0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-11-04,,-0.37,,pre-market,,,,,,,,,,,,,-94.7368,,,,,,,,,,,
2025-12-28,XIFR,-2.05,1255000000.0,,0.883,33.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-0.18,,,-0.19,,3.397,,766000000.0,,,,,,,,,,,,,,,,,,,0.0709,,,,,,,,,,,,,0.283,0.725,,,,,,,,-0.152,,,2025-11-04,,-0.37,,pre-market,,,0.0041,-0.0583,0.097,13.41,,,,,15.66,8.81,-94.7368,,,,,,,,,,19.28,7.53
2025-12-28,XIFR,-2.05,1255000000.0,,0.883,33.16,,,,,,,,,,,,,,,None,293000000,293000000,,,,,,None,162000000,,,,,0.0,-0.18,77000000,239000000,-0.19,2025-09-30,3.397,,766000000.0,20000000,-18000000,43000000,,,None,95000000,None,,None,,,,,-37000000,-61000000,-94000000,None,0.0709,,15000000,5000000,,,,,None,,,,,0.283,0.725,,,,,,,,-0.152,,,2025-11-04,quarterly,-0.37,USD,pre-market,None,,0.0041,-0.0583,0.097,13.41,None,,,,15.66,8.81,-94.7368,,,,,,,313000000,,,19.28,7.53
2025-12-28,XIFR,-2.05,1255000000.0,,0.883,33.16,,,,,,,,,,,,,,,None,102000000,102000000,,,,,,None,162000000,,,,,0.0,-0.18,126000000,288000000,-0.19,2025-06-30,3.397,,766000000.0,240000000,-5000000,-41000000,,,None,131000000,None,,None,,,,,79000000,36000000,-131000000,None,0.0709,,150000000,90000000,,,,,None,,,,,0.283,0.725,,,,,,,,-0.152,,,2025-11-04,quarterly,-0.37,USD,pre-market,None,,0.0041,-0.0583,0.097,13.41,None,,,,15.66,8.81,-94.7368,,,,,,,342000000,,,19.28,7.53
2025-12-28,XIFR,-2.05,1255000000.0,,0.883,33.16,,,,,,,,,,,,,,,None,110000000,110000000,,,,,,None,156000000,,,,,0.0,-0.18,-214000000,-58000000,-0.19,2025-03-31,3.397,,766000000.0,172000000,-373000000,-45000000,,,None,159000000,None,,None,,,,,-98000000,-328000000,-159000000,None,0.0709,,405000000,-233000000,,,,,None,,,,,0.283,0.725,,,,,,,,-0.152,,,2025-11-04,quarterly,-0.37,USD,pre-market,None,,0.0041,-0.0583,0.097,13.41,None,,,,15.66,8.81,-94.7368,,,,,,,282000000,,,19.28,7.53
2025-12-28,XIFR,-2.05,1255000000.0,,0.883,33.16,,,,,,,,,,,,,,,None,115000000,115000000,,,,,,None,158000000,,,,,0.0,-0.18,-567000000,-409000000,-0.19,2024-12-31,3.397,,766000000.0,179000000,-504000000,-84000000,,,None,62000000,None,,None,,,,,-114000000,-420000000,63000000,None,0.0709,,731000000,-552000000,,,,,None,,,,,0.283,0.725,,,,,,,,-0.152,,,2025-11-04,quarterly,-0.37,USD,pre-market,None,,0.0041,-0.0583,0.097,13.41,None,,,,15.66,8.81,-94.7368,,,,,,,294000000,,,19.28,7.53
2025-12-28,XIFR,-2.05,1255000000.0,,0.883,33.16,,,,,,,,,,,,,,,None,128000000,128000000,,,,,,None,159000000,,,,,0.0,-0.18,112000000,271000000,-0.19,2024-09-30,3.397,,766000000.0,191000000,-53000000,30000000,,,None,165000000,None,,None,,,,,-40000000,-83000000,-165000000,None,0.0709,,142000000,49000000,,,,,None,,,,,0.283,0.725,,,,,,,,-0.152,,,2025-11-04,quarterly,-0.37,USD,pre-market,None,,0.0041,-0.0583,0.097,13.41,None,,,,15.66,8.81,-94.7368,,,,,,,319000000,,,19.28,7.53
2025-12-28,XIFR,-2.05,1255000000.0,,0.883,33.16,,,,,,,,,,,,,,,None,139000000,139000000,,,,,,None,158000000,,,,,0.0,-0.18,133000000,291000000,-0.19,2024-06-30,3.397,,766000000.0,221000000,79000000,21000000,,,None,54000000,None,,None,,,,,62000000,58000000,-54000000,None,0.0709,,155000000,66000000,,,,,None,,,,,0.283,0.725,,,,,,,,-0.152,,,2025-11-04,quarterly,-0.37,USD,pre-market,None,,0.0041,-0.0583,0.097,13.41,None,,,,15.66,8.81,-94.7368,,,,,,,360000000,,,19.28,7.53
2025-12-28,XIFR,-2.05,1255000000.0,,0.883,33.16,,,,,,,,,,,,,,,None,123000000,123000000,,,,,,None,157000000,,,,,0.0,-0.18,35000000,192000000,-0.19,2024-03-31,3.397,,766000000.0,134000000,22000000,-13000000,,,None,13000000,None,,None,,,,,70000000,35000000,-13000000,None,0.0709,,155000000,-21000000,,,,,None,,,,,0.283,0.725,,,,,,,,-0.152,,,2025-11-04,quarterly,-0.37,USD,pre-market,None,,0.0041,-0.0583,0.097,13.41,None,,,,15.66,8.81,-94.7368,,,,,,,257000000,,,19.28,7.53
2025-12-28,XIFR,-2.05,1255000000.0,,0.883,33.16,,,,,,,,,,,,,,,None,108000000,108000000,,,,,,None,162000000,,,,,0.0,-0.18,-156000000,6000000,-0.19,2023-12-31,3.397,,766000000.0,-48000000,-343000000,-41000000,,,None,187000000,None,,None,,,,,112000000,-302000000,-187000000,None,0.0709,,120000000,-168000000,,,,,None,,,,,0.283,0.725,,,,,,,,-0.152,,,2025-11-04,quarterly,-0.37,USD,pre-market,None,,0.0041,-0.0583,0.097,13.41,None,,,,15.66,8.81,-94.7368,,,,,,,60000000,,,19.28,7.53
2025-12-28,XIFR,-2.05,1255000000.0,,0.883,33.16,,,,,,,,,,,,,,,None,121000000,121000000,,,,,,None,166000000,,,,,0.0,-0.18,32000000,198000000,-0.19,2023-09-30,3.397,,766000000.0,187000000,128000000,28000000,,,None,None,24000000,,None,,,,,53000000,100000000,24000000,None,0.0709,,155000000,32000000,,,,,None,,,,,0.283,0.725,,,,,,,,-0.152,,,2025-11-04,quarterly,-0.37,USD,pre-market,None,,0.0041,-0.0583,0.097,13.41,None,,,,15.66,8.81,-94.7368,,,,,,,308000000,,,19.28,7.53
2025-12-28,XIFR,-2.05,1255000000.0,,0.883,33.16,,,,,,,,,,,,,,,None,123000000,123000000,,,,,,None,155000000,,,,,0.0,-0.18,84000000,239000000,-0.19,2023-06-30,3.397,,766000000.0,170000000,72000000,16000000,,,None,12000000,None,,None,,,,,49000000,None,None,None,0.0709,,144000000,26000000,,,,,None,,,,,0.283,0.725,,,,,,,,-0.152,,,2025-11-04,quarterly,-0.37,None,pre-market,None,,0.0041,-0.0583,0.097,13.41,None,,,,15.66,8.81,-94.7368,,,,,,,293000000,,,19.28,7.53
2025-12-28,XIFR,-2.05,1255000000.0,,0.883,33.16,,,,,,,,,,,,,,,None,146000000,146000000,,,,,,None,152000000,,,,,0.0,-0.18,-12000000,140000000,-0.19,2023-03-31,3.397,,766000000.0,99000000,-218000000,-36000000,,,None,206000000,None,,None,,,,,-14000000,None,None,None,0.0709,,134000000,-35000000,,,,,None,,,,,0.283,0.725,,,,,,,,-0.152,,,2025-11-04,quarterly,-0.37,None,pre-market,None,,0.0041,-0.0583,0.097,13.41,None,,,,15.66,8.81,-94.7368,,,,,,,245000000,,,19.28,7.53
2025-12-28,XIFR,-2.05,1255000000.0,,0.883,33.16,,,,,,,,,,,,,,,None,154000000,154000000,,,,,,None,149000000,,,,,0.0,-0.18,-20000000,129000000,-0.19,2022-12-31,3.397,,766000000.0,112000000,11000000,-7000000,,,None,None,None,,None,,,,,34000000,None,None,None,0.0709,,131000000,-19000000,,,,,None,,,,,0.283,0.725,,,,,,,,-0.152,,,2025-11-04,quarterly,-0.37,None,pre-market,None,,0.0041,-0.0583,0.097,13.41,None,,,,15.66,8.81,-94.7368,,,,,,,266000000,,,19.28,7.53
2025-12-28,XIFR,-2.05,1255000000.0,,0.883,33.16,,,,,,,,,,,,,,,None,153000000,153000000,,,,,,None,138000000,,,,,0.0,-0.18,41000000,179000000,-0.19,2022-09-30,3.397,,766000000.0,149000000,277000000,45000000,,,None,None,None,,None,,,,,79000000,None,None,None,0.0709,,100000000,49000000,,,,,None,,,,,0.283,0.725,,,,,,,,-0.152,,,2025-11-04,quarterly,-0.37,None,pre-market,None,,0.0041,-0.0583,0.097,13.41,None,,,,15.66,8.81,-94.7368,,,,,,,302000000,,,19.28,7.53
2025-12-28,XIFR,-2.05,1255000000.0,,0.883,33.16,,,,,,,,,,,,,,,None,136000000,136000000,,,,,,None,144000000,,,,,0.0,-0.18,106000000,250000000,-0.19,2022-06-30,3.397,,766000000.0,226000000,621000000,83000000,,,None,None,None,,None,,,,,219000000,None,None,None,0.0709,,93000000,133000000,,,,,None,,,,,0.283,0.725,,,,,,,,-0.152,,,2025-11-04,quarterly,-0.37,None,pre-market,None,,0.0041,-0.0583,0.097,13.41,None,,,,15.66,8.81,-94.7368,,,,,,,362000000,,,19.28,7.53
2025-12-28,XIFR,-2.05,1255000000.0,,0.883,33.16,,,,,,,,,,,,,,,None,129000000,129000000,,,,,,None,142000000,,,,,0.0,-0.18,34000000,176000000,-0.19,2022-03-31,3.397,,766000000.0,152000000,383000000,50000000,,,None,None,None,,None,,,,,144000000,None,None,None,0.0709,,118000000,34000000,,,,,None,,,,,0.283,0.725,,,,,,,,-0.152,,,2025-11-04,quarterly,-0.37,None,pre-market,None,,0.0041,-0.0583,0.097,13.41,None,,,,15.66,8.81,-94.7368,,,,,,,281000000,,,19.28,7.53
2025-12-28,XIFR,-2.05,1255000000.0,,0.883,33.16,,,,,,,,,,,,,,,None,117000000,117000000,,,,,,None,116000000,,,,,0.0,-0.18,22000000,138000000,-0.19,2021-12-31,3.397,,766000000.0,114000000,-45000000,-6000000,,,None,None,None,,None,,,,,-9000000,None,None,None,0.0709,,92000000,22000000,,,,,None,,,,,0.283,0.725,,,,,,,,-0.152,,,2025-11-04,quarterly,-0.37,None,pre-market,None,,0.0041,-0.0583,0.097,13.41,None,,,,15.66,8.81,-94.7368,,,,,,,231000000,,,19.28,7.53
2025-12-28,XIFR,-2.05,1255000000.0,,0.883,33.16,,,,,,,,,,,,,,,None,110000000,110000000,,,,,,None,101000000,,,,,0.0,-0.18,124000000,225000000,-0.19,2021-09-30,3.397,,766000000.0,142000000,100000000,6000000,,,None,24000000,None,,None,,,,,18000000,None,None,None,0.0709,,78000000,64000000,,,,,None,,,,,0.283,0.725,,,,,,,,-0.152,,,2025-11-04,quarterly,-0.37,None,pre-market,None,,0.0041,-0.0583,0.097,13.41,None,,,,15.66,8.81,-94.7368,,,,,,,252000000,,,19.28,7.53
