date,symbol,eps,revenue_ttm,pe_ratio,accumulateddepreciationamortizationppe,beta,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividend_per_share,dividend_yield,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,forward_pe,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,price_to_book,price_to_sales_ttm,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,trailing_pe,treasurystock,week_52_high,week_52_low
2023-03-31,CRBG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-09,,0.97,,pre-market,,,,,,,,,,,,,18.2927,,,,,,,,,,,,
2023-06-30,CRBG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-04,,1.04,,pre-market,,,,,,,,,,,,,11.828,,,,,,,,,,,,
2023-09-30,CRBG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-03,,1.05,,pre-market,,,,,,,,,,,,,1.9417,,,,,,,,,,,,
2023-12-31,CRBG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-15,,1.04,,pre-market,,,,,,,,,,,,,7.2165,,,,,,,,,,,,
2024-03-31,CRBG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-05-03,,1.1,,pre-market,,,,,,,,,,,,,4.7619,,,,,,,,,,,,
2024-06-30,CRBG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-31,,1.13,,post-market,,,,,,,,,,,,,4.6296,,,,,,,,,,,,
2024-09-30,CRBG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,,,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-04,,1.38,,post-market,,,,,,,,,,,,,18.9655,,,,,,,,,,,,
2024-12-31,CRBG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-12,,1.23,,post-market,,,,,,,,,,,,,2.5,,,,,,,,,,,,
2025-03-31,CRBG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-05,,1.16,,post-market,,,,,,,,,,,,,1.7544,,,,,,,,,,,,
2025-06-30,CRBG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.31,,,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-04,,-1.2,,post-market,,,,,,,,,,,,,-208.1081,,,,,,,,,,,,
2025-09-30,CRBG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.78,,,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-11-03,,0.27,,post-market,,,,,,,,,,,,,-74.2857,,,,,,,,,,,,
2025-12-28,CRBG,1.47,18335001000.0,20.81,,0.941,25.45,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.031,,,,-0.5,-0.78,,,1.05,,5.85,,4196000000.0,,,,,,,,,,,,,,,,,,,0.0307,,,,,,,,,,,,,1.139,0.842,,,,,,,,0.0541,,,2025-11-03,,0.27,,post-market,,,0.0028,0.0719,0.766,33.08,,,,,32.05,30.46,-74.2857,,,,,,,,,20.81,,36.03,23.16
2025-12-28,CRBG,1.47,18335001000.0,20.81,,0.941,25.45,,,,,,,,,,,,,,,None,135000000,135000000,,,,,,None,199000000,,0.95,0.031,,,,-0.5,-0.78,93000000,292000000,1.05,2025-09-30,5.85,,4196000000.0,589000000,-42000000,-179000000,,,None,135000000,724000000,,None,,,,,144000000,137000000,-135000000,None,0.0307,,631000000,-42000000,,,,,None,,,,,1.139,0.842,,,,,,,,0.0541,,,2025-11-03,quarterly,0.27,USD,post-market,None,,0.0028,0.0719,0.766,33.08,481000000,,,,32.05,30.46,-74.2857,,,,,,,724000000,,20.81,,36.03,23.16
2025-12-28,CRBG,1.47,18335001000.0,20.81,,0.941,25.45,,,,,,,,,,,,,,,None,137000000,137000000,,,,,,None,94000000,,0.95,0.031,,,,-0.5,-0.78,-471000000,-377000000,1.05,2025-06-30,5.85,,4196000000.0,600000000,-608000000,60000000,,,None,137000000,737000000,,None,,,,,-660000000,-668000000,-137000000,None,0.0307,,1208000000,-608000000,,,,,None,,,,,1.139,0.842,,,,,,,,0.0541,,,2025-11-03,quarterly,0.27,USD,post-market,None,,0.0028,0.0719,0.766,33.08,535000000,,,,32.05,30.46,-74.2857,,,,,,,737000000,,20.81,,36.03,23.16
2025-12-28,CRBG,1.47,18335001000.0,20.81,,0.941,25.45,,,,,,,,,,,,,,,None,148000000,148000000,,,,,,None,89000000,,0.95,0.031,,,,-0.5,-0.78,-714000000,-625000000,1.05,2025-03-31,5.85,,4196000000.0,560000000,-862000000,-205000000,,,None,148000000,708000000,,None,,,,,-664000000,-657000000,-148000000,None,0.0307,,1422000000,-862000000,,,,,None,,,,,1.139,0.842,,,,,,,,0.0541,,,2025-11-03,quarterly,0.27,USD,post-market,None,,0.0028,0.0719,0.766,33.08,544000000,,,,32.05,30.46,-74.2857,,,,,,,708000000,,20.81,,36.03,23.16
2025-12-28,CRBG,1.47,18335001000.0,20.81,,0.941,25.45,,,,,,,,,,,,,,,None,145000000,145000000,,,,,,None,61000000,,0.95,0.031,,,,-0.5,-0.78,3070000000,3131000000,1.05,2024-12-31,5.85,,4196000000.0,561000000,2925000000,703000000,,,None,145000000,706000000,,None,,,,,2171000000,2222000000,-145000000,None,0.0307,,-2364000000,2925000000,,,,,None,,,,,1.139,0.842,,,,,,,,0.0541,,,2025-11-03,quarterly,0.27,USD,post-market,None,,0.0028,0.0719,0.766,33.08,494000000,,,,32.05,30.46,-74.2857,,,,,,,706000000,,20.81,,36.03,23.16
2025-12-28,CRBG,1.47,18335001000.0,20.81,,0.941,25.45,,,,,,,,,,,,,,,None,133000000,133000000,,,,,,None,36000000,,0.95,0.031,,,,-0.5,-0.78,-1461000000,-1425000000,1.05,2024-09-30,5.85,,4196000000.0,571000000,-1594000000,-407000000,,,None,133000000,704000000,,None,,,,,-1184000000,-1187000000,-133000000,None,0.0307,,2165000000,-1594000000,,,,,None,,,,,1.139,0.842,,,,,,,,0.0541,,,2025-11-03,quarterly,0.27,USD,post-market,None,,0.0028,0.0719,0.766,33.08,492000000,,,,32.05,30.46,-74.2857,,,,,,,704000000,,20.81,,36.03,23.16
2025-12-28,CRBG,1.47,18335001000.0,20.81,,0.941,25.45,,,,,,,,,,,,,,,None,138000000,138000000,,,,,,None,32000000,,0.95,0.031,,,,-0.5,-0.78,594000000,626000000,1.05,2024-06-30,5.85,,4196000000.0,502000000,456000000,115000000,,,None,138000000,640000000,,None,,,,,365000000,341000000,-138000000,None,0.0307,,46000000,456000000,,,,,None,,,,,1.139,0.842,,,,,,,,0.0541,,,2025-11-03,quarterly,0.27,USD,post-market,None,,0.0028,0.0719,0.766,33.08,532000000,,,,32.05,30.46,-74.2857,,,,,,,640000000,,20.81,,36.03,23.16
2025-12-28,CRBG,1.47,18335001000.0,20.81,,0.941,25.45,,,,,,,,,,,,,,,None,138000000,138000000,,,,,,None,64000000,,0.95,0.031,,,,-0.5,-0.78,1154000000,1218000000,1.05,2024-03-31,5.85,,4196000000.0,490000000,1016000000,189000000,,,None,138000000,628000000,,None,,,,,878000000,827000000,-138000000,None,0.0307,,-526000000,1016000000,,,,,None,,,,,1.139,0.842,,,,,,,,0.0541,,,2025-11-03,quarterly,0.27,USD,post-market,None,,0.0028,0.0719,0.766,33.08,572000000,,,,32.05,30.46,-74.2857,,,,,,,628000000,,20.81,,36.03,23.16
2025-12-28,CRBG,1.47,18335001000.0,20.81,,0.941,25.45,,,,,,,,,,,,,,,None,139000000,139000000,,,,,,None,20000000,,0.95,0.031,,,,-0.5,-0.78,-1624000000,-1604000000,1.05,2023-12-31,5.85,,4196000000.0,465000000,-1763000000,-432000000,,,None,139000000,604000000,,None,,,,,-1309000000,-1331000000,-139000000,None,0.0307,,2228000000,-1763000000,,,,,None,,,,,1.139,0.842,,,,,,,,0.0541,,,2025-11-03,quarterly,0.27,USD,post-market,None,,0.0028,0.0719,0.766,33.08,563000000,,,,32.05,30.46,-74.2857,,,,,,,604000000,,20.81,,36.03,23.16
2025-12-28,CRBG,1.47,18335001000.0,20.81,,0.941,25.45,,,,,,,,,,,,,,,None,135000000,135000000,,,,,,None,107000000,,0.95,0.031,,,,-0.5,-0.78,2596000000,2703000000,1.05,2023-09-30,5.85,,4196000000.0,445000000,2461000000,392000000,,,None,135000000,580000000,,None,,,,,2101000000,2069000000,-135000000,None,0.0307,,-2016000000,2461000000,,,,,None,,,,,1.139,0.842,,,,,,,,0.0541,,,2025-11-03,quarterly,0.27,USD,post-market,None,,0.0028,0.0719,0.766,33.08,611000000,,,,32.05,30.46,-74.2857,,,,,,,580000000,,20.81,,36.03,23.16
2025-12-28,CRBG,1.47,18335001000.0,20.81,,0.941,25.45,,,,,,,,,,,,,,,None,134000000,134000000,,,,,,None,134000000,,0.95,0.031,,,,-0.5,-0.78,1045000000,1179000000,1.05,2023-06-30,5.85,,4196000000.0,479000000,911000000,160000000,,,None,134000000,564000000,,None,,,,,771000000,751000000,-134000000,None,0.0307,,-432000000,911000000,,,,,None,,,,,1.139,0.842,,,,,,,,0.0541,,,2025-11-03,quarterly,0.27,USD,post-market,None,,0.0028,0.0719,0.766,33.08,604000000,,,,32.05,30.46,-74.2857,,,,,,,613000000,,20.81,,36.03,23.16
2025-12-28,CRBG,1.47,18335001000.0,20.81,,0.941,25.45,,,,,,,,,,,,,,,None,172000000,172000000,,,,,,None,105000000,,0.95,0.031,,,,-0.5,-0.78,-497000000,-392000000,1.05,2023-03-31,5.85,,4196000000.0,390000000,-669000000,-216000000,,,None,172000000,562000000,,None,,,,,-459000000,-453000000,-172000000,None,0.0307,,1059000000,-669000000,,,,,None,,,,,1.139,0.842,,,,,,,,0.0541,,,2025-11-03,quarterly,0.27,USD,post-market,None,,0.0028,0.0719,0.766,33.08,582000000,,,,32.05,30.46,-74.2857,,,,,,,562000000,,20.81,,36.03,23.16
2025-12-28,CRBG,1.47,18335001000.0,20.81,,0.941,25.45,,,,,,,,,,,,,,,None,177000000,177000000,,,,,,None,-34000000,,0.95,0.031,,,,-0.5,-0.78,-602000000,-636000000,1.05,2022-12-31,5.85,,4196000000.0,-177000000,-779000000,-252000000,,,None,177000000,None,,None,,,,,-566000000,-527000000,-177000000,None,0.0307,,602000000,-779000000,,,,,None,,,,,1.139,0.842,,,,,,,,0.0541,,,2025-11-03,quarterly,0.27,USD,post-market,None,,0.0028,0.0719,0.766,33.08,582000000,,,,32.05,30.46,-74.2857,,,,,,,3794000000,,20.81,,36.03,23.16
2025-12-28,CRBG,1.47,18335001000.0,20.81,,0.941,25.45,,,,,,,,,,,,,,,None,149000000,149000000,,,,,,None,139000000,,0.95,0.031,,,,-0.5,-0.78,3321000000,3460000000,1.05,2022-09-30,5.85,,4196000000.0,343000000,3172000000,640000000,,,None,149000000,492000000,,None,,,,,2406000000,2477000000,-149000000,None,0.0307,,-2829000000,3172000000,,,,,None,,,,,1.139,0.842,,,,,,,,0.0541,,,2025-11-03,quarterly,0.27,USD,post-market,None,,0.0028,0.0719,0.766,33.08,578000000,,,,32.05,30.46,-74.2857,,,,,,,492000000,,20.81,,36.03,23.16
2025-12-28,CRBG,1.47,18335001000.0,20.81,,0.941,25.45,,,,,,,,,,,,,,,None,127000000,127000000,,,,,,None,166000000,,0.95,0.031,,,,-0.5,-0.78,3453000000,3619000000,1.05,2022-06-30,5.85,,4196000000.0,270000000,3326000000,652000000,,,None,127000000,397000000,,None,,,,,2594000000,2983000000,-127000000,None,0.0307,,-3056000000,3326000000,,,,,None,,,,,1.139,0.842,,,,,,,,0.0541,,,2025-11-03,quarterly,0.27,USD,post-market,None,,0.0028,0.0719,0.766,33.08,577000000,,,,32.05,30.46,-74.2857,,,,,,,397000000,,20.81,,36.03,23.16
2025-12-28,CRBG,1.47,18335001000.0,20.81,,0.941,25.45,,,,,,,,,,,,,,,None,81000000,81000000,,,,,,None,157000000,,0.95,0.031,,,,-0.5,-0.78,4381000000,4538000000,1.05,2022-03-31,5.85,,4196000000.0,343000000,4300000000,859000000,,,None,81000000,None,,None,,,,,3366000000,3536000000,-81000000,None,0.0307,,-3957000000,4300000000,,,,,None,,,,,1.139,0.842,,,,,,,,0.0541,,,2025-11-03,quarterly,0.27,USD,post-market,None,,0.0028,0.0719,0.766,33.08,586000000,,,,32.05,30.46,-74.2857,,,,,,,424000000,,20.81,,36.03,23.16
2025-12-28,CRBG,1.47,18335001000.0,20.81,,0.941,25.45,,,,,,,,,,,,,,,None,94000000,94000000,,,,,,None,-9000000,,0.95,0.031,,,,-0.5,-0.78,4717000000,4708000000,1.05,2021-12-31,5.85,,4196000000.0,-94000000,4623000000,884000000,,,None,94000000,None,,None,,,,,3122000000,3739000000,-94000000,None,0.0307,,-4717000000,4623000000,,,,,None,,,,,1.139,0.842,,,,,,,,0.0541,,,2025-11-03,quarterly,0.27,USD,post-market,None,,0.0028,0.0719,0.766,33.08,551000000,,,,32.05,30.46,-74.2857,,,,,,,6947000000,,20.81,,36.03,23.16
2025-12-28,CRBG,1.47,18335001000.0,20.81,,0.941,25.45,,,,,,,,,,,,,,,None,83000000,83000000,,,,,,None,187000000,,0.95,0.031,,,,-0.5,-0.78,2036000000,2223000000,1.05,2021-09-30,5.85,,4196000000.0,330000000,1953000000,381000000,,,None,83000000,413000000,,None,,,,,1420000000,1572000000,-83000000,None,0.0307,,-1623000000,1953000000,,,,,None,,,,,1.139,0.842,,,,,,,,0.0541,,,2025-11-03,quarterly,0.27,USD,post-market,None,,0.0028,0.0719,0.766,33.08,521000000,,,,32.05,30.46,-74.2857,,,,,,,413000000,,20.81,,36.03,23.16
2025-12-28,CRBG,1.47,18335001000.0,20.81,,0.941,25.45,,,,,,,,,,,,,,,None,98000000,98000000,,,,,,None,-51000000,,0.95,0.031,,,,-0.5,-0.78,-321000000,-372000000,1.05,2021-06-30,5.85,,4196000000.0,-98000000,-419000000,-181000000,,,None,98000000,None,,None,,,,,-303000000,-238000000,-98000000,None,0.0307,,321000000,-419000000,,,,,None,,,,,1.139,0.842,,,,,,,,0.0541,,,2025-11-03,quarterly,0.27,USD,post-market,None,,0.0028,0.0719,0.766,33.08,494000000,,,,32.05,30.46,-74.2857,,,,,,,3687000000,,20.81,,36.03,23.16
2025-12-28,CRBG,1.47,18335001000.0,20.81,,0.941,25.45,,,,,,,,,,,,,,,None,114000000,114000000,,,,,,None,435000000,,0.95,0.031,,,,-0.5,-0.78,4084000000,4519000000,1.05,2021-03-31,5.85,,4196000000.0,-114000000,3970000000,759000000,,,None,114000000,None,,None,,,,,3116000000,None,None,None,0.0307,,-4084000000,3970000000,,,,,None,,,,,1.139,0.842,,,,,,,,0.0541,,,2025-11-03,quarterly,0.27,USD,post-market,None,,0.0028,0.0719,0.766,33.08,538000000,,,,32.05,30.46,-74.2857,,,,,,,7343000000,,20.81,,36.03,23.16
2025-12-28,CRBG,1.47,18335001000.0,20.81,,0.941,25.45,,,,,,,,,,,,,,,None,None,None,,,,,,None,11000000,,0.95,0.031,,,,-0.5,-0.78,-295000000,-284000000,1.05,2020-12-31,5.85,,4196000000.0,2872000000,-155000000,-92000000,,,None,114000000,None,,None,,,,,-216000000,None,None,None,0.0307,,122000000,2750000000,,,,,None,,,,,1.139,0.842,,,,,,,,0.0541,,,2025-11-03,quarterly,0.27,None,post-market,None,,0.0028,0.0719,0.766,33.08,316000000,,,,32.05,30.46,-74.2857,,,,,,,2872000000,,20.81,,36.03,23.16
2025-12-28,CRBG,1.47,18335001000.0,20.81,,0.941,25.45,,,,,,,,,,,,,,,None,554000000,554000000,,,,,,None,193000000,,0.95,0.031,,,,-0.5,-0.78,3357000000,3550000000,1.05,2024-12-31,5.85,,4196000000.0,2124000000,2803000000,600000000,,,None,554000000,2678000000,,None,,,,,2230000000,2203000000,-554000000,None,0.0307,,-679000000,2803000000,,,,,None,,,,,1.139,0.842,,,,,,,,0.0541,,,2025-11-03,annual,0.27,USD,post-market,None,,0.0028,0.0719,0.766,33.08,2090000000,,,,32.05,30.46,-74.2857,,,,,,,2678000000,,20.81,,36.03,23.16
2025-12-28,CRBG,1.47,18335001000.0,20.81,,0.941,25.45,,,,,,,,,,,,,,,None,580000000,580000000,,,,,,None,366000000,,0.95,0.031,,,,-0.5,-0.78,1520000000,1886000000,1.05,2023-12-31,5.85,,4196000000.0,1779000000,940000000,-96000000,,,None,580000000,2359000000,,None,,,,,1104000000,2189000000,-618000000,None,0.0307,,839000000,940000000,,,,,None,,,,,1.139,0.842,,,,,,,,0.0541,,,2025-11-03,annual,0.27,USD,post-market,None,,0.0028,0.0719,0.766,33.08,2360000000,,,,32.05,30.46,-74.2857,,,,,,,2359000000,,20.81,,36.03,23.16
2025-12-28,CRBG,1.47,18335001000.0,20.81,,0.941,25.45,,,,,,,,,,,,,,,None,534000000,534000000,,,,,,None,585000000,,0.95,0.031,,,,-0.5,-0.78,11025000000,11610000000,1.05,2022-12-31,5.85,,4196000000.0,1345000000,10491000000,2012000000,,,None,534000000,1703000000,,None,,,,,8159000000,8469000000,-534000000,None,0.0307,,-9146000000,10491000000,,,,,None,,,,,1.139,0.842,,,,,,,,0.0541,,,2025-11-03,annual,0.27,USD,post-market,None,,0.0028,0.0719,0.766,33.08,2323000000,,,,32.05,30.46,-74.2857,,,,,,,1879000000,,20.81,,36.03,23.16
2025-12-28,CRBG,1.47,18335001000.0,20.81,,0.941,25.45,,,,,,,,,,,,,,,None,13658000000,13658000000,,,,,,None,413000000,,0.95,0.031,,,,-0.5,-0.78,10665000000,11078000000,1.05,2021-12-31,5.85,,4196000000.0,-3795000000,11254000000,2082000000,,,None,389000000,1663000000,,None,,,,,8243000000,8284000000,-389000000,None,0.0307,,15804000000,-5899000000,,,,,None,,,,,1.139,0.842,,,,,,,,0.0541,,,2025-11-03,annual,0.27,USD,post-market,None,,0.0028,0.0719,0.766,33.08,2104000000,,,,32.05,30.46,-74.2857,,,,,,,23563000000,,20.81,,36.03,23.16
2025-12-28,CRBG,1.47,18335001000.0,20.81,,0.941,25.45,,,,,,,,,,,,,,,None,11593000000,11593000000,,,,,,None,325000000,,0.95,0.031,,,,-0.5,-0.78,1341000000,1666000000,1.05,2020-12-31,5.85,,4196000000.0,-3306000000,851000000,-15000000,,,None,490000000,None,,None,,,,,642000000,866000000,-490000000,None,0.0307,,8802000000,-5333000000,,,,,None,,,,,1.139,0.842,,,,,,,,0.0541,,,2025-11-03,annual,0.27,USD,post-market,None,,0.0028,0.0719,0.766,33.08,2027000000,,,,32.05,30.46,-74.2857,,,,,,,15062000000,,20.81,,36.03,23.16
2025-12-28,CRBG,1.47,18335001000.0,20.81,,0.941,25.45,,,,,,,,,,,,,,,None,10509000000,10509000000,,,,,,None,294000000,,0.95,0.031,,,,-0.5,-0.78,694000000,988000000,1.05,2019-12-31,5.85,,4196000000.0,-3009000000,139000000,-168000000,,,None,555000000,None,,None,,,,,50000000,307000000,-555000000,None,0.0307,,7685000000,-4984000000,,,,,None,,,,,1.139,0.842,,,,,,,,0.0541,,,2025-11-03,annual,0.27,USD,post-market,None,,0.0028,0.0719,0.766,33.08,1975000000,,,,32.05,30.46,-74.2857,,,,,,,13210000000,,20.81,,36.03,23.16
