date,symbol,eps,revenue_ttm,accumulateddepreciationamortizationppe,beta,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,peg_ratio,price_to_book,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,stockbasedcompensation,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,treasurystock,week_52_high,week_52_low
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,104000000,None,328000000,328000000,-126000000,-95000000,-429000000,None,-67000000,None,None,-16000000,5000000,1042222222,None,2013000000,2013000000,292000000,None,None,426000000,None,None,333000000,219000000,6000000,6000000,None,0.0,0.0423,497000000,830000000,-0.7723,2015-12-31,438000000,0.0,1090000000,267000000,-151000000,497000000,497000000,None,384000000,None,199000000,None,None,None,None,None,-134000000,None,None,None,0.0,-208000000,-203000000,605000000,606000000,611000000,None,None,None,None,None,None,None,0.19,3.171,None,None,None,None,None,-123000000,None,0.0,None,None,2026-02-26,quarterly,-0.73,USD,pre-market,None,None,-0.312,-0.557,0.0,0.0,203000000,102000000,51000000,104000000,15.86,17.27,28000000,5.4771,13221000000,1663000000,999000000,8692000000,11558000000,439000000,3103000000,4506000000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,69000000,None,328000000,328000000,-57000000,-43000000,223000000,None,-10000000,None,None,-31000000,5000000,1042222222,None,2013000000,2013000000,292000000,None,None,426000000,None,None,333000000,165000000,5000000,5000000,None,0.0,0.0423,497000000,830000000,-0.7723,2015-09-30,438000000,0.0,1090000000,267000000,-151000000,497000000,497000000,None,384000000,None,199000000,None,None,None,None,None,-24000000,None,None,None,0.0,323000000,-203000000,605000000,606000000,611000000,None,None,None,None,None,None,None,0.19,3.171,None,None,None,None,None,584000000,None,0.0,None,None,2026-02-26,quarterly,-0.73,USD,pre-market,None,None,-0.312,-0.557,0.0,0.0,203000000,102000000,51000000,104000000,15.86,17.27,None,5.4771,13221000000,1663000000,999000000,8692000000,11558000000,439000000,3103000000,4506000000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,62000000,None,328000000,328000000,-41000000,-1016000000,-1023000000,None,-24000000,None,None,-18000000,5000000,1042222222,None,2013000000,2013000000,292000000,None,None,426000000,None,None,333000000,170000000,5000000,5000000,None,0.0,0.0423,497000000,830000000,-0.7723,2015-06-30,438000000,0.0,1090000000,267000000,-151000000,497000000,497000000,None,384000000,None,199000000,None,None,None,None,None,388000000,None,None,None,0.0,34000000,-203000000,605000000,606000000,611000000,None,None,None,None,None,None,None,0.19,3.171,None,None,None,None,None,1023000000,None,0.0,None,None,2026-02-26,quarterly,-0.73,USD,pre-market,None,None,-0.312,-0.557,0.0,0.0,203000000,102000000,51000000,104000000,15.86,17.27,None,5.4771,13221000000,1663000000,999000000,8692000000,11558000000,439000000,3103000000,4506000000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,40000000,None,328000000,328000000,-41000000,-40000000,-136000000,None,-18000000,None,None,1000000,5000000,1042222222,None,2013000000,2013000000,292000000,None,None,426000000,None,None,333000000,60000000,7000000,7000000,None,0.0,0.0423,497000000,830000000,-0.7723,2015-03-31,438000000,0.0,1090000000,267000000,-151000000,497000000,497000000,None,384000000,None,199000000,None,None,None,None,None,-180000000,None,None,None,0.0,-55000000,-203000000,605000000,606000000,611000000,None,None,None,None,None,None,None,0.19,3.171,None,None,None,None,None,-1734000000,None,0.0,None,None,2026-02-26,quarterly,-0.73,USD,pre-market,None,None,-0.312,-0.557,0.0,0.0,203000000,102000000,51000000,104000000,15.86,17.27,None,5.4771,13221000000,1663000000,999000000,8692000000,11558000000,439000000,3103000000,4506000000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,94000000,None,328000000,328000000,5220000000,-5071000000,838000000,None,-21000000,None,None,-26000000,5000000,1042222222,None,2013000000,2013000000,292000000,None,None,426000000,None,None,333000000,69000000,12000000,12000000,None,0.0,0.0423,497000000,830000000,-0.7723,2014-12-31,438000000,0.0,1090000000,267000000,-151000000,497000000,497000000,None,384000000,None,199000000,None,None,None,None,None,102000000,None,None,None,0.0,-338000000,-203000000,605000000,606000000,611000000,None,None,None,None,None,None,None,0.19,3.171,None,None,None,None,None,-838000000,None,0.0,None,None,2026-02-26,quarterly,-0.73,USD,pre-market,None,None,-0.312,-0.557,0.0,0.0,203000000,102000000,51000000,104000000,15.86,17.27,19000000,5.4771,13221000000,1663000000,999000000,8692000000,11558000000,439000000,3103000000,4506000000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,25000000,None,328000000,328000000,-7000000,-22000000,84000000,None,19000000,None,None,124000000,5000000,1042222222,None,2013000000,2013000000,292000000,None,None,426000000,None,None,333000000,64000000,None,None,None,0.0,0.0423,497000000,830000000,-0.7723,2014-09-30,438000000,0.0,1090000000,267000000,-151000000,497000000,497000000,None,384000000,None,199000000,None,None,None,None,None,-5000000,None,None,None,0.0,113000000,-203000000,605000000,606000000,611000000,None,None,None,None,None,None,None,0.19,3.171,None,None,None,None,None,-84000000,None,0.0,None,None,2026-02-26,quarterly,-0.73,USD,pre-market,None,None,-0.312,-0.557,0.0,0.0,203000000,102000000,51000000,104000000,15.86,17.27,None,5.4771,13221000000,1663000000,999000000,8692000000,11558000000,439000000,3103000000,4506000000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,52000000,None,328000000,328000000,-7000000,-38000000,-48000000,None,-18000000,None,None,40000000,5000000,1042222222,None,2013000000,2013000000,292000000,None,None,426000000,None,None,333000000,76000000,None,None,None,0.0,0.0423,497000000,830000000,-0.7723,2014-06-30,438000000,0.0,1090000000,267000000,-151000000,497000000,497000000,None,384000000,None,199000000,None,None,None,None,None,-122000000,None,None,None,0.0,-3000000,-203000000,605000000,606000000,611000000,None,None,None,None,None,None,None,0.19,3.171,None,None,None,None,None,48000000,None,0.0,None,None,2026-02-26,quarterly,-0.73,USD,pre-market,None,None,-0.312,-0.557,0.0,0.0,203000000,102000000,51000000,104000000,15.86,17.27,None,5.4771,13221000000,1663000000,999000000,8692000000,11558000000,439000000,3103000000,4506000000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,17000000,None,328000000,328000000,4000000,-17000000,153000000,None,-674000000,None,None,23000000,5000000,1042222222,None,2013000000,2013000000,292000000,None,None,426000000,None,None,333000000,83000000,None,None,None,0.0,0.0423,497000000,830000000,-0.7723,2014-03-31,438000000,0.0,1090000000,267000000,-151000000,497000000,497000000,None,384000000,None,199000000,None,None,None,None,None,-37000000,None,None,None,0.0,166000000,-203000000,605000000,606000000,611000000,None,None,None,None,None,None,None,0.19,3.171,None,None,None,None,None,-996000000,None,0.0,None,None,2026-02-26,quarterly,-0.73,USD,pre-market,None,None,-0.312,-0.557,0.0,0.0,203000000,102000000,51000000,104000000,15.86,17.27,None,5.4771,13221000000,1663000000,999000000,8692000000,11558000000,439000000,3103000000,4506000000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,31000000,None,328000000,328000000,8000000,203000000,254000000,None,-2000000,None,None,-91000000,5000000,1042222222,None,2013000000,2013000000,292000000,None,None,426000000,None,None,333000000,121000000,None,None,None,0.0,0.0423,497000000,830000000,-0.7723,2013-12-31,438000000,0.0,1090000000,267000000,-151000000,497000000,497000000,None,384000000,None,199000000,None,None,None,None,None,-91000000,None,None,None,0.0,43000000,-203000000,605000000,606000000,611000000,None,None,None,None,None,None,None,0.19,3.171,None,None,None,None,None,-254000000,None,0.0,None,None,2026-02-26,quarterly,-0.73,USD,pre-market,None,None,-0.312,-0.557,0.0,0.0,203000000,102000000,51000000,104000000,15.86,17.27,15000000,5.4771,13221000000,1663000000,999000000,8692000000,11558000000,439000000,3103000000,4506000000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,12000000,None,328000000,328000000,-2000000,-12000000,None,None,1000000,None,None,None,5000000,1042222222,None,2013000000,2013000000,292000000,None,None,426000000,None,None,333000000,116000000,None,None,None,0.0,0.0423,497000000,830000000,-0.7723,2013-09-30,438000000,0.0,1090000000,267000000,-151000000,497000000,497000000,None,384000000,None,199000000,None,None,None,None,None,22000000,None,None,None,0.0,142000000,-203000000,605000000,606000000,611000000,None,None,None,None,None,None,None,0.19,3.171,None,None,None,None,None,-128000000,None,0.0,None,None,2026-02-26,quarterly,-0.73,USD,pre-market,None,None,-0.312,-0.557,0.0,0.0,203000000,102000000,51000000,104000000,15.86,17.27,None,5.4771,13221000000,1663000000,999000000,8692000000,11558000000,439000000,3103000000,4506000000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,35000000,None,328000000,328000000,-129000000,289000000,None,None,17000000,None,None,None,5000000,1042222222,None,2013000000,2013000000,292000000,None,None,426000000,None,None,333000000,117000000,None,None,None,0.0,0.0423,497000000,830000000,-0.7723,2013-06-30,438000000,0.0,1090000000,267000000,-151000000,497000000,497000000,None,384000000,None,199000000,None,None,None,None,None,-145000000,None,None,None,0.0,-3000000,-203000000,605000000,606000000,611000000,None,None,None,None,None,None,None,0.19,3.171,None,None,None,None,None,-157000000,None,0.0,None,None,2026-02-26,quarterly,-0.73,USD,pre-market,None,None,-0.312,-0.557,0.0,0.0,203000000,102000000,51000000,104000000,15.86,17.27,None,5.4771,13221000000,1663000000,999000000,8692000000,11558000000,439000000,3103000000,4506000000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,20000000,None,328000000,328000000,-31000000,-6000000,None,None,8000000,None,None,None,5000000,1042222222,None,2013000000,2013000000,292000000,None,None,426000000,None,None,333000000,113000000,None,None,None,0.0,0.0423,497000000,830000000,-0.7723,2013-03-31,438000000,0.0,1090000000,267000000,-151000000,497000000,497000000,None,384000000,None,199000000,None,None,None,None,None,-142000000,None,None,None,0.0,-7000000,-203000000,605000000,606000000,611000000,None,None,None,None,None,None,None,0.19,3.171,None,None,None,None,None,-304000000,None,0.0,None,None,2026-02-26,quarterly,-0.73,USD,pre-market,None,None,-0.312,-0.557,0.0,0.0,203000000,102000000,51000000,104000000,15.86,17.27,None,5.4771,13221000000,1663000000,999000000,8692000000,11558000000,439000000,3103000000,4506000000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,63000000,None,328000000,328000000,-16000000,48000000,None,None,-7000000,None,None,None,5000000,1042222222,None,2013000000,2013000000,292000000,None,None,426000000,None,None,333000000,-197000000,None,None,None,0.0,0.0423,497000000,830000000,-0.7723,2012-12-31,438000000,0.0,1090000000,267000000,-151000000,497000000,497000000,None,384000000,None,199000000,None,None,None,None,None,1279000000,None,None,None,0.0,37000000,-203000000,605000000,606000000,611000000,None,None,None,None,None,None,None,0.19,3.171,None,None,None,None,None,329000000,None,0.0,None,None,2026-02-26,quarterly,-0.73,USD,pre-market,None,None,-0.312,-0.557,0.0,0.0,203000000,102000000,51000000,104000000,15.86,17.27,None,5.4771,13221000000,1663000000,999000000,8692000000,11558000000,439000000,3103000000,4506000000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,21000000,None,328000000,328000000,18000000,545000000,624000000,None,19000000,None,None,6000000,5000000,1042222222,None,2013000000,2013000000,292000000,None,None,426000000,None,None,333000000,117000000,None,None,None,0.0,0.0423,497000000,830000000,-0.7723,2012-09-30,438000000,0.0,1090000000,267000000,-151000000,497000000,497000000,None,384000000,None,199000000,None,None,None,None,None,-70000000,None,None,None,0.0,61000000,-203000000,605000000,606000000,611000000,None,None,None,None,None,None,None,0.19,3.171,None,None,None,None,None,-626000000,None,0.0,None,None,2026-02-26,quarterly,-0.73,USD,pre-market,None,None,-0.312,-0.557,0.0,0.0,203000000,102000000,51000000,104000000,15.86,17.27,None,5.4771,13221000000,1663000000,999000000,8692000000,11558000000,439000000,3103000000,4506000000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,19000000,None,328000000,328000000,-1000000,-280000000,-359000000,None,1000000,None,None,2000000,5000000,1042222222,None,2013000000,2013000000,292000000,None,None,426000000,None,None,333000000,29000000,None,None,None,0.0,0.0423,497000000,830000000,-0.7723,2012-06-30,438000000,0.0,1090000000,267000000,-151000000,497000000,497000000,None,384000000,None,199000000,None,None,None,None,None,-1064000000,None,None,None,0.0,-78000000,-203000000,605000000,606000000,611000000,None,None,None,None,None,None,None,0.19,3.171,None,None,None,None,None,359000000,None,0.0,None,None,2026-02-26,quarterly,-0.73,USD,pre-market,None,None,-0.312,-0.557,0.0,0.0,203000000,102000000,51000000,104000000,15.86,17.27,None,5.4771,13221000000,1663000000,999000000,8692000000,11558000000,439000000,3103000000,4506000000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,23000000,None,328000000,328000000,-1000000,35000000,14000000,None,-13000000,None,None,1000000,5000000,1042222222,None,2013000000,2013000000,292000000,None,None,426000000,None,None,333000000,51000000,None,None,None,0.0,0.0423,497000000,830000000,-0.7723,2012-03-31,438000000,0.0,1090000000,267000000,-151000000,497000000,497000000,None,384000000,None,199000000,None,None,None,None,None,-58000000,None,None,None,0.0,-20000000,-203000000,605000000,606000000,611000000,None,None,None,None,None,None,None,0.19,3.171,None,None,None,None,None,-410000000,None,0.0,None,None,2026-02-26,quarterly,-0.73,USD,pre-market,None,None,-0.312,-0.557,0.0,0.0,203000000,102000000,51000000,104000000,15.86,17.27,None,5.4771,13221000000,1663000000,999000000,8692000000,11558000000,439000000,3103000000,4506000000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,57000000,None,328000000,328000000,-2000000,-413000000,None,None,-14000000,None,None,None,5000000,1042222222,None,2013000000,2013000000,292000000,None,None,426000000,None,None,333000000,55000000,None,None,None,0.0,0.0423,497000000,830000000,-0.7723,2011-12-31,438000000,0.0,1090000000,267000000,-151000000,497000000,497000000,None,384000000,None,199000000,None,None,None,None,None,-1377000000,None,None,None,0.0,-70000000,-203000000,605000000,606000000,611000000,None,None,None,None,None,None,None,0.19,3.171,None,None,None,None,None,485000000,None,0.0,None,None,2026-02-26,quarterly,-0.73,USD,pre-market,None,None,-0.312,-0.557,0.0,0.0,203000000,102000000,51000000,104000000,15.86,17.27,None,5.4771,13221000000,1663000000,999000000,8692000000,11558000000,439000000,3103000000,4506000000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,57000000,None,328000000,328000000,92000000,254000000,None,None,15000000,None,None,None,5000000,1042222222,None,2013000000,2013000000,292000000,None,None,426000000,None,None,333000000,82000000,None,None,None,0.0,0.0423,497000000,830000000,-0.7723,2011-09-30,438000000,0.0,1090000000,267000000,-151000000,497000000,497000000,None,384000000,None,199000000,None,None,None,None,None,-75000000,None,None,None,0.0,136000000,-203000000,605000000,606000000,611000000,None,None,None,None,None,None,None,0.19,3.171,None,None,None,None,None,-482000000,None,0.0,None,None,2026-02-26,quarterly,-0.73,USD,pre-market,None,None,-0.312,-0.557,0.0,0.0,203000000,102000000,51000000,104000000,15.86,17.27,None,5.4771,13221000000,1663000000,999000000,8692000000,11558000000,439000000,3103000000,4506000000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,62000000,None,328000000,328000000,288000000,-48000000,None,None,-13000000,None,None,None,5000000,1042222222,None,2013000000,2013000000,292000000,None,None,426000000,None,None,333000000,79000000,None,None,None,0.0,0.0423,497000000,830000000,-0.7723,2011-06-30,438000000,0.0,1090000000,267000000,-151000000,497000000,497000000,None,384000000,None,199000000,None,None,None,None,None,-116000000,None,None,None,0.0,-169000000,-203000000,605000000,606000000,611000000,None,None,None,None,None,None,None,0.19,3.171,None,None,None,None,None,-71000000,None,0.0,None,None,2026-02-26,quarterly,-0.73,USD,pre-market,None,None,-0.312,-0.557,0.0,0.0,203000000,102000000,51000000,104000000,15.86,17.27,None,5.4771,13221000000,1663000000,999000000,8692000000,11558000000,439000000,3103000000,4506000000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,66000000,None,328000000,328000000,1000000,-47000000,None,None,9000000,None,None,None,5000000,1042222222,None,2013000000,2013000000,292000000,None,None,426000000,None,None,333000000,130000000,None,None,None,0.0,0.0423,497000000,830000000,-0.7723,2011-03-31,438000000,0.0,1090000000,267000000,-151000000,497000000,497000000,None,384000000,None,199000000,None,None,None,None,None,-77000000,None,None,None,0.0,83000000,-203000000,605000000,606000000,611000000,None,None,None,None,None,None,None,0.19,3.171,None,None,None,None,None,-328000000,None,0.0,None,None,2026-02-26,quarterly,-0.73,USD,pre-market,None,None,-0.312,-0.557,0.0,0.0,203000000,102000000,51000000,104000000,15.86,17.27,None,5.4771,13221000000,1663000000,999000000,8692000000,11558000000,439000000,3103000000,4506000000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,63000000,None,328000000,328000000,-33000000,80000000,None,None,-1000000,None,None,None,5000000,1042222222,None,2013000000,2013000000,292000000,None,None,426000000,None,None,333000000,135000000,None,None,None,0.0,0.0423,497000000,830000000,-0.7723,2010-12-31,438000000,0.0,1090000000,267000000,-151000000,497000000,497000000,None,384000000,None,199000000,None,None,None,None,None,-164000000,None,None,None,0.0,-247000000,-203000000,605000000,606000000,611000000,None,None,None,None,None,None,None,0.19,3.171,None,None,None,None,None,200000000,None,0.0,None,None,2026-02-26,quarterly,-0.73,USD,pre-market,None,None,-0.312,-0.557,0.0,0.0,203000000,102000000,51000000,104000000,15.86,17.27,None,5.4771,13221000000,1663000000,999000000,8692000000,11558000000,439000000,3103000000,4506000000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,69000000,None,328000000,328000000,None,-93000000,None,None,-12000000,None,None,None,5000000,1042222222,None,2013000000,2013000000,292000000,None,None,426000000,None,None,333000000,101000000,None,None,None,0.0,0.0423,497000000,830000000,-0.7723,2010-09-30,438000000,0.0,1090000000,267000000,-151000000,497000000,497000000,None,384000000,None,199000000,None,None,None,None,None,-24000000,None,None,None,0.0,302000000,-203000000,605000000,606000000,611000000,None,None,None,None,None,None,None,0.19,3.171,None,None,None,None,None,-209000000,None,0.0,None,None,2026-02-26,quarterly,-0.73,USD,pre-market,None,None,-0.312,-0.557,0.0,0.0,203000000,102000000,51000000,104000000,15.86,17.27,None,5.4771,13221000000,1663000000,999000000,8692000000,11558000000,439000000,3103000000,4506000000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,200816269,None,328000000,328000000,-33543457,-520816269,None,None,-2842915,None,None,None,5000000,1042222222,None,2013000000,2013000000,292000000,None,None,426000000,None,None,333000000,171047522,None,None,None,0.0,0.0423,497000000,830000000,-0.7723,2010-06-30,438000000,0.0,1090000000,267000000,-151000000,497000000,497000000,None,384000000,None,199000000,None,None,None,None,None,-191000000,None,None,None,0.0,365083761,-203000000,605000000,606000000,611000000,None,None,None,None,None,None,None,0.19,3.171,None,None,None,None,None,-281568515,None,0.0,None,None,2026-02-26,quarterly,-0.73,USD,pre-market,None,None,-0.312,-0.557,0.0,0.0,203000000,102000000,51000000,104000000,15.86,17.27,-188031,5.4771,13221000000,1663000000,999000000,8692000000,11558000000,439000000,3103000000,4506000000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,0,None,328000000,328000000,None,-241000000,None,None,1000000,None,None,None,5000000,1042222222,None,2013000000,2013000000,292000000,None,None,426000000,None,None,333000000,79000000,None,None,None,0.0,0.0423,497000000,830000000,-0.7723,2010-03-31,438000000,0.0,1090000000,267000000,-151000000,497000000,497000000,None,384000000,None,199000000,None,None,None,None,None,145000000,None,None,None,0.0,458000000,-203000000,605000000,606000000,611000000,None,None,None,None,None,None,None,0.19,3.171,None,None,None,None,None,None,None,0.0,None,None,2026-02-26,quarterly,-0.73,USD,pre-market,None,None,-0.312,-0.557,0.0,0.0,203000000,102000000,51000000,104000000,15.86,17.27,None,5.4771,13221000000,1663000000,999000000,8692000000,11558000000,439000000,3103000000,4506000000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,0,None,328000000,328000000,-655000000,592000000,None,None,14000000,None,None,None,5000000,1042222222,None,2013000000,2013000000,292000000,None,None,426000000,None,None,333000000,80000000,None,None,None,0.0,0.0423,497000000,830000000,-0.7723,2009-12-31,438000000,0.0,1090000000,267000000,-151000000,497000000,497000000,None,384000000,None,199000000,None,None,None,None,None,-356000000,None,None,None,0.0,-169000000,-203000000,605000000,606000000,611000000,None,None,None,None,None,None,None,0.19,3.171,None,None,None,None,None,None,None,0.0,None,None,2026-02-26,quarterly,-0.73,USD,pre-market,None,None,-0.312,-0.557,0.0,0.0,203000000,102000000,51000000,104000000,15.86,17.27,None,5.4771,13221000000,1663000000,999000000,8692000000,11558000000,439000000,3103000000,4506000000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,0,None,328000000,328000000,-7000000,-128000000,None,None,2000000,None,None,None,5000000,1042222222,None,2013000000,2013000000,292000000,None,None,426000000,None,None,333000000,90000000,None,None,None,0.0,0.0423,497000000,830000000,-0.7723,2009-09-30,438000000,0.0,1090000000,267000000,-151000000,497000000,497000000,None,384000000,None,199000000,None,None,None,None,None,-223000000,None,None,None,0.0,244000000,-203000000,605000000,606000000,611000000,None,None,None,None,None,None,None,0.19,3.171,None,None,None,None,None,None,None,0.0,None,None,2026-02-26,quarterly,-0.73,USD,pre-market,None,None,-0.312,-0.557,0.0,0.0,203000000,102000000,51000000,104000000,15.86,17.27,None,5.4771,13221000000,1663000000,999000000,8692000000,11558000000,439000000,3103000000,4506000000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,0,None,328000000,328000000,29000000,-52000000,None,None,-3000000,None,None,None,5000000,1042222222,None,2013000000,2013000000,292000000,None,None,426000000,None,None,333000000,95000000,None,None,None,0.0,0.0423,497000000,830000000,-0.7723,2009-06-30,438000000,0.0,1090000000,267000000,-151000000,497000000,497000000,None,384000000,None,199000000,None,None,None,None,None,-683000000,None,None,None,0.0,-105000000,-203000000,605000000,606000000,611000000,None,None,None,None,None,None,None,0.19,3.171,None,None,None,None,None,None,None,0.0,None,None,2026-02-26,quarterly,-0.73,USD,pre-market,None,None,-0.312,-0.557,0.0,0.0,203000000,102000000,51000000,104000000,15.86,17.27,None,5.4771,13221000000,1663000000,999000000,8692000000,11558000000,439000000,3103000000,4506000000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,0,None,328000000,328000000,25000000,-161000000,None,None,-6000000,None,None,None,5000000,1042222222,None,2013000000,2013000000,292000000,None,None,426000000,None,None,333000000,94000000,None,None,None,0.0,0.0423,497000000,830000000,-0.7723,2009-03-31,438000000,0.0,1090000000,267000000,-151000000,497000000,497000000,None,384000000,None,199000000,None,None,None,None,None,-337000000,None,None,None,0.0,165000000,-203000000,605000000,606000000,611000000,None,None,None,None,None,None,None,0.19,3.171,None,None,None,None,None,None,None,0.0,None,None,2026-02-26,quarterly,-0.73,USD,pre-market,None,None,-0.312,-0.557,0.0,0.0,203000000,102000000,51000000,104000000,15.86,17.27,None,5.4771,13221000000,1663000000,999000000,8692000000,11558000000,439000000,3103000000,4506000000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,0,None,328000000,328000000,15000000,6000000,None,None,-24000000,None,None,None,5000000,1042222222,None,2013000000,2013000000,292000000,None,None,426000000,None,None,333000000,95000000,None,None,None,0.0,0.0423,497000000,830000000,-0.7723,2008-12-31,438000000,0.0,1090000000,267000000,-151000000,497000000,497000000,None,384000000,None,199000000,None,None,None,None,None,-7000000,None,None,None,0.0,-78000000,-203000000,605000000,606000000,611000000,None,None,None,None,None,None,None,0.19,3.171,None,None,None,None,None,None,None,0.0,None,None,2026-02-26,quarterly,-0.73,USD,pre-market,None,None,-0.312,-0.557,0.0,0.0,203000000,102000000,51000000,104000000,15.86,17.27,None,5.4771,13221000000,1663000000,999000000,8692000000,11558000000,439000000,3103000000,4506000000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,0,None,328000000,328000000,45000000,69000000,None,None,4000000,None,None,None,5000000,1042222222,None,2013000000,2013000000,292000000,None,None,426000000,None,None,333000000,93000000,None,None,None,0.0,0.0423,497000000,830000000,-0.7723,2008-09-30,438000000,0.0,1090000000,267000000,-151000000,497000000,497000000,None,384000000,None,199000000,None,None,None,None,None,605000000,None,None,None,0.0,365000000,-203000000,605000000,606000000,611000000,None,None,None,None,None,None,None,0.19,3.171,None,None,None,None,None,None,None,0.0,None,None,2026-02-26,quarterly,-0.73,USD,pre-market,None,None,-0.312,-0.557,0.0,0.0,203000000,102000000,51000000,104000000,15.86,17.27,None,5.4771,13221000000,1663000000,999000000,8692000000,11558000000,439000000,3103000000,4506000000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,0,None,328000000,328000000,38000000,-82000000,None,None,9000000,None,None,None,5000000,1042222222,None,2013000000,2013000000,292000000,None,None,426000000,None,None,333000000,94000000,None,None,None,0.0,0.0423,497000000,830000000,-0.7723,2008-06-30,438000000,0.0,1090000000,267000000,-151000000,497000000,497000000,None,384000000,None,199000000,None,None,None,None,None,-272000000,None,None,None,0.0,-114000000,-203000000,605000000,606000000,611000000,None,None,None,None,None,None,None,0.19,3.171,None,None,None,None,None,None,None,0.0,None,None,2026-02-26,quarterly,-0.73,USD,pre-market,None,None,-0.312,-0.557,0.0,0.0,203000000,102000000,51000000,104000000,15.86,17.27,None,5.4771,13221000000,1663000000,999000000,8692000000,11558000000,439000000,3103000000,4506000000,None,25.0,7.59
