date,symbol,eps,revenue_ttm,accumulateddepreciationamortizationppe,beta,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,price_to_book,price_to_sales_ttm,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,stockbasedcompensation,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,treasurystock,week_52_high,week_52_low
2026-04-16,JANX,-1.83,10000000.0,,2.812,15.85,,,,,,,,,,,,,,,None,501000,501000,,,,,,None,501000,,,,,0.0,0.1898,-24313000,-23812000,-0.6998,2025-09-30,,-115896000.0,9499000,-24313000,None,,,None,None,10938000,,None,,,,,-24313000,-24313000,10938000,None,-15.77,,44750000,-35251000,,,,,None,,,,,0.949,90.64,,,,,,,,0.0,,,2026-03-06,quarterly,-0.51,USD,pre-market,34629000,,-0.0955,-0.115,21.78,0.161,10622000,,,,20.44,13.77,,27.122,,,,,,,10000000,,,35.34,12.12
2026-04-16,JANX,-1.83,10000000.0,,2.812,15.85,,,,,,,,,,,,,,,None,541000,541000,,,,,,None,541000,,,,,0.0,0.1898,-45118000,-44577000,-0.6998,2025-06-30,,-115896000.0,-541000,-33858000,None,,,None,None,11260000,,None,,,,,-33858000,-33858000,11260000,None,-15.77,,45118000,-45118000,,,,,None,,,,,0.949,90.64,,,,,,,,0.0,,,2026-03-06,quarterly,-0.51,USD,pre-market,34664000,,-0.0955,-0.115,21.78,0.161,10454000,,,,20.44,13.77,,27.122,,,,,,,0,,,35.34,12.12
2026-04-16,JANX,-1.83,10000000.0,,2.812,15.85,,,,,,,,,,,,,,,None,519000,519000,,,,,,None,519000,,,,,0.0,0.1898,-34897000,-34378000,-0.6998,2025-03-31,,-115896000.0,-519000,-23508000,None,,,None,None,11389000,,None,,,,,-23508000,-23508000,11389000,None,-15.77,,34897000,-34897000,,,,,None,,,,,0.949,90.64,,,,,,,,0.0,,,2026-03-06,quarterly,-0.51,USD,pre-market,25055000,,-0.0955,-0.115,21.78,0.161,9842000,,,,20.44,13.77,,27.122,,,,,,,0,,,35.34,12.12
2026-04-16,JANX,-1.83,10000000.0,,2.812,15.85,,,,,,,,,,,,,,,None,512000,512000,,,,,,None,512000,,,,,0.0,0.1898,-29022000,-28510000,-0.6998,2024-12-31,,-115896000.0,-9550000,-20216000,None,,,None,None,8806000,,None,,,,,-20216000,-20216000,8806000,None,-15.77,,29022000,-29022000,,,,,None,,,,,0.949,90.64,,,,,,,,0.0,,,2026-03-06,quarterly,-0.51,USD,pre-market,20806000,,-0.0955,-0.115,21.78,0.161,8216000,,,,20.44,13.77,,27.122,,,,,,,-8512000,,,35.34,12.12
2026-04-16,JANX,-1.83,10000000.0,,2.812,15.85,,,,,,,,,,,,,,,None,510000,510000,,,,,,None,510000,,,,,0.0,0.1898,-35842000,-35332000,-0.6998,2024-09-30,,-115896000.0,439000,-28059000,None,,,None,None,7783000,,None,,,,,-28059000,-28059000,7783000,None,-15.77,,36281000,-35842000,,,,,None,,,,,0.949,90.64,,,,,,,,0.0,,,2026-03-06,quarterly,-0.51,USD,pre-market,18614000,,-0.0955,-0.115,21.78,0.161,17667000,,,,20.44,13.77,,27.122,,,,,,,439000,,,35.34,12.12
2026-04-16,JANX,-1.83,10000000.0,,2.812,15.85,,,,,,,,,,,,,,,None,506000,506000,,,,,,None,506000,,,,,0.0,0.1898,-13822000,-13316000,-0.6998,2024-06-30,,-115896000.0,8391000,-5959000,None,,,None,None,7863000,,None,,,,,-5959000,-5959000,7863000,None,-15.77,,22213000,-13822000,,,,,None,,,,,0.949,90.64,,,,,,,,0.0,,,2026-03-06,quarterly,-0.51,USD,pre-market,14898000,,-0.0955,-0.115,21.78,0.161,7821000,,,,20.44,13.77,,27.122,,,,,,,8897000,,,35.34,12.12
2026-04-16,JANX,-1.83,10000000.0,,2.812,15.85,,,,,,,,,,,,,,,None,532000,532000,,,,,,None,532000,,,,,0.0,0.1898,-20161000,-19629000,-0.6998,2024-03-31,,-115896000.0,720000,-14760000,488724,,,None,None,5401000,,None,,,,,-14760000,-14760000,5401000,None,-15.77,,20881000,-20161000,,,,,None,,,,,0.949,90.64,,,,,,,,0.0,,,2026-03-06,quarterly,-0.51,USD,pre-market,14070000,,-0.0955,-0.115,21.78,0.161,7343000,,,,20.44,13.77,,27.122,,,,,,,1252000,,,35.34,12.12
2026-04-16,JANX,-1.83,10000000.0,,2.812,15.85,,,,,,,,,,,,,,,None,531000,531000,,,,,,None,531000,,,,,0.0,0.1898,-16137000,-15606000,-0.6998,2023-12-31,,-115896000.0,1930000,-11758000,953000,,,None,3275000,4379000,,None,,,,,-11758000,-11758000,4379000,None,-15.77,,18067000,-16137000,,,,,None,,,,,0.949,90.64,,,,,,,,0.0,,,2026-03-06,quarterly,-0.51,USD,pre-market,12241000,,-0.0955,-0.115,21.78,0.161,6357000,,,,20.44,13.77,,27.122,,,,,,,2461000,,,35.34,12.12
2026-04-16,JANX,-1.83,10000000.0,,2.812,15.85,,,,,,,,,,,,,,,None,500000,500000,,,,,,None,500000,,,,,0.0,0.1898,-15813000,-15313000,-0.6998,2023-09-30,,-115896000.0,2017000,-11568000,-500000,,,None,None,4245000,,None,,,,,-11568000,-11568000,4245000,None,-15.77,,17830000,-15813000,,,,,None,,,,,0.949,90.64,,,,,,,,0.0,,,2026-03-06,quarterly,-0.51,USD,pre-market,11892000,,-0.0955,-0.115,21.78,0.161,6438000,,,,20.44,13.77,,27.122,,,,,,,2517000,,,35.34,12.12
2026-04-16,JANX,-1.83,10000000.0,,2.812,15.85,,,,,,,,,,,,,,,None,14924000,14924000,,,,,,None,471000,,,,,0.0,0.1898,-20748000,-20277000,-0.6998,2023-06-30,,-115896000.0,-13867000,-17508000,348915,,,None,None,3240000,,None,,,,,-17508000,-17508000,3240000,None,-15.77,,6881000,-20748000,,,,,None,,,,,0.949,90.64,,,,,,,,0.0,,,2026-03-06,quarterly,-0.51,USD,pre-market,14924000,,-0.0955,-0.115,21.78,0.161,6881000,,,,20.44,13.77,,27.122,,,,,,,1057000,,,35.34,12.12
2026-04-16,JANX,-1.83,10000000.0,,2.812,15.85,,,,,,,,,,,,,,,None,15865000,15865000,,,,,,None,453000,,,,,0.0,0.1898,-20281000,-19828000,-0.6998,2023-03-31,,-115896000.0,-13817000,-17459000,-453000,,,None,3275000,2822000,,None,,,,,-17459000,-17459000,2822000,None,-15.77,,6464000,-20281000,,,,,2822000,,,,,0.949,90.64,,,,,,,,0.0,,,2026-03-06,quarterly,-0.51,USD,pre-market,15865000,,-0.0955,-0.115,21.78,0.161,6464000,,,,20.44,13.77,,27.122,,,,,,,2048000,,,35.34,12.12
2026-04-16,JANX,-1.83,10000000.0,,2.812,15.85,,,,,,,,,,,,,,,None,403000,403000,,,,,,None,403000,,,,,0.0,0.1898,-18266000,-17863000,-0.6998,2022-12-31,,-115896000.0,2845000,-16065000,-4805000,,,None,2201000,2201000,,None,,,,,-16065000,-16065000,2201000,None,-15.77,,21111000,-18266000,,,,,2201000,,,,,0.949,90.64,,,,,,,,0.0,,,2026-03-06,quarterly,-0.51,USD,pre-market,15434000,,-0.0955,-0.115,21.78,0.161,5677000,,,,20.44,13.77,,27.122,,,,,,,2845000,,,35.34,12.12
2026-04-16,JANX,-1.83,10000000.0,,2.812,15.85,,,,,,,,,,,,,,,None,13737000,13737000,,,,,,None,249000,,,,,0.0,0.1898,-18022000,-17773000,-0.6998,2022-09-30,,-115896000.0,-11924000,-16696000,-2652000,,,None,1326000,1326000,,None,,,,,-16696000,-16696000,1326000,None,-15.77,,6098000,-18022000,,,,,1326000,,,,,0.949,90.64,,,,,,,,0.0,,,2026-03-06,quarterly,-0.51,USD,pre-market,13737000,,-0.0955,-0.115,21.78,0.161,6098000,,,,20.44,13.77,,27.122,,,,,,,1813000,,,35.34,12.12
2026-04-16,JANX,-1.83,10000000.0,,2.812,15.85,,,,,,,,,,,,,,,None,14086000,14086000,,,,,,None,108000,,,,,0.0,0.1898,-17261000,-17153000,-0.6998,2022-06-30,,-115896000.0,-11721000,-16888000,-373000,,,None,373000,373000,,None,,,,,-16888000,-16888000,373000,None,-15.77,,5540000,-17261000,,,,,373000,,,,,0.949,90.64,,,,,,,,0.0,,,2026-03-06,quarterly,-0.51,USD,pre-market,14086000,,-0.0955,-0.115,21.78,0.161,5540000,,,,20.44,13.77,,27.122,,,,,,,2365000,,,35.34,12.12
2026-04-16,JANX,-1.83,10000000.0,,2.812,15.85,,,,,,,,,,,,,,,None,10184000,10184000,,,,,,None,81000,,,,,0.0,0.1898,-13542000,-13461000,-0.6998,2022-03-31,,-115896000.0,-8595000,-13410000,-264000,,,None,132000,132000,,None,,,,,-13410000,-13410000,132000,None,-15.77,,4947000,-13542000,,,,,132000,,,,,0.949,90.64,,,,,,,,0.0,,,2026-03-06,quarterly,-0.51,USD,pre-market,10184000,,-0.0955,-0.115,21.78,0.161,4947000,,,,20.44,13.77,,27.122,,,,,,,1589000,,,35.34,12.12
2026-04-16,JANX,-1.83,10000000.0,,2.812,15.85,,,,,,,,,,,,,,,None,11169000,11169000,,,,,,None,64000,,,,,0.0,0.1898,-13490000,-13426000,-0.6998,2021-12-31,,-115896000.0,-9553000,-13416000,-74000,,,None,74000,74000,,None,,,,,-13416000,-13416000,74000,None,-15.77,,3937000,-13490000,,,,,None,,,,,0.949,90.64,,,,,,,,0.0,,,2026-03-06,quarterly,-0.51,USD,pre-market,11169000,,-0.0955,-0.115,21.78,0.161,3937000,,,,20.44,13.77,,27.122,,,,,,,1616000,,,35.34,12.12
2026-04-16,JANX,-1.83,10000000.0,,2.812,15.85,,,,,,,,,,,,,,,None,8406000,8406000,,,,,,None,27000,,,,,0.0,0.1898,-10903000,-10876000,-0.6998,2021-09-30,,-115896000.0,-7247000,-10766000,137000,,,None,137000,137000,,None,,,,,-10766000,-10766000,137000,None,-15.77,,3656000,-10903000,,,,,137000,,,,,0.949,90.64,,,,,,,,0.0,,,2026-03-06,quarterly,-0.51,USD,pre-market,8406000,,-0.0955,-0.115,21.78,0.161,3656000,,,,20.44,13.77,,27.122,,,,,,,1159000,,,35.34,12.12
2026-04-16,JANX,-1.83,10000000.0,,2.812,15.85,,,,,,,,,,,,,,,None,4737000,4737000,,,,,,None,13000,,,,,0.0,0.1898,-6252000,-6239000,-0.6998,2021-06-30,,-115896000.0,-4255000,-6206000,46000,,,None,46000,46000,,None,,,,,-6206000,-6206000,46000,None,-15.77,,1997000,-6252000,,,,,46000,,,,,0.949,90.64,,,,,,,,0.0,,,2026-03-06,quarterly,-0.51,USD,pre-market,4737000,,-0.0955,-0.115,21.78,0.161,1997000,,,,20.44,13.77,,27.122,,,,,,,482000,,,35.34,12.12
2026-04-16,JANX,-1.83,10000000.0,,2.812,15.85,,,,,,,,,,,,,,,None,1925000,1925000,,,,,,None,9000,,,,,0.0,0.1898,-2284000,-2275000,-0.6998,2021-03-31,,-115896000.0,-1545000,-2284000,None,,,None,0,None,,None,,,,,-2284000,-2284000,0,None,-15.77,,739000,-2284000,,,,,None,,,,,0.949,90.64,,,,,,,,0.0,,,2026-03-06,quarterly,-0.51,USD,pre-market,1925000,,-0.0955,-0.115,21.78,0.161,739000,,,,20.44,13.77,,27.122,,,,,,,380000,,,35.34,12.12
2026-04-16,JANX,-1.83,10000000.0,,2.812,15.85,,,,,,,,,,,,,,,None,985000,985000,,,,,,None,9000,,,,,0.0,0.1898,-1655000,-1646000,-0.6998,2020-12-31,,-115896000.0,-985000,-1655000,None,,,None,0,None,,None,,,,,-1655000,-1655000,0,None,-15.77,,1655000,-1655000,,,,,None,,,,,0.949,90.64,,,,,,,,0.0,,,2026-03-06,quarterly,-0.51,USD,pre-market,985000,,-0.0955,-0.115,21.78,0.161,670000,,,,20.44,13.77,,27.122,,,,,,,0,,,35.34,12.12
2026-04-16,JANX,-1.83,10000000.0,,2.812,15.85,,,,,,,,,,,,,,,None,834000,834000,,,,,,None,1000,,,,,0.0,0.1898,-1256000,-1255000,-0.6998,2020-09-30,,-115896000.0,-834000,-1256000,None,,,None,0,0,,None,,,,,-1256000,-1256000,0,None,-15.77,,1256000,-1256000,,,,,None,,,,,0.949,90.64,,,,,,,,0.0,,,2026-03-06,quarterly,-0.51,USD,pre-market,834000,,-0.0955,-0.115,21.78,0.161,422000,,,,20.44,13.77,,27.122,,,,,,,0,,,35.34,12.12
2026-04-16,JANX,-1.83,10000000.0,,2.812,15.85,,,,,,,,,,,,,,,None,673000,673000,,,,,,None,1000,,,,,0.0,0.1898,-2351000,-2350000,-0.6998,2020-06-30,,-115896000.0,-673000,-2460000,-1136000,,,None,109000,0,,None,,,,,-2460000,-2460000,-109000,None,-15.77,,1106000,-1106000,,,,,None,,,,,0.949,90.64,,,,,,,,0.0,,,2026-03-06,quarterly,-0.51,USD,pre-market,673000,,-0.0955,-0.115,21.78,0.161,433000,,,,20.44,13.77,,27.122,,,,,,,0,,,35.34,12.12
2026-04-16,JANX,-1.83,10000000.0,,2.812,15.85,,,,,,,,,,,,,,,None,549000,549000,,,,,,None,2000,,,,,0.0,0.1898,-1316000,-1314000,-0.6998,2020-03-31,,-115896000.0,-549000,-1413000,-393000,,,None,97000,None,,None,,,,,-1413000,-1413000,-97000,None,-15.77,,826000,-826000,,,,,None,,,,,0.949,90.64,,,,,,,,0.0,,,2026-03-06,quarterly,-0.51,USD,pre-market,549000,,-0.0955,-0.115,21.78,0.161,277000,,,,20.44,13.77,,27.122,,,,,,,0,,,35.34,12.12
2026-04-16,JANX,-1.83,10000000.0,,2.812,15.85,,,,,,,,,,,,,,,None,2029000,2029000,,,,,,None,2029000,,,,,0.0,0.1898,-113625000,-111596000,-0.6998,2025-12-31,,-115896000.0,7971000,-113625000,None,,,None,None,44042000,,None,,,,,-113625000,-113625000,44042000,None,-15.77,,165638000,-157667000,,,,,None,,,,,0.949,90.64,,,,,,,,0.0,,,2026-03-06,annual,-0.51,USD,pre-market,125896000,,-0.0955,-0.115,21.78,0.161,41771000,,,,20.44,13.77,,27.122,,,,,,,10000000,,,35.34,12.12
2026-04-16,JANX,-1.83,10000000.0,,2.812,15.85,,,,,,,,,,,,,,,None,2060000,2060000,,,,,,None,2060000,,,,,0.0,0.1898,-98847000,-96787000,-0.6998,2024-12-31,,-115896000.0,8528000,-68994000,None,,,None,None,29853000,,None,,,,,-68994000,-68994000,29853000,None,-15.77,,107375000,-98847000,,,,,None,,,,,0.949,90.64,,,,,,,,0.0,,,2026-03-06,annual,-0.51,USD,pre-market,68388000,,-0.0955,-0.115,21.78,0.161,41047000,,,,20.44,13.77,,27.122,,,,,,,10588000,,,35.34,12.12
2026-04-16,JANX,-1.83,10000000.0,,2.812,15.85,,,,,,,,,,,,,,,None,1955000,1955000,,,,,,None,1955000,,,,,0.0,0.1898,-72979000,-71024000,-0.6998,2023-12-31,,-115896000.0,6128000,-58293000,1787105,,,None,None,12508000,,None,,,,,-58293000,-62600000,12508000,None,-15.77,,79107000,-72979000,,,,,None,,,,,0.949,90.64,,,,,,,,0.0,,,2026-03-06,annual,-0.51,USD,pre-market,54922000,,-0.0955,-0.115,21.78,0.161,26140000,,,,20.44,13.77,,27.122,,,,,,,8083000,,,35.34,12.12
2026-04-16,JANX,-1.83,10000000.0,,2.812,15.85,,,,,,,,,,,,,,,None,75703000,75703000,,,,,,None,841000,,,,,0.0,0.1898,-67091000,-66250000,-0.6998,2022-12-31,,-115896000.0,8612000,-63059000,-8905000,,,None,4032000,4032000,,None,,,,,-54154000,-63059000,4032000,None,-15.77,,75703000,-67091000,,,,,4032000,,,,,0.949,90.64,,,,,,,,0.0,,,2026-03-06,annual,-0.51,USD,pre-market,53441000,,-0.0955,-0.115,21.78,0.161,22262000,,,,20.44,13.77,,27.122,,,,,,,8612000,,,35.34,12.12
