date,symbol,eps,revenue_ttm,accumulateddepreciationamortizationppe,beta,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividend_per_share,dividend_yield,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,forward_pe,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,peg_ratio,price_to_book,price_to_sales_ttm,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,stockbasedcompensation,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,treasurystock,week_52_high,week_52_low
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,,728000000,499000000,499000000,,,,,,,,,1000000,87900000,None,5395000000,5395000000,1401000000,None,400000000,1577000000,None,None,278000000,,2.86,0.0242,,,,0.312,-0.35,9346000000,9624000000,1.45,2024-09-30,12.39,2867000000,2881000000.0,1066000000,9076000000,997000000,2771000000,2771000000,None,739000000,None,1596000000,None,None,4829000000,None,None,-65000000,None,None,None,0.0766,,589000000,477000000,191000000,756000000,None,356000000,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,5066000000,2026-02-18,quarterly,1.1,USD,pre-market,59000000,5541000000,0.0741,-0.0417,-0.168,120.27,583000000,5957000000,525000000,None,127.27,117.28,,-24.1379,15054000000,3863000000,2682000000,9381000000,11191000000,6699000000,6461000000,5623000000,None,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,,473000000,254000000,254000000,,,,,,,,,1000000,88000000,None,5395000000,5395000000,1403000000,None,590000000,1680000000,None,None,278000000,,2.86,0.0242,,,,0.312,-0.35,9346000000,9624000000,1.45,2024-06-30,12.39,2683000000,2881000000.0,1066000000,9076000000,997000000,3006000000,3006000000,None,739000000,None,1576000000,None,None,5020000000,None,None,-65000000,None,None,None,0.0766,,589000000,477000000,209000000,642000000,None,351000000,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,None,2026-02-18,quarterly,1.1,USD,pre-market,59000000,5273000000,0.0741,-0.0417,-0.168,120.27,583000000,6083000000,677000000,None,127.27,117.28,,-24.1379,14991000000,3719000000,2722000000,9466000000,11272000000,6744000000,6461000000,5472000000,None,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,,223000000,1246000000,1246000000,,,,,,,,,1000000,87900000,None,5395000000,5395000000,1177000000,None,433000000,1410000000,None,None,278000000,,2.86,0.0242,,,,0.312,-0.35,9346000000,9624000000,1.45,2024-03-31,12.39,1385000000,2881000000.0,1066000000,9076000000,997000000,1510000000,1510000000,None,739000000,None,1205000000,None,None,2645000000,None,None,-65000000,None,None,None,0.0766,,589000000,477000000,120000000,599000000,None,319000000,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,None,2026-02-18,quarterly,1.1,USD,pre-market,59000000,5041000000,0.0741,-0.0417,-0.168,120.27,583000000,3301000000,492000000,None,127.27,117.28,,-24.1379,11269000000,3981000000,2268000000,5997000000,7288000000,3729000000,6461000000,5229000000,None,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,,227000000,1615000000,1615000000,,,,,,,,,1000000,89500000,None,5395000000,5395000000,1216000000,None,431000000,987000000,None,None,278000000,,2.86,0.0242,,,,0.312,-0.35,9346000000,9624000000,1.45,2023-12-31,12.39,1392000000,2881000000.0,1066000000,9076000000,997000000,1528000000,1528000000,None,739000000,None,1198000000,None,None,2615000000,None,None,-65000000,None,None,None,0.0766,,589000000,477000000,117000000,524000000,None,315000000,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,None,2026-02-18,quarterly,1.1,USD,pre-market,59000000,4794000000,0.0741,-0.0417,-0.168,120.27,583000000,3273000000,493000000,None,127.27,117.28,,-24.1379,11237000000,3917000000,2324000000,6027000000,7320000000,3703000000,6461000000,5166000000,None,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,,216000000,1323000000,1323000000,,,,,,,,,1000000,90900000,None,5395000000,5395000000,1161000000,None,None,1300000000,None,None,278000000,,2.86,0.0242,,,,0.312,-0.35,9346000000,9624000000,1.45,2023-09-30,12.39,1378000000,2881000000.0,1066000000,9076000000,997000000,1526000000,1526000000,None,739000000,None,1232000000,None,None,3002000000,None,None,-65000000,None,None,None,0.0766,,589000000,477000000,94000000,605000000,None,316000000,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,3904000000,2026-02-18,quarterly,1.1,USD,pre-market,59000000,4718000000,0.0741,-0.0417,-0.168,120.27,583000000,3218000000,60000000,None,127.27,117.28,,-24.1379,11069000000,3949000000,1826000000,5919000000,7120000000,4093000000,6461000000,5105000000,None,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,,224000000,968000000,968000000,,,,,,,,,1000000,91300000,None,5395000000,5395000000,1201000000,None,None,1413000000,None,None,278000000,,2.86,0.0242,,,,0.312,-0.35,9346000000,9624000000,1.45,2023-06-30,12.39,1387000000,2881000000.0,1066000000,9076000000,997000000,1565000000,1565000000,None,739000000,None,1288000000,None,None,3004000000,None,None,-65000000,None,None,None,0.0766,,589000000,477000000,122000000,572000000,None,476000000,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,3723000000,2026-02-18,quarterly,1.1,USD,pre-market,59000000,4427000000,0.0741,-0.0417,-0.168,120.27,583000000,3228000000,59000000,None,127.27,117.28,,-24.1379,11001000000,3791000000,1832000000,5942000000,7210000000,4110000000,6461000000,5014000000,-2920000000,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,,212000000,757000000,757000000,,,,,,,,,1000000,91900000,None,5395000000,5395000000,1243000000,None,None,1388000000,None,None,278000000,,2.86,0.0242,,,,0.312,-0.35,9346000000,9624000000,1.45,2023-03-31,12.39,1387000000,2881000000.0,1066000000,9076000000,997000000,1610000000,1610000000,None,739000000,None,1340000000,None,None,2999000000,None,None,-65000000,None,None,None,0.0766,,589000000,477000000,108000000,635000000,None,465000000,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,3745000000,2026-02-18,quarterly,1.1,USD,pre-market,59000000,4129000000,0.0741,-0.0417,-0.168,120.27,583000000,3211000000,55000000,None,127.27,117.28,,-24.1379,10840000000,3593000000,1933000000,6003000000,7247000000,4070000000,6461000000,4791000000,-2816000000,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,,204000000,1099000000,1099000000,,,,,,,,,1000000,94200000,None,5395000000,5395000000,1345000000,None,28000000,961000000,None,None,278000000,,2.86,0.0242,,,,0.312,-0.35,9346000000,9624000000,1.45,2022-12-31,12.39,1383000000,2881000000.0,1066000000,9076000000,997000000,1602000000,1602000000,None,739000000,None,1334000000,None,None,2992000000,None,None,-65000000,None,None,None,0.0766,,589000000,477000000,162000000,571000000,None,348000000,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,3729000000,2026-02-18,quarterly,1.1,USD,pre-market,59000000,3794000000,0.0741,-0.0417,-0.168,120.27,583000000,3224000000,80000000,None,127.27,117.28,,-24.1379,10752000000,3556000000,2104000000,6131000000,7196000000,4027000000,6461000000,4575000000,-2678000000,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,,183000000,751000000,751000000,,,,,,,,,1000000,97100000,None,5395000000,5395000000,1320000000,None,None,1304000000,None,None,278000000,,2.86,0.0242,,,,0.312,-0.35,9346000000,9624000000,1.45,2022-09-30,12.39,1367000000,2881000000.0,1066000000,9076000000,997000000,1677000000,1677000000,None,739000000,None,1322000000,None,None,2988000000,None,None,-65000000,None,None,None,0.0766,,589000000,477000000,190000000,643000000,None,295000000,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,3842000000,2026-02-18,quarterly,1.1,USD,pre-market,59000000,3719000000,0.0741,-0.0417,-0.168,120.27,583000000,3171000000,51000000,38000000,127.27,117.28,,-24.1379,10721000000,3567000000,2014000000,6035000000,7154000000,4021000000,6461000000,4640000000,-2428000000,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,,189000000,810000000,810000000,,,,,,,,,1000000,98400000,None,5395000000,5395000000,1327000000,None,None,1358000000,None,None,278000000,,2.86,0.0242,,,,0.312,-0.35,9346000000,9624000000,1.45,2022-06-30,12.39,1079000000,2881000000.0,1066000000,9076000000,997000000,1614000000,1614000000,None,739000000,None,1254000000,None,None,2989000000,None,None,-65000000,None,None,None,0.0766,,589000000,477000000,267000000,593000000,None,401000000,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,3684000000,2026-02-18,quarterly,1.1,USD,pre-market,59000000,3282000000,0.0741,-0.0417,-0.168,120.27,583000000,3178000000,54000000,29000000,127.27,117.28,,-24.1379,10543000000,3689000000,1974000000,5956000000,6854000000,3982000000,6461000000,4540000000,-2222000000,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,,183000000,748000000,748000000,,,,,,,,,1000000,100200000,None,5395000000,5395000000,1328000000,None,None,1395000000,None,None,278000000,,2.86,0.0242,,,,0.312,-0.35,9346000000,9624000000,1.45,2022-03-31,12.39,983000000,2881000000.0,1066000000,9076000000,997000000,1606000000,1606000000,None,739000000,None,1147000000,None,None,2959000000,None,None,-65000000,None,None,None,0.0766,,589000000,477000000,141000000,619000000,None,486000000,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,3825000000,2026-02-18,quarterly,1.1,USD,pre-market,59000000,2974000000,0.0741,-0.0417,-0.168,120.27,583000000,3142000000,52000000,21000000,127.27,117.28,,-24.1379,10316000000,3431000000,1999000000,5951000000,6885000000,3952000000,6461000000,4341000000,-2144000000,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,,158000000,959000000,959000000,,,,,,,,,1000000,101700000,None,5395000000,5395000000,1095000000,None,None,939000000,None,None,278000000,,2.86,0.0242,,,,0.312,-0.35,9346000000,9624000000,1.45,2021-12-31,12.39,990000000,2881000000.0,1066000000,9076000000,997000000,1617000000,1617000000,None,739000000,None,1078000000,None,None,2960000000,None,None,-65000000,None,None,None,0.0766,,589000000,477000000,121000000,483000000,None,538000000,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,3873000000,2026-02-18,quarterly,1.1,USD,pre-market,59000000,2706000000,0.0741,-0.0417,-0.168,120.27,583000000,3118000000,49000000,11000000,127.27,117.28,,-24.1379,10015000000,3097000000,1697000000,5680000000,6918000000,3983000000,6461000000,4296000000,-1922000000,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,,145000000,920000000,920000000,,,,,,,,,1000000,103900000,None,5395000000,5395000000,None,None,None,1141000000,None,None,278000000,,2.86,0.0242,,,,0.312,-0.35,9346000000,9624000000,1.45,2021-09-30,12.39,995000000,2881000000.0,1066000000,9076000000,997000000,1629000000,1629000000,None,739000000,None,949000000,None,None,2958000000,None,None,-65000000,None,None,None,0.0766,,589000000,477000000,133000000,1634000000,None,322000000,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,3912000000,2026-02-18,quarterly,1.1,USD,pre-market,59000000,2515000000,0.0741,-0.0417,-0.168,120.27,583000000,3103000000,52000000,None,127.27,117.28,,-24.1379,9981000000,3143000000,1686000000,5732000000,6838000000,4046000000,6461000000,4210000000,-1799000000,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,,145000000,888000000,888000000,,,,,,,,,1000000,105500000,None,5395000000,5395000000,None,None,None,1226000000,None,None,278000000,,2.86,0.0242,,,,0.312,-0.35,9346000000,9624000000,1.45,2021-06-30,12.39,985000000,2881000000.0,1066000000,9076000000,997000000,1634000000,1634000000,None,739000000,None,887000000,None,None,3144000000,None,None,-65000000,None,None,None,0.0766,,589000000,477000000,123000000,1584000000,None,256000000,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,3936000000,2026-02-18,quarterly,1.1,USD,pre-market,59000000,2282000000,0.0741,-0.0417,-0.168,120.27,583000000,3289000000,53000000,None,127.27,117.28,,-24.1379,9977000000,3124000000,1637000000,5821000000,6853000000,4184000000,6461000000,4117000000,-1637000000,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,,144000000,605000000,605000000,,,,,,,,,1000000,106000000,None,5395000000,5395000000,None,None,None,1167000000,None,None,278000000,,2.86,0.0242,,,,0.312,-0.35,9346000000,9624000000,1.45,2021-03-31,12.39,980000000,2881000000.0,1066000000,9076000000,997000000,1647000000,1647000000,None,739000000,None,854000000,None,None,3145000000,None,None,-65000000,None,None,None,0.0766,,589000000,477000000,112000000,1415000000,None,548000000,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,3758000000,2026-02-18,quarterly,1.1,USD,pre-market,59000000,2011000000,0.0741,-0.0417,-0.168,120.27,583000000,3289000000,52000000,None,127.27,117.28,,-24.1379,9560000000,2738000000,1467000000,5593000000,6822000000,4126000000,6461000000,3928000000,-1520000000,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,,154000000,717000000,717000000,,,,,,,,,1000000,109100000,None,5395000000,5395000000,875000000,None,None,919000000,None,None,278000000,,2.86,0.0242,,,,0.312,-0.35,9346000000,9624000000,1.45,2020-12-31,12.39,989000000,2881000000.0,1066000000,9076000000,997000000,1667000000,1667000000,None,739000000,None,855000000,None,None,3126000000,None,None,-65000000,None,None,None,0.0766,,589000000,477000000,115000000,510000000,None,543000000,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,3809000000,2026-02-18,quarterly,1.1,USD,pre-market,59000000,1829000000,0.0741,-0.0417,-0.168,120.27,583000000,3280000000,55000000,None,127.27,117.28,,-24.1379,9481000000,2606000000,1440000000,5540000000,6875000000,4100000000,6461000000,3901000000,-1400000000,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,,106000000,647000000,647000000,,,,,,,,,1000000,109500000,None,5395000000,5395000000,None,None,None,1016000000,None,None,278000000,,2.86,0.0242,,,,0.312,-0.35,9346000000,9624000000,1.45,2020-09-30,12.39,976000000,2881000000.0,1066000000,9076000000,997000000,1655000000,1655000000,None,739000000,None,886000000,None,None,3126000000,None,None,-65000000,None,None,None,0.0766,,589000000,477000000,84000000,-1775000000,None,581000000,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,3717000000,2026-02-18,quarterly,1.1,USD,pre-market,59000000,1625000000,0.0741,-0.0417,-0.168,120.27,583000000,3232000000,3126000000,None,127.27,117.28,,-24.1379,9398000000,2633000000,1351000000,5506000000,6765000000,4155000000,6461000000,3852000000,-1200000000,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,,111000000,582000000,582000000,,,,,,,,,1000000,108900000,None,5395000000,5395000000,None,None,None,986000000,None,None,278000000,,2.86,0.0242,,,,0.312,-0.35,9346000000,9624000000,1.45,2020-06-30,12.39,966000000,2881000000.0,1066000000,9076000000,997000000,1650000000,1650000000,None,739000000,None,951000000,None,None,3314000000,None,None,-65000000,None,None,None,0.0766,,589000000,477000000,85000000,-1921000000,None,585000000,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,3716000000,2026-02-18,quarterly,1.1,USD,pre-market,59000000,1445000000,0.0741,-0.0417,-0.168,120.27,583000000,3425000000,3314000000,None,127.27,117.28,,-24.1379,9370000000,2604000000,1393000000,5707000000,6766000000,4314000000,6461000000,3624000000,-1201000000,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,,129000000,234000000,234000000,,,,,,,,,1000000,108800000,None,5395000000,5395000000,None,None,None,931000000,None,None,278000000,,2.86,0.0242,,,,0.312,-0.35,9346000000,9624000000,1.45,2020-03-31,12.39,959000000,2881000000.0,1066000000,9076000000,997000000,1655000000,1655000000,None,739000000,None,1062000000,None,None,3213000000,None,None,-65000000,None,None,None,0.0766,,589000000,477000000,105000000,-1783000000,None,579000000,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,3747000000,2026-02-18,quarterly,1.1,USD,pre-market,59000000,1376000000,0.0741,-0.0417,-0.168,120.27,583000000,3342000000,3213000000,None,127.27,117.28,,-24.1379,9151000000,2332000000,1430000000,5625000000,6819000000,4195000000,6461000000,3487000000,-1210000000,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,,138000000,172000000,172000000,,,,,,,,,1000000,110200000,None,5395000000,5395000000,815000000,None,None,770000000,None,None,278000000,,2.86,0.0242,,,,0.312,-0.35,9346000000,9624000000,1.45,2019-12-31,12.39,1932000000,2881000000.0,1066000000,9076000000,997000000,1721000000,1721000000,None,739000000,None,1033000000,None,None,2986000000,None,51000000,-65000000,None,None,None,0.0766,,589000000,477000000,86000000,448000000,None,610000000,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,3855000000,2026-02-18,quarterly,1.1,USD,pre-market,59000000,2319000000,0.0741,-0.0417,-0.168,120.27,583000000,3190000000,66000000,None,127.27,117.28,,-24.1379,10006000000,2061000000,1329000000,5335000000,7945000000,4006000000,6461000000,4631000000,-1130000000,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,,143000000,35000000,35000000,,,,,,,,,1000000,110000000,None,5395000000,5395000000,None,None,1000000,977000000,None,None,278000000,,2.86,0.0242,,,,0.312,-0.35,9346000000,9624000000,1.45,2019-09-30,12.39,1909000000,2881000000.0,1066000000,9076000000,997000000,1716000000,1716000000,None,739000000,None,1031000000,None,None,3180000000,None,None,-65000000,None,None,None,0.0766,,589000000,477000000,87000000,-1919000000,None,602000000,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,3759000000,2026-02-18,quarterly,1.1,USD,pre-market,59000000,2272000000,0.0741,-0.0417,-0.168,120.27,583000000,3323000000,3180000000,None,127.27,117.28,,-24.1379,9955000000,2130000000,1261000000,5433000000,7825000000,4172000000,6461000000,4483000000,-1140000000,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,,155000000,92000000,92000000,,,,,,,,,1000000,109500000,None,5395000000,5395000000,None,None,6000000,986000000,None,None,278000000,,2.86,0.0242,,,,0.312,-0.35,9346000000,9624000000,1.45,2019-06-30,12.39,1940000000,2881000000.0,1066000000,9076000000,997000000,1753000000,1753000000,None,739000000,None,1058000000,None,None,3404000000,None,None,-65000000,None,None,None,0.0766,,589000000,477000000,100000000,-2079000000,None,652000000,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,3802000000,2026-02-18,quarterly,1.1,USD,pre-market,59000000,2146000000,0.0741,-0.0417,-0.168,120.27,583000000,3559000000,3404000000,None,127.27,117.28,,-24.1379,10183000000,2239000000,1325000000,5738000000,7944000000,4413000000,6461000000,4405000000,-1141000000,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,,168000000,82000000,82000000,,,,,,,,,1000000,110100000,None,5395000000,5395000000,None,None,21000000,1040000000,None,None,278000000,,2.86,0.0242,,,,0.312,-0.35,9346000000,9624000000,1.45,2019-03-31,12.39,1935000000,2881000000.0,1066000000,9076000000,997000000,1758000000,1758000000,None,739000000,None,1109000000,None,None,3711000000,None,None,-65000000,None,None,None,0.0766,,589000000,477000000,99000000,-2436000000,None,640000000,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,3776000000,2026-02-18,quarterly,1.1,USD,pre-market,59000000,2033000000,0.0741,-0.0417,-0.168,120.27,583000000,3879000000,3711000000,None,127.27,117.28,,-24.1379,10265000000,2333000000,1275000000,5963000000,7932000000,4688000000,6461000000,4262000000,-1150000000,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,,None,78000000,78000000,,,,,,,,,1000000,110300000,None,5395000000,5395000000,851000000,None,5000000,794000000,None,None,278000000,,2.86,0.0242,,,,0.312,-0.35,9346000000,9624000000,1.45,2018-12-31,12.39,1949000000,2881000000.0,1066000000,9076000000,997000000,1779000000,1779000000,None,739000000,None,1072000000,None,None,3339000000,None,51000000,-65000000,None,None,None,0.0766,,589000000,477000000,73000000,270000000,None,666000000,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,3811000000,2026-02-18,quarterly,1.1,USD,pre-market,59000000,2013000000,0.0741,-0.0417,-0.168,120.27,583000000,3476000000,114000000,None,127.27,117.28,,-24.1379,9771000000,2020000000,1278000000,5447000000,7751000000,4169000000,6461000000,4283000000,-1103000000,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,,None,136000000,136000000,,,,,,,,,1000000,110900000,None,5395000000,5395000000,1381000000,None,4000000,955000000,None,None,278000000,,2.86,0.0242,,,,0.312,-0.35,9346000000,9624000000,1.45,2018-09-30,12.39,1960000000,2881000000.0,1066000000,9076000000,997000000,1799000000,1799000000,None,739000000,None,1032000000,None,None,3669000000,None,None,-65000000,None,None,None,0.0766,,589000000,477000000,118000000,2000000,None,661000000,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,3741000000,2026-02-18,quarterly,1.1,USD,pre-market,59000000,1867000000,0.0741,-0.0417,-0.168,120.27,583000000,3674000000,5000000,8000000,127.27,117.28,,-24.1379,10046000000,2241000000,1386000000,5840000000,7805000000,4454000000,6461000000,4165000000,-1110000000,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,,None,149000000,149000000,,,,,,,,,1000000,111900000,None,5395000000,5395000000,1376000000,None,4000000,948000000,None,None,278000000,,2.86,0.0242,,,,0.312,-0.35,9346000000,9624000000,1.45,2018-06-30,12.39,1968000000,2881000000.0,1066000000,9076000000,997000000,1811000000,1811000000,None,739000000,None,984000000,None,None,3636000000,None,None,-65000000,None,None,None,0.0766,,589000000,477000000,119000000,4000000,None,739000000,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,3722000000,2026-02-18,quarterly,1.1,USD,pre-market,59000000,1729000000,0.0741,-0.0417,-0.168,120.27,583000000,3641000000,5000000,7000000,127.27,117.28,,-24.1379,10050000000,2200000000,1381000000,5883000000,7850000000,4502000000,6461000000,4126000000,-1013000000,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,,None,140000000,140000000,,,,,,,,,1000000,112800000,None,5395000000,5395000000,1379000000,None,4000000,1061000000,None,None,278000000,,2.86,0.0242,,,,0.312,-0.35,9346000000,9624000000,1.45,2018-03-31,12.39,1962000000,2881000000.0,1066000000,9076000000,997000000,1872000000,1872000000,None,739000000,None,943000000,None,None,3762000000,None,None,-65000000,None,None,None,0.0766,,589000000,477000000,84000000,1000000,None,783000000,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,3755000000,2026-02-18,quarterly,1.1,USD,pre-market,59000000,1631000000,0.0741,-0.0417,-0.168,120.27,583000000,3767000000,5000000,7000000,127.27,117.28,,-24.1379,10213000000,2228000000,1384000000,6072000000,7985000000,4688000000,6461000000,4098000000,-1003000000,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,,None,246000000,246000000,,,,,,,,,1000000,111500000,None,5395000000,5395000000,834000000,None,4000000,806000000,None,None,278000000,,2.86,0.0242,,,,0.312,-0.35,9346000000,9624000000,1.45,2017-12-31,12.39,1507000000,2881000000.0,1066000000,9076000000,997000000,1360000000,1360000000,None,739000000,None,841000000,None,None,2405000000,None,52000000,-65000000,None,None,None,0.0766,,589000000,477000000,92000000,292000000,None,704000000,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,3425000000,2026-02-18,quarterly,1.1,USD,pre-market,59000000,1575000000,0.0741,-0.0417,-0.168,120.27,583000000,2410000000,5000000,7000000,127.27,117.28,,-24.1379,8632000000,1985000000,1282000000,4428000000,6647000000,3146000000,6461000000,4162000000,-911000000,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,,None,168000000,168000000,,,,,,,,,1000000,112700000,None,5395000000,5395000000,1180000000,None,3000000,916000000,None,None,278000000,,2.86,0.0242,,,,0.312,-0.35,9346000000,9624000000,1.45,2017-09-30,12.39,1513000000,2881000000.0,1066000000,9076000000,997000000,1367000000,1367000000,None,739000000,None,793000000,None,None,2539000000,None,None,-65000000,None,None,None,0.0766,,589000000,477000000,86000000,1000000,None,753000000,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,3314000000,2026-02-18,quarterly,1.1,USD,pre-market,59000000,1603000000,0.0741,-0.0417,-0.168,120.27,583000000,2544000000,5000000,7000000,127.27,117.28,,-24.1379,8656000000,1963000000,1185000000,4542000000,6693000000,3357000000,6461000000,4074000000,-920000000,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,,None,199000000,199000000,,,,,,,,,1000000,113100000,None,5395000000,5395000000,1113000000,None,2689000000,915000000,None,None,278000000,,2.86,0.0242,,,,0.312,-0.35,9346000000,9624000000,1.45,2017-06-30,12.39,1484000000,2881000000.0,1066000000,9076000000,997000000,1361000000,1361000000,None,739000000,None,792000000,None,None,2686000000,None,None,-65000000,None,None,None,0.0766,,589000000,477000000,82000000,3000000,None,798000000,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,3336000000,2026-02-18,quarterly,1.1,USD,pre-market,59000000,1529000000,0.0741,-0.0417,-0.168,120.27,583000000,2689000000,3000000,7000000,127.27,117.28,,-24.1379,8690000000,1988000000,1116000000,4675000000,6702000000,3559000000,6461000000,3976000000,-908000000,156.32,96.16
