date,symbol,eps,revenue_ttm,accumulateddepreciationamortizationppe,beta,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividend_per_share,dividend_yield,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,forward_pe,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,peg_ratio,price_to_book,price_to_sales_ttm,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,stockbasedcompensation,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,treasurystock,week_52_high,week_52_low
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,,None,93000000,93000000,,,,,,,,,1000000,129000000,None,5395000000,5395000000,948000000,None,None,689000000,None,None,278000000,,2.86,0.0242,,,,0.312,-0.35,9346000000,9624000000,1.45,2007-03-31,12.39,1314000000,2881000000.0,1066000000,9076000000,997000000,1293000000,1293000000,None,739000000,None,845000000,None,None,2015000000,None,None,-65000000,None,None,None,0.0766,,589000000,477000000,-689000000,54000000,None,None,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,2506000000,2026-02-18,quarterly,1.1,USD,pre-market,59000000,-64000000,0.0741,-0.0417,-0.168,120.27,583000000,2063000000,48000000,85000000,127.27,117.28,,-24.1379,7682000000,1778000000,1050000000,3926000000,5904000000,2876000000,6461000000,3712000000,None,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,,None,1089000000,1089000000,,,,,,,,,1000000,55300000,None,5395000000,5395000000,1081000000,None,None,573000000,None,None,278000000,,2.86,0.0242,,,,0.312,-0.35,9346000000,9624000000,1.45,2006-12-31,12.39,1313000000,2881000000.0,1066000000,9076000000,997000000,1298000000,1298000000,None,739000000,None,749000000,None,None,1296000000,None,None,-65000000,None,None,None,0.0766,,589000000,477000000,141000000,-12000000,None,None,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,2521000000,2026-02-18,quarterly,1.1,USD,pre-market,59000000,-65000000,0.0741,-0.0417,-0.168,120.27,583000000,2736000000,1440000000,-15000000,127.27,117.28,,-24.1379,8470000000,2552000000,2560000000,4740000000,5918000000,2180000000,6461000000,3686000000,None,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,,None,1465000000,1465000000,,,,,,,,,6000000,59900000,None,5395000000,5395000000,1112000000,None,None,771000000,None,None,278000000,,2.86,0.0242,,,,0.312,-0.35,9346000000,9624000000,1.45,2006-09-30,12.39,245000000,2881000000.0,1066000000,9076000000,997000000,255000000,255000000,None,739000000,None,612000000,None,None,46000000,None,None,-65000000,None,None,None,0.0766,,589000000,477000000,218000000,2075000000,None,None,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,2099000000,2026-02-18,quarterly,1.1,USD,pre-market,59000000,-8169000000,0.0741,-0.0417,-0.168,120.27,583000000,65000000,19000000,None,127.27,117.28,,-24.1379,9474000000,3066000000,2094000000,17196000000,6408000000,15102000000,6461000000,-7772000000,None,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,,None,1493000000,1493000000,,,,,,,,,6000000,59900000,None,5395000000,5395000000,1008000000,None,None,826000000,None,None,278000000,,2.86,0.0242,,,,0.312,-0.35,9346000000,9624000000,1.45,2006-06-30,12.39,215000000,2881000000.0,1066000000,9076000000,997000000,225000000,225000000,None,739000000,None,528000000,None,None,42000000,None,None,-65000000,None,None,None,0.0766,,589000000,477000000,48000000,1898000000,None,None,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,2082000000,2026-02-18,quarterly,1.1,USD,pre-market,59000000,-8232000000,0.0741,-0.0417,-0.168,120.27,583000000,63000000,21000000,None,127.27,117.28,,-24.1379,9219000000,2895000000,1919000000,16998000000,6324000000,15079000000,6461000000,-7827000000,None,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,,None,1360000000,1360000000,,,,,,,,,6000000,59900000,None,5395000000,5395000000,903000000,None,None,742000000,None,None,278000000,,2.86,0.0242,,,,0.312,-0.35,9346000000,9624000000,1.45,2006-03-31,12.39,214000000,2881000000.0,1066000000,9076000000,997000000,225000000,225000000,None,739000000,None,516000000,None,None,235000000,None,None,-65000000,None,None,None,0.0766,,589000000,477000000,44000000,1704000000,None,None,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,2014000000,2026-02-18,quarterly,1.1,USD,pre-market,59000000,-8483000000,0.0741,-0.0417,-0.168,120.27,583000000,55000000,20000000,None,127.27,117.28,,-24.1379,8733000000,2662000000,1724000000,16783000000,6071000000,15059000000,6461000000,-8095000000,None,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,,None,1559000000,1559000000,,,,,,,,,6000000,55300000,None,5395000000,5395000000,527000000,None,None,608000000,None,None,278000000,,2.86,0.0242,,,,0.312,-0.35,9346000000,9624000000,1.45,2005-12-31,12.39,215000000,2881000000.0,1066000000,9076000000,997000000,226000000,226000000,None,739000000,None,477000000,None,None,2988000000,None,None,-65000000,None,None,None,0.0766,,589000000,477000000,61000000,1767000000,None,None,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,2012000000,2026-02-18,quarterly,1.1,USD,pre-market,59000000,-8546000000,0.0741,-0.0417,-0.168,120.27,583000000,55000000,19000000,None,127.27,117.28,,-24.1379,8735000000,2705000000,1786000000,16835000000,6030000000,15049000000,6461000000,-8147000000,None,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,,533000000,353000000,353000000,,,,,,,,,1000000,83446000,None,5395000000,5395000000,1257000000,None,485000000,937000000,None,None,278000000,,2.86,0.0242,,,,0.312,-0.35,9346000000,9624000000,1.45,2025-12-31,12.39,1679000000,2881000000.0,1066000000,9076000000,997000000,2535000000,2535000000,None,739000000,None,1472000000,None,None,4687000000,None,None,-65000000,None,None,None,0.0766,,589000000,477000000,583000000,835000000,None,323000000,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,4968000000,2026-02-18,annual,1.1,USD,pre-market,59000000,4463000000,0.0741,-0.0417,-0.168,120.27,583000000,6155000000,568000000,None,127.27,117.28,,-24.1379,12980000000,3345000000,2660000000,9087000000,9635000000,6427000000,6461000000,3853000000,None,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,,462000000,361000000,361000000,,,,,,,,,1000000,87900000,None,5395000000,5395000000,1430000000,None,38000000,1244000000,None,None,278000000,,2.86,0.0242,,,,0.312,-0.35,9346000000,9624000000,1.45,2024-12-31,12.39,2843000000,2881000000.0,1066000000,9076000000,997000000,2688000000,2688000000,None,739000000,None,1587000000,None,None,5116000000,None,None,-65000000,None,None,None,0.0766,,589000000,477000000,186000000,640000000,None,297000000,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,4888000000,2026-02-18,annual,1.1,USD,pre-market,59000000,-691000000,0.0741,-0.0417,-0.168,120.27,583000000,500000000,125000000,None,127.27,117.28,,-24.1379,14075000000,3378000000,2297000000,8955000000,10697000000,6658000000,6461000000,5120000000,None,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,,227000000,1615000000,1615000000,,,,,,,,,1000000,91000000,None,5395000000,5395000000,1216000000,None,431000000,987000000,None,None,278000000,,2.86,0.0242,,,,0.312,-0.35,9346000000,9624000000,1.45,2023-12-31,12.39,1392000000,2881000000.0,1066000000,9076000000,997000000,1528000000,1528000000,None,739000000,None,1198000000,None,None,2615000000,None,None,-65000000,None,None,None,0.0766,,589000000,477000000,117000000,524000000,None,315000000,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,4212000000,2026-02-18,annual,1.1,USD,pre-market,59000000,4794000000,0.0741,-0.0417,-0.168,120.27,583000000,3273000000,493000000,None,127.27,117.28,,-24.1379,11237000000,3917000000,2324000000,6027000000,7320000000,3703000000,6461000000,5166000000,None,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,,204000000,1099000000,1099000000,,,,,,,,,1000000,97700000,None,5395000000,5395000000,1345000000,None,28000000,961000000,None,None,278000000,,2.86,0.0242,,,,0.312,-0.35,9346000000,9624000000,1.45,2022-12-31,12.39,1383000000,2881000000.0,1066000000,9076000000,997000000,1602000000,1602000000,None,739000000,None,1334000000,None,None,2889000000,None,None,-65000000,None,None,None,0.0766,,589000000,477000000,162000000,571000000,None,348000000,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,3729000000,2026-02-18,annual,1.1,USD,pre-market,59000000,3794000000,0.0741,-0.0417,-0.168,120.27,583000000,3224000000,80000000,None,127.27,117.28,,-24.1379,10752000000,3556000000,2104000000,6131000000,7196000000,4027000000,6461000000,4575000000,-2678000000,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,,158000000,959000000,959000000,,,,,,,,,1000000,104300000,None,5395000000,5395000000,1095000000,None,None,939000000,None,None,278000000,,2.86,0.0242,,,,0.312,-0.35,9346000000,9624000000,1.45,2021-12-31,12.39,990000000,2881000000.0,1066000000,9076000000,997000000,1617000000,1617000000,None,739000000,None,1078000000,None,None,2960000000,None,None,-65000000,None,None,None,0.0766,,589000000,477000000,121000000,483000000,None,538000000,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,3873000000,2026-02-18,annual,1.1,USD,pre-market,59000000,2706000000,0.0741,-0.0417,-0.168,120.27,583000000,3118000000,49000000,11000000,127.27,117.28,,-24.1379,10015000000,3097000000,1697000000,5680000000,6918000000,3983000000,6461000000,4296000000,-1922000000,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,,154000000,717000000,717000000,,,,,,,,,1000000,108600000,None,5395000000,5395000000,875000000,None,None,919000000,None,None,278000000,,2.86,0.0242,,,,0.312,-0.35,9346000000,9624000000,1.45,2020-12-31,12.39,989000000,2881000000.0,1066000000,9076000000,997000000,1667000000,1667000000,None,739000000,None,855000000,None,None,3126000000,None,None,-65000000,None,None,None,0.0766,,589000000,477000000,115000000,449000000,None,543000000,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,3809000000,2026-02-18,annual,1.1,USD,pre-market,59000000,1829000000,0.0741,-0.0417,-0.168,120.27,583000000,3280000000,55000000,None,127.27,117.28,,-24.1379,9481000000,2606000000,1440000000,5540000000,6875000000,4100000000,6461000000,3901000000,-1400000000,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,,138000000,172000000,172000000,,,,,,,,,1000000,110100000,None,5395000000,5395000000,815000000,None,None,770000000,None,None,278000000,,2.86,0.0242,,,,0.312,-0.35,9346000000,9624000000,1.45,2019-12-31,12.39,1932000000,2881000000.0,1066000000,9076000000,997000000,1721000000,1721000000,None,739000000,None,1033000000,None,None,2986000000,None,51000000,-65000000,None,None,None,0.0766,,589000000,477000000,86000000,448000000,None,610000000,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,3855000000,2026-02-18,annual,1.1,USD,pre-market,59000000,2319000000,0.0741,-0.0417,-0.168,120.27,583000000,3190000000,66000000,None,127.27,117.28,,-24.1379,10006000000,2061000000,1329000000,5335000000,7945000000,4006000000,6461000000,4631000000,-1130000000,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,,None,78000000,78000000,,,,,,,,,1000000,111400000,None,5395000000,5395000000,851000000,None,9000000,794000000,None,None,278000000,,2.86,0.0242,,,,0.312,-0.35,9346000000,9624000000,1.45,2018-12-31,12.39,1949000000,2881000000.0,1066000000,9076000000,997000000,1779000000,1779000000,None,739000000,None,1072000000,None,None,3362000000,None,51000000,-65000000,None,None,None,0.0766,,589000000,477000000,73000000,427000000,None,666000000,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,3811000000,2026-02-18,annual,1.1,USD,pre-market,59000000,2013000000,0.0741,-0.0417,-0.168,120.27,583000000,3387000000,25000000,None,127.27,117.28,,-24.1379,9771000000,2020000000,1278000000,5447000000,7751000000,4169000000,6461000000,4324000000,-1103000000,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,,None,246000000,246000000,,,,,,,,,1000000,113200000,None,5395000000,5395000000,834000000,None,5000000,806000000,None,None,278000000,,2.86,0.0242,,,,0.312,-0.35,9346000000,9624000000,1.45,2017-12-31,12.39,1507000000,2881000000.0,1066000000,9076000000,997000000,1360000000,1360000000,None,739000000,None,841000000,None,None,2405000000,None,52000000,-65000000,None,None,None,0.0766,,589000000,477000000,92000000,292000000,None,704000000,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,3425000000,2026-02-18,annual,1.1,USD,pre-market,59000000,1575000000,0.0741,-0.0417,-0.168,120.27,583000000,2410000000,5000000,7000000,127.27,117.28,,-24.1379,8632000000,1985000000,1282000000,4428000000,6647000000,3146000000,6461000000,4162000000,-911000000,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,,None,112000000,112000000,,,,,,,,,1000000,115400000,None,5395000000,5395000000,615000000,None,3000000,678000000,None,None,278000000,,2.86,0.0242,,,,0.312,-0.35,9346000000,9624000000,1.45,2016-12-31,12.39,1336000000,2881000000.0,1066000000,9076000000,997000000,1138000000,1138000000,None,739000000,None,710000000,None,None,2099000000,None,50000000,-65000000,None,None,None,0.0766,,589000000,477000000,86000000,255000000,None,752000000,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,3112000000,2026-02-18,annual,1.1,USD,pre-market,59000000,1377000000,0.0741,-0.0417,-0.168,120.27,583000000,2102000000,3000000,6000000,127.27,117.28,,-24.1379,7741000000,1586000000,963000000,3852000000,6155000000,2889000000,6461000000,3849000000,-803000000,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,,None,96000000,96000000,,,,,,,,,1000000,118200000,None,5395000000,5395000000,535000000,None,163000000,709000000,None,None,278000000,,2.86,0.0242,,,,0.312,-0.35,9346000000,9624000000,1.45,2015-12-31,12.39,1167000000,2881000000.0,1066000000,9076000000,997000000,999000000,999000000,None,739000000,None,644000000,None,None,1702000000,None,58000000,-65000000,None,None,None,0.0766,,589000000,477000000,59000000,196000000,None,397000000,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,2956000000,2026-02-18,annual,1.1,USD,pre-market,59000000,1055000000,0.0741,-0.0417,-0.168,120.27,583000000,1871000000,169000000,0,127.27,117.28,,-24.1379,7380000000,1538000000,1117000000,3601000000,5842000000,2484000000,6461000000,3739000000,-612000000,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,,None,67000000,67000000,,,,,,,,,1000000,118300000,None,5395000000,5395000000,542000000,None,3000000,674000000,None,None,278000000,,2.86,0.0242,,,,0.312,-0.35,9346000000,9624000000,1.45,2014-12-31,12.39,1168000000,2881000000.0,1066000000,9076000000,997000000,1017000000,1017000000,None,739000000,None,817000000,None,None,1991000000,None,53000000,-65000000,None,None,None,0.0766,,589000000,477000000,249000000,207000000,None,447000000,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,2899000000,2026-02-18,annual,1.1,USD,pre-market,59000000,805000000,0.0741,-0.0417,-0.168,120.27,583000000,2012000000,34000000,0,127.27,117.28,,-24.1379,7555000000,1807000000,983000000,3825000000,5748000000,2842000000,6461000000,3692000000,-518000000,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,,None,57000000,57000000,,,,,,,,,1000000,119100000,None,5395000000,5395000000,547000000,None,None,683000000,None,None,278000000,,2.86,0.0242,,,,0.312,-0.35,9346000000,9624000000,1.45,2013-12-31,12.39,1166000000,2881000000.0,1066000000,9076000000,997000000,1040000000,1040000000,None,739000000,None,810000000,None,None,2024000000,None,None,-65000000,None,None,None,0.0766,,589000000,477000000,298000000,239000000,None,778000000,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,2932000000,2026-02-18,annual,1.1,USD,pre-market,59000000,655000000,0.0741,-0.0417,-0.168,120.27,583000000,2028000000,4000000,0,127.27,117.28,,-24.1379,7647000000,1848000000,992000000,3817000000,5799000000,2825000000,6461000000,3793000000,-504000000,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,,None,55000000,55000000,,,,,,,,,1000000,119400000,None,5395000000,5395000000,498000000,None,None,600000000,None,None,278000000,,2.86,0.0242,,,,0.312,-0.35,9346000000,9624000000,1.45,2012-12-31,12.39,1143000000,2881000000.0,1066000000,9076000000,997000000,1045000000,1045000000,None,739000000,None,786000000,None,None,2076000000,None,None,-65000000,None,None,None,0.0766,,589000000,477000000,171000000,195000000,None,973000000,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,2903000000,2026-02-18,annual,1.1,USD,pre-market,59000000,451000000,0.0741,-0.0417,-0.168,120.27,583000000,2085000000,9000000,0,127.27,117.28,,-24.1379,7568000000,1612000000,906000000,3993000000,5956000000,3087000000,6461000000,3538000000,-475000000,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,,None,52000000,52000000,,,,,,,,,1000000,123500000,None,5395000000,5395000000,488000000,None,None,610000000,None,None,278000000,,2.86,0.0242,,,,0.312,-0.35,9346000000,9624000000,1.45,2011-12-31,12.39,1144000000,2881000000.0,1066000000,9076000000,997000000,1073000000,1073000000,None,739000000,None,795000000,None,None,1930000000,None,None,-65000000,None,None,None,0.0766,,589000000,477000000,179000000,277000000,None,897000000,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,2904000000,2026-02-18,annual,1.1,USD,pre-market,59000000,155000000,0.0741,-0.0417,-0.168,120.27,583000000,1962000000,32000000,0,127.27,117.28,,-24.1379,7527000000,1636000000,908000000,3786000000,5891000000,2878000000,6461000000,3701000000,-362000000,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,,None,52000000,52000000,,,,,,,,,1000000,126600000,None,5395000000,5395000000,474000000,None,None,546000000,None,None,278000000,,2.86,0.0242,,,,0.312,-0.35,9346000000,9624000000,1.45,2010-12-31,12.39,1088000000,2881000000.0,1066000000,9076000000,997000000,1090000000,1090000000,None,739000000,None,620000000,None,None,1629000000,None,None,-65000000,None,None,None,0.0766,,589000000,477000000,736000000,354000000,None,813000000,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,2780000000,2026-02-18,annual,1.1,USD,pre-market,59000000,194000000,0.0741,-0.0417,-0.168,120.27,583000000,1635000000,6000000,0,127.27,117.28,,-24.1379,7158000000,1408000000,955000000,3472000000,5750000000,2517000000,6461000000,3648000000,-229000000,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,,None,564000000,564000000,,,,,,,,,1000000,127100000,None,5395000000,5395000000,418000000,None,None,552000000,None,None,278000000,,2.86,0.0242,,,,0.312,-0.35,9346000000,9624000000,1.45,2009-12-31,12.39,1124000000,2881000000.0,1066000000,9076000000,997000000,1169000000,1169000000,None,739000000,None,615000000,None,None,2177000000,None,None,-65000000,None,None,None,0.0766,,589000000,477000000,123000000,356000000,None,None,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,2806000000,2026-02-18,annual,1.1,USD,pre-market,59000000,-924000000,0.0741,-0.0417,-0.168,120.27,583000000,2197000000,20000000,None,127.27,117.28,,-24.1379,7167000000,1854000000,943000000,4314000000,5313000000,3371000000,6461000000,2820000000,-104000000,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,,None,236000000,236000000,,,,,,,,,1000000,127800000,None,5395000000,5395000000,584000000,None,None,576000000,None,None,278000000,,2.86,0.0242,,,,0.312,-0.35,9346000000,9624000000,1.45,2008-12-31,12.39,1124000000,2881000000.0,1066000000,9076000000,997000000,1190000000,1190000000,None,739000000,None,894000000,None,None,2172000000,None,None,-65000000,None,None,None,0.0766,,589000000,477000000,146000000,301000000,None,None,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,2819000000,2026-02-18,annual,1.1,USD,pre-market,59000000,-808000000,0.0741,-0.0417,-0.168,120.27,583000000,2218000000,46000000,31000000,127.27,117.28,,-24.1379,7217000000,1852000000,1257000000,4442000000,5365000000,3185000000,6461000000,2733000000,-101000000,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,,None,135000000,135000000,,,,,,,,,1000000,129000000,None,5395000000,5395000000,733000000,None,None,721000000,None,None,278000000,,2.86,0.0242,,,,0.312,-0.35,9346000000,9624000000,1.45,2007-12-31,12.39,1174000000,2881000000.0,1066000000,9076000000,997000000,1210000000,1210000000,None,739000000,None,821000000,None,None,1993000000,None,None,-65000000,None,None,None,0.0766,,589000000,477000000,175000000,596000000,None,None,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,2772000000,2026-02-18,annual,1.1,USD,pre-market,59000000,31000000,0.0741,-0.0417,-0.168,120.27,583000000,2050000000,57000000,33000000,127.27,117.28,,-24.1379,7872000000,1852000000,1246000000,3847000000,6020000000,2601000000,6461000000,3988000000,None,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,,None,1089000000,1089000000,,,,,,,,,1000000,71300000,None,5395000000,5395000000,1081000000,None,None,573000000,None,None,278000000,,2.86,0.0242,,,,0.312,-0.35,9346000000,9624000000,1.45,2006-12-31,12.39,1313000000,2881000000.0,1066000000,9076000000,997000000,1298000000,1298000000,None,739000000,None,749000000,None,None,1296000000,None,None,-65000000,None,None,None,0.0766,,589000000,477000000,141000000,-12000000,None,None,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,2521000000,2026-02-18,annual,1.1,USD,pre-market,59000000,-65000000,0.0741,-0.0417,-0.168,120.27,583000000,2736000000,1440000000,1503000000,127.27,117.28,,-24.1379,8470000000,2552000000,2560000000,4740000000,5918000000,2180000000,6461000000,3686000000,None,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,604000000,None,1089000000,1089000000,-289000000,-252000000,None,None,-65000000,None,None,None,1000000,71300000,None,5395000000,5395000000,1081000000,None,None,573000000,None,None,278000000,181000000,2.86,0.0242,56000000,56000000,None,0.312,-0.35,9346000000,9624000000,1.45,2025-12-31,12.39,1313000000,2881000000.0,1066000000,9076000000,997000000,1298000000,1298000000,None,739000000,None,749000000,None,None,1296000000,None,None,-297000000,None,None,None,0.0766,590000000,589000000,477000000,141000000,-12000000,None,None,None,None,None,None,None,1.617,2.469,0.971,None,None,None,None,None,-232000000,None,-0.0517,None,2521000000,2026-02-18,quarterly,1.1,USD,pre-market,59000000,-65000000,0.0741,-0.0417,-0.168,120.27,583000000,2736000000,1440000000,1503000000,127.27,117.28,17000000,-24.1379,8470000000,2552000000,2560000000,4740000000,5918000000,2180000000,6461000000,3686000000,None,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,166000000,None,1089000000,1089000000,-671000000,-166000000,None,None,None,None,None,None,1000000,71300000,None,5395000000,5395000000,1081000000,None,None,573000000,None,None,278000000,182000000,2.86,0.0242,58000000,58000000,None,0.312,-0.35,9346000000,9624000000,1.45,2025-09-30,12.39,1313000000,2881000000.0,1066000000,9076000000,997000000,1298000000,1298000000,None,739000000,None,749000000,None,None,1296000000,None,None,-494000000,None,None,None,0.0766,918000000,589000000,477000000,141000000,-12000000,None,None,None,None,None,None,None,1.617,2.469,0.971,None,None,None,None,None,-220000000,None,-0.0517,None,2521000000,2026-02-18,quarterly,1.1,USD,pre-market,59000000,-65000000,0.0741,-0.0417,-0.168,120.27,583000000,2736000000,1440000000,1503000000,127.27,117.28,15000000,-24.1379,8470000000,2552000000,2560000000,4740000000,5918000000,2180000000,6461000000,3686000000,None,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,198000000,None,1089000000,1089000000,-376000000,-188000000,None,None,None,None,None,None,1000000,71300000,None,5395000000,5395000000,1081000000,None,None,573000000,None,None,278000000,172000000,2.86,0.0242,59000000,59000000,None,0.312,-0.35,9346000000,9624000000,1.45,2025-06-30,12.39,1313000000,2881000000.0,1066000000,9076000000,997000000,1298000000,1298000000,None,739000000,None,749000000,None,None,1296000000,None,None,362000000,None,None,None,0.0766,327000000,589000000,477000000,141000000,-12000000,None,None,None,None,None,None,None,1.617,2.469,0.971,None,None,None,None,None,-227000000,None,-0.0517,None,2521000000,2026-02-18,quarterly,1.1,USD,pre-market,59000000,-65000000,0.0741,-0.0417,-0.168,120.27,583000000,2736000000,1440000000,1503000000,127.27,117.28,18000000,-24.1379,8470000000,2552000000,2560000000,4740000000,5918000000,2180000000,6461000000,3686000000,None,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,203000000,None,1089000000,1089000000,264000000,-159000000,None,None,None,None,None,None,1000000,71300000,None,5395000000,5395000000,1081000000,None,None,573000000,None,None,278000000,159000000,2.86,0.0242,59000000,59000000,None,0.312,-0.35,9346000000,9624000000,1.45,2025-03-31,12.39,1313000000,2881000000.0,1066000000,9076000000,997000000,1298000000,1298000000,None,739000000,None,749000000,None,None,1296000000,None,None,-93000000,None,None,None,0.0766,-49000000,589000000,477000000,141000000,-12000000,None,None,None,None,None,None,None,1.617,2.469,0.971,None,None,None,None,None,-136000000,None,-0.0517,None,2521000000,2026-02-18,quarterly,1.1,USD,pre-market,59000000,-65000000,0.0741,-0.0417,-0.168,120.27,583000000,2736000000,1440000000,1503000000,127.27,117.28,21000000,-24.1379,8470000000,2552000000,2560000000,4740000000,5918000000,2180000000,6461000000,3686000000,None,156.32,96.16
