date,symbol,eps,revenue_ttm,pe_ratio,accumulateddepreciationamortizationppe,beta,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,forward_pe,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,price_to_book,price_to_sales_ttm,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,stockbasedcompensation,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,trailing_pe,treasurystock,week_52_high,week_52_low
2022-12-31,GDRX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-28,,0.07,,post-market,,,,,,,,,,,,,,40.0,,,,,,,,,,,,
2023-03-31,GDRX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-10,,0.07,,pre-market,,,,,,,,,,,,,,16.6667,,,,,,,,,,,,
2023-06-30,GDRX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09,,0.07,,pre-market,,,,,,,,,,,,,,16.6667,,,,,,,,,,,,
2023-09-30,GDRX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-09,,0.06,,pre-market,,,,,,,,,,,,,,0.0,,,,,,,,,,,,
2023-12-31,GDRX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-29,,0.08,,pre-market,,,,,,,,,,,,,,14.2857,,,,,,,,,,,,
2024-03-31,GDRX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-05-09,,0.08,,pre-market,,,,,,,,,,,,,,0.0,,,,,,,,,,,,
2024-06-30,GDRX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-08-08,,0.08,,pre-market,,,,,,,,,,,,,,-11.1111,,,,,,,,,,,,
2024-09-30,GDRX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-07,,0.08,,pre-market,,,,,,,,,,,,,,-11.1111,,,,,,,,,,,,
2024-12-31,GDRX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0059,,,0.0959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-26,,0.09,,pre-market,,,,,,,,,,,,,,-6.1522,,,,,,,,,,,,
2025-03-31,GDRX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0057,,,0.0957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-07,,0.09,,pre-market,,,,,,,,,,,,,,-5.9561,,,,,,,,,,,,
2025-06-30,GDRX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-06,,0.09,,pre-market,,,,,,,,,,,,,,-10.0,,,,,,,,,,,,
2025-09-30,GDRX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-11-04,,0.08,,pre-market,,,,,,,,,,,,,,-11.1111,,,,,,,,,,,,
2025-12-31,GDRX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0017,,,0.0917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-25,,0.09,,pre-market,,,,,,,,,,,,,,-1.8539,,,,,,,,,,,,
2026-04-16,GDRX,0.09,796853000.0,24.78,,1.47,1.807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.097,-0.0017,,,0.0917,,5.44,,739256000.0,,,,,,,,,,,,,,,,,,,0.19,,,,,,,,,,,,,1.24,0.959,,,,,,,,0.0382,,,2026-02-25,,0.09,,pre-market,,,0.0475,0.0454,-0.019,2.236,,,,,3.317,2.184,,-1.8539,,,,,,,,,24.78,,5.81,1.77
2026-04-16,GDRX,0.09,796853000.0,24.78,,1.47,1.807,,,,,,,,,,,,,,,None,82859000,82859000,,,,,,None,23146000,,,,,-0.097,-0.0017,26905000,50051000,0.0917,2025-12-31,5.44,,739256000.0,111926000,14193000,8768000,,,None,10403000,1889000,,None,,,,,5425000,5425000,-8514000,None,0.19,,70665000,41261000,,,,,None,,,,,1.24,0.959,,,,,,,,0.0382,,,2026-02-25,quarterly,0.09,USD,pre-market,28939000,,0.0475,0.0454,-0.019,2.236,23937000,,,,3.317,2.184,,-1.8539,,,,,,,194785000,,24.78,,5.81,1.77
2026-04-16,GDRX,0.09,796853000.0,24.78,,1.47,1.807,,,,,,,,,,,,,,,None,13419000,13419000,,,,,,None,21431000,,,,,-0.097,-0.0017,14620000,36051000,0.0917,2025-09-30,5.44,,739256000.0,182609000,6100000,4981000,,,None,8520000,2309000,,None,,,,,1119000,1119000,-8520000,None,0.19,,167989000,14620000,,,,,None,,,,,1.24,0.959,,,,,,,,0.0382,,,2026-02-25,quarterly,0.09,USD,pre-market,31012000,,0.0475,0.0454,-0.019,2.236,32014000,,,,3.317,2.184,,-1.8539,,,,,,,196028000,,24.78,,5.81,1.77
2026-04-16,GDRX,0.09,796853000.0,24.78,,1.47,1.807,,,,,,,,,,,,,,,None,33079000,33079000,,,,,,None,19729000,,,,,-0.097,-0.0017,30306000,50035000,0.0917,2025-06-30,5.44,,739256000.0,169991000,19577000,6734000,,,None,10729000,2803000,,None,,,,,12843000,12843000,-7926000,None,0.19,,142281000,27710000,,,,,None,,,,,1.24,0.959,,,,,,,,0.0382,,,2026-02-25,quarterly,0.09,USD,pre-market,29933000,,0.0475,0.0454,-0.019,2.236,28379000,,,,3.317,2.184,,-1.8539,,,,,,,203070000,,24.78,,5.81,1.77
2026-04-16,GDRX,0.09,796853000.0,24.78,,1.47,1.807,,,,,,,,,,,,,,,None,13364000,13364000,,,,,,None,20912000,,,,,-0.097,-0.0017,27312000,48224000,0.0917,2025-03-31,5.44,,739256000.0,189606000,16668000,5616000,,,None,10644000,3932000,,None,,,,,11052000,11052000,-6712000,None,0.19,,166226000,23380000,,,,,None,,,,,1.24,0.959,,,,,,,,0.0382,,,2026-02-25,quarterly,0.09,USD,pre-market,31142000,,0.0475,0.0454,-0.019,2.236,29630000,,,,3.317,2.184,,-1.8539,,,,,,,202970000,,24.78,,5.81,1.77
2026-04-16,GDRX,0.09,796853000.0,24.78,,1.47,1.807,,,,,,,,,,,,,,,None,12193000,12193000,,,,,,None,19096000,,,,,-0.097,-0.0017,22767000,41863000,0.0917,2024-12-31,5.44,,739256000.0,186390000,11409000,4669000,,,None,11358000,4587000,,None,,,,,6740000,6740000,-6771000,None,0.19,,168210000,18180000,,,,,None,,,,,1.24,0.959,,,,,,,,0.0382,,,2026-02-25,quarterly,0.09,USD,pre-market,31739000,,0.0475,0.0454,-0.019,2.236,23546000,,,,3.317,2.184,,-1.8539,,,,,,,198583000,,24.78,,5.81,1.77
2026-04-16,GDRX,0.09,796853000.0,24.78,,1.47,1.807,,,,,,,,,,,,,,,None,11684000,11684000,,,,,,None,17535000,,,,,-0.097,-0.0017,20467000,38002000,0.0917,2024-09-30,5.44,,739256000.0,183567000,8112000,4147000,,,None,12355000,4797000,,None,,,,,12259000,3965000,-7558000,None,0.19,,163160000,20407000,,,,,None,,,,,1.24,0.959,,,,,,,,0.0382,,,2026-02-25,quarterly,0.09,USD,pre-market,30139000,,0.0475,0.0454,-0.019,2.236,25619000,,,,3.317,2.184,,-1.8539,,,,,,,195251000,,24.78,,5.81,1.77
2026-04-16,GDRX,0.09,796853000.0,24.78,,1.47,1.807,,,,,,,,,,,,,,,None,11870000,11870000,,,,,,None,16965000,,,,,-0.097,-0.0017,26212000,43177000,0.0917,2024-06-30,5.44,,739256000.0,188740000,11646000,4952000,,,None,14566000,6334000,,None,,,,,6694000,6694000,-8232000,None,0.19,,168862000,19878000,,,,,None,,,,,1.24,0.959,,,,,,,,0.0382,,,2026-02-25,quarterly,0.09,USD,pre-market,30854000,,0.0475,0.0454,-0.019,2.236,27589000,,,,3.317,2.184,,-1.8539,,,,,,,200610000,,24.78,,5.81,1.77
2026-04-16,GDRX,0.09,796853000.0,24.78,,1.47,1.807,,,,,,,,,,,,,,,None,12468000,12468000,,,,,,None,15942000,,,,,-0.097,-0.0017,14936000,30878000,0.0917,2024-03-31,5.44,,739256000.0,185412000,293000,1302000,,,None,14643000,7555000,,None,,,,,-1009000,-1009000,-7088000,None,0.19,,178031000,7381000,,,,,None,,,,,1.24,0.959,,,,,,,,0.0382,,,2026-02-25,quarterly,0.09,USD,pre-market,31017000,,0.0475,0.0454,-0.019,2.236,41108000,,,,3.317,2.184,,-1.8539,,,,,,,197880000,,24.78,,5.81,1.77
2026-04-16,GDRX,0.09,796853000.0,24.78,,1.47,1.807,,,,,,,,,,,,,,,None,15170000,15170000,,,,,,None,43608000,,,,,-0.097,-0.0017,-9814000,33794000,0.0917,2023-12-31,5.44,,739256000.0,181474000,-24635000,1234000,,,None,14821000,8474000,,None,,,,,-25869000,-25869000,-6347000,None,0.19,,199762000,-18288000,,,,,None,,,,,1.24,0.959,,,,,,,,0.0382,,,2026-02-25,quarterly,0.09,USD,pre-market,32032000,,0.0475,0.0454,-0.019,2.236,30371000,,,,3.317,2.184,,-1.8539,,,,,,,196644000,,24.78,,5.81,1.77
2026-04-16,GDRX,0.09,796853000.0,24.78,,1.47,1.807,,,,,,,,,,,,,,,None,18721000,18721000,,,,,,None,33024000,,,,,-0.097,-0.0017,-31881000,1143000,0.0917,2023-09-30,5.44,,739256000.0,161237000,-46601000,-8106000,,,None,14720000,8649000,,None,,,,,-38495000,-38495000,-6071000,None,0.19,,199567000,-38330000,,,,,None,,,,,1.24,0.959,,,,,,,,0.0382,,,2026-02-25,quarterly,0.09,USD,pre-market,39611000,,0.0475,0.0454,-0.019,2.236,35317000,,,,3.317,2.184,,-1.8539,,,,,,,179958000,,24.78,,5.81,1.77
2026-04-16,GDRX,0.09,796853000.0,24.78,,1.47,1.807,,,,,,,,,,,,,,,None,16339000,16339000,,,,,,None,17110000,,,,,-0.097,-0.0017,26122000,43232000,0.0917,2023-06-30,5.44,,739256000.0,173338000,12068000,-46718000,,,None,14054000,7814000,,None,,,,,58786000,58786000,-6240000,None,0.19,,155030000,18308000,,,,,7814000,,,,,1.24,0.959,,,,,,,,0.0382,,,2026-02-25,quarterly,0.09,USD,pre-market,31285000,,0.0475,0.0454,-0.019,2.236,27188000,,,,3.317,2.184,,-1.8539,,,,,,,189677000,,24.78,,5.81,1.77
2026-04-16,GDRX,0.09,796853000.0,24.78,,1.47,1.807,,,,,,,,,,,,,,,None,16695000,16695000,,,,,,None,14939000,,,,,-0.097,-0.0017,16729000,31668000,0.0917,2023-03-31,5.44,,739256000.0,167291000,3596000,6886000,,,None,13133000,7234000,,None,,,,,-3290000,-3290000,-5899000,None,0.19,,155988000,11303000,,,,,5426000,,,,,1.24,0.959,,,,,,,,0.0382,,,2026-02-25,quarterly,0.09,USD,pre-market,32908000,,0.0475,0.0454,-0.019,2.236,29619000,,,,3.317,2.184,,-1.8539,,,,,,,183986000,,24.78,,5.81,1.77
2026-04-16,GDRX,0.09,796853000.0,24.78,,1.47,1.807,,,,,,,,,,,,,,,None,17360000,17360000,,,,,,None,15533000,,,,,-0.097,-0.0017,7182000,22715000,0.0917,2022-12-31,5.44,,739256000.0,166749000,-4745000,-2773000,,,None,11927000,5445000,,None,,,,,-1972000,-1972000,-6482000,None,0.19,,165012000,1737000,,,,,5445000,,,,,1.24,0.959,,,,,,,,0.0382,,,2026-02-25,quarterly,0.09,USD,pre-market,36770000,,0.0475,0.0454,-0.019,2.236,28581000,,,,3.317,2.184,,-1.8539,,,,,,,184109000,,24.78,,5.81,1.77
2026-04-16,GDRX,0.09,796853000.0,24.78,,1.47,1.807,,,,,,,,,,,,,,,None,17395000,17395000,,,,,,None,13952000,,,,,-0.097,-0.0017,-12793000,1159000,0.0917,2022-09-30,5.44,,739256000.0,169923000,-22271000,19463000,,,None,9478000,2920000,,None,,,,,-41734000,-41734000,-6558000,None,0.19,,185636000,-15713000,,,,,2920000,,,,,1.24,0.959,,,,,,,,0.0382,,,2026-02-25,quarterly,0.09,USD,pre-market,35921000,,0.0475,0.0454,-0.019,2.236,49548000,,,,3.317,2.184,,-1.8539,,,,,,,187318000,,24.78,,5.81,1.77
2026-04-16,GDRX,0.09,796853000.0,24.78,,1.47,1.807,,,,,,,,,,,,,,,None,18044000,18044000,,,,,,None,13319000,,,,,-0.097,-0.0017,-3190000,10129000,0.0917,2022-06-30,5.44,,739256000.0,173754000,-10159000,-8744000,,,None,6969000,857000,,None,,,,,-1415000,-1415000,-6112000,None,0.19,,177801000,-4047000,,,,,857000,,,,,1.24,0.959,,,,,,,,0.0382,,,2026-02-25,quarterly,0.09,USD,pre-market,35404000,,0.0475,0.0454,-0.019,2.236,34740000,,,,3.317,2.184,,-1.8539,,,,,,,191798000,,24.78,,5.81,1.77
2026-04-16,GDRX,0.09,796853000.0,24.78,,1.47,1.807,,,,,,,,,,,,,,,None,12280000,12280000,,,,,,None,11373000,,,,,-0.097,-0.0017,19813000,31186000,0.0917,2022-03-31,5.44,,739256000.0,191049000,13944000,1651000,,,None,5869000,52000,,None,,,,,12293000,12293000,-5817000,None,0.19,,171288000,19761000,,,,,52000,,,,,1.24,0.959,,,,,,,,0.0382,,,2026-02-25,quarterly,0.09,USD,pre-market,35042000,,0.0475,0.0454,-0.019,2.236,31923000,,,,3.317,2.184,,-1.8539,,,,,,,203329000,,24.78,,5.81,1.77
2026-04-16,GDRX,0.09,796853000.0,24.78,,1.47,1.807,,,,,,,,,,,,,,,None,13927000,13927000,,,,,,None,10648000,,,,,-0.097,-0.0017,11773000,22421000,0.0917,2021-12-31,5.44,,739256000.0,199329000,5870000,45784000,,,None,5903000,17000,,None,,,,,-39914000,-39914000,-5886000,None,0.19,,187573000,11756000,,,,,17000,,,,,1.24,0.959,,,,,,,,0.0382,,,2026-02-25,quarterly,0.09,USD,pre-market,35060000,,0.0475,0.0454,-0.019,2.236,35374000,,,,3.317,2.184,,-1.8539,,,,,,,213256000,,24.78,,5.81,1.77
2026-04-16,GDRX,0.09,796853000.0,24.78,,1.47,1.807,,,,,,,,,,,,,,,None,11271000,11271000,,,,,,None,10161000,,,,,-0.097,-0.0017,7012000,17173000,0.0917,2021-09-30,5.44,,739256000.0,183831000,1084000,19153000,,,None,5928000,13000,,None,,,,,-18069000,-18069000,-5915000,None,0.19,,176832000,6999000,,,,,13000,,,,,1.24,0.959,,,,,,,,0.0382,,,2026-02-25,quarterly,0.09,USD,pre-market,35073000,,0.0475,0.0454,-0.019,2.236,35947000,,,,3.317,2.184,,-1.8539,,,,,,,195102000,,24.78,,5.81,1.77
2026-04-16,GDRX,0.09,796853000.0,24.78,,1.47,1.807,,,,,,,,,,,,,,,None,11090000,11090000,,,,,,None,8369000,,,,,-0.097,-0.0017,-338000,8031000,0.0917,2021-06-30,5.44,,739256000.0,165545000,-6244000,-37305000,,,None,5906000,13000,,None,,,,,31061000,31061000,-5893000,None,0.19,,165896000,-351000,,,,,13000,,,,,1.24,0.959,,,,,,,,0.0382,,,2026-02-25,quarterly,0.09,USD,pre-market,29567000,,0.0475,0.0454,-0.019,2.236,39579000,,,,3.317,2.184,,-1.8539,,,,,,,176635000,,24.78,,5.81,1.77
2026-04-16,GDRX,0.09,796853000.0,24.78,,1.47,1.807,,,,,,,,,,,,,,,None,10428000,10428000,,,,,,None,5361000,,,,,-0.097,-0.0017,-4982000,379000,0.0917,2021-03-31,5.44,,739256000.0,150003000,-10887000,-12555000,,,None,5905000,16000,,None,,,,,1668000,1668000,-5889000,None,0.19,,155001000,-4998000,,,,,16000,,,,,1.24,0.959,,,,,,,,0.0382,,,2026-02-25,quarterly,0.09,USD,pre-market,26160000,,0.0475,0.0454,-0.019,2.236,43786000,,,,3.317,2.184,,-1.8539,,,,,,,160431000,,24.78,,5.81,1.77
2026-04-16,GDRX,0.09,796853000.0,24.78,,1.47,1.807,,,,,,,,,,,,,,,None,9204000,9204000,,,,,,None,4404000,,,,,-0.097,-0.0017,-299418000,-295014000,0.0917,2020-12-31,5.44,,739256000.0,144340000,-305634000,-7360000,,,None,6216000,20000,,None,,,,,-298274000,-298274000,-6196000,None,0.19,,443780000,-299440000,,,,,None,,,,,1.24,0.959,,,,,,,,0.0382,,,2026-02-25,quarterly,0.09,USD,pre-market,23683000,,0.0475,0.0454,-0.019,2.236,340753000,,,,3.317,2.184,,-1.8539,,,,,,,153544000,,24.78,,5.81,1.77
2026-04-16,GDRX,0.09,796853000.0,24.78,,1.47,1.807,,,,,,,,,,,,,,,None,7540000,7540000,,,,,,None,5160000,,,,,-0.097,-0.0017,-61662000,-56502000,0.0917,2020-09-30,5.44,,739256000.0,132913000,-67926000,-17894000,,,None,6264000,24000,,None,,,,,-50032000,-50032000,-6240000,None,0.19,,194598000,-61685000,,,,,None,,,,,1.24,0.959,,,,,,,,0.0382,,,2026-02-25,quarterly,0.09,USD,pre-market,15846000,,0.0475,0.0454,-0.019,2.236,108479000,,,,3.317,2.184,,-1.8539,,,,,,,140453000,,24.78,,5.81,1.77
2026-04-16,GDRX,0.09,796853000.0,24.78,,1.47,1.807,,,,,,,,,,,,,,,None,6824000,6824000,,,,,,None,4521000,,,,,-0.097,-0.0017,41793000,46314000,0.0917,2020-06-30,5.44,,739256000.0,116471000,34998000,7661000,,,None,6795000,41000,,None,,,,,27337000,27337000,-6754000,None,0.19,,74735000,41736000,,,,,None,,,,,1.24,0.959,,,,,,,,0.0382,,,2026-02-25,quarterly,0.09,USD,pre-market,11962000,,0.0475,0.0454,-0.019,2.236,6332000,,,,3.317,2.184,,-1.8539,,,,,,,123295000,,24.78,,5.81,1.77
2026-04-16,GDRX,0.09,796853000.0,24.78,,1.47,1.807,,,,,,,,,,,,,,,None,6019000,6019000,,,,,,None,4345000,,,,,-0.097,-0.0017,43750000,48095000,0.0917,2020-03-31,5.44,,739256000.0,127389000,35112000,7766000,,,None,8638000,75000,,None,,,,,27346000,27346000,-8563000,None,0.19,,83719000,43670000,,,,,None,,,,,1.24,0.959,,,,,,,,0.0382,,,2026-02-25,quarterly,0.09,USD,pre-market,10325000,,0.0475,0.0454,-0.019,2.236,5887000,,,,3.317,2.184,,-1.8539,,,,,,,133408000,,24.78,,5.81,1.77
2026-04-16,GDRX,0.09,796853000.0,24.78,,1.47,1.807,,,,,,,,,,,,,,,None,4596000,4596000,,,,,,None,4218000,,,,,-0.097,-0.0017,28055000,32273000,0.0917,2019-12-31,5.44,,739256000.0,108660000,17938000,2711000,,,None,10117000,135000,,None,,,,,15227000,15227000,-9982000,None,0.19,,72893000,35767000,,,,,None,,,,,1.24,0.959,,,,,,,,0.0382,,,2026-02-25,quarterly,0.09,USD,pre-market,9820000,,0.0475,0.0454,-0.019,2.236,4527000,,,,3.317,2.184,,-1.8539,,,,,,,113256000,,24.78,,5.81,1.77
2026-04-16,GDRX,0.09,796853000.0,24.78,,1.47,1.807,,,,,,,,,,,,,,,None,3396000,3396000,,,,,,None,3609000,,,,,-0.097,-0.0017,37844000,41453000,0.0917,2019-09-30,5.44,,739256000.0,98349000,25346000,5727000,,,None,12773000,271000,,None,,,,,19619000,19619000,-12502000,None,0.19,,60505000,37844000,,,,,None,,,,,1.24,0.959,,,,,,,,0.0382,,,2026-02-25,quarterly,0.09,USD,pre-market,7844000,,0.0475,0.0454,-0.019,2.236,4102000,,,,3.317,2.184,,-1.8539,,,,,,,101745000,,24.78,,5.81,1.77
