date,symbol,eps,revenue_ttm,accumulateddepreciationamortizationppe,beta,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,peg_ratio,price_to_book,price_to_sales_ttm,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,stockbasedcompensation,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,treasurystock,week_52_high,week_52_low
2019-09-30,EDIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,-0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-11-12,,-0.66,,pre-market,,,,,,,,,,,,,,8.3333,,,,,,,,,,,
2019-12-31,EDIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.64,,,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-02-26,,-0.74,,post-market,,,,,,,,,,,,,,-640.0,,,,,,,,,,,
2020-03-31,EDIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,-0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-05-07,,-0.69,,pre-market,,,,,,,,,,,,,,12.6582,,,,,,,,,,,
2020-06-30,EDIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,-0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-08-06,,-0.43,,post-market,,,,,,,,,,,,,,46.9136,,,,,,,,,,,
2020-09-30,EDIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,,,-0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-11-05,,0.12,,post-market,,,,,,,,,,,,,,118.75,,,,,,,,,,,
2020-12-31,EDIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.26,,,-0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-02-25,,-1.0,,pre-market,,,,,,,,,,,,,,-35.1351,,,,,,,,,,,
2021-03-31,EDIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.13,,,-0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-05-05,,-0.86,,pre-market,,,,,,,,,,,,,,-17.8082,,,,,,,,,,,
2021-06-30,EDIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,-0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-04,,-0.81,,pre-market,,,,,,,,,,,,,,2.4096,,,,,,,,,,,
2021-09-30,EDIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,-0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-11-08,,-0.57,,pre-market,,,,,,,,,,,,,,30.4878,,,,,,,,,,,
2021-12-31,EDIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,,-0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-24,,-0.61,,pre-market,,,,,,,,,,,,,,15.2778,,,,,,,,,,,
2022-03-31,EDIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-05-04,,-0.74,,pre-market,,,,,,,,,,,,,,7.5,,,,,,,,,,,
2022-06-30,EDIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,-0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-08-03,,-0.78,,pre-market,,,,,,,,,,,,,,4.878,,,,,,,,,,,
2022-09-30,EDIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,-0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-11-02,,-0.81,,pre-market,,,,,,,,,,,,,,5.814,,,,,,,,,,,
2022-12-31,EDIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08,,,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-22,,-0.88,,pre-market,,,,,,,,,,,,,,-10.0,,,,,,,,,,,
2023-03-31,EDIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,-0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-05,,-0.71,,pre-market,,,,,,,,,,,,,,8.9744,,,,,,,,,,,
2023-06-30,EDIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,-0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-02,,-0.56,,pre-market,,,,,,,,,,,,,,26.3158,,,,,,,,,,,
2023-09-30,EDIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,-0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-03,,-0.55,,pre-market,,,,,,,,,,,,,,3.5088,,,,,,,,,,,
2023-12-31,EDIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,,,-0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-28,,-0.23,,pre-market,,,,,,,,,,,,,,57.4074,,,,,,,,,,,
2024-03-31,EDIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,,,-0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-05-08,,-0.76,,pre-market,,,,,,,,,,,,,,-15.1515,,,,,,,,,,,
2024-06-30,EDIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.12,,,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-08-07,,-0.82,,pre-market,,,,,,,,,,,,,,-17.1429,,,,,,,,,,,
2024-09-30,EDIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-01,,-0.75,,pre-market,,,,,,,,,,,,,,0.0,,,,,,,,,,,
2024-12-31,EDIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2214,,,-0.3286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-26,,-0.55,,pre-market,,,,,,,,,,,,,,-67.3767,,,,,,,,,,,
2025-03-31,EDIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.26,,,-0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-06,,-0.92,,pre-market,,,,,,,,,,,,,,-39.3939,,,,,,,,,,,
2025-06-30,EDIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.23,,,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-12,,-0.63,,pre-market,,,,,,,,,,,,,,-57.5,,,,,,,,,,,
2025-09-30,EDIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-11-10,,-0.28,,pre-market,,,,,,,,,,,,,,6.6667,,,,,,,,,,,
2025-12-31,EDIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1702,,,-0.2302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-19,,-0.06,,pre-market,,,,,,,,,,,,,,73.9357,,,,,,,,,,,
2026-04-16,EDIT,-1.8,40520000.0,,2.042,0.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.1702,,,-0.2302,,,-49433000.0,,,,,,,,,,,,,,,,,,,-0.567,,,,,,,,,,,,,0.0,12.16,8.19,,,,,,,,0.0,,,2026-02-19,,-0.06,,pre-market,,,-0.235,-1.981,-0.192,0.457,,,,,2.614,2.259,,73.9357,,,,,,,,,,4.537,1.23
2026-04-16,EDIT,-1.8,40520000.0,,2.042,0.279,,,,,,,,,,,,,,,None,805000,805000,,,,,,None,805000,,,,,0.0,0.1702,-6084000,-5279000,-0.2302,2025-12-31,,-49433000.0,24741000,-5620000,None,,,None,-6635000,1676000,,None,,,,,-5620000,-5620000,2140000,None,-0.567,,38757000,-14016000,,,,,None,,,,,0.0,12.16,8.19,,,,,,,,0.0,,,2026-02-19,quarterly,-0.06,USD,pre-market,27404000,,-0.235,-1.981,-0.192,0.457,11353000,,,,2.614,2.259,,73.9357,,,,,,,24741000,,,4.537,1.23
2026-04-16,EDIT,-1.8,40520000.0,,2.042,0.279,,,,,,,,,,,,,,,None,None,None,,,,,,None,721000,,,,,0.0,0.1702,-22718000,-21997000,-0.2302,2025-09-30,,-49433000.0,7543000,-25117000,None,,,None,2399000,1831000,,None,,,,,-25117000,-25117000,-568000,None,-0.567,,32091000,-24548000,,,,,None,,,,,0.0,12.16,8.19,,,,,,,,0.0,,,2026-02-19,quarterly,-0.06,USD,pre-market,19775000,,-0.235,-1.981,-0.192,0.457,12316000,,,,2.614,2.259,,73.9357,,,,,,,7543000,,,4.537,1.23
2026-04-16,EDIT,-1.8,40520000.0,,2.042,0.279,,,,,,,,,,,,,,,None,None,None,,,,,,None,1834000,,,,,0.0,0.1702,-51215000,-49381000,-0.2302,2025-06-30,,-49433000.0,3578000,-53235000,None,,,None,2020000,2087000,,None,,,,,-53235000,-53235000,67000,None,-0.567,,55122000,-51544000,,,,,None,,,,,0.0,12.16,8.19,,,,,,,,0.0,,,2026-02-19,quarterly,-0.06,USD,pre-market,16181000,,-0.235,-1.981,-0.192,0.457,12859000,,,,2.614,2.259,,73.9357,,,,,,,3578000,,,4.537,1.23
2026-04-16,EDIT,-1.8,40520000.0,,2.042,0.279,,,,,,,,,,,,,,,None,907000,907000,,,,,,None,1917000,,,,,0.0,0.1702,-73872000,-71955000,-0.2302,2025-03-31,,-49433000.0,4658000,-76088000,None,,,None,2216000,2716000,,None,,,,,-76088000,-76088000,500000,None,-0.567,,80821000,-76163000,,,,,None,,,,,0.0,12.16,8.19,,,,,,,,0.0,,,2026-02-19,quarterly,-0.06,USD,pre-market,26593000,,-0.235,-1.981,-0.192,0.457,13375000,,,,2.614,2.259,,73.9357,,,,,,,4658000,,,4.537,1.23
2026-04-16,EDIT,-1.8,40520000.0,,2.042,0.279,,,,,,,,,,,,,,,None,1381000,1381000,,,,,,None,1381000,,,,,0.0,0.1702,-34361000,-32980000,-0.2302,2024-12-31,,-49433000.0,30604000,-45395000,None,,,None,None,1201000,,None,,,,,-45395000,-45395000,1201000,None,-0.567,,77197000,-46593000,,,,,None,,,,,0.0,12.16,8.19,,,,,,,,0.0,,,2026-02-19,quarterly,-0.06,USD,pre-market,48611000,,-0.235,-1.981,-0.192,0.457,16354000,,,,2.614,2.259,,73.9357,,,,,,,30604000,,,4.537,1.23
2026-04-16,EDIT,-1.8,40520000.0,,2.042,0.279,,,,,,,,,,,,,,,None,1599000,1599000,,,,,,None,1599000,,,,,0.0,0.1702,-62141000,-60542000,-0.2302,2024-09-30,,-49433000.0,-1538000,-62141000,1926000,,,None,0,3530000,,None,,,,,-62141000,-62141000,3530000,None,-0.567,,64128000,-65666000,,,,,None,,,,,0.0,12.16,8.19,,,,,,,,0.0,,,2026-02-19,quarterly,-0.06,USD,pre-market,47639000,,-0.235,-1.981,-0.192,0.457,18088000,,,,2.614,2.259,,73.9357,,,,,,,61000,,,4.537,1.23
2026-04-16,EDIT,-1.8,40520000.0,,2.042,0.279,,,,,,,,,,,,,,,None,1420000,1420000,,,,,,None,1420000,,,,,0.0,0.1702,-71903000,-70483000,-0.2302,2024-06-30,,-49433000.0,-907000,-67607000,None,,,None,0,4297000,,None,,,,,-67607000,-67607000,4297000,None,-0.567,,70996000,-71903000,,,,,None,,,,,0.0,12.16,8.19,,,,,,,,0.0,,,2026-02-19,quarterly,-0.06,USD,pre-market,52790000,,-0.235,-1.981,-0.192,0.457,18206000,,,,2.614,2.259,,73.9357,,,,,,,513000,,,4.537,1.23
2026-04-16,EDIT,-1.8,40520000.0,,2.042,0.279,,,,,,,,,,,,,,,None,1409000,1409000,,,,,,None,1409000,,,,,0.0,0.1702,-66991000,-65582000,-0.2302,2024-03-31,,-49433000.0,-274000,-61950000,1,,,None,0,5035000,,None,,,,,-61950000,-61950000,5035000,None,-0.567,,66717000,-66991000,,,,,None,,,,,0.0,12.16,8.19,,,,,,,,0.0,,,2026-02-19,quarterly,-0.06,USD,pre-market,47378000,,-0.235,-1.981,-0.192,0.457,19339000,,,,2.614,2.259,,73.9357,,,,,,,1135000,,,4.537,1.23
2026-04-16,EDIT,-1.8,40520000.0,,2.042,0.279,,,,,,,,,,,,,,,None,1466000,1466000,,,,,,None,1466000,,,,,0.0,0.1702,-23962000,-22496000,-0.2302,2023-12-31,,-49433000.0,58583000,-18874000,10334000,,,None,3469000,5102000,,None,,,,,-18874000,-18874000,5102000,None,-0.567,,82545000,-23962000,,,,,None,,,,,0.0,12.16,8.19,,,,,,,,0.0,,,2026-02-19,quarterly,-0.06,USD,pre-market,68090000,,-0.235,-1.981,-0.192,0.457,14455000,,,,2.614,2.259,,73.9357,,,,,,,60049000,,,4.537,1.23
2026-04-16,EDIT,-1.8,40520000.0,,2.042,0.279,,,,,,,,,,,,,,,None,1514000,1514000,,,,,,None,1514000,,,,,0.0,0.1702,-50163000,-48649000,-0.2302,2023-09-30,,-49433000.0,3822000,-45019000,-1514000,,,None,None,5144000,,None,,,,,-45019000,-45019000,5144000,None,-0.567,,53985000,-50163000,,,,,None,,,,,0.0,12.16,8.19,,,,,,,,0.0,,,2026-02-19,quarterly,-0.06,USD,pre-market,5336000,,-0.235,-1.981,-0.192,0.457,14987000,,,,2.614,2.259,,73.9357,,,,,,,5336000,,,4.537,1.23
2026-04-16,EDIT,-1.8,40520000.0,,2.042,0.279,,,,,,,,,,,,,,,None,29779000,29779000,,,,,,None,1540000,,,,,0.0,0.1702,-44094000,-42554000,-0.2302,2023-06-30,,-49433000.0,-26892000,-40290000,-5351000,,,None,None,3811000,,None,,,,,-40290000,-40290000,3811000,None,-0.567,,17202000,-44094000,,,,,3804000,,,,,0.0,12.16,8.19,,,,,,,,0.0,,,2026-02-19,quarterly,-0.06,USD,pre-market,29779000,,-0.235,-1.981,-0.192,0.457,17202000,,,,2.614,2.259,,73.9357,,,,,,,2887000,,,4.537,1.23
2026-04-16,EDIT,-1.8,40520000.0,,2.042,0.279,,,,,,,,,,,,,,,None,37804000,37804000,,,,,,None,1544000,,,,,0.0,0.1702,-50961000,-49417000,-0.2302,2023-03-31,,-49433000.0,-27953000,-49036000,-3469000,,,None,3469000,3509000,,None,,,,,-49036000,-49036000,3509000,None,-0.567,,23008000,-50961000,,,,,1925000,,,,,0.0,12.16,8.19,,,,,,,,0.0,,,2026-02-19,quarterly,-0.06,USD,pre-market,37804000,,-0.235,-1.981,-0.192,0.457,23008000,,,,2.614,2.259,,73.9357,,,,,,,9851000,,,4.537,1.23
2026-04-16,EDIT,-1.8,40520000.0,,2.042,0.279,,,,,,,,,,,,,,,None,51998000,51998000,,,,,,None,1577000,,,,,0.0,0.1702,-63446000,-61869000,-0.2302,2022-12-31,,-49433000.0,-45462000,-60738000,-5704000,,,None,1419000,1419000,,None,,,,,-60738000,-60738000,1419000,None,-0.567,,17984000,-63446000,,,,,2708000,,,,,0.0,12.16,8.19,,,,,,,,0.0,,,2026-02-19,quarterly,-0.06,USD,pre-market,51998000,,-0.235,-1.981,-0.192,0.457,17984000,,,,2.614,2.259,,73.9357,,,,,,,6536000,,,4.537,1.23
2026-04-16,EDIT,-1.8,40520000.0,,2.042,0.279,,,,,,,,,,,,,,,None,41326000,41326000,,,,,,None,1604000,,,,,0.0,0.1702,-57520000,-55916000,-0.2302,2022-09-30,,-49433000.0,-41284000,-55726000,-1794000,,,None,1794000,1793000,,None,,,,,-55726000,-55726000,1793000,None,-0.567,,16236000,-57520000,,,,,1794000,,,,,0.0,12.16,8.19,,,,,,,,0.0,,,2026-02-19,quarterly,-0.06,USD,pre-market,41326000,,-0.235,-1.981,-0.192,0.457,16236000,,,,2.614,2.259,,73.9357,,,,,,,42000,,,4.537,1.23
2026-04-16,EDIT,-1.8,40520000.0,,2.042,0.279,,,,,,,,,,,,,,,None,43659000,43659000,,,,,,None,1598000,,,,,0.0,0.1702,-54234000,-52636000,-0.2302,2022-06-30,,-49433000.0,-37297000,-53453000,-781000,,,None,781000,546000,,None,,,,,-53453000,-53453000,546000,None,-0.567,,16937000,-54234000,,,,,781000,,,,,0.0,12.16,8.19,,,,,,,,0.0,,,2026-02-19,quarterly,-0.06,USD,pre-market,43659000,,-0.235,-1.981,-0.192,0.457,16937000,,,,2.614,2.259,,73.9357,,,,,,,6362000,,,4.537,1.23
2026-04-16,EDIT,-1.8,40520000.0,,2.042,0.279,,,,,,,,,,,,,,,None,37976000,37976000,,,,,,None,1558000,,,,,0.0,0.1702,-50750000,-49192000,-0.2302,2022-03-31,,-49433000.0,-31205000,-50515000,-235000,,,None,235000,469000,,None,,,,,-50515000,-50515000,469000,None,-0.567,,19545000,-50750000,,,,,235000,,,,,0.0,12.16,8.19,,,,,,,,0.0,,,2026-02-19,quarterly,-0.06,USD,pre-market,37976000,,-0.235,-1.981,-0.192,0.457,19545000,,,,2.614,2.259,,73.9357,,,,,,,6771000,,,4.537,1.23
2026-04-16,EDIT,-1.8,40520000.0,,2.042,0.279,,,,,,,,,,,,,,,None,37553000,37553000,,,,,,None,1511000,,,,,0.0,0.1702,-41610000,-40099000,-0.2302,2021-12-31,,-49433000.0,-25084000,-41436000,-2009000,,,None,1910000,1910000,,None,,,,,-41436000,-41436000,1910000,None,-0.567,,16526000,-41610000,,,,,173000,,,,,0.0,12.16,8.19,,,,,,,,0.0,,,2026-02-19,quarterly,-0.06,USD,pre-market,37553000,,-0.235,-1.981,-0.192,0.457,16526000,,,,2.614,2.259,,73.9357,,,,,,,12469000,,,4.537,1.23
