date,symbol,eps,revenue_ttm,pe_ratio,accumulateddepreciationamortizationppe,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,forward_pe,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,price_to_book,price_to_sales_ttm,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,stockbasedcompensation,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,trailing_pe,treasurystock,week_52_high,week_52_low
2026-04-16,ASIC,1.58,424339000.0,12.98,,12.78,,,,,,,,,,,,,,,None,None,None,,,,,,None,None,,,,,-0.09,0.124,None,None,0.386,2024-09-30,9.94,,98883000.0,None,18519000,None,,,None,480000,None,,None,,,,,12863000,15173000,-480000,None,0.269,,71732000,None,,,,,None,,,,,1.605,2.323,,,,,,,,0.174,,,2026-02-20,quarterly,0.51,USD,pre-market,None,,0.047,0.15,0.179,9.5,None,,,,19.8,19.91,,32.1244,,,,,,,90251000,,12.98,,25.3,16.35
2026-04-16,ASIC,1.58,424339000.0,12.98,,12.78,,,,,,,,,,,,,,,None,60823000,60823000,,,,,,None,None,,,,,-0.09,0.124,None,5867000,0.386,2024-06-30,9.94,,98883000.0,14909000,5323000,1207000,,,None,544000,None,,None,,,,,4944000,4116000,-544000,None,0.269,,9586000,5323000,,,,,None,,,,,1.605,2.323,,,,,,,,0.174,,,2026-02-20,quarterly,0.51,USD,pre-market,None,,0.047,0.15,0.179,9.5,None,,,,19.8,19.91,,32.1244,,,,,,,75732000,,12.98,,25.3,16.35
2026-04-16,ASIC,1.58,424339000.0,12.98,,12.78,,,,,,,,,,,,,,,None,56008000,56008000,,,,,,None,None,,,,,-0.09,0.124,None,11578000,0.386,2024-03-31,9.94,,98883000.0,20060000,11028000,2070000,,,None,550000,None,,None,,,,,7756000,8958000,-550000,None,0.269,,9032000,11028000,,,,,None,,,,,1.605,2.323,,,,,,,,0.174,,,2026-02-20,quarterly,0.51,USD,pre-market,None,,0.047,0.15,0.179,9.5,None,,,,19.8,19.91,,32.1244,,,,,,,76068000,,12.98,,25.3,16.35
2026-04-16,ASIC,1.58,424339000.0,12.98,,12.78,,,,,,,,,,,,,,,None,212147000,212147000,,,,,,None,None,,,,,-0.09,0.124,None,97272000,0.386,2025-12-31,9.94,,98883000.0,212192000,95914000,19785000,,,None,1358000,None,,None,,,,,74002000,76129000,-1358000,None,0.269,,116278000,95914000,,,,,None,,,,,1.605,2.323,,,,,,,,0.174,,,2026-02-20,annual,0.51,USD,pre-market,None,,0.047,0.15,0.179,9.5,None,,,,19.8,19.91,,32.1244,,,,,,,424339000,,12.98,,25.3,16.35
2026-04-16,ASIC,1.58,424339000.0,12.98,,12.78,,,,,,,,,,,,,,,None,235926000,235926000,,,,,,None,699000,,,,,-0.09,0.124,68306000,69005000,0.386,2024-12-31,9.94,,98883000.0,107908000,66264000,12316000,,,None,2042000,None,,None,,,,,47090000,53948000,-2042000,None,0.269,,41644000,66264000,,,,,None,,,,,1.605,2.323,,,,,,,,0.174,,,2026-02-20,annual,0.51,USD,pre-market,None,,0.047,0.15,0.179,9.5,None,,,,19.8,19.91,,32.1244,,,,,,,343834000,,12.98,,25.3,16.35
2026-04-16,ASIC,1.58,424339000.0,12.98,,12.78,,,,,,,,,,,,,,,None,200308000,200308000,,,,,,None,227000,,,,,-0.09,0.124,14858000,15085000,0.386,2023-12-31,9.94,,98883000.0,41008000,12621000,2518000,,,None,2237000,None,,None,,,,,10048000,10103000,-2237000,None,0.269,,28387000,12621000,,,,,None,,,,,1.605,2.323,,,,,,,,0.174,,,2026-02-20,annual,0.51,USD,pre-market,None,,0.047,0.15,0.179,9.5,None,,,,19.8,19.91,,32.1244,,,,,,,241316000,,12.98,,25.3,16.35
2026-04-16,ASIC,1.58,424339000.0,12.98,None,12.78,,None,29721000,29721000,,,,,,,,,48000,49758522,None,200308000,200308000,62748000,None,None,75244000,None,None,227000,,,,,-0.09,0.124,14858000,15085000,0.386,2025-12-31,9.94,None,98883000.0,41008000,12621000,2518000,30204000,30204000,None,2237000,None,None,None,None,None,None,968528000,10048000,10103000,-2237000,None,0.269,,28387000,12621000,-558428000,-270295000,None,None,None,,,,,1.605,2.323,,,,,,,,0.174,,None,2026-02-20,quarterly,0.51,USD,pre-market,None,108571000,0.047,0.15,0.179,9.5,None,1352000,None,558428000,19.8,19.91,,32.1244,1259216000,104965000,8414000,644357000,1154251000,644357000,241316000,614309000,12.98,None,25.3,16.35
2026-04-16,ASIC,1.58,424339000.0,12.98,None,12.78,,None,34319000,34319000,,,,,,,,,48000,45046434,None,200308000,200308000,75698000,None,None,77943000,None,None,227000,,,,,-0.09,0.124,14858000,15085000,0.386,2025-09-30,9.94,None,98883000.0,41008000,12621000,2518000,30066000,30066000,None,2237000,None,None,None,None,None,None,923478000,10048000,10103000,-2237000,None,0.269,,28387000,12621000,-514899000,-57843000,None,None,None,,,,,1.605,2.323,,,,,,,,0.174,,None,2026-02-20,quarterly,0.51,USD,pre-market,None,83316000,0.047,0.15,0.179,9.5,None,4552000,None,514899000,19.8,19.91,,32.1244,1210730000,112262000,17855000,620734000,1098468000,620734000,241316000,588560000,12.98,None,25.3,16.35
2026-04-16,ASIC,1.58,424339000.0,12.98,None,12.78,,None,23529000,23529000,,,,,,,,,48000,42246997,None,200308000,200308000,69191000,None,None,247367000,None,None,227000,,,,,-0.09,0.124,14858000,15085000,0.386,2025-06-30,9.94,None,98883000.0,41008000,12621000,2518000,27583000,27583000,None,2237000,None,None,None,None,None,None,847485000,10048000,10103000,-2237000,None,0.269,,28387000,12621000,-543146000,-86440000,None,None,None,,,,,1.605,2.323,,,,,,,,0.174,,None,2026-02-20,quarterly,0.51,USD,pre-market,None,60652000,0.047,0.15,0.179,9.5,None,2432000,None,272250000,19.8,19.91,,32.1244,1363152000,None,17249000,802979000,1363152000,785730000,241316000,559689000,12.98,None,25.3,16.35
2026-04-16,ASIC,1.58,424339000.0,12.98,None,12.78,,None,38924000,38924000,,,,,,,,,380904000,48460507,None,200308000,200308000,56073000,None,None,165989000,None,None,227000,,,,,-0.09,0.124,14858000,15085000,0.386,2025-03-31,9.94,None,98883000.0,41008000,12621000,2518000,24684000,24684000,None,2237000,None,None,None,None,None,None,686889000,10048000,10103000,-2237000,None,0.269,,28387000,12621000,-715483000,-76844000,None,None,None,,,,,1.605,2.323,,,,,,,,0.174,,None,2026-02-20,quarterly,0.51,USD,pre-market,None,43030000,0.047,0.15,0.179,9.5,None,2025000,None,510570000,19.8,19.91,,32.1244,1148042000,None,None,720736000,1148042000,720736000,241316000,426817000,12.98,None,25.3,16.35
2026-04-16,ASIC,1.58,424339000.0,12.98,None,12.78,,None,26573000,26573000,,,,,,,,,None,47066674,None,200308000,200308000,74410000,None,None,187116000,None,None,227000,,,,,-0.09,0.124,14858000,15085000,0.386,2024-12-31,9.94,None,98883000.0,41008000,12621000,2518000,None,None,None,2237000,None,None,None,None,None,None,761606000,10048000,10103000,-2237000,None,0.269,,28387000,12621000,None,None,None,None,None,,,,,1.605,2.323,,,,,,,,0.174,,None,2026-02-20,quarterly,0.51,USD,pre-market,None,34569000,0.047,0.15,0.179,9.5,None,None,None,491364000,19.8,19.91,,32.1244,1123438000,None,None,724631000,None,None,241316000,398307000,12.98,None,25.3,16.35
2026-04-16,ASIC,1.58,424339000.0,12.98,None,12.78,,None,None,None,,,,,,,,,None,48460507,None,200308000,200308000,None,None,None,None,None,None,227000,,,,,-0.09,0.124,14858000,15085000,0.386,2024-06-30,9.94,None,98883000.0,41008000,12621000,2518000,None,None,None,2237000,None,None,None,None,None,None,None,10048000,10103000,-2237000,None,0.269,,28387000,12621000,None,None,None,None,None,,,,,1.605,2.323,,,,,,,,0.174,,None,2026-02-20,quarterly,0.51,None,pre-market,None,None,0.047,0.15,0.179,9.5,None,None,None,None,19.8,19.91,,32.1244,None,None,None,None,None,None,241316000,None,12.98,None,25.3,16.35
2026-04-16,ASIC,1.58,424339000.0,12.98,None,12.78,,None,None,None,,,,,,,,,None,48460507,None,200308000,200308000,None,None,None,None,None,None,227000,,,,,-0.09,0.124,14858000,15085000,0.386,2024-03-31,9.94,None,98883000.0,41008000,12621000,2518000,None,None,None,2237000,None,None,None,None,None,None,None,10048000,10103000,-2237000,None,0.269,,28387000,12621000,None,None,None,None,None,,,,,1.605,2.323,,,,,,,,0.174,,None,2026-02-20,quarterly,0.51,None,pre-market,None,None,0.047,0.15,0.179,9.5,None,None,None,None,19.8,19.91,,32.1244,None,None,None,-322197000,None,-322197000,241316000,322197000,12.98,None,25.3,16.35
2026-04-16,ASIC,1.58,424339000.0,12.98,None,12.78,,None,29721000,29721000,,,,,,,,,48000,46233822,None,200308000,200308000,62748000,None,None,75244000,None,None,227000,,,,,-0.09,0.124,14858000,15085000,0.386,2025-12-31,9.94,None,98883000.0,41008000,12621000,2518000,30204000,30204000,None,2237000,None,None,None,None,None,None,968528000,10048000,10103000,-2237000,None,0.269,,28387000,12621000,-558428000,-269857000,None,None,None,,,,,1.605,2.323,,,,,,,,0.174,,None,2026-02-20,annual,0.51,USD,pre-market,None,108571000,0.047,0.15,0.179,9.5,None,1352000,None,558428000,19.8,19.91,,32.1244,1259216000,104965000,438000,644357000,1154251000,644357000,241316000,614309000,12.98,None,25.3,16.35
2026-04-16,ASIC,1.58,424339000.0,12.98,None,12.78,,None,26573000,26573000,,,,,,,,,360741000,48461000,None,200308000,200308000,74410000,None,None,67001000,None,None,227000,,,,,-0.09,0.124,14858000,15085000,0.386,2024-12-31,9.94,None,98883000.0,41008000,12621000,2518000,21552000,21552000,None,2237000,None,None,None,None,None,None,761886000,10048000,10103000,-2237000,None,0.269,,28387000,12621000,-584938000,-100898000,None,None,None,,,,,1.605,2.323,,,,,,,,0.174,,None,2026-02-20,annual,0.51,USD,pre-market,None,34569000,0.047,0.15,0.179,9.5,None,1991000,None,491364000,19.8,19.91,,32.1244,1123438000,None,None,724631000,1123438000,724631000,241316000,398307000,12.98,None,25.3,16.35
2026-04-16,ASIC,1.58,424339000.0,12.98,None,12.78,,None,264646000,264646000,,,,,,,,,338634000,48461000,None,200308000,200308000,33568000,None,None,62604000,None,None,227000,,,,,-0.09,0.124,14858000,15085000,0.386,2023-12-31,9.94,None,98883000.0,41008000,12621000,2518000,23245000,23245000,None,2237000,None,None,None,None,None,None,352939000,10048000,10103000,-2237000,None,0.269,,28387000,12621000,-425450000,-42420000,None,None,None,,,,,1.605,2.323,,,,,,,,0.174,,None,2026-02-20,annual,0.51,USD,pre-market,None,-12521000,0.047,0.15,0.179,9.5,None,None,None,98200000,19.8,19.91,,32.1244,882042000,None,None,559845000,882042000,559845000,241316000,321697000,12.98,None,25.3,16.35
2026-04-16,ASIC,1.58,424339000.0,12.98,None,12.78,6466000,None,264646000,264646000,-1301000,-58624000,None,None,None,None,None,None,338634000,48461000,None,200308000,200308000,33568000,None,None,62604000,None,None,227000,None,1000,1000,None,-0.09,0.124,14858000,15085000,0.386,2025-12-31,9.94,None,98883000.0,41008000,12621000,2518000,23245000,23245000,None,2237000,None,None,None,None,None,None,352939000,25256000,10103000,-2237000,None,0.269,55327000,28387000,12621000,-425450000,-42420000,None,None,None,None,None,None,None,1.605,2.323,None,None,None,None,None,6857000,None,0.174,None,None,2026-02-20,quarterly,0.51,USD,pre-market,None,-12521000,0.047,0.15,0.179,9.5,None,None,None,98200000,19.8,19.91,None,32.1244,882042000,None,None,559845000,882042000,559845000,241316000,321697000,12.98,None,25.3,16.35
2026-04-16,ASIC,1.58,424339000.0,12.98,None,12.78,978000,None,264646000,264646000,-637000,-29640000,None,None,None,None,None,None,338634000,48461000,None,200308000,200308000,33568000,None,None,62604000,None,None,227000,None,6857000,6857000,None,-0.09,0.124,14858000,15085000,0.386,2025-09-30,9.94,None,98883000.0,41008000,12621000,2518000,23245000,23245000,None,2237000,None,None,None,None,None,None,352939000,22664000,10103000,-2237000,None,0.269,41067000,28387000,12621000,-425450000,-42420000,None,None,None,None,None,None,None,1.605,2.323,None,None,None,None,None,0,None,0.174,None,None,2026-02-20,quarterly,0.51,USD,pre-market,None,-12521000,0.047,0.15,0.179,9.5,None,None,None,98200000,19.8,19.91,None,32.1244,882042000,None,None,559845000,882042000,559845000,241316000,321697000,12.98,None,25.3,16.35
2026-04-16,ASIC,1.58,424339000.0,12.98,None,12.78,0,None,264646000,264646000,118904000,-164140000,None,None,None,None,None,None,338634000,48461000,None,200308000,200308000,33568000,None,None,62604000,None,None,227000,None,0,0,None,-0.09,0.124,14858000,15085000,0.386,2025-06-30,9.94,None,98883000.0,41008000,12621000,2518000,23245000,23245000,None,2237000,None,None,None,None,None,None,352939000,17622000,10103000,-2237000,None,0.269,29841000,28387000,12621000,-425450000,-42420000,None,None,None,None,None,None,None,1.605,2.323,None,None,None,None,None,-2741000,None,0.174,None,None,2026-02-20,quarterly,0.51,USD,pre-market,None,-12521000,0.047,0.15,0.179,9.5,None,None,None,98200000,19.8,19.91,None,32.1244,882042000,None,None,559845000,882042000,559845000,241316000,321697000,12.98,None,25.3,16.35
2026-04-16,ASIC,1.58,424339000.0,12.98,None,12.78,0,None,264646000,264646000,13143000,-21747000,None,None,None,None,None,None,338634000,48461000,None,200308000,200308000,33568000,None,None,62604000,None,None,227000,None,6857000,6857000,None,-0.09,0.124,14858000,15085000,0.386,2025-03-31,9.94,None,98883000.0,41008000,12621000,2518000,23245000,23245000,None,2237000,None,None,None,None,None,None,352939000,8450000,10103000,-2237000,None,0.269,20955000,28387000,12621000,-425450000,-42420000,None,None,None,None,None,None,None,1.605,2.323,None,None,None,None,None,None,None,0.174,None,None,2026-02-20,quarterly,0.51,USD,pre-market,None,-12521000,0.047,0.15,0.179,9.5,None,None,None,98200000,19.8,19.91,None,32.1244,882042000,None,None,559845000,882042000,559845000,241316000,321697000,12.98,None,25.3,16.35
2026-04-16,ASIC,1.58,424339000.0,12.98,None,12.78,0,None,264646000,264646000,0,None,None,None,None,None,None,None,338634000,48461000,None,200308000,200308000,33568000,None,None,62604000,None,None,227000,None,0,0,None,-0.09,0.124,14858000,15085000,0.386,2024-12-31,9.94,None,98883000.0,41008000,12621000,2518000,23245000,23245000,None,2237000,None,None,None,None,None,None,352939000,22664000,10103000,-2237000,None,0.269,34685000,28387000,12621000,-425450000,-42420000,None,None,None,None,None,None,None,1.605,2.323,None,None,None,None,None,None,None,0.174,None,None,2026-02-20,quarterly,0.51,USD,pre-market,None,-12521000,0.047,0.15,0.179,9.5,None,None,None,98200000,19.8,19.91,None,32.1244,882042000,None,None,559845000,882042000,559845000,241316000,321697000,12.98,None,25.3,16.35
2026-04-16,ASIC,1.58,424339000.0,12.98,None,12.78,0,None,264646000,264646000,118904000,-164140000,None,None,None,None,None,None,338634000,48461000,None,200308000,200308000,33568000,None,None,62604000,None,None,227000,None,0,0,None,-0.09,0.124,14858000,15085000,0.386,2024-09-30,9.94,None,98883000.0,41008000,12621000,2518000,23245000,23245000,None,2237000,None,None,None,None,None,None,352939000,17622000,10103000,-2237000,None,0.269,29841000,28387000,12621000,-425450000,-42420000,None,None,None,None,None,None,None,1.605,2.323,None,None,None,None,None,-2741000,None,0.174,None,None,2026-02-20,quarterly,0.51,USD,pre-market,None,-12521000,0.047,0.15,0.179,9.5,None,None,None,98200000,19.8,19.91,None,32.1244,882042000,None,None,559845000,882042000,559845000,241316000,321697000,12.98,None,25.3,16.35
2026-04-16,ASIC,1.58,424339000.0,12.98,None,12.78,0,None,264646000,264646000,13143000,-21747000,None,None,None,None,None,None,338634000,48461000,None,200308000,200308000,33568000,None,None,62604000,None,None,227000,None,6857000,6857000,None,-0.09,0.124,14858000,15085000,0.386,2024-06-30,9.94,None,98883000.0,41008000,12621000,2518000,23245000,23245000,None,2237000,None,None,None,None,None,None,352939000,8450000,10103000,-2237000,None,0.269,20955000,28387000,12621000,-425450000,-42420000,None,None,None,None,None,None,None,1.605,2.323,None,None,None,None,None,None,None,0.174,None,None,2026-02-20,quarterly,0.51,USD,pre-market,None,-12521000,0.047,0.15,0.179,9.5,None,None,None,98200000,19.8,19.91,81000,32.1244,882042000,None,None,559845000,882042000,559845000,241316000,321697000,12.98,None,25.3,16.35
2026-04-16,ASIC,1.58,424339000.0,12.98,None,12.78,0,None,264646000,264646000,-414000,-149852000,None,None,None,None,None,None,338634000,48461000,None,200308000,200308000,33568000,None,None,62604000,None,None,227000,None,414000,414000,None,-0.09,0.124,14858000,15085000,0.386,2024-03-31,9.94,None,98883000.0,41008000,12621000,2518000,23245000,23245000,None,2237000,None,None,None,None,None,None,352939000,8958000,10103000,-2237000,None,0.269,34931000,28387000,12621000,-425450000,-42420000,None,None,None,None,None,None,None,1.605,2.323,None,None,None,None,None,-414000,None,0.174,None,None,2026-02-20,quarterly,0.51,USD,pre-market,None,-12521000,0.047,0.15,0.179,9.5,None,None,None,98200000,19.8,19.91,None,32.1244,882042000,None,None,559845000,882042000,559845000,241316000,321697000,12.98,None,25.3,16.35
2026-04-16,ASIC,1.58,424339000.0,12.98,None,12.78,0,None,264646000,264646000,None,-81978000,None,None,None,None,None,None,338634000,48461000,None,200308000,200308000,33568000,None,None,62604000,None,None,227000,None,None,None,None,-0.09,0.124,14858000,15085000,0.386,2023-09-30,9.94,None,98883000.0,41008000,12621000,2518000,23245000,23245000,None,2237000,None,None,None,None,None,None,352939000,4944000,10103000,-2237000,None,0.269,29794000,28387000,12621000,-425450000,-42420000,None,None,None,None,None,None,None,1.605,2.323,None,None,None,None,None,None,None,0.174,None,None,2026-02-20,quarterly,0.51,None,pre-market,None,-12521000,0.047,0.15,0.179,9.5,None,None,None,98200000,19.8,19.91,81000,32.1244,882042000,None,None,559845000,882042000,559845000,241316000,321697000,12.98,None,25.3,16.35
2026-04-16,ASIC,1.58,424339000.0,12.98,None,12.78,0,None,264646000,264646000,-414000,-149852000,None,None,None,None,None,None,338634000,48461000,None,200308000,200308000,33568000,None,None,62604000,None,None,227000,None,414000,414000,None,-0.09,0.124,14858000,15085000,0.386,2023-06-30,9.94,None,98883000.0,41008000,12621000,2518000,23245000,23245000,None,2237000,None,None,None,None,None,None,352939000,8958000,10103000,-2237000,None,0.269,34931000,28387000,12621000,-425450000,-42420000,None,None,None,None,None,None,None,1.605,2.323,None,None,None,None,None,-414000,None,0.174,None,None,2026-02-20,quarterly,0.51,None,pre-market,None,-12521000,0.047,0.15,0.179,9.5,None,None,None,98200000,19.8,19.91,None,32.1244,882042000,None,None,559845000,882042000,559845000,241316000,321697000,12.98,None,25.3,16.35
2026-04-16,ASIC,1.58,424339000.0,12.98,None,12.78,6466000,None,264646000,264646000,130109000,-274151000,None,None,None,None,None,None,338634000,48461000,None,200308000,200308000,33568000,None,None,62604000,None,None,227000,593000,6858000,6858000,None,-0.09,0.124,14858000,15085000,0.386,2025-12-31,9.94,None,98883000.0,41008000,12621000,2518000,23245000,23245000,None,2237000,None,None,None,None,None,None,352939000,76129000,10103000,-2237000,None,0.269,147190000,28387000,12621000,-425450000,-42420000,None,None,None,None,None,None,None,1.605,2.323,None,None,None,None,None,-2741000,None,0.174,None,None,2026-02-20,annual,0.51,USD,pre-market,None,-12521000,0.047,0.15,0.179,9.5,None,None,None,98200000,19.8,19.91,1020000,32.1244,882042000,None,None,559845000,882042000,559845000,241316000,321697000,12.98,None,25.3,16.35
