date,symbol,eps,revenue_ttm,accumulateddepreciationamortizationppe,beta,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,price_to_book,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,stockbasedcompensation,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,treasurystock,week_52_high,week_52_low
2022-03-31,IMVT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03,,,-0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-08,,-0.41,,pre-market,,,,,,,,,,,,,,-7.8947,,,,,,,,,,,
2022-06-30,IMVT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-08-05,,-0.35,,pre-market,,,,,,,,,,,,,,12.5,,,,,,,,,,,
2022-09-30,IMVT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02,,,-0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-11-04,,-0.41,,pre-market,,,,,,,,,,,,,,-5.1282,,,,,,,,,,,
2022-12-31,IMVT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,,,-0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-03,,-0.49,,pre-market,,,,,,,,,,,,,,-25.641,,,,,,,,,,,
2023-03-31,IMVT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03,,,-0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-22,,-0.46,,pre-market,,,,,,,,,,,,,,-6.9767,,,,,,,,,,,
2023-06-30,IMVT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.12,,,-0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-10,,-0.57,,pre-market,,,,,,,,,,,,,,-26.6667,,,,,,,,,,,
2023-09-30,IMVT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,-0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-09,,-0.45,,pre-market,,,,,,,,,,,,,,4.2553,,,,,,,,,,,
2023-12-31,IMVT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,-0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-12,,-0.36,,pre-market,,,,,,,,,,,,,,16.2791,,,,,,,,,,,
2024-03-31,IMVT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.09,,,-0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-05-29,,-0.52,,post-market,,,,,,,,,,,,,,-20.9302,,,,,,,,,,,
2024-06-30,IMVT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07,,,-0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-08-06,,-0.6,,post-market,,,,,,,,,,,,,,-13.2075,,,,,,,,,,,
2024-09-30,IMVT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.14,,,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-07,,-0.74,,pre-market,,,,,,,,,,,,,,-23.3333,,,,,,,,,,,
2024-12-31,IMVT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0077,,,-0.7523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-10,,-0.76,,pre-market,,,,,,,,,,,,,,-1.0235,,,,,,,,,,,
2025-03-31,IMVT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.072,,,-0.712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-29,,-0.64,,pre-market,,,,,,,,,,,,,,10.1124,,,,,,,,,,,
2025-06-30,IMVT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,,,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-11,,-0.71,,pre-market,,,,,,,,,,,,,,-1.4286,,,,,,,,,,,
2025-09-30,IMVT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02,,,-0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-11-10,,-0.73,,pre-market,,,,,,,,,,,,,,-2.8169,,,,,,,,,,,
2025-12-31,IMVT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1896,,,-0.7269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-18,,-0.5373,,pre-market,,,,,,,,,,,,,,26.0834,,,,,,,,,,,
2026-04-16,IMVT,-2.67,0.0,,0.673,4.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.1896,,,-0.7269,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5.48,,,,,,,,0.0,,,2026-02-18,,-0.5373,,pre-market,,,-0.413,-0.694,0.0,0.0,,,,,21.5,25.62,,26.0834,,,,,,,,,,29.25,13.36
2026-04-16,IMVT,-2.67,0.0,,0.673,4.85,,,,,,,,,,,,,,,None,101000,101000,,,,,,None,101000,,,,,0.0,0.1896,-109083000,-108982000,-0.7269,2025-12-31,,0.0,-101000,-109083000,1552000,,,None,None,5333000,,None,,,,,-110635000,-110635000,5333000,None,0.0,,114362000,-114362000,,,,,None,,,,,5.48,,,,,,,,0.0,,,2026-02-18,quarterly,-0.5373,USD,pre-market,98924000,,-0.413,-0.694,0.0,0.0,15438000,,,,21.5,25.62,,26.0834,,,,,,,0,,,29.25,13.36
2026-04-16,IMVT,-2.67,0.0,,0.673,4.85,,,,,,,,,,,,,,,None,105000,105000,,,,,,None,105000,,,,,0.0,0.1896,-131762000,-131657000,-0.7269,2025-09-30,,0.0,-105000,-125908000,594000,,,None,None,5604000,,None,,,,,-126502000,-126502000,5604000,None,0.0,,131762000,-131762000,,,,,None,,,,,5.48,,,,,,,,0.0,,,2026-02-18,quarterly,-0.5373,USD,pre-market,114249000,,-0.413,-0.694,0.0,0.0,17513000,,,,21.5,25.62,,26.0834,,,,,,,0,,,29.25,13.36
2026-04-16,IMVT,-2.67,0.0,,0.673,4.85,,,,,,,,,,,,,,,None,107000,107000,,,,,,None,107000,,,,,0.0,0.1896,-127224000,-127117000,-0.7269,2025-06-30,,0.0,-107000,-119700000,913000,,,None,None,6337000,,None,,,,,-120613000,-120613000,6337000,None,0.0,,127224000,-127224000,,,,,None,,,,,5.48,,,,,,,,0.0,,,2026-02-18,quarterly,-0.5373,USD,pre-market,101200000,,-0.413,-0.694,0.0,0.0,26024000,,,,21.5,25.62,,26.0834,,,,,,,0,,,29.25,13.36
2026-04-16,IMVT,-2.67,0.0,,0.673,4.85,,,,,,,,,,,,,,,None,80000,80000,,,,,,None,109000,,,,,0.0,0.1896,-113825000,-113716000,-0.7269,2025-03-31,,0.0,80000,-105866000,583000,,,None,None,6888000,,None,,,,,-106449000,-106449000,6888000,None,0.0,,113825000,-113825000,,,,,None,,,,,5.48,,,,,,,,0.0,,,2026-02-18,quarterly,-0.5373,USD,pre-market,93651000,,-0.413,-0.694,0.0,0.0,20174000,,,,21.5,25.62,,26.0834,,,,,,,160000,,,29.25,13.36
2026-04-16,IMVT,-2.67,0.0,,0.673,4.85,,,,,,,,,,,,,,,None,99000,99000,,,,,,None,99000,,,,,0.0,0.1896,-114302000,-114203000,-0.7269,2024-12-31,,0.0,-99000,-110970000,152000,,,None,None,4590000,,None,,,,,-111122000,-111122000,4590000,None,0.0,,114302000,-114302000,,,,,None,,,,,5.48,,,,,,,,0.0,,,2026-02-18,quarterly,-0.5373,USD,pre-market,94520000,,-0.413,-0.694,0.0,0.0,19782000,,,,21.5,25.62,,26.0834,,,,,,,0,,,29.25,13.36
2026-04-16,IMVT,-2.67,0.0,,0.673,4.85,,,,,,,,,,,,,,,None,89000,89000,,,,,,None,89000,,,,,0.0,0.1896,-115743000,-115654000,-0.7269,2024-09-30,,0.0,-89000,-109041000,78000,,,None,None,6073000,,None,,,,,-109119000,-109119000,6073000,None,0.0,,115743000,-115743000,,,,,None,,,,,5.48,,,,,,,,0.0,,,2026-02-18,quarterly,-0.5373,USD,pre-market,97272000,,-0.413,-0.694,0.0,0.0,18471000,,,,21.5,25.62,,26.0834,,,,,,,0,,,29.25,13.36
2026-04-16,IMVT,-2.67,0.0,,0.673,4.85,,,,,,,,,,,,,,,None,80000,80000,,,,,,None,80000,,,,,0.0,0.1896,-94281000,-94201000,-0.7269,2024-06-30,,0.0,-80000,-87073000,77000,,,None,None,7180000,,None,,,,,-87150000,-87150000,7180000,None,0.0,,94281000,-94281000,,,,,None,,,,,5.48,,,,,,,,0.0,,,2026-02-18,quarterly,-0.5373,USD,pre-market,75473000,,-0.413,-0.694,0.0,0.0,18808000,,,,21.5,25.62,,26.0834,,,,,,,0,,,29.25,13.36
2026-04-16,IMVT,-2.67,0.0,,0.673,4.85,,,,,,,,,,,,,,,None,64000,64000,,,,,,None,64000,,,,,0.0,0.1896,-80879000,-80815000,-0.7269,2024-03-31,,0.0,1436000,-75087000,232000,,,None,None,8379000,,None,,,,,-75319000,-75319000,8379000,None,0.0,,80879000,-80879000,,,,,None,,,,,5.48,,,,,,,,0.0,,,2026-02-18,quarterly,-0.5373,USD,pre-market,66056000,,-0.413,-0.694,0.0,0.0,14823000,,,,21.5,25.62,,26.0834,,,,,,,1500000,,,29.25,13.36
2026-04-16,IMVT,-2.67,0.0,,0.673,4.85,,,,,,,,,,,,,,,None,58000,58000,,,,,,None,58000,,,,,0.0,0.1896,-61553000,-61495000,-0.7269,2023-12-31,,0.0,-58000,-51526000,-108000,,,None,None,8933000,,None,,,,,-51418000,-51418000,8933000,None,0.0,,61553000,-61553000,,,,,None,,,,,5.48,,,,,,,,0.0,,,2026-02-18,quarterly,-0.5373,USD,pre-market,48338000,,-0.413,-0.694,0.0,0.0,13215000,,,,21.5,25.62,,26.0834,,,,,,,0,,,29.25,13.36
2026-04-16,IMVT,-2.67,0.0,,0.673,4.85,,,,,,,,,,,,,,,None,349000,349000,,,,,,None,56000,,,,,0.0,0.1896,-61800000,-61744000,-0.7269,2023-09-30,,0.0,-349000,-58208000,454000,,,None,None,3572000,,None,,,,,-58662000,-58662000,3572000,None,0.0,,61800000,-61800000,,,,,None,,,,,5.48,,,,,,,,0.0,,,2026-02-18,quarterly,-0.5373,USD,pre-market,47959000,,-0.413,-0.694,0.0,0.0,13841000,,,,21.5,25.62,,26.0834,,,,,,,0,,,29.25,13.36
2026-04-16,IMVT,-2.67,0.0,,0.673,4.85,,,,,,,,,,,,,,,None,343000,343000,,,,,,None,53000,,,,,0.0,0.1896,-65977000,-65924000,-0.7269,2023-06-30,,0.0,-343000,-73948000,-11000,,,None,4065000,4065000,,None,,,,,-73937000,-73937000,4065000,None,0.0,,65977000,-65977000,,,,,464000,,,,,5.48,,,,,,,,0.0,,,2026-02-18,quarterly,-0.5373,USD,pre-market,50575000,,-0.413,-0.694,0.0,0.0,15402000,,,,21.5,25.62,,26.0834,,,,,,,0,,,29.25,13.36
2026-04-16,IMVT,-2.67,0.0,,0.673,4.85,,,,,,,,,,,,,,,None,341000,341000,,,,,,None,54000,,,,,0.0,0.1896,-64259000,-64205000,-0.7269,2023-03-31,,0.0,-341000,-60423000,-991000,,,None,3744000,3480000,,None,,,,,-59432000,-59432000,3480000,None,0.0,,64259000,-64259000,,,,,357000,,,,,5.48,,,,,,,,0.0,,,2026-02-18,quarterly,-0.5373,USD,pre-market,51837000,,-0.413,-0.694,0.0,0.0,12422000,,,,21.5,25.62,,26.0834,,,,,,,0,,,29.25,13.36
2026-04-16,IMVT,-2.67,0.0,,0.673,4.85,,,,,,,,,,,,,,,None,333000,333000,,,,,,None,49000,,,,,0.0,0.1896,-54027000,-53978000,-0.7269,2022-12-31,,0.0,-333000,-62840000,387000,,,None,2944000,2944000,,None,,,,,-63227000,-63227000,2944000,None,0.0,,54027000,-54027000,,,,,-1757000,,,,,5.48,,,,,,,,0.0,,,2026-02-18,quarterly,-0.5373,USD,pre-market,42252000,,-0.413,-0.694,0.0,0.0,11775000,,,,21.5,25.62,,26.0834,,,,,,,0,,,29.25,13.36
2026-04-16,IMVT,-2.67,0.0,,0.673,4.85,,,,,,,,,,,,,,,None,327000,327000,,,,,,None,46000,,,,,0.0,0.1896,-49614000,-49568000,-0.7269,2022-09-30,,0.0,-327000,-47667000,261000,,,None,1154000,1154000,,None,,,,,-47928000,-47928000,1154000,None,0.0,,49614000,-49614000,,,,,793000,,,,,5.48,,,,,,,,0.0,,,2026-02-18,quarterly,-0.5373,USD,pre-market,37739000,,-0.413,-0.694,0.0,0.0,11875000,,,,21.5,25.62,,26.0834,,,,,,,0,,,29.25,13.36
2026-04-16,IMVT,-2.67,0.0,,0.673,4.85,,,,,,,,,,,,,,,None,323000,323000,,,,,,None,44000,,,,,0.0,0.1896,-40375000,-40331000,-0.7269,2022-06-30,,0.0,-323000,-40021000,352000,,,None,354000,None,,None,,,,,-40373000,-40373000,None,None,0.0,,40375000,-40375000,,,,,354000,,,,,5.48,,,,,,,,0.0,,,2026-02-18,quarterly,-0.5373,USD,pre-market,28429000,,-0.413,-0.694,0.0,0.0,11946000,,,,21.5,25.62,,26.0834,,,,,,,0,,,29.25,13.36
2026-04-16,IMVT,-2.67,0.0,,0.673,4.85,,,,,,,,,,,,,,,None,314000,314000,,,,,,None,39000,,,,,0.0,0.1896,-47227000,-47188000,-0.7269,2022-03-31,,0.0,-314000,-47183000,-12000,,,None,83000,None,,None,,,,,-47171000,-47171000,None,None,0.0,,47227000,-47227000,,,,,43000,,,,,5.48,,,,,,,,0.0,,,2026-02-18,quarterly,-0.5373,USD,pre-market,31986000,,-0.413,-0.694,0.0,0.0,15241000,,,,21.5,25.62,,26.0834,,,,,,,0,,,29.25,13.36
2026-04-16,IMVT,-2.67,0.0,,0.673,4.85,,,,,,,,,,,,,,,None,313000,313000,,,,,,None,33000,,,,,0.0,0.1896,-41271000,-41238000,-0.7269,2021-12-31,,0.0,-313000,-41385000,-280000,,,None,None,None,,None,,,,,-41385000,-41385000,None,None,0.0,,41271000,-41271000,,,,,-114000,,,,,5.48,,,,,,,,0.0,,,2026-02-18,quarterly,-0.5373,USD,pre-market,29756000,,-0.413,-0.694,0.0,0.0,11515000,,,,21.5,25.62,,26.0834,,,,,,,0,,,29.25,13.36
2026-04-16,IMVT,-2.67,0.0,,0.673,4.85,,,,,,,,,,,,,,,None,305000,305000,,,,,,None,28000,,,,,0.0,0.1896,-37650000,-37622000,-0.7269,2021-09-30,,0.0,-305000,-37734000,-31000,,,None,None,None,,None,,,,,-37703000,-37703000,None,None,0.0,,37650000,-37650000,,,,,-84000,,,,,5.48,,,,,,,,0.0,,,2026-02-18,quarterly,-0.5373,USD,pre-market,21361000,,-0.413,-0.694,0.0,0.0,16289000,,,,21.5,25.62,,26.0834,,,,,,,0,,,29.25,13.36
2026-04-16,IMVT,-2.67,0.0,,0.673,4.85,,,,,,,,,,,,,,,None,300000,300000,,,,,,None,26000,,,,,0.0,0.1896,-29886000,-29860000,-0.7269,2021-06-30,,0.0,-300000,-30512000,-41000,,,None,None,None,,None,,,,,-30471000,-30471000,None,None,0.0,,29886000,-29886000,,,,,-626000,,,,,5.48,,,,,,,,0.0,,,2026-02-18,quarterly,-0.5373,USD,pre-market,18705000,,-0.413,-0.694,0.0,0.0,11181000,,,,21.5,25.62,,26.0834,,,,,,,0,,,29.25,13.36
2026-04-16,IMVT,-2.67,0.0,,0.673,4.85,,,,,,,,,,,,,,,None,241000,241000,,,,,,None,22000,,,,,0.0,0.1896,-28237000,-28215000,-0.7269,2021-03-31,,0.0,-241000,-28237000,-79000,,,None,0,None,,None,,,,,-28158000,-28158000,0,None,0.0,,28917000,-28917000,,,,,None,,,,,5.48,,,,,,,,0.0,,,2026-02-18,quarterly,-0.5373,USD,pre-market,18615000,,-0.413,-0.694,0.0,0.0,10302000,,,,21.5,25.62,,26.0834,,,,,,,0,,,29.25,13.36
2026-04-16,IMVT,-2.67,0.0,,0.673,4.85,,,,,,,,,,,,,,,None,None,None,,,,,,None,19000,,,,,0.0,0.1896,-31640000,-31621000,-0.7269,2020-12-31,,0.0,None,-32143000,-367000,,,None,0,None,,None,,,,,-31776000,-31776000,0,None,0.0,,31640000,-31640000,,,,,-503000,,,,,5.48,,,,,,,,0.0,,,2026-02-18,quarterly,-0.5373,USD,pre-market,21091000,,-0.413,-0.694,0.0,0.0,10549000,,,,21.5,25.62,,26.0834,,,,,,,0,,,29.25,13.36
2026-04-16,IMVT,-2.67,0.0,,0.673,4.85,,,,,,,,,,,,,,,None,None,None,,,,,,None,14000,,,,,0.0,0.1896,-20974000,-20960000,-0.7269,2020-09-30,,0.0,None,-20749000,40000,,,None,0,None,,None,,,,,-20789000,-20789000,0,None,0.0,,20974000,-20974000,,,,,None,,,,,5.48,,,,,,,,0.0,,,2026-02-18,quarterly,-0.5373,USD,pre-market,11976000,,-0.413,-0.694,0.0,0.0,8998000,,,,21.5,25.62,,26.0834,,,,,,,0,,,29.25,13.36
2026-04-16,IMVT,-2.67,0.0,,0.673,4.85,,,,,,,,,,,,,,,None,None,None,,,,,,None,10000,,,,,0.0,0.1896,-26586000,-26576000,-0.7269,2020-06-30,,0.0,None,-26660000,48000,,,None,None,None,,None,,,,,-26708000,-26708000,None,None,0.0,,26586000,-26586000,,,,,None,,,,,5.48,,,,,,,,0.0,,,2026-02-18,quarterly,-0.5373,USD,pre-market,16922000,,-0.413,-0.694,0.0,0.0,9664000,,,,21.5,25.62,,26.0834,,,,,,,0,,,29.25,13.36
2026-04-16,IMVT,-2.67,0.0,,0.673,4.85,,,,,,,,,,,,,,,None,462899,462899,,,,,,None,6000,,,,,0.0,0.1896,-20610000,-20604000,-0.7269,2020-03-31,,0.0,462899,-20610000,-59000,,,None,249000,None,,None,,,,,-20551000,-20551000,0,None,0.0,,20483000,-20483000,,,,,None,,,,,5.48,,,,,,,,0.0,,,2026-02-18,quarterly,-0.5373,USD,pre-market,14168000,,-0.413,-0.694,0.0,0.0,6315000,,,,21.5,25.62,,26.0834,,,,,,,925798,,,29.25,13.36
2026-04-16,IMVT,-2.67,0.0,,0.673,4.85,,,,,,,,,,,,,,,None,None,None,,,,,,None,5000,,,,,0.0,0.1896,-10820000,-10815000,-0.7269,2019-12-31,,0.0,None,-11196000,100000,,,None,376000,376000,,None,,,,,-11296000,-11296000,-376000,None,0.0,,11041000,-11041000,,,,,None,,,,,5.48,,,,,,,,0.0,,,2026-02-18,quarterly,-0.5373,USD,pre-market,4953000,,-0.413,-0.694,0.0,0.0,6088000,,,,21.5,25.62,,26.0834,,,,,,,0,,,29.25,13.36
2026-04-16,IMVT,-2.67,0.0,,0.673,4.85,,,,,,,,,,,,,,,None,395157,395157,,,,,,None,5000,,,,,0.0,0.1896,-424757,-419757,-0.7269,2019-09-30,,0.0,-395157,263383,138293,,,None,249315,683140,,None,,,,,125090,125090,683140,None,0.0,,419757,-419757,,,,,None,,,,,5.48,,,,,,,,0.0,,,2026-02-18,quarterly,-0.5373,USD,pre-market,10331000,,-0.413,-0.694,0.0,0.0,4163000,,,,21.5,25.62,,26.0834,,,,,,,0,,,29.25,13.36
