date,symbol,eps,revenue_ttm,accumulateddepreciationamortizationppe,beta,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,forward_pe,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,price_to_book,price_to_sales_ttm,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,stockbasedcompensation,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,treasurystock,week_52_high,week_52_low
2021-12-31,ARQT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,-1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-22,,-1.42,,post-market,,,,,,,,,,,,,,4.698,,,,,,,,,,,
2022-03-31,ARQT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,-1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-05-05,,-1.27,,post-market,,,,,,,,,,,,,,16.4474,,,,,,,,,,,
2022-06-30,ARQT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,,-1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-08-04,,-1.31,,post-market,,,,,,,,,,,,,,7.7465,,,,,,,,,,,
2022-09-30,ARQT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.14,,,-1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-11-08,,-1.89,,post-market,,,,,,,,,,,,,,-8.0,,,,,,,,,,,
2022-12-31,ARQT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,,,-1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-28,,-1.18,,post-market,,,,,,,,,,,,,,16.9014,,,,,,,,,,,
2023-03-31,ARQT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05,,,-1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-09,,-1.31,,post-market,,,,,,,,,,,,,,-3.9683,,,,,,,,,,,
2023-06-30,ARQT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,-1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-08,,-1.16,,post-market,,,,,,,,,,,,,,7.2,,,,,,,,,,,
2023-09-30,ARQT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,,,-0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-03,,-0.73,,pre-market,,,,,,,,,,,,,,19.7802,,,,,,,,,,,
2023-12-31,ARQT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-27,,-0.72,,pre-market,,,,,,,,,,,,,,10.0,,,,,,,,,,,
2024-03-31,ARQT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,,,-0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-05-14,,-0.32,,post-market,,,,,,,,,,,,,,56.1644,,,,,,,,,,,
2024-06-30,ARQT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,,-0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-08-14,,-0.42,,post-market,,,,,,,,,,,,,,20.7547,,,,,,,,,,,
2024-09-30,ARQT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,-0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-06,,-0.33,,post-market,,,,,,,,,,,,,,21.4286,,,,,,,,,,,
2024-12-31,ARQT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1743,,,-0.2643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-25,,-0.09,,pre-market,,,,,,,,,,,,,,65.9478,,,,,,,,,,,
2025-03-31,ARQT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,-0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-06,,-0.2,,post-market,,,,,,,,,,,,,,4.7619,,,,,,,,,,,
2025-06-30,ARQT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,-0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-06,,-0.13,,post-market,,,,,,,,,,,,,,18.75,,,,,,,,,,,
2025-09-30,ARQT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,-0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-28,,0.06,,pre-market,,,,,,,,,,,,,,166.6667,,,,,,,,,,,
2025-12-31,ARQT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0414,,,0.0886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-26,,0.13,,pre-market,,,,,,,,,,,,,,46.7269,,,,,,,,,,,
2026-04-16,ARQT,-0.13,376072000.0,,1.767,1.536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0414,,,0.0886,,138.89,,339377000.0,,,,,,,,,,,,,,,,,,,0.142,,,,,,,,,,,,,16.42,8.28,,,,,,,,-0.0429,,,2026-02-26,,0.13,,pre-market,,,-0.0196,-0.093,0.815,2.956,,,,,22.25,24.63,,46.7269,,,,,,,,,,31.77,12.42
2026-04-16,ARQT,-0.13,376072000.0,,1.767,1.536,,,,,,,,,,,,,,,None,11688000,11688000,,,,,,None,1263000,,,,,0.0,0.0414,20866000,22129000,0.0886,2025-12-31,138.89,,339377000.0,117815000,17865000,470000,,,None,3001000,None,,None,,,,,17395000,17395000,5896000,None,0.142,,99428000,18387000,,,,,None,,,,,16.42,8.28,,,,,,,,-0.0429,,,2026-02-26,quarterly,0.13,USD,pre-market,20451000,,-0.0196,-0.093,0.815,2.956,78977000,,,,22.25,24.63,,46.7269,,,,,,,129503000,,,31.77,12.42
2026-04-16,ARQT,-0.13,376072000.0,,1.767,1.536,,,,,,,,,,,,,,,None,8685000,8685000,,,,,,None,562000,,,,,0.0,0.0414,10561000,11123000,0.0886,2025-09-30,138.89,,339377000.0,90534000,7490000,80000,,,None,3071000,None,,None,,,,,7410000,7410000,-3071000,None,0.142,,82008000,8526000,,,,,None,,,,,16.42,8.28,,,,,,,,-0.0429,,,2026-02-26,quarterly,0.13,USD,pre-market,19604000,,-0.0196,-0.093,0.815,2.956,62404000,,,,22.25,24.63,,46.7269,,,,,,,99219000,,,31.77,12.42
2026-04-16,ARQT,-0.13,376072000.0,,1.767,1.536,,,,,,,,,,,,,,,None,7492000,7492000,,,,,,None,563000,,,,,0.0,0.0414,-12515000,-11952000,0.0886,2025-06-30,138.89,,339377000.0,74012000,-15544000,342000,,,None,3029000,None,,None,,,,,-15886000,-15886000,-3029000,None,0.142,,88623000,-14611000,,,,,None,,,,,16.42,8.28,,,,,,,,-0.0429,,,2026-02-26,quarterly,0.13,USD,pre-market,19453000,,-0.0196,-0.093,0.815,2.956,69170000,,,,22.25,24.63,,46.7269,,,,,,,81504000,,,31.77,12.42
2026-04-16,ARQT,-0.13,376072000.0,,1.767,1.536,,,,,,,,,,,,,,,None,8830000,8830000,,,,,,None,3132000,,,,,0.0,0.0414,-21799000,-18667000,0.0886,2025-03-31,138.89,,339377000.0,57016000,-24781000,279000,,,None,2982000,None,,None,,,,,-25060000,-25060000,-2982000,None,0.142,,81545000,-24529000,,,,,None,,,,,16.42,8.28,,,,,,,,-0.0429,,,2026-02-26,quarterly,0.13,USD,pre-market,17543000,,-0.0196,-0.093,0.815,2.956,64002000,,,,22.25,24.63,,46.7269,,,,,,,65846000,,,31.77,12.42
2026-04-16,ARQT,-0.13,376072000.0,,1.767,1.536,,,,,,,,,,,,,,,None,6905000,6905000,,,,,,None,458000,,,,,0.0,0.0414,-4914000,-4456000,0.0886,2024-12-31,138.89,,339377000.0,64455000,-10465000,323000,,,None,5551000,None,,None,,,,,-10788000,-10788000,-5551000,None,0.142,,72087000,-7632000,,,,,None,,,,,16.42,8.28,,,,,,,,-0.0429,,,2026-02-26,quarterly,0.13,USD,pre-market,14480000,,-0.0196,-0.093,0.815,2.956,57607000,,,,22.25,24.63,,46.7269,,,,,,,71360000,,,31.77,12.42
2026-04-16,ARQT,-0.13,376072000.0,,1.767,1.536,,,,,,,,,,,,,,,None,5503000,5503000,,,,,,None,1432000,,,,,0.0,0.0414,-34884000,-33452000,0.0886,2024-09-30,138.89,,339377000.0,39252000,-41537000,None,,,None,6653000,None,,None,,,,,-41537000,-41537000,-6653000,None,0.142,,78318000,-39066000,,,,,None,,,,,16.42,8.28,,,,,,,,-0.0429,,,2026-02-26,quarterly,0.13,USD,pre-market,19501000,,-0.0196,-0.093,0.815,2.956,58817000,,,,22.25,24.63,,46.7269,,,,,,,44755000,,,31.77,12.42
2026-04-16,ARQT,-0.13,376072000.0,,1.767,1.536,,,,,,,,,,,,,,,None,3464000,3464000,,,,,,None,351000,,,,,0.0,0.0414,-44848000,-44497000,0.0886,2024-06-30,138.89,,339377000.0,27394000,-52332000,324000,,,None,7484000,None,,None,,,,,-52332000,-52332000,-7484000,None,0.142,,77471000,-50077000,,,,,None,,,,,16.42,8.28,,,,,,,,-0.0429,,,2026-02-26,quarterly,0.13,USD,pre-market,19298000,,-0.0196,-0.093,0.815,2.956,58173000,,,,22.25,24.63,,46.7269,,,,,,,30858000,,,31.77,12.42
2026-04-16,ARQT,-0.13,376072000.0,,1.767,1.536,,,,,,,,,,,,,,,None,3256000,3256000,,,,,,None,358000,,,,,0.0,0.0414,-27578000,-27220000,0.0886,2024-03-31,138.89,,339377000.0,46313000,-35058000,324000,,,None,7480000,None,,None,,,,,-35382000,-35382000,-7480000,None,0.142,,77935000,-31622000,,,,,None,,,,,16.42,8.28,,,,,,,,-0.0429,,,2026-02-26,quarterly,0.13,USD,pre-market,23141000,,-0.0196,-0.093,0.815,2.956,54794000,,,,22.25,24.63,,46.7269,,,,,,,49569000,,,31.77,12.42
2026-04-16,ARQT,-0.13,376072000.0,,1.767,1.536,,,,,,,,,,,,,,,None,2246000,2246000,,,,,,None,385000,,,,,0.0,0.0414,-58497000,-58112000,0.0886,2023-12-31,138.89,,339377000.0,11280000,-66259000,25000,,,None,7762000,None,,None,,,,,-66284000,-66284000,-7762000,None,0.142,,72449000,-61169000,,,,,None,,,,,16.42,8.28,,,,,,,,-0.0429,,,2026-02-26,quarterly,0.13,USD,pre-market,23775000,,-0.0196,-0.093,0.815,2.956,136471000,,,,22.25,24.63,,46.7269,,,,,,,13526000,,,31.77,12.42
2026-04-16,ARQT,-0.13,376072000.0,,1.767,1.536,,,,,,,,,,,,,,,None,1182000,1182000,,,,,,None,387000,,,,,0.0,0.0414,-34183000,-33796000,0.0886,2023-09-30,138.89,,339377000.0,36927000,-41742000,3023000,,,None,7559000,None,,None,,,,,-44765000,-44765000,-7559000,None,0.142,,73831000,-36904000,,,,,None,,,,,16.42,8.28,,,,,,,,-0.0429,,,2026-02-26,quarterly,0.13,USD,pre-market,26236000,,-0.0196,-0.093,0.815,2.956,47595000,,,,22.25,24.63,,46.7269,,,,,,,38109000,,,31.77,12.42
2026-04-16,ARQT,-0.13,376072000.0,,1.767,1.536,,,,,,,,,,,,,,,None,776000,776000,,,,,,None,474000,,,,,0.0,0.0414,-63730000,-63256000,0.0886,2023-06-30,138.89,,339377000.0,4414000,-70991000,10084000,,,None,7349000,None,,None,,,,,-70991000,-70991000,-7349000,None,0.142,,71177000,-66763000,,,,,3121000,,,,,16.42,8.28,,,,,,,,-0.0429,,,2026-02-26,quarterly,0.13,USD,pre-market,25219000,,-0.0196,-0.093,0.815,2.956,45958000,,,,22.25,24.63,,46.7269,,,,,,,5190000,,,31.77,12.42
2026-04-16,ARQT,-0.13,376072000.0,,1.767,1.536,,,,,,,,,,,,,,,None,783000,783000,,,,,,None,363000,,,,,0.0,0.0414,-73058000,-72695000,0.0886,2023-03-31,138.89,,339377000.0,1998000,-80100000,-363000,,,None,7042000,None,,None,,,,,-79737000,-80100000,-7042000,None,0.142,,78263000,-76265000,,,,,3207000,,,,,16.42,8.28,,,,,,,,-0.0429,,,2026-02-26,quarterly,0.13,USD,pre-market,35345000,,-0.0196,-0.093,0.815,2.956,5791000,,,,22.25,24.63,,46.7269,,,,,,,2781000,,,31.77,12.42
2026-04-16,ARQT,-0.13,376072000.0,,1.767,1.536,,,,,,,,,,,,,,,None,485000,485000,,,,,,None,347000,,,,,0.0,0.0414,-65104000,-64757000,0.0886,2022-12-31,138.89,,339377000.0,2476000,-72019000,3595000,,,None,6915000,None,,None,,,,,-72019000,-72019000,-6915000,None,0.142,,70900000,-68424000,,,,,None,,,,,16.42,8.28,,,,,,,,-0.0429,,,2026-02-26,quarterly,0.13,USD,pre-market,33877000,,-0.0196,-0.093,0.815,2.956,49628000,,,,22.25,24.63,,46.7269,,,,,,,2961000,,,31.77,12.42
2026-04-16,ARQT,-0.13,376072000.0,,1.767,1.536,,,,,,,,,,,,,,,None,269000,269000,,,,,,None,236000,,,,,0.0,0.0414,-102810000,-102574000,0.0886,2022-09-30,138.89,,339377000.0,456000,-107709000,2961000,,,None,4899000,None,,None,,,,,-107709000,-107709000,-4899000,None,0.142,,105204000,-104748000,,,,,1938000,,,,,16.42,8.28,,,,,,,,-0.0429,,,2026-02-26,quarterly,0.13,USD,pre-market,69731000,,-0.0196,-0.093,0.815,2.956,35473000,,,,22.25,24.63,,46.7269,,,,,,,725000,,,31.77,12.42
2026-04-16,ARQT,-0.13,376072000.0,,1.767,1.536,,,,,,,,,,,,,,,None,234000,234000,,,,,,None,234000,,,,,0.0,0.0414,-65406000,-65172000,0.0886,2022-06-30,138.89,,339377000.0,-234000,-67406000,1579000,,,None,2000000,None,,None,,,,,-67406000,-67406000,-2000000,None,0.142,,65593000,-65827000,,,,,421000,,,,,16.42,8.28,,,,,,,,-0.0429,,,2026-02-26,quarterly,0.13,USD,pre-market,38205000,,-0.0196,-0.093,0.815,2.956,27622000,,,,22.25,24.63,,46.7269,,,,,,,0,,,31.77,12.42
2026-04-16,ARQT,-0.13,376072000.0,,1.767,1.536,,,,,,,,,,,,,,,None,229000,229000,,,,,,None,229000,,,,,0.0,0.0414,-62486000,-62257000,0.0886,2022-03-31,138.89,,339377000.0,-229000,-64324000,1696000,,,None,1838000,None,,None,,,,,-64324000,-64324000,-1838000,None,0.142,,62399000,-62628000,,,,,142000,,,,,16.42,8.28,,,,,,,,-0.0429,,,2026-02-26,quarterly,0.13,USD,pre-market,40622000,,-0.0196,-0.093,0.815,2.956,22006000,,,,22.25,24.63,,46.7269,,,,,,,0,,,31.77,12.42
2026-04-16,ARQT,-0.13,376072000.0,,1.767,1.536,,,,,,,,,,,,,,,None,211000,211000,,,,,,None,211000,,,,,0.0,0.0414,-71326000,-71115000,0.0886,2021-12-31,138.89,,339377000.0,-211000,-71326000,-136000,,,None,None,None,,None,,,,,-71326000,-71326000,None,None,0.142,,71075000,-71286000,,,,,-40000,,,,,16.42,8.28,,,,,,,,-0.0429,,,2026-02-26,quarterly,0.13,USD,pre-market,52558000,,-0.0196,-0.093,0.815,2.956,18728000,,,,22.25,24.63,,46.7269,,,,,,,0,,,31.77,12.42
2026-04-16,ARQT,-0.13,376072000.0,,1.767,1.536,,,,,,,,,,,,,,,None,192000,192000,,,,,,None,192000,,,,,0.0,0.0414,-56980000,-56788000,0.0886,2021-09-30,138.89,,339377000.0,-192000,-56980000,-76000,,,None,None,None,,None,,,,,-56980000,-56980000,None,None,0.142,,56886000,-57078000,,,,,98000,,,,,16.42,8.28,,,,,,,,-0.0429,,,2026-02-26,quarterly,0.13,USD,pre-market,40604000,,-0.0196,-0.093,0.815,2.956,16474000,,,,22.25,24.63,,46.7269,,,,,,,0,,,31.77,12.42
2026-04-16,ARQT,-0.13,376072000.0,,1.767,1.536,,,,,,,,,,,,,,,None,182000,182000,,,,,,None,104000,,,,,0.0,0.0414,-42008000,-41904000,0.0886,2021-06-30,138.89,,339377000.0,-182000,-42008000,-78000,,,None,None,None,,None,,,,,-42008000,-42008000,None,None,0.142,,41898000,-42080000,,,,,72000,,,,,16.42,8.28,,,,,,,,-0.0429,,,2026-02-26,quarterly,0.13,USD,pre-market,30765000,,-0.0196,-0.093,0.815,2.956,11315000,,,,22.25,24.63,,46.7269,,,,,,,0,,,31.77,12.42
2026-04-16,ARQT,-0.13,376072000.0,,1.767,1.536,,,,,,,,,,,,,,,None,178000,178000,,,,,,None,98000,,,,,0.0,0.0414,-36042000,-35944000,0.0886,2021-03-31,138.89,,339377000.0,-178000,-36042000,-98000,,,None,None,None,,None,,,,,-36042000,-36042000,None,None,0.142,,35907000,-36085000,,,,,43000,,,,,16.42,8.28,,,,,,,,-0.0429,,,2026-02-26,quarterly,0.13,USD,pre-market,21631000,,-0.0196,-0.093,0.815,2.956,14454000,,,,22.25,24.63,,46.7269,,,,,,,0,,,31.77,12.42
2026-04-16,ARQT,-0.13,376072000.0,,1.767,1.536,,,,,,,,,,,,,,,None,166000,166000,,,,,,None,35000,,,,,0.0,0.0414,-34064000,-34029000,0.0886,2020-12-31,138.89,,339377000.0,-166000,-34049000,-131000,,,None,None,None,,None,,,,,-34049000,-34049000,None,None,0.142,,34064000,-34064000,,,,,None,,,,,16.42,8.28,,,,,,,,-0.0429,,,2026-02-26,quarterly,0.13,USD,pre-market,27374000,,-0.0196,-0.093,0.815,2.956,6690000,,,,22.25,24.63,,46.7269,,,,,,,0,,,31.77,12.42
2026-04-16,ARQT,-0.13,376072000.0,,1.767,1.536,,,,,,,,,,,,,,,None,None,None,,,,,,None,30000,,,,,0.0,0.0414,-38303000,-38273000,0.0886,2020-09-30,138.89,,339377000.0,None,-38204000,None,,,None,None,None,,None,,,,,-38204000,-38204000,None,None,0.142,,38303000,-38303000,,,,,None,,,,,16.42,8.28,,,,,,,,-0.0429,,,2026-02-26,quarterly,0.13,USD,pre-market,32743000,,-0.0196,-0.093,0.815,2.956,5560000,,,,22.25,24.63,,46.7269,,,,,,,0,,,31.77,12.42
2026-04-16,ARQT,-0.13,376072000.0,,1.767,1.536,,,,,,,,,,,,,,,None,57000,57000,,,,,,None,57000,,,,,0.0,0.0414,-35412000,-35355000,0.0886,2020-06-30,138.89,,339377000.0,-57000,-35412000,8000,,,None,None,None,,None,,,,,-35412000,-35412000,None,None,0.142,,35570000,-35627000,,,,,None,,,,,16.42,8.28,,,,,,,,-0.0429,,,2026-02-26,quarterly,0.13,USD,pre-market,30009000,,-0.0196,-0.093,0.815,2.956,5618000,,,,22.25,24.63,,46.7269,,,,,,,0,,,31.77,12.42
2026-04-16,ARQT,-0.13,376072000.0,,1.767,1.536,,,,,,,,,,,,,,,None,65000,65000,,,,,,None,65000,,,,,0.0,0.0414,-28013000,-27948000,0.0886,2020-03-31,138.89,,339377000.0,-65000,-28013000,None,,,None,None,None,,None,,,,,-28013000,-28013000,None,None,0.142,,28586000,-28651000,,,,,None,,,,,16.42,8.28,,,,,,,,-0.0429,,,2026-02-26,quarterly,0.13,USD,pre-market,25182000,,-0.0196,-0.093,0.815,2.956,3469000,,,,22.25,24.63,,46.7269,,,,,,,0,,,31.77,12.42
2026-04-16,ARQT,-0.13,376072000.0,,1.767,1.536,,,,,,,,,,,,,,,None,60000,60000,,,,,,None,60000,,,,,0.0,0.0414,-12568000,-12508000,0.0886,2019-12-31,138.89,,339377000.0,-60000,-12568000,None,,,None,None,None,,None,,,,,-12568000,-12568000,None,None,0.142,,12934000,-12994000,,,,,None,,,,,16.42,8.28,,,,,,,,-0.0429,,,2026-02-26,quarterly,0.13,USD,pre-market,10757000,,-0.0196,-0.093,0.815,2.956,2237000,,,,22.25,24.63,,46.7269,,,,,,,0,,,31.77,12.42
