date,open,high,low,close,volume,ad_14_chaikin a/d,adosc_14_adosc,adx_14_adx,adxr_14_adxr,aroon_14_aroon down,aroon_14_aroon up,aroonosc_14_aroonosc,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,bop_14_bop,cci_20_cci,cmo_14_cmo,dema_14_dema,dx_14_dx,ema_12_ema,ema_14_ema,ema_26_ema,ht_dcperiod_14_dcperiod,ht_dcphase_14_ht_dcphase,ht_phasor_14_phase,ht_phasor_14_quadrature,ht_sine_14_lead sine,ht_sine_14_sine,ht_trendline_14_ht_trendline,ht_trendmode_14_trendmode,kama_14_kama,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,macdext_14_macd,macdext_14_macd_hist,macdext_14_macd_signal,mama_14_fama,mama_14_mama,mfi_14_mfi,midpoint_14_midpoint,midprice_14_midprice,minus_di_14_minus_di,mom_10_mom,natr_14_natr,obv_14_obv,plus_di_14_plus_di,ppo_14_ppo,roc_10_roc,rocr_14_rocr,rsi_14_rsi,sar_14_sar,sma_200_sma,sma_20_sma,sma_50_sma,stoch_14_slowd,stoch_14_slowk,stochf_14_fastd,stochf_14_fastk,stochrsi_14_fastd,stochrsi_14_fastk,t3_14_t3,tema_14_tema,trange_14_trange,trima_14_trima,trix_14_trix,ultosc_14_ultosc,willr_14_willr,wma_14_wma
2005-05-27,66.98,68.92,66.02,22.09,16418700,467021607.4161,-17843061.4005,16.852,18.2282,92.8571,14.2857,-78.5714,1.2181,20.179,22.468,24.7571,0.5966,-48.0789,1.8213,22.0398,2.0721,22.0926,22.115,21.9606,18.5189,305.7047,-0.5554,1.0664,-0.1615,-0.812,22.5071,1,21.9124,0.132,-0.2439,0.3759,0.2037,-0.698,0.9016,9.9199,17.4558,34.1146,23.0722,22.9806,17.0667,-0.9903,5.5134,291780200.0,17.7889,0.9223,-4.2903,0.937,50.9106,24.9322,16.85,22.468,21.3529,24.0069,27.2621,27.2621,55.4201,35.9821,98.4747,22.9168,21.62,0.9485,22.4831,0.2433,45.4497,-70.146,22.1392
2005-06-03,68.71,71.65,67.5,22.87,14673200,488872300.4281,-5254554.1349,16.7561,19.1997,85.7143,7.1429,-78.5714,1.2264,20.4447,22.5793,24.7138,0.5807,0.7042,9.9058,22.2373,15.5095,22.2119,22.2154,22.0278,18.1717,-13.6659,-0.2414,0.1109,0.52,-0.2363,22.6079,1,21.9315,0.1841,-0.1534,0.3375,0.061,-0.7349,0.7958,9.9578,17.5099,33.8929,23.0722,22.9806,15.7403,0.3505,5.3629,321126600.0,21.519,0.275,1.5565,0.9436,54.9529,24.8076,16.8851,22.5793,21.4149,34.6451,55.3912,55.3912,92.4609,69.3154,100.0,22.8601,21.9575,1.3344,22.3123,0.2124,52.6115,-52.5547,22.1718
2005-06-10,71.3,73.7,69.91,23.62,16955200,514730098.845,8600457.8006,17.3271,20.4318,78.5714,0.0,-78.5714,1.2261,20.7223,22.7239,24.7255,0.5145,61.939,17.0681,22.5846,24.7493,22.4289,22.403,22.1459,17.9697,13.1249,-0.4417,-0.1653,0.8492,0.2271,22.7029,0,21.9682,0.283,-0.0436,0.3266,-0.028,-0.6926,0.6646,9.9959,17.571,30.2378,22.3434,22.8359,14.6195,0.5939,5.1903,355037000.0,24.236,-0.1255,2.579,0.9419,58.5341,24.6867,16.9278,22.7239,21.484,54.5541,81.009,81.009,95.1461,99.4916,100.0,22.8139,22.4806,1.2223,22.2047,0.2007,51.5049,-30.8822,22.3181
2005-06-17,73.2,76.69,72.59,24.65,18649600,547662563.2352,23965068.8255,18.5814,21.6932,71.4286,0.0,-71.4286,1.233,20.7954,22.8817,24.968,0.7927,135.0996,25.7595,23.1208,34.8871,22.7713,22.7032,22.3318,17.9203,39.6233,-0.5709,-0.1647,0.9956,0.6377,22.7871,1,22.0215,0.4396,0.0904,0.3492,0.0082,-0.5227,0.5309,10.0341,17.6418,37.7222,22.8594,22.755,13.4996,2.1725,5.0009,392336200.0,27.9657,0.0366,9.6633,1.054,62.8798,20.778,16.9717,22.8817,21.5718,77.2056,95.2165,95.2165,98.0426,100.0,100.0,22.7973,23.2352,1.3222,22.1852,0.2127,60.6219,-1.9574,22.6159
2005-06-24,76.45,77.98,75.26,24.66,19798500,543004092.647,26589708.2553,20.02,22.5885,64.2857,100.0,35.7143,1.2075,20.7621,22.9827,25.2032,0.0037,147.2732,25.7857,23.5516,38.7227,23.0616,22.9639,22.5041,17.9657,64.113,-0.8546,0.9505,0.9449,0.8997,22.8583,1,22.0913,0.5575,0.1667,0.3909,0.0222,-0.372,0.3942,10.0725,17.712,45.4621,22.861,22.963,12.7992,3.1404,4.8972,431933200.0,28.9754,0.0985,14.5944,1.0682,62.8928,20.8175,17.0172,22.9827,21.6645,89.9289,93.5612,93.5612,87.4949,100.0,100.0,22.8183,23.7982,0.8772,22.2342,0.2388,59.7475,-11.2169,22.902
2005-07-01,77.06,78.45,75.74,24.71,21720900,527454813.6802,20298680.3276,21.4548,23.0059,57.1429,100.0,42.8571,1.1837,20.7066,23.0406,25.3746,-0.1661,134.7453,26.206,23.9069,40.107,23.3146,23.1962,22.6672,17.9893,85.9083,-0.0274,2.5297,0.7558,0.9975,22.9045,1,22.2053,0.6474,0.2052,0.4422,0.083,-0.1952,0.2782,10.111,17.7819,52.6809,22.8852,23.0388,12.1242,1.9026,4.7912,475375000.0,28.362,0.3657,8.3433,1.0972,63.103,20.9041,17.0658,23.0406,21.7448,92.8186,89.6781,89.6781,83.4969,100.0,100.0,22.8778,24.2272,0.874,22.3636,0.2726,65.1588,-13.1232,23.1797
2005-07-08,76.86,79.5,76.67,24.98,14685200,514689586.8251,11818080.3281,23.0077,23.6914,50.0,100.0,50.0,1.1657,20.636,23.1109,25.5858,0.2155,137.7836,28.6991,24.257,43.1945,23.5714,23.4345,22.8388,18.0322,106.009,0.9986,2.4491,0.4847,0.9612,22.9284,1,22.3129,0.7326,0.2323,0.5002,0.1944,-0.0005,0.1949,10.1498,17.854,59.5537,23.0239,23.2081,11.4318,2.987,4.666,504745400.0,28.8171,0.8499,13.5793,1.0849,64.3496,21.036,17.1133,23.1109,21.8428,88.838,83.2747,83.2747,78.8321,100.0,100.0,22.9751,24.6315,0.932,22.5864,0.312,62.5614,-13.4696,23.4734
2005-07-15,77.47,79.47,75.36,24.45,21121200,481697347.409,-3223157.6976,23.787,23.4007,42.8571,92.8571,50.0,1.1771,20.6256,23.1216,25.6176,-0.4039,107.9177,20.2538,24.3997,33.919,23.7063,23.5697,22.958,18.3547,124.9005,1.7653,1.8646,0.1754,0.8201,22.9615,1,22.3964,0.7483,0.1984,0.5499,0.1851,0.051,0.1341,10.1886,17.9199,51.794,23.0239,23.2081,13.0759,2.2298,4.8149,462503000.0,26.4995,0.8041,10.0357,1.0875,60.1269,21.2201,17.1586,23.1216,21.9217,80.8652,69.6427,69.6427,46.5991,66.6667,0.0,23.1,24.7307,1.3255,22.8837,0.3463,54.9583,-24.4842,23.6772
2005-07-22,75.77,82.39,74.85,26.53,25884800,531956428.5761,6908148.7267,25.1459,23.5809,35.7143,100.0,64.2857,1.2668,20.4065,23.1943,25.9821,0.8634,154.4411,37.4754,25.027,42.8113,24.1414,23.965,23.223,18.8743,132.6701,2.3265,0.6234,0.0407,0.7353,23.0551,1,22.9517,0.9185,0.2949,0.6236,0.3401,0.2212,0.1189,10.2277,18.0061,60.4614,23.7995,23.6741,11.283,5.4707,4.7739,514272600.0,28.176,1.4627,25.9714,1.2332,68.7377,21.3968,17.2194,23.1943,22.0602,75.8583,74.6575,74.6575,98.5411,66.6667,100.0,23.2639,25.5149,2.4316,23.2534,0.3971,62.2411,-0.6124,24.1404
2005-07-29,82.28,85.74,82.11,27.01,24653100,526930727.7497,8825673.9348,26.9901,24.1018,28.5714,100.0,71.4286,1.2599,20.1287,23.375,26.6213,0.4022,189.5519,40.5931,25.6422,50.964,24.5821,24.3704,23.5032,19.2307,145.4616,2.129,-1.1783,-0.1816,0.567,23.2047,1,23.4194,1.0789,0.3643,0.7147,0.5272,0.3724,0.1548,10.267,18.096,61.6369,24.0349,24.2143,10.5342,5.7936,4.6653,563578800.0,32.4309,2.2473,27.3127,1.1843,70.2965,21.6555,17.2846,23.375,22.2178,73.2973,75.5916,75.5916,81.6345,66.6667,100.0,23.4724,26.2469,1.1707,23.6593,0.4596,57.9521,-9.3849,24.6187
2005-08-05,84.15,87.23,84.15,27.66,20343700,529308562.8146,9564365.9557,28.9264,24.5423,21.4286,100.0,78.5714,1.2503,19.8637,23.604,27.3443,0.5292,174.9687,44.7394,26.2922,54.0984,25.0562,24.8095,23.8113,19.3287,154.7327,1.389,-1.326,-0.3376,0.4268,23.4181,1,24.2475,1.2448,0.4241,0.8207,0.8839,0.6376,0.2462,10.3067,18.1917,69.421,24.3639,24.4546,9.8568,5.5704,4.5196,604266200.0,33.0908,3.7367,25.2135,1.2576,72.3697,22.0152,17.3536,23.604,22.381,79.9123,89.4877,89.4877,88.2876,100.0,100.0,23.7295,26.9991,1.1255,24.1044,0.5321,55.82,-6.3594,25.1446
2005-08-12,86.38,87.8,85.39,27.74,17409700,512693496.4246,3710458.2987,30.8085,24.8901,14.2857,100.0,85.7143,1.2165,19.7537,23.8652,27.9766,-0.1494,153.6236,45.2237,26.8241,55.2761,25.4692,25.2004,24.1024,19.2019,162.6224,1.088,-0.9257,-0.4636,0.2987,23.6585,1,24.918,1.3668,0.4369,0.9299,1.2667,0.8766,0.3901,10.3466,18.2872,76.3297,24.4026,24.5465,9.407,4.8729,4.3852,639085600.0,32.66,5.3189,21.309,1.2486,72.6119,22.4433,17.4201,23.8652,22.5388,83.4905,85.3923,85.3923,86.2548,100.0,100.0,24.0311,27.559,0.7772,24.5571,0.6064,54.2754,-7.6163,25.6269
2005-08-19,86.03,86.21,80.9,26.61,19148900,497763845.5771,-3771979.9487,30.5736,24.2813,7.1429,92.8571,85.7143,1.2519,19.7846,24.0443,28.304,-0.661,101.2298,27.6513,26.959,27.5205,25.6451,25.3886,24.2883,19.1318,170.8492,0.6007,0.1758,-0.5857,0.159,23.8946,1,25.2473,1.3567,0.3415,1.0153,1.5266,0.9678,0.5588,10.3867,18.3705,76.4884,24.4765,24.5465,16.7495,2.9895,4.7043,600787800.0,29.469,6.3788,12.6553,1.2634,63.8256,22.9131,17.4809,24.0443,22.6587,84.2678,77.9234,77.9234,59.2278,66.6667,0.0,24.3572,27.5497,1.7124,25.0003,0.6644,53.3868,-22.5922,25.9061
2005-08-26,82.9,83.7,80.86,26.47,17654300,492790803.3236,-8072401.7716,30.34,23.596,0.0,85.7143,85.7143,1.2279,19.9223,24.2437,28.5652,-0.2887,80.9573,25.5938,27.0189,27.3021,25.772,25.5329,24.45,19.6587,174.8065,1.2395,1.9678,-0.6402,0.0905,24.0834,1,25.4646,1.3221,0.2454,1.0766,1.7408,0.991,0.7498,10.427,18.4515,77.9232,24.917,24.7716,15.9322,1.8156,4.6389,565479200.0,27.899,7.2478,7.3643,1.2479,62.7969,23.3452,17.5321,24.2437,22.7769,72.5566,54.354,54.354,17.5793,33.3333,0.0,24.6905,27.4576,0.9159,25.4049,0.7055,53.8674,-26.0295,26.1135
2005-09-02,83.45,87.68,82.58,27.1,28364600,468541851.1667,-16813386.2244,30.9279,23.842,0.0,78.5714,78.5714,1.2692,20.2205,24.523,28.8254,0.1157,100.033,30.934,27.2114,38.571,25.9767,25.7421,24.6464,20.6958,178.2818,2.2539,1.0123,-0.6856,0.03,24.2413,1,25.7458,1.3303,0.2029,1.1274,1.953,0.9954,0.9575,10.4676,18.538,79.1954,25.3045,25.0095,14.3129,2.4445,4.683,622208400.0,32.2869,8.1051,9.9137,1.2267,65.467,23.7428,17.5949,24.523,22.8971,57.7178,40.8761,40.8761,45.8213,9.0682,27.2045,25.024,27.5771,1.806,25.7896,0.7381,53.87,-18.342,26.3551
2005-09-09,84.73,85.63,83.13,27.55,15166300,488440036.7667,-12529512.971,31.4738,24.4005,0.0,71.4286,71.4286,1.2363,20.3417,24.7601,29.1784,0.188,92.6301,34.4825,27.4643,38.571,26.218,25.9826,24.8612,22.1431,180.9434,2.1527,-0.7175,-0.7187,-0.0165,24.3849,1,26.0399,1.3569,0.1836,1.1733,2.0341,0.8722,1.1619,10.5084,18.628,79.4352,25.6818,25.4303,13.6445,2.8391,4.4882,652541000.0,30.7791,8.3863,11.4912,1.2045,67.2413,24.1086,17.6566,24.7601,23.0218,46.078,43.004,43.004,65.6114,24.162,45.2814,25.3551,27.792,0.8083,26.1503,0.7662,47.589,-13.3402,26.6081
2005-09-16,84.95,84.96,81.4,26.89,22170800,487941816.542,-9796497.3506,31.2617,24.9215,0.0,64.2857,64.2857,1.2357,20.6849,25.0045,29.3242,-0.5028,68.5991,24.2459,27.4915,28.5041,26.3208,26.103,25.0111,23.9404,179.4162,1.889,-2.5042,-0.6999,0.0102,24.4723,1,26.1183,1.3096,0.1091,1.2005,2.0735,0.7018,1.3718,10.5494,18.7106,72.0588,26.0946,25.8624,15.9085,1.9022,4.5962,608199400.0,28.5934,8.4976,7.6137,1.1381,62.123,24.4451,17.7221,25.0045,23.1231,44.428,49.4039,49.4039,36.7789,24.162,0.0,25.6735,27.6948,1.2285,26.4434,0.781,46.4515,-29.1366,26.7286
2005-09-23,84.0,86.12,82.6,26.82,23705200,449959621.0875,-19873098.8459,31.3193,25.6697,0.0,57.1429,57.1429,1.2288,21.0448,25.2345,29.4241,-0.2983,69.7969,23.2063,27.4843,32.0678,26.3972,26.1983,25.145,25.3802,182.2615,0.635,-4.1453,-0.7345,-0.0395,24.5552,1,26.1602,1.2523,0.0414,1.2109,2.0841,0.5186,1.5655,10.5906,18.7917,72.7486,26.0946,26.2268,14.8561,2.3696,4.5818,560789000.0,28.8819,8.4834,9.6924,1.0877,61.6031,24.7547,17.7836,25.2345,23.2169,45.9229,45.3608,45.3608,33.692,15.0938,0.0,25.9709,27.5717,1.138,26.661,0.7837,41.073,-35.8471,26.809
2005-09-30,82.55,85.49,82.45,27.28,18354900,459861606.6138,-19038067.8042,31.3077,26.3813,28.5714,50.0,21.4286,1.2112,21.7341,25.5453,29.3565,0.602,66.1451,27.6462,27.5821,31.1574,26.5331,26.3426,25.3031,26.8158,180.9477,-0.5254,-2.0837,-0.7187,-0.0165,24.6152,1,26.2417,1.2299,0.0153,1.2147,2.112,0.3703,1.7416,10.632,18.8766,72.7847,26.0946,26.2268,14.281,0.7454,4.4398,597498800.0,27.2079,8.54,2.8092,1.1063,63.8231,25.0395,17.8466,25.5453,23.3357,44.8814,39.8795,39.8795,49.1676,13.1247,39.3742,26.2467,27.6176,0.9828,26.8166,0.7812,43.8248,-24.777,26.9304
2005-10-07,84.39,85.3,77.3,25.82,35509000,434471466.512,-25044411.7009,29.3942,26.2009,21.4286,42.8571,21.4286,1.3094,22.5242,25.7758,29.0274,-0.565,17.189,6.6945,27.2873,4.5186,26.4237,26.2732,25.3416,28.7588,180.124,-0.4108,0.6225,-0.7086,-0.0022,24.6328,1,26.2337,1.0821,-0.1061,1.1882,2.098,0.2215,1.8765,10.6736,18.946,62.6511,26.0946,26.2268,21.3486,-1.1835,5.0709,526480800.0,23.3692,8.4396,-4.3825,1.0452,53.3473,28.315,17.895,25.7758,23.4314,40.8576,37.3324,37.3324,29.1375,13.1247,0.0,26.4856,27.1227,2.5864,26.903,0.7588,43.1443,-59.6905,26.8324
2005-10-14,80.1,82.85,77.32,26.77,27170000,488025354.3963,-8184914.2681,27.6174,25.7022,14.2857,35.7143,21.4286,1.3436,23.2097,26.0098,28.8098,0.4901,11.492,16.3352,27.2764,4.5186,26.4774,26.3398,25.4476,30.4452,183.16,0.2179,1.0039,-0.745,-0.0551,24.6679,1,26.2502,1.0298,-0.1267,1.1565,1.9157,-0.0329,1.9486,10.7153,19.0243,64.1647,26.0946,26.2268,19.3195,-0.8909,5.0185,580820800.0,21.148,7.6441,-3.2205,1.0716,58.1676,28.2817,17.9494,26.0098,23.5644,41.3791,46.9254,46.9254,62.4712,28.4627,46.014,26.6897,27.0666,1.7879,26.9608,0.7325,50.5182,-36.9309,26.8506
2005-10-21,83.45,83.87,77.92,25.87,39835400,464324965.1526,-8084796.9624,26.2715,25.7087,7.1429,28.5714,21.4286,1.385,23.7555,26.1597,28.5639,-0.5782,-5.6465,5.1881,27.034,8.7747,26.3835,26.2768,25.4787,30.8374,186.9206,0.2892,-0.9533,-0.7872,-0.1205,24.7014,1,26.2417,0.9049,-0.2013,1.1062,1.703,-0.2652,1.9682,10.7572,19.0927,60.4847,26.7815,26.2268,17.4028,-1.8736,5.3543,501150000.0,20.7507,6.7636,-6.7537,1.058,52.594,28.2488,17.9985,26.1597,23.6746,41.6786,40.7779,40.7779,30.7248,15.338,0.0,26.8525,26.6965,1.9236,26.97,0.6942,50.8231,-58.6067,26.731
2005-10-28,80.01,89.88,79.79,28.9,38186400,533128607.5708,14583209.7014,26.4584,26.7242,0.0,100.0,100.0,1.5191,24.0333,26.4234,28.8136,0.9286,107.1274,29.5245,27.5851,28.8883,26.7702,26.6261,25.7319,30.4112,197.1898,-0.2325,-0.7179,-0.8845,-0.2955,24.8313,1,26.3404,1.0383,-0.0543,1.0926,1.5404,-0.4056,1.946,10.7994,19.1908,62.1701,27.3594,27.0248,14.7335,2.2845,5.257,577522800.0,26.7041,6.0539,8.5845,1.089,64.7623,24.9913,18.0586,26.4234,23.8327,50.259,63.0738,63.0738,96.0254,48.6713,100.0,27.0023,27.4675,3.2621,26.956,0.6781,57.2438,-3.9746,27.0017
2005-11-04,89.13,95.82,88.7,29.81,38047100,531823292.5453,22115411.3101,27.5974,28.2619,71.4286,100.0,28.5714,1.575,24.0141,26.6811,29.3482,0.4313,214.5801,34.9373,28.2493,42.4046,27.2376,27.0504,26.0338,29.606,201.8305,-0.0756,-1.367,-0.9193,-0.3719,25.0246,1,26.4947,1.2038,0.0889,1.1148,1.4207,-0.4661,1.8868,10.8419,19.297,63.9696,27.8153,27.985,13.1958,3.3381,5.2836,653617000.0,32.6266,5.5204,12.6108,1.1038,67.4686,25.0319,18.1244,26.6811,24.0062,57.6399,69.0679,69.0679,80.4535,66.6667,100.0,27.1635,28.3553,2.3012,26.9761,0.6837,56.7207,-19.5465,27.3716
2005-11-11,92.05,94.94,90.16,29.76,33192700,517657370.3696,18678935.7023,28.6551,29.7318,64.2857,92.8571,28.5714,1.5729,24.1207,26.9361,29.7515,-0.0021,195.9459,34.307,28.763,42.4046,27.6252,27.4113,26.3096,28.9745,207.8999,-1.0413,-0.7606,-0.9558,-0.4679,25.303,1,26.6003,1.3156,0.1606,1.155,1.3485,-0.4622,1.8106,10.8847,19.4015,65.4753,27.8153,27.985,12.2697,2.6543,5.2857,587231600.0,30.3368,5.1724,9.7936,1.0757,67.1535,25.1509,18.1942,26.9361,24.1723,72.4968,85.3488,85.3488,79.5676,99.2938,97.8813,27.3462,28.9874,1.5454,27.0508,0.7005,57.4817,-20.4105,27.7079
2005-11-18,92.33,96.03,92.29,30.73,30262600,546463481.5996,24740600.5539,29.7971,30.1854,57.1429,100.0,42.8571,1.5526,24.1635,27.2372,30.311,0.7273,206.7994,39.9862,29.4087,44.6438,28.1028,27.8537,26.637,28.4998,211.1716,-0.7851,2.5456,-0.971,-0.5176,25.6629,1,26.7945,1.4658,0.2486,1.2171,1.3374,-0.3915,1.7288,10.9278,19.5148,66.8913,28.276,28.019,11.5416,3.1845,5.0526,647756800.0,30.1577,5.0587,11.561,1.1077,69.9931,25.2674,18.2718,27.2372,24.3811,79.7622,84.8699,84.8699,94.5886,99.2938,100.0,27.5616,29.7793,1.29,27.2022,0.7308,58.788,-5.2323,28.154
2005-11-25,95.18,98.56,94.79,31.37,17258200,552963917.6738,27039547.6029,31.2078,30.7739,50.0,100.0,50.0,1.5288,24.1743,27.5566,30.9389,0.4907,203.7007,43.4495,30.0765,49.5469,28.6055,28.3226,26.9876,28.0097,207.2303,-0.0879,4.5171,-0.9523,-0.4576,26.0383,1,27.2556,1.6178,0.3206,1.2973,1.3362,-0.3096,1.6457,10.9714,19.6334,71.761,28.5961,28.428,10.8843,4.4842,4.8735,682273200.0,32.262,4.987,16.6787,1.1788,71.7247,25.4408,18.3449,27.5566,24.6056,86.2957,88.6683,88.6683,91.8487,99.2938,100.0,27.8173,30.5702,1.2188,27.4609,0.772,62.8529,-7.1966,28.6569
2005-12-02,96.25,99.57,93.55,32.0,23600000,591068901.0625,37646198.1463,32.0407,31.4843,42.8571,100.0,57.1429,1.5586,24.3438,27.9343,31.5249,0.4551,174.659,46.7268,30.7589,42.8677,29.1283,28.8134,27.3592,27.4109,193.3015,1.5461,7.4508,-0.8508,-0.2301,26.4964,1,27.8255,1.7691,0.3774,1.3916,1.3563,-0.2055,1.5618,11.0153,19.7571,76.7195,28.9129,28.5912,11.7507,5.1858,4.8701,729473200.0,29.3844,4.9967,19.3369,1.209,73.3634,25.6978,18.4202,27.9343,24.8264,89.0794,93.7002,93.7002,94.6632,100.0,100.0,28.1174,31.3527,1.9463,27.8271,0.8217,63.5407,-2.6044,29.1991
2005-12-09,99.38,100.87,96.47,32.34,23665600,616025351.9716,46503589.7355,33.0406,32.2572,35.7143,100.0,64.2857,1.5491,24.2183,28.2248,32.2314,0.1023,162.5444,48.4558,31.3783,46.04,29.623,29.2842,27.7284,27.2645,178.0563,4.1614,4.4756,-0.6827,0.0339,26.9218,1,28.3428,1.8946,0.4024,1.4922,1.4758,-0.0169,1.4927,11.0596,19.883,76.6858,29.0832,28.8362,10.9783,5.064,4.7895,776804400.0,29.7123,5.3703,18.5629,1.1934,74.2279,26.0224,18.4992,28.2248,25.0434,91.5642,92.3242,92.3242,90.4607,100.0,100.0,28.4607,32.0217,1.4256,28.3036,0.8746,67.6203,-4.3818,29.7339
2005-12-16,100.25,102.98,99.07,32.37,23301500,589684525.8847,37518297.1092,34.2659,32.7638,28.5714,100.0,71.4286,1.529,24.1447,28.4932,32.8417,-0.0844,149.2941,48.6096,31.8679,50.195,30.0462,29.6961,28.0725,28.0563,172.6369,3.9682,-0.0333,-0.6107,0.1282,27.2478,1,28.7715,1.9736,0.3851,1.5885,1.6418,0.1796,1.4622,11.1044,20.0079,77.3951,29.0978,29.178,10.3286,6.5513,4.7229,823407400.0,31.1475,5.9108,25.3707,1.1753,74.3048,26.422,18.5753,28.4932,25.2616,90.5655,85.6722,85.6722,71.8927,100.0,100.0,28.8397,32.493,1.2668,28.8642,0.9245,59.3217,-11.8399,30.2227
2005-12-23,99.92,100.57,97.68,32.45,16244500,612730356.3345,37764505.5317,34.848,33.0836,21.4286,92.8571,71.4286,1.4866,24.0772,28.7324,33.3876,0.0796,115.2203,49.0281,32.2632,42.4151,30.4157,30.063,28.3966,28.4247,164.6025,3.6587,-0.806,-0.494,0.2655,27.5541,1,29.3097,2.019,0.3444,1.6746,1.7729,0.3029,1.47,11.1495,20.1323,77.8946,29.135,29.178,12.0278,5.6753,4.5816,855896400.0,29.7462,6.3144,21.198,1.2069,74.5141,26.908,18.6492,28.7324,25.5031,85.2171,77.6549,77.6549,70.6113,100.0,100.0,29.2444,32.8296,0.9363,29.4479,0.9677,62.643,-10.95,30.6755
2005-12-30,99.0,99.27,95.79,31.48,12956700,607071108.0586,32631420.3866,34.6713,32.9895,14.2857,85.7143,71.4286,1.4813,24.1401,28.9192,33.6983,-0.5316,82.669,33.7291,32.3215,32.3747,30.5788,30.2514,28.6247,28.0362,162.1069,3.2654,-1.9671,-0.4557,0.3072,27.8172,1,29.5177,1.9541,0.2236,1.7305,1.9836,0.4644,1.5192,11.195,20.2457,73.7175,29.135,29.178,14.1612,5.6085,4.7063,829983000.0,27.7201,7.0002,21.6819,1.1737,66.8645,27.3599,18.716,28.9192,25.7197,74.6603,60.6537,60.6537,39.4572,66.6667,0.0,29.6535,32.6996,1.4126,30.01,0.9925,62.046,-22.5577,30.9457
2006-01-06,98.85,107.49,98.4,34.82,24521100,656005404.4283,43135032.5461,35.7064,32.5503,7.1429,100.0,92.8571,1.6148,24.0314,29.3297,34.628,0.9494,132.7308,52.0012,33.1833,49.1619,31.2317,30.8609,29.0838,27.1824,158.754,2.792,-1.4598,-0.4028,0.3624,28.1718,1,30.2909,2.1479,0.3339,1.814,2.2761,0.6618,1.6143,11.241,20.3915,74.4829,30.3225,29.9086,12.0627,5.926,4.6373,879025200.0,35.3927,7.9263,20.5077,1.2765,76.0006,27.7803,18.8006,29.3297,26.0016,69.4343,69.9943,69.9943,99.9145,66.6667,100.0,30.0841,33.7295,3.3501,30.5927,1.0316,69.1732,-0.0329,31.6178
2006-01-13,107.29,109.28,104.72,34.76,24741200,662082190.3932,45444121.0051,36.8673,32.2423,0.0,100.0,100.0,1.605,24.1189,29.7441,35.3693,-0.0022,139.511,51.1324,33.8436,51.9587,31.7742,31.3805,29.5041,26.0561,158.039,2.7303,-2.0848,-0.3914,0.374,28.6163,1,31.3238,2.2701,0.3649,1.9052,2.6204,0.8648,1.7556,11.2874,20.5351,82.5453,30.3451,30.2018,11.2696,4.9495,4.6177,829542800.0,35.6466,9.0012,16.6045,1.3461,75.5662,28.3439,18.8816,29.7441,26.2668,68.4989,74.8486,74.8486,85.1742,65.0817,95.245,30.5392,34.4389,1.4774,31.1744,1.0737,69.6722,-6.2257,32.2094
2006-01-20,109.2,122.47,107.54,39.61,35838900,731647583.6953,64391907.6976,38.988,32.6298,0.0,100.0,100.0,1.8419,23.4308,30.3694,37.3079,0.8741,195.5736,66.5463,35.5629,66.5579,32.9794,32.4775,30.2526,24.9832,159.6348,1.8628,-2.1954,-0.4168,0.348,29.1442,1,33.598,2.7268,0.6573,2.0695,3.0102,1.0687,1.9415,11.3346,20.7259,83.4984,32.7378,32.4356,9.1187,9.8514,4.6503,901220600.0,45.4158,10.1646,33.1066,1.4794,83.2731,28.9795,18.9916,30.3694,26.6062,79.8659,94.7547,94.7547,99.1754,98.415,100.0,31.0617,36.6183,4.9215,31.7927,1.1546,74.8652,-0.492,33.3626
2006-01-27,123.25,127.83,118.13,41.27,44719600,812603890.4994,92048290.0824,41.2377,33.848,0.0,100.0,100.0,1.9348,22.784,31.0554,39.3269,0.4247,210.0937,70.0283,37.3392,70.4834,34.2544,33.6495,31.0685,24.2014,163.4809,1.3038,-1.6957,-0.4769,0.2843,29.7431,1,36.2865,3.186,0.8932,2.2928,3.4166,1.2439,2.1726,11.3826,20.9313,92.6617,35.0819,33.6062,8.0608,10.5371,4.6885,990659800.0,46.5577,11.327,34.2896,1.5953,85.0142,30.0495,19.1074,31.0554,26.9605,87.9693,94.3046,94.3046,98.5643,98.415,100.0,31.6804,38.7775,3.1427,32.477,1.2659,78.654,-0.9542,34.6148
2006-02-03,127.47,131.75,119.5,39.66,35877000,774940362.3361,83010388.4531,43.5051,35.5512,0.0,100.0,100.0,2.0801,22.8558,31.6942,40.5325,-0.4131,182.0055,53.3736,38.3432,72.9812,35.0861,34.4509,31.7049,23.9227,164.9844,0.381,1.5516,-0.4998,0.2591,30.3303,1,37.0182,3.3812,0.8707,2.5105,3.7805,1.3385,2.442,11.4313,21.1186,92.8757,35.5119,35.6818,6.9622,8.29,5.2448,918905800.0,44.5736,12.3445,26.4265,1.3725,76.6868,31.2998,19.222,31.6942,27.2822,92.9902,89.9112,89.9112,71.994,70.6203,11.8608,32.3811,39.7653,3.9689,33.1758,1.3715,70.797,-21.6018,35.506
