date,open,high,low,close,volume,adx_14_adx,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,ema_14_ema,ema_7_ema,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,mfi_14_mfi,mom_10_mom,roc_10_roc,rsi_14_rsi,sar_14_sar,sma_14_sma,sma_7_sma
2026-02-06,21.38,22.02,20.56,21.69,1575391,38.8174,1.6104,16.3731,20.3206,24.2681,21.1536,21.7128,,,,71.6585,0.9778,4.721,58.1261,23.5077,21.4579,22.0783
2026-02-13,21.88,23.14,21.14,20.98,959114,37.1334,1.6372,16.935,20.5321,24.1292,21.1303,21.5293,,,,72.303,0.8791,4.3735,54.0433,23.4757,21.5996,21.8342
2026-02-20,21.3,21.62,20.95,20.84,898283,35.369,1.5675,17.3263,20.6874,24.0485,21.0917,21.3572,1.1676,-0.2981,1.4657,67.7002,-0.7605,-3.5208,53.2599,23.444,21.5431,21.6917
2026-02-27,21.01,21.03,19.29,20.38,1286313,33.4856,1.5833,17.9215,20.8527,23.7839,20.9964,21.1121,1.0226,-0.3545,1.3771,62.5165,-1.926,-8.636,50.6078,23.4126,21.5329,21.3149
2026-03-06,20.22,22.01,20.01,21.12,1933003,31.2925,1.6113,18.4934,21.0267,23.5599,21.0125,21.1134,0.9564,-0.3365,1.2929,67.3403,-1.5705,-6.9221,54.5013,23.3254,21.5619,21.1499
2026-03-13,21.32,21.32,18.77,19.58,1263404,29.8012,1.6803,18.7606,21.087,23.4134,20.821,20.7292,0.7708,-0.4177,1.1885,66.1374,-2.2619,-10.3573,46.3219,23.24,21.5245,20.8126
2026-03-20,19.99,20.57,19.28,19.15,3748064,28.4165,1.651,18.9425,21.1226,23.3028,20.5985,20.3349,0.5826,-0.4847,1.0673,55.4371,-3.862,-16.7811,44.3463,23.099,21.3495,20.5332
2026-03-27,19.97,20.1,18.51,18.56,1646533,27.5236,1.629,18.8295,21.1009,23.3723,20.3267,19.8911,0.3814,-0.5487,0.9302,49.4648,-3.713,-16.6705,41.6788,22.9622,21.0822,20.0861
2026-04-02,18.7,19.52,18.56,19.43,976101,26.6945,1.5815,18.6216,20.9908,23.3599,20.2071,19.7759,0.2888,-0.5131,0.8019,49.6872,-2.5072,-11.429,46.7496,22.7841,20.8495,19.8648
2026-04-10,19.44,20.24,19.12,20.01,1629666,25.2089,1.5486,18.5658,20.9654,23.3649,20.1808,19.8344,0.2592,-0.4341,0.6933,54.0042,-1.0975,-5.1997,49.8784,22.6131,20.7189,19.7461
2026-04-15,19.97,20.95,19.64,20.79,729192,23.6272,1.5319,18.571,20.9692,23.3674,20.2621,20.0733,0.2953,-0.3184,0.6137,39.4436,-0.9003,-4.1506,53.8089,22.449,20.56,19.8051
