date,open,high,low,close,volume,ad_14_chaikin a/d,adosc_14_adosc,adx_14_adx,adxr_14_adxr,aroon_14_aroon down,aroon_14_aroon up,aroonosc_14_aroonosc,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,bop_14_bop,cci_20_cci,cmo_14_cmo,dema_14_dema,dx_14_dx,ema_12_ema,ema_14_ema,ema_26_ema,ht_dcperiod_14_dcperiod,ht_dcphase_14_ht_dcphase,ht_phasor_14_phase,ht_phasor_14_quadrature,ht_sine_14_lead sine,ht_sine_14_sine,ht_trendline_14_ht_trendline,ht_trendmode_14_trendmode,kama_14_kama,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,macdext_14_macd,macdext_14_macd_hist,macdext_14_macd_signal,mama_14_fama,mama_14_mama,midpoint_14_midpoint,midprice_14_midprice,minus_di_14_minus_di,mom_10_mom,natr_14_natr,obv_14_obv,plus_di_14_plus_di,roc_10_roc,rocr_14_rocr,rsi_14_rsi,sar_14_sar,sma_200_sma,sma_20_sma,sma_50_sma,stoch_14_slowd,stoch_14_slowk,stochf_14_fastd,stochf_14_fastk,stochrsi_14_fastd,stochrsi_14_fastk,t3_14_t3,tema_14_tema,trange_14_trange,trima_14_trima,trix_14_trix,ultosc_14_ultosc,willr_14_willr,wma_14_wma
2014-04-11,59.34,59.86,56.37,54.04,6637900,123547311.0415,-10428809.2441,21.7728,18.6628,100.0,57.1429,-42.8571,2.3435,55.7896,60.6301,65.4706,-0.7994,-250.326,-35.2599,57.4417,48.6636,58.8625,59.1607,59.9122,15.2301,-35.1561,-1.1185,-2.518,0.171,-0.5758,60.3848,1,59.2584,-1.0497,-0.8293,-0.2204,-1.6377,-0.6691,-0.9686,17.8661,44.5839,58.3847,59.1731,34.9358,-6.9851,4.3368,84877000.0,12.064,-11.4469,0.8683,32.37,63.2897,44.0977,60.6301,60.2724,5.028,2.4566,2.4566,2.1845,0.0,0.0,61.1999,56.1125,3.3349,60.3557,-0.0978,19.4312,-98.3798,58.8443
2014-04-17,57.1,58.24,56.52,55.04,3295300,124390294.7624,-9921221.2069,23.6936,19.7593,92.8571,50.0,-42.8571,2.2935,54.9177,60.2713,65.6249,0.2907,-204.4291,-27.587,56.6453,48.6636,58.2745,58.6113,59.5513,15.2196,-34.3279,-1.8734,-1.2464,0.1852,-0.5639,59.8724,1,58.9693,-1.2768,-0.8452,-0.4317,-1.7055,-0.5732,-1.1324,18.0002,44.6884,58.3847,59.1731,33.1475,-4.5867,4.1669,88172300.0,11.4464,-7.6923,0.9153,36.2065,62.6299,44.2277,60.2713,60.2155,5.076,7.5249,7.5249,16.7575,9.4359,28.3078,60.7707,55.2794,1.6436,59.8999,-0.1507,23.6228,-88.9289,58.2274
2014-04-25,57.5,58.49,57.17,55.24,2933400,124301403.8533,-8839925.8257,25.2897,20.6477,85.7143,42.8571,-42.8571,2.2197,54.377,59.8164,65.2558,0.2348,-161.8497,-26.047,56.0686,46.0397,57.8078,58.1619,59.232,15.2022,-26.2832,-1.6916,-0.9683,0.3209,-0.4428,59.4324,1,58.6826,-1.4243,-0.7941,-0.6302,-1.7984,-0.4997,-1.2988,18.1342,44.7939,58.3847,59.1731,31.8021,-7.4916,4.0183,91105700.0,11.7506,-11.9421,0.9111,36.9765,62.0164,44.3561,59.8164,60.1623,7.8896,13.6873,13.6873,22.1198,31.7319,66.888,60.2876,54.7744,1.2613,59.3551,-0.201,24.5849,-87.0387,57.6858
2014-05-02,58.09,61.19,56.85,57.08,4312000,125712242.563,-7145044.8689,24.9952,20.7009,78.5714,35.7143,-42.8571,2.3574,54.0945,59.5823,65.0701,0.3779,-98.6044,-12.6577,56.0774,21.1658,57.6951,58.0171,59.0723,15.0703,-14.0668,-2.2775,-1.3184,0.514,-0.2431,59.0833,1,58.6217,-1.3772,-0.5976,-0.7796,-1.7078,-0.291,-1.4169,18.2681,44.9168,58.3847,59.1731,27.8059,-5.5423,4.1303,95417700.0,18.0914,-8.8509,0.9396,43.6712,61.4458,44.4975,59.5823,60.1434,19.0564,35.957,35.957,68.9938,65.0653,100.0,59.7857,55.0888,4.1471,58.786,-0.2397,33.0768,-69.757,57.4401
2014-05-09,59.34,60.97,59.1,57.84,2561100,127068119.0336,-5370719.7033,24.7216,20.9074,71.4286,28.5714,-42.8571,2.3167,54.0827,59.2942,64.5057,0.6364,-60.9631,-7.5322,56.2919,21.1658,57.7174,57.9935,58.981,14.9369,0.9776,-2.7312,-0.8626,0.7191,0.0171,58.8216,1,58.5979,-1.2636,-0.3872,-0.8764,-2.0443,-0.4894,-1.5549,18.402,45.046,58.3847,59.1731,26.274,-3.0435,4.0053,97978800.0,17.0946,-4.9988,0.9479,46.2339,60.9151,44.6464,59.2942,60.1662,36.2615,59.1402,59.1402,86.3071,88.9627,100.0,59.2978,55.6416,1.7869,58.204,-0.2655,37.0904,-62.5563,57.3314
2014-05-16,60.73,61.68,59.48,58.26,2236200,127860953.579,-3904346.6254,24.0403,20.21,64.2857,21.4286,-42.8571,2.3013,54.1303,59.0515,63.9727,0.1091,-39.0197,-4.7104,56.5853,15.1828,57.801,58.0291,58.9276,15.0031,17.2909,-3.289,0.0281,0.8853,0.2972,58.6098,1,58.5935,-1.1267,-0.2002,-0.9264,-2.2824,-0.5881,-1.6943,18.5359,45.1781,58.3847,59.1731,24.5596,-1.2136,3.9501,100215000.0,18.085,-2.0405,0.9771,47.6448,60.4216,44.7999,59.0515,60.2072,58.537,80.5137,80.5137,86.2403,100.0,100.0,58.8488,56.245,2.1022,57.6644,-0.2795,43.7983,-58.5959,57.3089
2014-05-23,60.68,61.56,60.52,58.24,2769800,127381565.1175,-3102058.8198,23.4076,19.5402,57.1429,14.2857,-42.8571,2.2079,54.1441,58.8518,63.5594,0.2596,-24.4914,-4.8327,56.8306,15.1828,57.8687,58.0574,58.8768,15.204,35.5648,-3.0533,2.6615,0.9865,0.5816,58.4552,0,58.5685,-1.0081,-0.0653,-0.9428,-2.3938,-0.5657,-1.8281,18.6698,45.3088,58.3274,59.1731,23.77,-1.3569,3.791,97445200.0,17.5036,-2.2767,0.9284,47.5837,59.9626,44.9504,58.8518,60.2411,75.155,85.8112,85.8112,84.8861,99.809,99.4271,58.4527,56.7239,0.9938,57.1915,-0.2844,44.4291,-58.7759,57.297
2014-05-30,61.03,61.25,59.19,56.56,4630400,122751165.1175,-3965153.9158,23.4071,19.5738,50.0,7.1429,-42.8571,2.1908,53.9027,58.6731,63.4435,-0.8932,-54.2171,-15.1486,56.6214,23.4002,57.6673,57.8577,58.7052,15.4277,51.1536,-1.2417,4.225,0.9942,0.7788,58.2067,1,58.3776,-1.0378,-0.076,-0.9618,-2.4191,-0.4787,-1.9404,18.8035,45.4213,57.4602,59.1731,26.3881,-3.1438,3.8735,92814800.0,16.3802,-5.2657,0.9033,42.4257,59.5358,45.0913,58.6731,60.2483,79.8387,73.1912,73.1912,48.4472,66.4757,0.0,58.099,56.5207,1.9685,56.8674,-0.2892,45.3836,-74.6175,57.1035
2014-06-06,59.31,61.85,59.11,58.61,3324900,124838328.6211,-3293672.257,23.0104,19.704,42.8571,0.0,-42.8571,2.2214,53.8871,58.5723,63.2574,0.7409,-22.7514,-0.7774,56.9745,17.8529,57.813,57.9585,58.6984,15.7122,59.0334,0.4183,4.0279,0.9702,0.8575,58.0639,1,58.3832,-0.8854,0.0611,-0.9465,-2.281,-0.251,-2.03,18.9373,45.5532,56.8702,57.8019,24.1665,1.4047,3.7898,96139700.0,16.8447,2.4553,0.9627,49.6113,59.1388,45.2482,58.5723,60.3164,76.8661,71.596,71.596,81.4545,66.4757,100.0,57.8016,57.1058,2.6182,56.7603,-0.2849,49.6806,-39.6845,57.2417
2014-06-13,61.19,61.92,60.27,57.74,1981000,123217510.4393,-3235265.3401,22.5947,19.6753,35.7143,7.1429,-28.5714,2.1753,53.8331,58.4218,63.0104,-0.4667,-15.6645,-6.1736,57.0501,17.1911,57.801,57.9287,58.6271,16.1249,74.3403,1.9594,2.2937,0.8717,0.9629,57.8634,0,58.3713,-0.8261,0.0964,-0.9224,-2.2903,-0.1878,-2.1025,19.071,45.675,56.8702,57.8019,22.9153,0.8122,3.7678,94158700.0,16.1923,1.4269,0.9708,46.9132,53.8649,45.4017,58.4218,60.3301,67.8758,58.8403,58.8403,46.6192,54.1503,62.4508,57.5569,57.2552,1.5767,56.8021,-0.2776,47.0258,-50.8495,57.2843
2014-06-20,60.53,62.96,59.81,57.77,3628500,121086486.6298,-3595309.6008,21.5185,19.3036,28.5714,0.0,-28.5714,2.2349,53.8229,58.2593,62.6958,-0.0222,-4.4021,-5.904,57.1285,7.5286,57.7967,57.908,58.5638,16.6392,80.587,2.1201,-0.0534,0.8132,0.9865,57.7423,0,58.3597,-0.7671,0.1243,-0.8914,-2.0191,0.1182,-2.1374,19.2046,45.796,56.8702,57.3718,20.7109,3.7362,3.8685,97787200.0,17.8107,6.9142,0.9694,47.048,53.918,45.5545,58.2593,60.3154,61.6053,54.3796,54.3796,35.0649,75.5927,64.3274,57.3609,57.3922,3.01,56.9319,-0.268,40.4512,-44.2779,57.3486
2014-06-27,60.31,60.63,58.75,57.02,4860200,120983078.1192,-3448656.8153,21.0674,19.7248,21.4286,0.0,-21.4286,2.2036,53.7076,58.1289,62.5502,-0.3404,-52.0387,-10.7269,57.011,15.2028,57.677,57.7894,58.4493,17.0792,98.3764,1.7007,-2.0088,0.5966,0.9893,57.5968,0,58.3209,-0.7724,0.0952,-0.8676,-1.7767,0.3583,-2.1349,19.3381,45.9082,56.3255,57.0135,22.7881,1.978,3.8648,92927000.0,16.7736,3.5938,0.955,44.6366,54.0429,45.7062,58.1289,60.2472,49.2441,34.5123,34.5123,21.8527,52.5154,30.7679,57.2012,57.2405,1.7965,57.0922,-0.2596,39.1783,-49.9241,57.3295
2014-07-03,59.58,61.53,58.93,58.43,2610300,122830367.3499,-2487374.3919,20.0681,19.8862,14.2857,85.7143,71.4286,2.2237,54.0225,57.9139,61.8053,0.6038,-13.2454,-0.3499,57.2749,7.0774,57.7932,57.8751,58.4481,17.3042,121.5674,0.2749,-2.2274,0.2323,0.852,57.475,0,58.3224,-0.6549,0.1701,-0.825,-1.2641,0.8215,-2.0856,19.4716,46.0335,56.3255,57.0135,20.9695,3.1916,3.8055,95537300.0,18.1975,5.7775,1.0214,49.8251,54.1652,45.8639,57.9139,60.2334,42.2889,37.9749,37.9749,57.0071,65.0318,100.0,57.0833,57.6281,2.4845,57.2887,-0.2462,43.3998,-27.4659,57.5246
2014-07-11,61.03,61.44,60.28,58.4,2817200,124093250.1086,-1466171.2144,19.1402,20.4565,7.1429,78.5714,71.4286,2.144,54.4493,57.7032,60.9571,0.0776,17.3502,-0.5533,57.4865,7.0774,57.8871,57.9456,58.4448,17.32,149.2309,0.0041,-0.3945,-0.2458,0.5116,57.3837,0,58.3237,-0.5577,0.2139,-0.7716,-0.9173,1.0431,-1.9604,19.605,46.1572,56.3255,57.0135,20.1951,1.3282,3.671,92720100.0,17.5255,2.3271,1.026,49.7233,54.2852,46.0228,57.7032,60.2267,39.1796,45.0515,45.0515,56.2945,76.2691,98.0394,57.0074,57.915,1.1085,57.4695,-0.2298,45.7371,-27.9211,57.7043
2014-07-18,61.33,62.52,60.82,59.71,2899600,126893864.3522,-24013.4538,17.9506,20.8221,0.0,71.4286,71.4286,2.1068,54.5854,57.6447,60.7039,0.6828,83.945,8.6216,57.9876,2.4857,58.168,58.1813,58.5387,17.2109,175.6926,0.2949,-0.4163,-0.652,0.0751,57.3279,1,58.4844,-0.3707,0.3207,-0.6914,-0.5093,1.2541,-1.7634,19.7384,46.2927,57.3766,57.0852,19.0835,1.8729,3.5283,95619700.0,20.0564,3.2381,1.105,54.3108,54.4027,46.1876,57.6447,60.1931,50.1352,67.3793,67.3793,88.8361,99.3465,100.0,56.9834,58.589,1.6235,57.6829,-0.2063,55.3405,-7.2981,58.0444
2014-07-25,62.29,63.4,61.87,60.17,2657600,128057649.9731,938438.6416,17.3531,21.3214,0.0,100.0,100.0,2.0608,54.5233,57.6795,60.8358,0.4444,129.7698,11.6629,58.5088,9.586,58.4763,58.4466,58.6597,17.0611,191.807,-0.1306,-0.4089,-0.8368,-0.2046,57.3776,1,58.6627,-0.1834,0.4064,-0.5898,-0.2293,1.2936,-1.5229,19.8719,46.4315,57.7063,57.4531,18.1165,1.9111,3.4248,98277300.0,21.958,3.2803,1.0932,55.8314,54.5179,46.3528,57.6795,60.1878,63.6862,78.6278,78.6278,90.7527,99.3465,100.0,57.0172,59.2517,1.462,57.8791,-0.177,54.0074,-6.5649,58.3916
2014-08-01,62.88,62.94,59.32,56.83,5013300,123473073.5594,-211872.4185,16.8792,20.9372,7.1429,92.8571,85.7143,2.1631,54.4924,57.541,60.5896,-0.9407,14.5054,-11.4735,58.0974,10.7176,58.2226,58.2307,58.524,16.9395,208.6113,-0.1907,0.4987,-0.9594,-0.4789,57.4207,1,58.6325,-0.3014,0.2307,-0.5321,-0.1523,1.1187,-1.271,20.0052,46.5355,58.3656,57.4531,24.0893,-1.4142,3.8064,93264000.0,19.4255,-2.4282,1.0287,44.2632,54.6998,46.5016,57.541,60.1486,69.9656,63.8898,63.8898,12.0805,66.6667,0.0,57.0735,58.5719,3.4926,57.9954,-0.1583,47.953,-60.0,58.244
2014-08-08,59.4,60.88,58.8,57.5,5137700,125103305.2901,-144482.9907,16.6856,20.7036,0.0,85.7143,85.7143,2.1505,54.5478,57.4306,60.3134,0.3702,-16.6049,-6.7113,57.9324,14.1695,58.1108,58.1328,58.4478,16.8725,218.0289,0.1586,1.2898,-0.9926,-0.6161,57.5353,1,58.6247,-0.337,0.1561,-0.4931,-0.1341,0.8984,-1.0325,20.1384,46.6451,58.3656,58.3609,24.1335,0.9364,3.7403,98401700.0,18.1431,1.6557,1.0074,46.6444,54.8763,46.6553,57.4306,60.0993,62.2409,44.2053,44.2053,29.7826,40.1945,20.5834,57.1375,58.2854,1.9876,58.0621,-0.1444,52.5774,-69.4624,58.1704
2014-08-15,60.26,63.11,60.0,59.9,5200600,128896979.6863,1103298.4459,15.7274,19.8838,50.0,78.5714,28.5714,2.2088,54.491,57.5653,60.6397,0.7826,108.405,8.4515,58.3999,3.2701,58.3867,58.3689,58.5557,16.8651,217.1157,0.8444,1.0369,-0.9905,-0.6034,57.7271,1,58.6516,-0.169,0.2593,-0.4283,0.1133,0.8787,-0.7654,20.2716,46.7777,58.3656,58.3609,21.818,1.29,3.6873,103602300.0,23.2932,2.2008,1.0357,54.2258,55.0475,46.8169,57.5653,60.109,50.0793,42.1428,42.1428,84.5652,35.5677,86.1198,57.2236,58.9065,2.967,58.1679,-0.1242,57.2583,-15.2688,58.414
2014-08-22,62.83,64.33,62.83,60.96,2662600,129678238.6102,1762037.0143,15.408,19.4078,42.8571,100.0,57.1429,2.163,54.3738,57.7675,61.1611,0.6467,185.1356,14.2325,59.0419,11.2561,58.7833,58.715,58.7341,16.9268,197.9312,1.155,0.5694,-0.8905,-0.3079,57.9877,1,58.7149,0.0492,0.382,-0.3328,0.5439,1.0246,-0.4807,20.4049,46.9195,58.7622,58.8051,20.689,3.2298,3.5479,106264900.0,25.9373,5.5942,1.0464,57.1162,55.2136,46.9793,57.7675,60.1216,51.5344,68.2551,68.2551,90.4175,68.901,100.0,57.3478,59.7373,1.567,58.3336,-0.0964,55.4248,-9.4966,58.7793
2014-08-29,64.12,64.5,63.44,61.34,2116300,130556702.7611,2150847.1118,15.1891,19.2981,35.7143,100.0,64.2857,2.0808,54.8538,58.1325,61.4111,0.066,191.3679,16.2339,59.651,12.3428,59.1763,59.0647,58.927,17.0029,170.7413,1.5697,-1.2874,-0.5841,0.1609,58.2666,1,58.7977,0.2493,0.4657,-0.2164,0.7534,0.953,-0.1995,20.5382,47.0637,58.9485,58.8864,19.9696,3.5642,3.3925,108381200.0,25.5934,6.1694,1.0532,58.1169,55.4639,47.1435,58.1325,60.1001,66.7487,89.8481,89.8481,94.5614,95.3733,100.0,57.5179,60.4785,1.0129,58.5486,-0.0632,55.2348,-5.3913,59.1685
2014-09-05,64.09,64.94,63.98,61.77,1421100,131089615.2611,2283937.3005,15.1923,19.1013,28.5714,100.0,71.4286,1.9977,55.1481,58.4688,61.7896,0.5729,186.4819,18.5944,60.2455,15.2344,59.5749,59.4251,59.1374,17.0248,158.7264,-0.1017,-2.7989,-0.4024,0.3628,58.5302,1,59.0151,0.4375,0.5231,-0.0856,1.0013,0.9491,0.0522,20.6715,47.2108,59.2973,59.0966,19.3146,4.7491,3.2343,109802300.0,26.2573,8.3291,1.0921,59.2972,55.7724,47.3078,58.4688,60.0779,83.8225,93.3643,93.3643,95.114,100.0,100.0,57.7373,61.1656,0.9173,58.7973,-0.0261,54.2011,-4.8465,59.5856
2014-09-12,64.41,64.93,63.75,61.76,2137800,132140398.312,2465092.6848,15.0452,18.82,21.4286,92.8571,71.4286,1.9356,55.5263,58.7947,62.0631,0.1864,151.2755,18.5145,60.7167,13.1336,59.9107,59.7361,59.3315,17.122,158.4161,-1.2589,0.7122,-0.3974,0.3679,58.7656,1,59.1339,0.5793,0.5319,0.0474,1.2503,0.9572,0.293,20.8049,47.3562,59.2973,59.0966,19.322,3.3254,3.1341,107664500.0,25.1647,5.6909,1.0536,59.2572,56.1493,47.4733,58.7947,60.0643,92.559,94.4646,94.4646,93.7183,99.7373,99.212,58.0014,61.653,1.1276,59.0181,0.0116,54.0426,-5.0081,59.9518
2014-09-19,64.73,65.0,63.93,61.21,2589400,130180198.312,1691402.3707,14.9455,18.232,14.2857,100.0,85.7143,1.8704,55.6714,59.0016,62.3317,-0.6262,124.9407,13.8064,60.9536,13.6495,60.1111,59.9331,59.4709,17.547,160.9656,0.3371,3.4898,-0.4378,0.3261,58.9481,1,59.2416,0.6402,0.4743,0.166,1.5418,1.0209,0.5209,20.9384,47.4948,59.2973,59.1253,18.5675,2.8093,3.0555,105075100.0,24.4375,4.8102,1.0602,56.9032,56.5035,47.6326,59.0016,60.046,89.889,81.8381,81.8381,56.682,66.404,0.0,58.2961,61.7996,1.0224,59.2895,0.0457,61.7258,-15.04,60.2154
2014-09-26,64.01,64.19,61.07,58.61,2575162,128050737.4274,543573.1088,14.5851,17.8263,7.1429,92.8571,85.7143,1.9497,55.7472,59.0403,62.3333,-0.8558,19.9372,-5.4882,60.4892,9.8991,59.8808,59.7572,59.4074,18.4392,170.9058,1.8807,2.7892,-0.5865,0.1581,59.0578,1,59.2357,0.4734,0.246,0.2274,1.5029,0.7895,0.7134,21.0717,47.606,59.2973,59.1253,26.5516,-1.0989,3.3264,102499938.0,21.7684,-1.8403,1.0146,47.2559,56.8961,47.7801,59.0403,59.9365,76.2421,52.4235,52.4235,6.8702,33.0707,0.0,58.5831,60.9725,2.9813,59.5969,0.0652,52.7278,-58.56,60.0994
2014-10-03,61.08,61.29,59.54,57.58,2778814,127558490.3759,-132033.2064,14.9367,17.5024,0.0,85.7143,85.7143,1.9333,55.6682,59.0063,62.3445,-0.4686,-67.8629,-11.8767,59.8503,19.5078,59.5272,59.4672,59.2722,19.7054,178.2541,2.5909,0.9775,-0.6852,0.0305,59.0607,1,59.2234,0.255,0.022,0.2329,1.409,0.5222,0.8869,21.2049,47.7058,59.2973,59.1492,30.2659,-2.5896,3.3575,99721124.0,20.385,-4.3036,1.0099,44.0616,62.1114,47.9172,59.0063,59.7754,53.2804,25.5797,25.5797,13.1868,0.0,0.0,58.8295,59.9666,1.72,59.8679,0.0698,45.9673,-76.4516,59.8377
2014-10-10,60.39,60.82,59.04,56.44,2882773,124772889.4995,-1282742.1409,15.4712,17.3057,35.7143,78.5714,42.8571,1.9167,55.4085,58.9165,62.4245,-0.7416,-95.0125,-18.4202,59.047,22.4195,59.053,59.0642,59.0628,21.2887,191.8086,2.4691,-1.9624,-0.8368,-0.2046,58.992,1,59.1672,-0.0098,-0.1942,0.1844,1.0441,0.0263,1.0178,21.3378,47.7932,59.1062,59.1492,30.128,-0.3822,3.3957,96838351.0,19.0929,-0.6726,0.966,40.7899,62.0593,48.0417,58.9165,59.5973,28.2856,6.8535,6.8535,0.5034,0.0,0.0,59.0079,58.8009,1.7009,60.0066,0.0599,38.2405,-95.6452,59.4191
2014-10-17,59.16,60.28,57.97,56.82,4274915,126012799.9108,-1242356.8341,16.3939,17.1723,100.0,71.4286,-28.5714,1.9375,55.4544,58.9294,62.4044,0.1299,-110.0888,-15.396,58.4901,28.3894,58.7091,58.7647,58.8965,21.9953,206.9515,1.4776,-4.6104,-0.9508,-0.4532,58.8955,1,59.1304,-0.1874,-0.2974,0.11,0.6962,-0.3863,1.0825,21.4706,47.8834,59.1062,58.7526,31.4457,-0.6784,3.41,101113266.0,17.5392,-1.18,0.9728,42.302,61.9464,48.1637,58.9294,59.4344,14.6872,11.6283,11.6283,21.1949,3.128,9.3841,59.1116,58.0539,2.2073,60.0194,0.0423,40.2409,-78.8051,59.0691
2014-10-24,59.44,61.9,59.19,59.12,2488379,128437021.8095,-341550.7104,16.2256,16.7894,92.8571,64.2857,-28.5714,1.9844,55.4819,58.9547,62.4275,0.895,-31.6463,1.3667,58.6153,14.0372,58.7724,58.8121,58.9131,21.9584,224.2789,0.1477,-6.4269,-0.9999,-0.6982,58.8468,1,59.1303,-0.1407,-0.2006,0.0599,0.7381,-0.366,1.1041,21.6032,47.9958,59.1062,58.7526,28.5092,-0.7836,3.3565,103601645.0,21.4906,-1.308,0.9901,50.6833,61.7498,48.2959,58.9547,59.423,15.5383,28.1331,28.1331,62.701,36.4614,100.0,59.1655,58.3046,2.5943,59.9326,0.0298,47.2914,-44.5235,59.0413
2014-10-31,61.81,63.43,60.47,59.58,4306348,129600899.6473,428335.7168,15.2424,16.0608,85.7143,57.1429,-28.5714,2.0447,55.6108,59.0469,62.483,0.1824,15.6342,4.3469,58.8325,2.4614,58.8965,58.9144,58.9624,21.4826,244.2994,-2.214,-6.8382,-0.9438,-0.9011,58.8894,0,59.1336,-0.0659,-0.1006,0.0347,0.8154,-0.2956,1.111,21.7357,48.1116,59.1062,58.7526,25.6922,-1.3856,3.4319,107907993.0,24.4578,-2.2727,0.9902,52.1735,61.5591,48.431,59.0469,59.3844,31.4889,54.7052,54.7052,80.2198,69.7947,100.0,59.1922,58.6627,2.8285,59.7701,0.0229,48.1495,-37.6956,59.0802
2014-11-07,62.52,64.29,61.6,61.39,2376783,131906997.651,1438108.1003,14.4029,15.5442,78.5714,50.0,-28.5714,2.0822,55.6991,59.228,62.757,0.6431,68.4147,15.2617,59.4607,3.4883,59.2808,59.2451,59.1426,21.2576,257.8483,-4.3534,-2.8655,-0.8401,-0.9776,59.004,1,59.2697,0.1383,0.0828,0.0554,0.8029,-0.286,1.089,21.8683,48.2444,59.1062,58.7526,23.4267,0.0573,3.3915,110284776.0,25.1202,0.0935,1.0804,57.6308,55.3938,48.5744,59.228,59.3909,54.5336,80.7626,80.7626,99.3671,100.0,100.0,59.2239,59.5715,2.5705,59.5826,0.0274,57.297,-10.6686,59.3669
2014-11-14,64.17,64.43,62.48,60.08,2478091,130420143.051,1247369.6026,13.6927,14.71,71.4286,42.8571,-28.5714,2.0666,55.9857,59.3809,62.7761,-0.6667,57.0725,5.8171,59.6388,4.4609,59.4032,59.3559,59.2117,21.371,272.3331,-4.3526,1.8833,-0.6777,-0.9992,59.1349,1,59.291,0.1915,0.1088,0.0826,0.659,-0.3642,1.0233,22.0008,48.3627,59.1062,58.7526,21.918,-1.6913,3.44,107806685.0,23.9648,-2.7382,1.0449,52.9086,55.4542,48.7136,59.3809,59.348,73.538,85.1461,85.1461,75.8514,89.7312,69.1936,59.2648,59.7931,1.8633,59.3429,0.0336,58.833,-30.2987,59.4342
2014-11-21,62.85,63.33,61.78,59.53,2363075,129642615.1478,808547.7387,12.7801,14.094,64.2857,35.7143,-28.5714,2.0248,56.0684,59.4359,62.8033,-0.3548,16.3051,2.0959,59.6448,0.9157,59.4229,59.3793,59.2354,21.2063,290.3545,-3.1267,6.5214,-0.417,-0.9376,59.266,0,59.2926,0.1875,0.0839,0.1036,0.4589,-0.444,0.903,22.1331,48.4744,59.1062,58.7526,23.1324,-2.2265,3.4012,105443610.0,22.7126,-3.6051,0.9938,51.048,55.5765,48.8518,59.4359,59.2519,81.3662,78.1899,78.1899,59.3511,58.1474,5.2485,59.3103,59.7634,1.4811,59.118,0.0383,57.1226,-38.4068,59.4044
2014-11-28,62.3,62.85,61.78,59.23,1797107,128517323.8488,197478.132,11.9326,13.5608,57.1429,28.5714,-28.5714,1.9532,56.1409,59.4769,62.813,-0.2991,0.2688,-0.0296,59.5711,0.9157,59.3926,59.3588,59.2347,20.6415,313.3139,-0.0274,7.7743,-0.0294,-0.7276,59.3563,0,59.2912,0.1579,0.0434,0.1145,0.1446,-0.6075,0.752,22.2654,48.5819,59.1062,58.7526,22.2675,-1.9876,3.2979,103646503.0,21.8634,-3.247,0.9715,49.9852,55.6963,48.9867,59.4769,59.2013,73.7046,57.778,57.778,38.1313,24.814,0.0,59.3544,59.6278,1.0224,58.9842,0.0406,58.5271,-42.9587,59.3373
2014-12-05,61.98,63.28,61.7,60.45,2888717,131332908.7728,825410.484,11.2699,13.2311,50.0,21.4286,-28.5714,1.9215,56.152,59.5137,62.8755,0.8101,25.6696,8.2028,59.8141,2.6538,59.5551,59.5041,59.3246,19.8384,-1.619,2.1135,4.7106,0.6868,-0.0283,59.4377,0,59.3033,0.2304,0.0928,0.1377,-0.0351,-0.6267,0.5916,22.3975,48.7006,59.1062,58.7526,21.0178,1.8347,3.1787,106535220.0,22.1637,3.1301,0.9855,54.1014,55.8137,49.1277,59.5137,59.1382,62.6715,52.0466,52.0466,58.6572,19.6953,53.8372,59.4053,59.9479,1.5098,58.996,0.0459,61.4516,-24.7511,59.4499
2014-12-12,62.15,63.58,61.72,59.62,3063607,130481678.3715,736408.5473,10.8344,12.9398,42.8571,14.2857,-28.5714,1.9114,56.1373,59.486,62.8347,0.1289,16.9544,2.0549,59.801,5.174,59.5646,59.5192,59.3463,19.115,36.6919,3.2312,1.0396,0.9895,0.5975,59.5285,0,59.3108,0.2183,0.0645,0.1538,-0.2405,-0.6893,0.4488,22.5296,48.8098,59.1014,58.7526,19.6199,2.0353,3.2061,103471613.0,21.7609,3.5347,0.9652,51.0275,55.9288,49.264,59.486,59.0683,50.1708,40.6878,40.6878,25.2747,26.386,25.3208,59.4582,59.8924,1.7797,59.0973,0.0496,55.2007,-37.1266,59.4601
2014-12-19,62.62,65.42,62.09,61.82,6583560,134218293.5066,1821975.43,11.4192,13.1824,35.7143,100.0,64.2857,2.0021,56.4734,59.7359,62.9984,0.6246,85.2449,15.7438,60.3372,19.021,59.9124,59.8266,59.5299,18.5448,68.9381,2.6059,-2.881,0.914,0.9332,59.6746,1,59.322,0.3825,0.1829,0.1995,-0.1288,-0.4859,0.3572,22.6617,48.9399,59.1349,58.9533,17.3926,5.3798,3.2384,110055173.0,25.5633,9.5311,1.0011,57.8719,56.0415,49.4117,59.7359,59.06,49.1978,54.859,54.859,80.6452,59.7193,100.0,59.5316,60.6148,3.182,59.286,0.0607,57.9298,-9.6644,59.785
