date,open,high,low,close,volume,ad_14_chaikin a/d,adosc_14_adosc,adx_14_adx,adxr_14_adxr,apo_14_apo,aroon_14_aroon down,aroon_14_aroon up,aroonosc_14_aroonosc,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,bop_14_bop,cci_20_cci,cmo_14_cmo,dema_14_dema,dx_14_dx,ema_12_ema,ema_14_ema,ema_26_ema,ht_dcperiod_14_dcperiod,ht_dcphase_14_ht_dcphase,ht_phasor_14_phase,ht_phasor_14_quadrature,ht_sine_14_lead sine,ht_sine_14_sine,ht_trendline_14_ht_trendline,ht_trendmode_14_trendmode,kama_14_kama,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,macdext_14_macd,macdext_14_macd_hist,macdext_14_macd_signal,mama_14_fama,mama_14_mama,mfi_14_mfi,midpoint_14_midpoint,midprice_14_midprice,minus_di_14_minus_di,mom_10_mom,natr_14_natr,obv_14_obv,plus_di_14_plus_di,ppo_14_ppo,roc_10_roc,rocr_14_rocr,rsi_14_rsi,sar_14_sar,sma_20_sma,sma_50_sma,stoch_14_slowd,stoch_14_slowk,stochf_14_fastd,stochf_14_fastk,stochrsi_14_fastd,stochrsi_14_fastk,tema_14_tema,trange_14_trange,trima_14_trima,trix_14_trix,ultosc_14_ultosc,willr_14_willr,wma_14_wma
2023-12-01,33.8,36.09,33.45,33.76,9440881,16361309.1456,4155536.5172,13.857,12.9996,-0.1268,71.4286,100.0,28.5714,1.9846,27.5033,30.8239,34.1445,0.8717,123.5052,21.2892,31.0072,18.5341,30.7249,30.6651,30.4016,28.8047,,-4.3896,4.9307,,,,0,29.8494,0.3244,0.166,0.1584,-0.1268,-0.5525,0.4257,1.0092,9.9893,61.3597,30.312,30.0477,18.4857,2.1188,5.8785,44113458.0,26.8969,-0.4148,6.6962,1.105,60.6446,26.3065,30.8239,29.8644,82.6321,96.9023,96.9023,99.6246,100.0,100.0,31.2082,2.75,29.9731,0.072,59.3403,-0.3754,30.4938
2023-12-08,35.57,36.3,34.94,33.61,6716924,19127101.3809,6127507.3566,14.2876,13.648,-0.2804,64.2857,100.0,35.7143,1.9338,27.4143,30.9502,34.4861,0.2426,134.9633,20.1504,31.6948,19.8857,31.1689,31.0579,30.6393,27.7663,,-1.6847,9.54,,,,0,29.8943,0.5305,0.2977,0.2328,-0.2804,-0.563,0.2826,1.0553,10.2256,62.6998,30.312,30.146,17.6124,2.6742,5.7535,37396534.0,26.3557,-0.9117,8.6442,1.0382,60.0752,26.3813,30.9502,30.0312,91.2034,95.9034,95.9034,93.3132,98.6979,96.0938,32.1245,1.2733,29.8748,0.1056,65.0207,-4.8769,30.8772
2023-12-15,35.9,39.21,35.66,35.56,11718231,22736514.3049,7525626.1434,15.8231,15.0942,-0.1455,57.1429,100.0,42.8571,2.0334,27.1047,31.1725,35.2402,0.5851,190.6727,29.4269,32.73,35.7848,31.8442,31.658,31.0037,26.5117,,0.6031,8.1698,,,,0,30.0494,0.8413,0.4868,0.3545,-0.1455,-0.3078,0.1623,1.1024,10.4789,66.3401,31.2108,31.5082,15.545,5.8836,5.7185,49114765.0,32.8704,-0.4702,19.8269,1.0955,64.7135,26.5334,31.1725,30.2255,95.2398,92.9137,92.9137,85.8033,98.6979,100.0,33.4795,3.3283,30.006,0.1642,68.8831,-11.0691,31.5083
2023-12-22,38.62,40.01,38.11,37.26,9687592,30282638.5996,9814475.546,17.5035,16.2422,0.0677,50.0,100.0,50.0,2.0239,26.696,31.5232,36.3503,0.6211,215.8784,36.3905,33.9819,39.3483,32.6778,32.4052,31.4673,25.1608,,2.6324,7.1537,,,,0,30.2938,1.2111,0.6853,0.5258,0.0677,-0.0185,0.0861,1.1507,10.7467,68.1049,32.0628,31.8827,14.4985,7.1978,5.4316,58802357.0,33.3106,0.2166,23.9412,1.1139,68.1952,26.8387,31.5232,30.4339,93.6298,92.0725,92.0725,97.101,98.6979,100.0,35.0689,1.9006,30.3778,0.249,68.519,-1.7629,32.3372
2023-12-29,39.85,40.85,39.66,37.61,4088908,29718061.3444,9678959.7617,19.3196,17.115,0.4362,42.8571,100.0,57.1429,1.9593,26.2836,31.7886,37.2937,0.2678,197.8527,37.7355,35.0668,42.9296,33.4364,33.099,31.9222,23.9381,,4.3831,4.0247,,,,0,30.8156,1.5147,0.7911,0.7236,0.4362,0.3696,0.0666,1.2,11.0153,73.833,32.236,32.2759,13.905,9.3908,5.2096,62891265.0,34.8243,1.3827,33.2794,1.1886,68.8678,27.2635,31.7886,30.6112,92.1143,91.3567,91.3567,91.1658,100.0,100.0,36.3478,1.1188,30.9796,0.3483,71.0181,-5.3325,33.176
2024-01-05,39.26,39.64,37.7,35.89,4631052,28110883.9151,8232241.4168,19.687,17.1538,0.6702,35.7143,92.8571,57.1429,1.9848,26.2734,32.0393,37.8051,-0.4781,125.2467,23.7242,35.4981,24.4628,33.8133,33.4706,32.2158,22.8529,,4.7845,1.2828,,,,0,31.0688,1.5979,0.6994,0.8984,0.6702,0.5704,0.0998,1.2503,11.264,74.7287,32.236,32.2759,19.3669,9.0229,5.531,58260213.0,31.9109,2.1077,33.5881,1.16,61.8621,27.8126,32.0393,30.752,88.435,81.8757,81.8757,57.3604,73.441,20.323,36.66,2.3172,31.7164,0.4374,63.985,-19.7616,33.7282
2024-01-12,38.33,39.43,37.94,36.41,5123253,29520638.0963,7340574.6591,20.0281,17.0841,1.1205,28.5714,85.7143,57.1429,1.9427,26.3088,32.3322,38.3555,0.3758,114.1595,26.1853,35.9594,24.4628,34.2128,33.8626,32.5266,21.8444,,4.7579,-0.3977,,,,0,31.5169,1.6867,0.6306,1.0561,1.1205,0.9179,0.2026,1.3016,11.5155,82.0962,32.236,32.2759,18.3705,7.0325,5.3356,63383466.0,30.2692,3.4982,23.9381,1.227,63.0927,28.3342,32.3322,30.8944,81.1661,70.2659,70.2659,62.2714,45.9627,17.5651,37.0265,1.395,32.5367,0.5181,63.6922,-15.3701,34.3032
2024-01-19,38.32,39.1,37.19,36.55,4781912,34002115.8345,7734401.6605,19.8628,17.1418,1.7176,21.4286,78.5714,57.1429,1.9317,26.2429,32.541,38.839,0.377,92.925,26.866,36.3489,17.7133,34.5725,34.221,32.8246,20.8801,,4.2433,-0.7306,,,,0,31.9239,1.7482,0.5537,1.1945,1.7176,1.3396,0.378,1.354,11.7659,76.9007,32.236,32.2759,19.7563,7.739,5.2849,68165378.0,28.2619,5.3273,26.8603,1.2157,63.433,28.8298,32.541,31.0179,69.6226,56.7261,56.7261,50.5464,20.1038,22.4233,37.3007,1.7882,33.3738,0.5887,63.3836,-14.1939,34.8328
2024-01-26,39.34,40.8,38.75,37.98,5646891,38382455.6326,8586129.764,20.3963,17.8478,2.1705,14.2857,71.4286,57.1429,1.9309,26.088,32.8172,39.5464,0.5997,114.2435,33.5928,37.0016,27.3326,35.0972,34.7227,33.2068,20.0189,,4.5601,-1.2161,,,,0,32.91,1.8908,0.557,1.3338,2.1705,1.5449,0.6256,1.4073,12.028,83.3538,32.4232,32.2759,18.3492,6.8331,5.0834,73812269.0,32.1526,6.6772,21.9358,1.3461,66.7964,29.3006,32.8172,31.1524,65.1271,68.3892,68.3892,92.3497,36.8072,70.433,37.9573,1.9201,34.2231,0.6584,67.0017,-2.1957,35.4916
2024-02-02,40.5,41.22,39.14,37.7,4780295,38796135.0076,8285631.9926,21.0484,18.2236,2.6247,7.1429,100.0,92.8571,1.932,25.9732,33.0298,40.0863,-0.1106,103.8707,31.0476,37.4394,29.5246,35.498,35.12,33.5398,19.3069,,3.8986,-3.87,,,,0,33.9483,1.9585,0.4998,1.4587,2.6247,1.6934,0.9313,1.4617,12.2848,89.5462,33.3976,32.4491,17.0248,6.181,5.1244,69031974.0,31.2894,8.0039,19.609,1.4035,65.5238,29.7478,33.0298,31.2737,66.0743,73.1077,73.1077,76.4268,55.6883,74.2085,38.3027,1.9474,35.0143,0.7198,67.0285,-7.2398,36.02
2024-02-09,39.94,40.41,38.32,37.8,10110180,48519322.4717,10503203.2799,21.102,18.2067,2.9671,0.0,92.8571,92.8571,1.9338,26.018,33.3375,40.6569,0.2057,83.0627,31.5159,37.7961,21.7997,35.8516,35.4768,33.8551,18.7798,,1.8181,-4.4415,,,,0,34.6608,1.9967,0.4304,1.5663,2.9671,1.6749,1.2921,1.5171,12.5399,78.4793,33.3976,33.4884,18.6338,4.0352,5.1164,79142154.0,29.0227,8.99,11.9523,1.2865,65.758,30.2785,33.3375,31.4176,74.6861,82.5616,82.5616,78.9082,72.2013,71.9625,38.5444,1.9567,35.6597,0.7712,68.0149,-7.7968,36.4576
2024-02-16,40.62,41.23,38.71,38.23,5168916,52047312.7575,11578097.2356,21.489,17.8862,3.243,0.0,100.0,100.0,1.9642,26.1739,33.7019,41.23,0.0833,84.5014,33.7455,38.1713,26.5192,36.217,35.8434,34.1789,18.4829,,0.3989,-2.3999,,,,0,35.4745,2.0383,0.3776,1.6607,3.243,1.5744,1.6686,1.5735,12.7968,78.3237,34.6884,33.5998,17.0317,4.6157,5.1383,84311070.0,29.3251,9.7427,13.7326,1.3268,66.8727,30.7773,33.7019,31.5582,79.1602,81.8113,81.8113,90.099,82.057,100.0,38.8272,2.3593,36.1754,0.8144,72.0465,-3.7439,36.8724
2024-02-23,40.48,42.03,40.06,38.54,2648200,52383378.7473,11072202.3747,22.1612,17.8292,3.3343,0.0,100.0,100.0,1.9556,26.5737,34.1455,41.7172,0.3503,90.9218,35.419,38.5333,30.9007,36.5751,36.2036,34.5023,18.4282,196.7417,0.1422,-0.2323,-0.8808,-0.2881,33.8895,1,36.0826,2.073,0.3298,1.7432,3.3343,1.3027,2.0316,1.6309,13.0542,77.43,35.0332,35.0136,15.8821,2.9866,5.0736,86959270.0,30.0868,9.9252,8.3992,1.2374,67.7095,31.3249,34.1455,31.7533,82.105,81.9422,81.9422,76.8194,90.6542,100.0,39.1033,1.8444,36.5815,0.8502,74.3129,-9.2834,37.2401
2024-03-01,41.19,41.85,40.04,39.3,4295374,55397259.9517,10817643.7353,22.8687,18.3628,3.5418,0.0,100.0,100.0,1.9381,26.9616,34.607,42.2524,0.4275,91.5114,39.3088,38.9921,32.0657,36.9936,36.6158,34.8573,18.5708,197.9023,0.6676,1.0814,-0.8902,-0.3074,34.1501,1,36.7389,2.1364,0.3146,1.8218,3.5418,1.1652,2.3766,1.6893,13.3166,77.7542,36.453,35.2945,14.879,2.0327,4.9322,91254644.0,28.9251,10.46,5.455,1.2466,69.6544,31.967,34.607,31.9801,83.4703,86.6574,86.6574,93.0539,100.0,100.0,39.5265,1.7105,36.9546,0.8824,76.2008,-2.9979,37.6373
2024-03-08,41.37,42.86,41.27,39.75,4746161,55367409.8825,9720586.203,23.9125,19.1001,3.6106,0.0,100.0,100.0,1.907,27.8183,35.1835,42.5487,0.434,102.9962,41.5999,39.455,37.4824,37.4174,37.0335,35.2196,18.8173,198.655,1.2569,0.4944,-0.8961,-0.3199,34.3914,1,37.2567,2.1979,0.3009,1.897,3.6106,0.9073,2.7033,1.7488,13.581,76.8796,36.6798,36.6085,14.0401,2.1399,4.7977,96000805.0,30.8756,10.5757,5.6899,1.1774,70.8,32.6494,35.1835,32.2106,84.3707,84.5123,84.5123,83.6637,100.0,100.0,39.9573,1.5026,37.2974,0.9114,71.7444,-9.7022,38.0209
2024-03-15,41.9,42.71,40.52,38.67,4070254,52799163.0534,7570930.8394,24.2895,20.0563,3.5272,0.0,92.8571,92.8571,1.919,29.3365,35.7739,42.2113,-0.4465,87.1326,29.1318,39.5398,29.1899,37.6103,37.2519,35.4753,19.0931,199.8455,1.0034,-0.0903,-0.9052,-0.3395,34.6068,1,37.4164,2.1351,0.1905,1.9446,3.5272,0.5565,2.9708,1.8092,13.8319,71.1221,37.6535,36.9432,15.6144,2.7852,4.9623,91930551.0,28.4878,10.2711,7.7613,1.1506,64.5659,33.435,35.7739,32.3885,83.0243,77.903,77.903,56.9913,66.6667,0.0,39.8593,2.0744,37.6027,0.9263,64.1119,-25.7389,38.2039
2024-03-22,40.97,43.0,40.13,40.02,5257205,55675055.684,6918316.6786,24.3437,20.9236,3.4061,0.0,100.0,100.0,1.9756,30.3283,36.3062,42.2841,0.4808,96.6992,36.6653,39.9243,25.0479,37.9815,37.6213,35.8122,19.3922,200.843,1.0071,0.1776,-0.9124,-0.3558,34.8196,1,37.6791,2.1694,0.1798,1.9896,3.4061,0.2477,3.1584,1.8706,14.0938,69.026,37.9544,37.7279,15.3984,3.6123,4.9363,97187756.0,25.6902,9.826,9.9212,1.1255,68.3326,34.1419,36.3062,32.6135,78.6981,73.679,73.679,80.382,53.474,60.4219,40.2144,2.7123,37.8714,0.9386,66.7007,-10.5579,38.5189
2024-03-28,42.29,42.5,41.04,39.71,3898474,57010149.5197,6447202.8625,24.394,21.8568,3.3873,28.5714,92.8571,64.2857,1.9331,31.7882,36.8511,41.914,-0.1849,95.0249,33.1477,40.1373,25.0479,38.2475,37.8999,36.101,19.729,205.9697,1.0146,0.0983,-0.9453,-0.4379,35.105,1,37.7813,2.1466,0.1256,2.021,3.3873,0.0938,3.2936,1.933,14.35,66.6345,37.9544,37.7279,14.6123,3.16,4.8679,93289282.0,24.3787,9.6778,8.6456,1.0657,66.5739,34.8564,36.8511,32.7982,73.2235,68.0884,68.0884,66.8919,30.8772,32.2096,40.3318,1.3798,38.136,0.9437,63.6142,-15.918,38.7498
2024-04-05,41.92,42.4,40.58,39.06,6699187,55832270.4867,5293585.4397,24.0607,21.8739,3.2471,21.4286,85.7143,64.2857,1.9179,32.8327,37.2465,41.6604,-0.3242,79.5891,25.8537,40.1274,19.7287,38.3723,38.0545,36.32,20.1093,207.0021,1.1683,0.5121,-0.9511,-0.454,35.3447,1,37.8124,2.0523,0.0251,2.0273,3.2471,-0.1156,3.3627,1.9963,14.597,58.3448,37.9544,37.7279,15.2962,1.0755,4.9102,86590095.0,22.815,9.1825,2.8315,1.0386,62.9268,35.4923,37.2465,32.9854,68.2653,63.0286,63.0286,41.8118,30.8772,0.0,40.1535,1.72,38.4059,0.9367,59.8085,-27.1256,38.8704
2024-04-12,41.59,41.99,39.12,37.22,5793728,51088277.1766,2830963.5827,22.6657,21.3469,3.0275,14.2857,78.5714,64.2857,1.9746,33.9813,37.5313,41.0813,-0.77,27.7637,7.869,39.6423,4.5304,38.1944,37.9426,36.3864,20.5312,211.8479,1.5172,-0.5472,-0.9738,-0.5277,35.6343,1,37.7994,1.8081,-0.1754,1.9834,3.0275,-0.342,3.3694,2.0605,14.8232,57.2384,38.2165,37.7279,18.7906,-0.4865,5.3058,80796367.0,20.5739,8.4953,-1.2903,1.0371,53.9345,36.0582,37.5313,33.1191,56.5284,38.4683,38.4683,6.701,10.7365,0.0,39.3414,2.7123,38.641,0.907,53.5994,-58.7992,38.7315
2024-04-19,39.66,39.73,37.8,36.21,10873708,46073976.5963,-29292.2328,21.5444,20.7036,2.5725,7.1429,71.4286,64.2857,1.9638,34.4844,37.6539,40.8235,-0.6943,-53.8006,-0.4582,38.9855,6.9679,37.8898,37.7122,36.3737,20.9625,214.9238,0.7912,-1.4895,-0.9846,-0.5725,35.8158,1,37.7902,1.5162,-0.3738,1.89,2.5725,-0.7224,3.2949,2.1254,15.0371,46.9909,38.1184,37.7279,22.0848,-1.5818,5.4228,69922659.0,19.2076,7.1569,-4.1852,0.9946,49.7709,40.637,37.6539,33.2547,40.3337,19.5043,19.5043,10.0,-0.0,0.0,38.3552,1.8239,38.7737,0.8553,48.6415,-76.0166,38.4463
2024-04-26,38.51,39.86,38.02,37.52,5961535,50966323.2539,359921.8003,20.4118,20.4041,2.1474,0.0,64.2857,64.2857,1.9478,35.2748,37.8493,40.4238,0.6467,-40.489,9.3528,38.7675,5.6875,37.8326,37.6863,36.4584,21.4699,218.0115,0.5603,-0.8851,-0.9926,-0.6158,35.9289,1,37.7865,1.3742,-0.4126,1.7868,2.1474,-1.0157,3.1631,2.191,15.2619,53.5,38.1184,38.1799,20.6751,-0.7083,5.1915,75884194.0,18.4499,5.9068,-1.853,1.0265,54.6764,40.5879,37.8493,33.4309,25.6716,19.0422,19.0422,40.4255,9.7314,29.1943,38.0547,1.7389,38.815,0.7992,51.7296,-63.4615,38.337
2024-05-03,39.97,40.22,37.74,36.98,23396727,53796572.4878,1386959.4065,19.1125,20.0804,1.787,100.0,57.1429,-42.8571,1.9761,35.5309,37.9204,40.3098,-0.3387,-58.9711,4.8001,38.4475,2.2222,37.7014,37.5921,36.4971,22.0682,221.1219,0.5678,-2.3055,-0.9977,-0.6577,35.9984,1,37.7744,1.2044,-0.466,1.6703,1.787,-1.1811,2.9681,2.2575,15.4791,38.3294,38.1184,38.1515,18.9219,-1.5653,5.3436,52487467.0,18.0992,4.8762,-4.0611,0.9736,52.4,40.5392,37.9204,33.6026,21.7659,26.7513,26.7513,29.8283,16.3929,19.9845,37.634,2.3437,38.769,0.7375,54.6098,-73.5741,38.1465
2024-05-10,39.26,40.69,37.87,37.57,16739898,59376538.4878,3456467.6629,17.9147,19.5084,1.3952,92.8571,50.0,-42.8571,2.0253,35.5592,37.9355,40.3119,0.1738,-35.9391,9.227,38.3268,2.343,37.6805,37.5886,36.5762,22.5272,226.4393,-0.469,-3.6861,-0.9997,-0.7246,36.1745,1,37.7733,1.1043,-0.4528,1.5571,1.3952,-1.3267,2.7219,2.3247,15.7,44.9484,38.1184,38.1515,17.1419,-1.7294,5.3913,69227365.0,17.9644,3.7725,-4.4012,0.9964,54.6135,40.4417,37.9355,33.7885,28.3254,39.1827,39.1827,47.2941,49.2988,98.7175,37.5203,2.665,38.6668,0.6777,54.0557,-61.7871,38.0438
2024-05-17,39.88,40.48,39.39,38.19,9039694,67255170.8731,6495697.9211,16.8024,19.1457,1.0948,85.7143,42.8571,-42.8571,1.9542,35.5907,37.9646,40.3384,0.4862,4.8187,13.8211,38.3779,2.343,37.7588,37.6687,36.6957,22.9786,231.3947,-1.7167,-3.7808,-0.9938,-0.7815,36.4279,1,37.7764,1.0631,-0.3952,1.4583,1.0948,-1.3568,2.4517,2.3927,15.9249,53.661,38.1184,38.1515,16.4959,-1.5593,5.1171,78267059.0,17.2875,2.9388,-3.923,1.0104,56.9105,40.3462,37.9646,33.9698,40.6036,55.877,55.877,90.5085,72.9007,100.0,37.6538,1.0301,38.496,0.6246,54.3388,-49.2395,38.0255
2024-05-24,40.28,40.56,39.45,38.01,5049942,69211454.7109,7770955.3459,15.8306,18.9959,0.7382,78.5714,35.7143,-42.8571,1.8895,35.8967,38.0707,40.2448,-0.0541,-2.3826,12.0628,38.3682,3.1965,37.7974,37.7142,36.793,23.8433,233.7283,-3.0691,-0.8974,-0.9884,-0.8062,36.6198,1,37.7777,1.0044,-0.3632,1.3675,0.7382,-1.4171,2.1552,2.4615,16.1457,48.9551,38.1184,38.1515,15.8413,-0.6615,4.9712,73217117.0,16.8875,1.9682,-1.7107,0.9943,56.0314,40.2526,38.0707,34.1445,56.3388,73.9568,73.9568,84.0678,93.0753,80.5085,37.6929,1.049,38.2723,0.5757,55.4831,-52.8517,37.9796
2024-05-31,40.7,40.72,38.31,37.44,4050783,69564427.5034,7698510.6041,15.3432,19.1059,0.4044,71.4286,28.5714,-42.8571,1.9172,36.0624,38.1224,40.1823,-0.4481,-44.6868,6.4693,38.2135,9.0068,37.7428,37.678,36.8412,25.0497,233.2232,-2.2692,3.3825,-0.9897,-0.801,36.6472,1,37.7726,0.9017,-0.3727,1.2744,0.4044,-1.4194,1.8238,2.531,16.3587,45.9153,38.1184,38.1515,18.5128,-2.58,5.1205,69166334.0,15.4535,1.0742,-6.4463,0.9714,53.2346,40.1609,38.1224,34.2817,69.685,79.2212,79.2212,63.0872,66.3372,18.5032,37.5254,2.2776,38.0378,0.5268,60.5797,-64.2586,37.8601
2024-06-07,39.34,39.71,37.93,36.21,5953670,63744547.8405,5117229.6256,14.8998,19.4062,0.0994,64.2857,21.4286,-42.8571,1.9016,35.9892,38.1054,40.2216,-0.7809,-97.3391,-4.6563,37.7772,9.1356,37.5073,37.4825,36.7945,25.6477,235.8023,-0.9386,3.8887,-0.9823,-0.8271,36.6179,1,37.6951,0.7128,-0.4493,1.1621,0.0994,-1.3746,1.474,2.6011,16.5572,41.3718,38.1173,38.1515,17.376,-3.499,5.2514,63212664.0,14.4669,0.2634,-8.8113,0.9215,47.6718,40.071,38.1054,34.424,69.1546,54.2857,54.2857,15.702,33.0039,0.0,36.9721,1.6985,37.827,0.471,56.9816,-89.0208,37.587
2024-06-14,37.74,39.22,37.29,36.27,8682397,61527479.0441,2890617.3696,14.9556,19.6225,-0.2407,100.0,14.2857,-85.7143,1.8976,35.7569,38.0197,40.2825,0.1396,-114.7305,-4.1114,37.4359,15.6812,37.3168,37.3207,36.7556,25.4634,244.4052,-0.1187,3.6898,-0.9432,-0.9019,36.7643,0,37.6063,0.5612,-0.4807,1.0419,-0.2407,-1.3516,1.1109,2.6719,16.7544,35.7932,38.1173,38.1095,18.4685,-2.7897,5.232,71895061.0,13.4615,-0.6373,-7.1423,0.9125,47.9443,39.9829,38.0197,34.5494,55.8887,34.1593,34.1593,23.6885,7.1508,2.9492,36.5826,1.8452,37.6488,0.4129,52.0992,-86.4089,37.3509
2024-06-21,38.01,38.36,37.3,36.22,5842785,62960614.9875,2172944.9406,15.0074,19.6755,-0.4915,92.8571,7.1429,-85.7143,1.8343,35.5529,37.9456,40.3383,-0.0472,-122.1144,-4.5574,37.1469,15.6812,37.1483,37.1741,36.716,24.7934,255.4957,1.0477,1.6931,-0.8617,-0.9681,37.023,1,37.5465,0.4322,-0.4877,0.92,-0.4915,-1.2619,0.7705,2.7432,16.949,35.3685,38.1173,38.1095,17.7407,-0.9946,5.0641,66052276.0,12.931,-1.3025,-2.6724,0.9366,47.7213,39.8509,37.9456,34.6866,36.3076,20.478,20.478,22.0435,1.1803,0.5918,36.284,1.0115,37.497,0.3548,52.9584,-87.3527,37.1415
2024-06-28,38.11,38.7,37.74,36.31,4197157,61474121.8833,1208836.1464,14.7044,19.5492,-0.6707,85.7143,0.0,-85.7143,1.7687,35.3741,37.8712,40.3683,-0.0625,-96.139,-3.6231,36.9348,10.765,37.0189,37.0585,36.6858,24.1578,271.5324,0.9201,-1.5329,-0.6879,-0.9996,37.309,1,37.4256,0.3331,-0.4695,0.8026,-0.6707,-1.1281,0.4573,2.8152,17.1426,34.5471,37.9613,37.8733,17.084,0.0931,4.8715,70249433.0,13.7633,-1.7799,0.257,0.9072,48.1885,39.7228,37.8712,34.8054,26.072,23.5788,23.5788,25.0045,4.2759,9.2868,36.1032,0.916,37.3529,0.2994,48.4917,-84.1745,36.967
2024-07-05,38.42,39.37,37.4,36.7,2800966,61687393.4061,772392.9291,13.7685,18.9146,-0.7451,78.5714,0.0,-78.5714,1.7766,35.2528,37.7948,40.3368,0.0203,-72.8261,0.7287,36.8617,1.6018,36.9696,37.0105,36.6867,23.7484,291.9871,0.0335,-3.0617,-0.3909,-0.9273,37.513,1,37.3751,0.2829,-0.4158,0.6986,-0.7451,-0.9211,0.176,2.8878,17.3382,33.7578,37.6353,37.826,15.7922,-0.8199,4.8412,73050399.0,15.2942,-1.9756,-2.1853,0.9241,50.3643,39.5986,37.7948,34.9177,25.2851,31.7984,31.7984,48.3471,36.6262,100.0,36.1192,1.8798,37.2261,0.2504,46.2654,-75.124,36.8799
2024-07-12,38.52,41.14,37.8,38.87,3966995,64703327.2416,1483245.7488,14.0533,18.3595,-0.6182,71.4286,0.0,-71.4286,1.8772,35.2459,37.8112,40.3766,0.6653,19.9979,20.6783,37.3453,17.7551,37.2626,37.259,36.8487,23.4398,306.1127,-1.2317,-2.7343,-0.1545,-0.8079,37.6256,0,37.3835,0.4139,-0.2278,0.6417,-0.6182,-0.5705,-0.0477,2.9612,17.5535,38.2886,37.5429,37.6323,13.878,1.8944,4.8288,77017394.0,19.8699,-1.635,5.1227,0.9953,60.3392,39.4781,37.8112,35.0729,36.566,54.3207,54.3207,89.6104,69.7623,100.0,36.9057,3.1841,37.1419,0.2213,53.249,-19.7165,37.1117
2024-07-19,40.96,42.39,40.77,39.22,4434863,62075260.2786,803005.5279,15.0612,18.3028,-0.5792,64.2857,100.0,35.7143,1.8555,35.2508,37.8074,40.364,0.0864,110.0653,23.2993,37.8213,28.1639,37.5633,37.5201,37.0242,23.1637,-27.4297,-1.792,-0.2445,0.3019,-0.4607,37.7397,1,37.4543,0.5392,-0.082,0.6212,-0.5792,-0.3454,-0.2337,3.0352,17.7702,42.9602,37.7147,38.0153,13.0365,1.652,4.7314,81452257.0,23.2586,-1.5277,4.3975,1.0538,61.6497,35.5821,37.8074,35.2523,52.3301,70.8712,70.8712,74.6562,100.0,100.0,37.6264,1.5744,37.108,0.2082,51.6051,-25.2941,37.391
2024-07-26,41.47,42.71,40.8,40.17,4019960,63530183.0401,914654.9045,16.1701,18.2909,-0.3973,57.1429,100.0,42.8571,1.8533,35.202,37.8285,40.4551,0.3295,135.4292,30.1988,38.4411,30.5858,37.9646,37.8737,37.2573,22.953,-3.6727,-1.328,1.9924,0.6604,-0.0641,37.8589,1,37.7445,0.7073,0.0689,0.6384,-0.3973,-0.0374,-0.3599,3.11,17.9942,49.7123,38.1918,38.1679,12.1195,1.9824,4.6135,85472217.0,22.7998,-1.0457,5.191,1.1093,65.0994,35.6307,37.8285,35.4098,69.8172,84.2596,84.2596,88.5122,100.0,100.0,38.503,1.8244,37.1409,0.2118,57.9205,-11.2546,37.7785
2024-08-02,42.16,44.38,40.06,38.89,4663639,60386944.269,-122942.2235,17.9896,18.5511,-0.3325,50.0,100.0,50.0,2.0157,35.1971,37.8396,40.4821,-0.3237,120.8274,15.2396,38.6191,41.6435,38.1075,38.0096,37.3785,22.7091,27.8421,-0.5886,3.1012,0.9555,0.467,37.9563,1,37.7724,0.729,0.0725,0.6565,-0.3325,0.1093,-0.4418,3.1855,18.2032,44.4251,38.1918,38.9647,10.3465,0.8834,5.1827,80808578.0,25.1131,-0.874,2.324,1.0366,57.6198,35.7332,37.8396,35.5701,75.1887,70.4353,70.4353,48.1375,83.0798,49.2394,38.7093,4.1269,37.2207,0.2171,49.6772,-51.0578,37.9578
2024-08-09,38.71,40.71,38.18,37.81,7152162,61432912.6248,-203429.0969,18.0452,17.9799,-0.3644,42.8571,92.8571,50.0,2.0476,35.2836,37.7292,40.1748,0.3636,-3.3565,4.3513,38.4894,18.7674,38.0625,37.9836,37.4108,22.3393,52.882,0.3685,4.3876,0.9906,0.7974,38.0114,1,37.773,0.6516,-0.0039,0.6555,-0.3644,0.1289,-0.4933,3.2616,18.3993,52.5283,38.1918,38.9647,15.7009,0.3721,5.4148,73656416.0,22.9557,-0.9579,0.9939,1.0226,52.1757,35.9316,37.7292,35.7154,69.8347,54.8091,54.8091,27.7775,49.7465,0.0,38.4776,2.4618,37.3512,0.2159,49.7246,-66.9958,37.9802
2024-08-16,39.63,41.4,38.95,39.03,4772648,64257541.0329,680883.4117,18.4458,17.6241,-0.3104,35.7143,85.7143,50.0,2.0683,35.3439,37.695,40.0461,0.5184,60.7083,14.167,38.6816,23.654,38.2108,38.1227,37.5305,21.94,68.7622,2.0825,3.9842,0.9152,0.9321,38.0398,1,37.8014,0.6803,0.0198,0.6605,-0.3104,0.1906,-0.501,3.3383,18.6056,45.1066,38.1918,38.9647,14.4329,2.8149,5.2997,78429064.0,23.3763,-0.8154,7.7734,1.0389,57.0835,36.1241,37.695,35.8484,55.0577,39.9287,39.9287,43.871,29.0716,37.9754,38.7174,2.3378,37.5438,0.2177,53.0109,-49.0832,38.1563
