date,open,high,low,close,volume,ad_14_chaikin a/d,adosc_14_adosc,adx_14_adx,adxr_14_adxr,apo_14_apo,aroon_14_aroon down,aroon_14_aroon up,aroonosc_14_aroonosc,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,bop_14_bop,cci_20_cci,cmo_14_cmo,dema_14_dema,dx_14_dx,ema_12_ema,ema_14_ema,ema_26_ema,ht_dcperiod_14_dcperiod,ht_dcphase_14_ht_dcphase,ht_phasor_14_phase,ht_phasor_14_quadrature,ht_sine_14_lead sine,ht_sine_14_sine,ht_trendline_14_ht_trendline,ht_trendmode_14_trendmode,kama_14_kama,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,macdext_14_macd,macdext_14_macd_hist,macdext_14_macd_signal,mama_14_fama,mama_14_mama,mfi_14_mfi,midpoint_14_midpoint,midprice_14_midprice,minus_di_14_minus_di,mom_10_mom,natr_14_natr,obv_14_obv,plus_di_14_plus_di,ppo_14_ppo,roc_10_roc,rocr_14_rocr,rsi_14_rsi,sar_14_sar,sma_20_sma,sma_50_sma,stoch_14_slowd,stoch_14_slowk,stochf_14_fastd,stochf_14_fastk,stochrsi_14_fastd,stochrsi_14_fastk,tema_14_tema,trange_14_trange,trima_14_trima,trix_14_trix,ultosc_14_ultosc,willr_14_willr,wma_14_wma
2025-05-09,54.37,57.47,52.39,55.04,13010960,119007620.1916,9779646.5151,24.4652,32.0101,-2.6663,71.4286,0.0,-71.4286,4.1558,42.9668,51.9493,60.9318,0.3878,43.5826,17.0761,50.9055,5.6306,50.9203,50.927,50.4172,23.4312,-17.8104,-4.8458,7.965,0.4569,-0.3059,52.4154,0,52.5495,0.503,-0.111,0.6141,-2.6663,-1.9266,-0.7397,6.9404,28.7745,63.6882,50.6087,50.2069,24.746,-0.2345,7.55,139933883.0,27.699,-5.0758,-0.4242,0.9489,58.5381,56.3079,51.9493,47.3899,84.7734,95.6629,95.6629,92.798,100.0,100.0,50.5563,4.9631,49.002,0.0997,56.7354,-24.239,50.04
2025-05-16,58.55,60.19,56.78,58.31,12026030,127436421.2767,12787831.7339,23.6979,30.7759,-2.7161,64.2857,14.2857,-50.0,4.1276,42.8205,52.216,61.6115,0.3314,97.3488,25.8444,52.7452,13.7227,52.0567,51.911,51.0016,22.1526,4.9131,-2.3944,11.0529,0.7651,0.0856,52.3702,1,52.6069,1.055,0.3528,0.7023,-2.7161,-1.5131,-1.2029,7.051,29.0699,70.5424,50.7597,50.2069,23.1352,10.8153,7.0791,151959913.0,30.4947,-5.1532,22.7731,1.0385,62.9222,40.8188,52.216,47.8072,92.4921,95.2353,95.2353,96.1865,100.0,100.0,53.1841,3.7614,48.7796,0.1201,62.5156,-6.8598,51.0285
2025-05-23,58.74,59.54,56.43,55.26,8319417,119812518.2381,10430135.4717,22.89,29.7923,-2.7883,57.1429,7.1429,-50.0,4.0596,42.8442,52.3284,61.8125,-0.701,67.8504,13.7451,53.4672,12.3872,52.5493,52.3574,51.317,21.0154,29.7911,1.2747,10.7052,0.965,0.4968,52.3585,1,52.6378,1.2323,0.424,0.8083,-2.7883,-1.1705,-1.6178,7.1624,29.3318,63.4975,50.7597,50.2069,22.4443,9.4084,7.3465,143640496.0,28.791,-5.2832,20.5199,0.9527,56.8726,40.9986,52.3284,48.1882,92.7262,87.2806,87.2806,72.8572,78.4602,35.3807,54.0864,3.1752,48.9287,0.1489,63.8693,-23.0943,51.5899
2025-05-30,57.22,57.61,54.78,55.24,11840772,121082906.4697,8921643.6679,21.8001,28.2318,-2.136,50.0,0.0,-50.0,3.9373,43.0407,52.5661,62.0915,-0.284,46.2052,13.6602,54.0358,7.6318,52.9628,52.7413,51.6073,20.0727,59.124,4.715,9.5706,0.9698,0.8583,52.4341,1,52.6588,1.3554,0.4377,0.9177,-2.136,-0.236,-1.9,7.2746,29.5908,56.1792,50.7597,49.812,23.6558,6.8463,7.1281,131799724.0,27.5649,-4.0477,14.148,0.9728,56.8301,41.1767,52.5661,48.5675,85.6339,74.386,74.386,54.1143,47.9493,8.4671,54.7327,2.3475,49.503,0.1812,62.7772,-19.8398,52.1746
2025-06-06,55.79,57.64,54.98,56.64,9816560,130087570.5298,10358595.2521,20.9039,27.27,-1.2691,42.8571,78.5714,35.7143,3.8432,43.0278,52.7046,62.3814,0.6541,52.9459,17.8864,54.8348,9.2533,53.5292,53.2617,51.9805,19.3232,88.3699,7.8323,4.1587,0.7269,0.9996,52.4371,1,52.6889,1.5487,0.5048,1.0439,-1.2691,0.7614,-2.0305,7.3875,29.8613,62.1224,50.7597,49.812,22.5043,9.2606,6.7847,141616284.0,27.0938,-2.4035,19.5436,1.0247,58.9432,41.353,52.7046,48.976,75.9578,66.207,66.207,71.6494,26.1777,34.6854,55.68,2.6191,50.4297,0.2202,65.6237,-12.0117,52.9617
2025-06-13,57.67,57.74,54.49,53.76,12963889,118001237.0929,6159097.0564,19.9227,26.4868,-0.7479,35.7143,71.4286,35.7143,3.7972,43.1168,52.486,61.8553,-0.9446,37.8524,6.3951,54.749,7.1668,53.5647,53.3282,52.1123,18.7388,107.8752,7.3628,-0.9385,0.4559,0.9517,52.3532,1,52.7248,1.4524,0.3268,1.1256,-0.7479,1.2869,-2.0348,7.5011,30.1003,62.1315,50.7597,49.812,22.0572,10.5474,7.0633,128652395.0,25.4629,-1.4184,24.4083,1.132,53.1975,41.5275,52.486,49.325,61.0716,42.6218,42.6218,2.1015,14.3842,0.0,55.3497,3.2,51.532,0.2476,57.7132,-28.051,53.3511
2025-06-20,55.17,55.88,53.67,53.51,5916982,115717255.3277,3154481.1368,18.7569,25.343,-0.2661,28.5714,64.2857,35.7143,3.6818,43.2226,52.2615,61.3003,-0.3702,27.0947,5.4506,54.6057,3.601,53.5568,53.3529,52.2161,18.2535,140.9619,7.0327,-3.8845,-0.1039,0.6298,52.0898,1,52.7617,1.3408,0.1721,1.1686,-0.2661,1.63,-1.8961,7.6152,30.3345,64.3332,50.7597,49.812,22.6903,7.2921,6.88,122735413.0,24.3855,-0.5044,15.7765,1.1671,52.7253,41.7003,52.2615,49.6613,45.8676,28.774,28.774,12.571,11.5618,0.0,54.9807,2.1809,52.5588,0.2644,53.948,-29.4196,53.6481
2025-06-27,54.0,56.17,52.77,54.27,31606353,127802037.3571,5483706.9848,17.4399,23.8713,0.6056,21.4286,57.1429,35.7143,3.6579,43.2538,52.1679,61.0819,0.3294,30.3625,8.155,54.6674,0.3194,53.6668,53.4754,52.3684,17.8013,164.3223,4.4574,-8.101,-0.4897,0.2702,51.8339,1,52.8152,1.2985,0.1039,1.1946,0.6056,2.2028,-1.5973,7.73,30.5738,69.7093,50.7597,49.812,22.9374,6.7997,6.74,154341766.0,22.7914,1.1468,14.3236,1.1215,54.0775,41.8713,52.1679,49.9693,30.6826,20.6521,20.6521,47.2837,7.2491,21.7474,54.9396,3.3477,53.4352,0.2762,52.0547,-25.2045,53.9731
2025-07-03,55.15,56.85,54.21,55.94,6797138,134393201.4783,8035241.8717,16.3854,23.1734,1.3026,14.2857,50.0,35.7143,3.5823,43.3787,52.0644,60.7502,0.6288,53.9786,13.9713,55.1208,2.6772,54.0159,53.8035,52.6326,17.3968,198.4866,0.8673,-5.87,-0.8948,-0.3171,51.7878,1,52.9954,1.3833,0.151,1.2323,1.3026,2.4895,-1.1868,7.8455,30.8275,69.7229,50.7597,49.812,21.7486,4.204,6.4043,161138904.0,22.9451,2.4615,8.1266,1.1805,56.9856,42.0407,52.0644,50.3037,32.1579,47.0475,47.0475,81.2877,30.0884,68.5178,55.4654,2.5994,54.1505,0.2914,53.6171,-15.9531,54.464
2025-07-11,56.61,57.08,54.71,55.26,8634229,136032612.0479,8870205.7001,15.4811,22.6073,1.7677,7.1429,42.8571,35.7143,3.4931,43.4439,51.9881,60.5323,-0.2068,57.9521,10.8838,55.3068,3.7247,54.2068,53.9972,52.827,17.0753,212.8212,0.3869,-3.3916,-0.9775,-0.542,52.0182,1,53.2653,1.3798,0.118,1.2618,1.7677,2.4619,-0.6942,7.9616,31.0717,75.5565,52.2643,49.812,20.7108,1.7563,6.3216,152504675.0,22.3133,3.3287,3.2828,1.2787,55.4419,42.2083,51.9881,50.6054,44.3416,65.3253,65.3253,67.4044,51.3434,63.765,55.5988,2.3335,54.6707,0.3039,60.6658,-19.7303,54.7828
2025-07-18,56.23,62.05,55.9,59.83,10256334,141989784.1113,10300863.3137,16.0188,22.6329,2.2133,0.0,100.0,100.0,3.6765,43.1096,52.2154,61.3212,0.736,115.5591,25.4996,56.5827,23.0088,55.0711,54.7743,53.3454,16.8295,223.202,-1.0826,-3.1192,-0.9995,-0.6846,52.4952,1,54.1338,1.7258,0.3711,1.3546,2.2133,2.3598,-0.1465,8.0786,31.3593,74.5663,53.6486,53.4172,18.2722,4.7813,6.1454,162761009.0,29.1935,4.1499,8.6863,1.2943,62.7498,42.3743,52.2154,51.024,63.5455,78.2638,78.2638,86.0991,77.4276,100.0,57.268,6.0603,55.0577,0.3344,64.1125,-8.2714,55.5961
2025-07-25,60.99,63.53,59.47,62.05,9094810,148799691.1064,12116478.8074,16.85,22.3108,2.7751,7.1429,100.0,92.8571,3.6994,43.1619,52.9433,62.7248,0.5,141.4062,31.401,58.1525,27.6559,56.1448,55.7444,53.9902,16.6495,228.7439,-2.0098,0.1731,-0.9979,-0.7518,53.1807,1,55.2427,2.1547,0.64,1.5146,2.7751,2.3034,0.4717,8.1966,31.6662,75.3898,56.891,54.1458,16.8619,3.7433,5.9619,171855819.0,29.7539,5.1886,6.42,1.3071,65.7005,42.7487,52.9433,51.5087,75.5034,82.9213,82.9213,95.2602,87.9217,100.0,59.2661,3.9975,55.3802,0.3841,65.3226,-2.9867,56.5766
2025-08-01,63.03,63.22,59.17,58.89,8336018,143098266.4496,9943642.8633,17.5033,21.7086,3.0615,0.0,92.8571,92.8571,3.72,44.0566,53.5953,63.134,-0.7951,114.7262,17.2003,58.6142,25.9958,56.5671,56.1638,54.3531,16.5335,227.0603,-1.0454,3.0758,-0.9994,-0.7321,53.9982,1,55.4237,2.214,0.5595,1.6545,3.0615,2.0123,1.0492,8.3153,31.9384,70.0535,57.7752,56.7904,16.138,3.6309,6.3169,163519801.0,27.4757,5.7206,6.5708,1.1384,58.6002,43.3428,53.5953,51.906,80.5556,80.4817,80.4817,60.0858,76.9288,30.7865,59.6161,3.9877,55.6306,0.4282,62.6401,-31.7836,56.9968
2025-08-08,60.53,64.1,60.02,60.32,10886470,138829062.528,6792404.8327,18.3185,21.3918,3.0685,0.0,100.0,100.0,3.756,44.5385,54.1917,63.8448,0.1789,126.0605,21.3359,59.3213,28.916,57.1441,56.7176,54.7949,16.4549,185.0122,0.5284,3.8554,-0.7662,-0.0874,55.0522,1,55.6543,2.3492,0.5557,1.7934,3.0685,1.5374,1.5311,8.4348,32.2222,70.4653,57.782,57.1492,14.8416,5.0806,6.227,174406271.0,26.9163,5.7165,9.1979,1.1274,60.6679,43.9191,54.1917,52.3186,79.4789,75.0337,75.0337,69.7551,60.5765,50.943,60.3224,4.224,55.9662,0.4717,59.9973,-23.4412,57.5391
2025-08-15,61.26,63.37,61.01,60.47,7840574,133646310.2229,3236713.1019,19.0754,21.3867,3.4078,0.0,92.8571,92.8571,3.6537,45.3549,54.8457,64.3365,0.0636,119.1375,21.7712,59.9068,28.916,57.655,57.2172,55.2149,16.3813,156.8799,1.6634,3.7743,-0.3727,0.3927,55.9444,1,55.8326,2.4401,0.5173,1.9228,3.4078,1.4149,1.9929,8.5552,32.5046,69.7009,57.782,57.5358,14.1674,3.8203,6.0426,182246845.0,25.6936,6.3373,6.7443,1.0985,60.8856,44.6869,54.8457,52.7428,73.7336,65.6853,65.6853,67.2151,37.9724,32.1876,60.8489,2.3237,56.4122,0.512,55.9193,-23.7423,58.0363
2025-08-22,61.28,61.37,58.52,60.12,5460445,137916781.2686,2846651.5355,18.7245,20.8072,3.6864,42.8571,85.7143,42.8571,3.5956,47.5847,55.6911,63.7975,-0.0773,83.8496,20.1012,60.2708,14.1625,58.0343,57.6043,55.5783,16.2939,155.194,3.319,4.2563,-0.3452,0.4195,56.6346,1,55.8873,2.456,0.4266,2.0294,3.6864,1.2543,2.4321,8.6763,32.7808,64.4953,57.782,57.5358,18.2286,6.3606,5.9807,176786400.0,24.2437,6.8392,11.8315,1.0311,60.0506,45.424,55.6911,53.1589,67.1776,60.8137,60.8137,45.4709,34.5194,20.4277,61.0672,2.8406,56.9467,0.5451,55.4538,-26.8314,58.4358
2025-08-29,61.0,61.66,59.46,59.67,10048646,137699382.6773,2359122.1124,18.4856,20.1428,3.7694,35.7143,78.5714,42.8571,3.4851,49.3539,56.3633,63.3726,-0.1935,81.6868,17.8021,60.4282,15.3796,58.2852,57.8791,55.881,16.1857,162.7924,5.414,0.2982,-0.4663,0.2958,57.1179,1,56.0342,2.4042,0.2998,2.1044,3.7694,0.9858,2.7836,8.7982,33.0496,70.5461,57.782,57.5358,17.4634,6.1514,5.841,166737754.0,23.8113,6.9713,11.4949,1.0797,58.9011,46.1316,56.3633,53.4883,58.8175,49.9536,49.9536,37.1749,21.9272,13.1663,61.0166,2.048,57.6022,0.5684,55.5864,-30.9135,58.7574
2025-09-05,59.44,59.88,57.52,57.79,10867351,133739246.2959,685169.2169,17.608,19.256,3.7091,28.5714,71.4286,42.8571,3.4231,51.1641,56.8792,62.5944,-0.4958,36.621,8.5878,60.0663,6.1995,58.2091,57.8673,56.0225,16.0655,178.1149,3.5198,-4.0791,-0.6835,0.0329,57.3289,1,56.0662,2.1866,0.0658,2.1208,3.7091,0.6582,3.051,8.9206,33.297,70.7286,57.782,57.5358,19.8822,3.5188,5.9234,155870403.0,22.5104,6.81,6.4836,1.0462,54.2939,46.8108,56.8792,53.7417,47.4676,31.6354,31.6354,12.2605,11.198,0.0,60.2728,2.6183,58.2215,0.5743,49.7115,-47.7162,58.7871
2025-09-12,58.24,58.48,55.29,56.1,12371813,131311496.4921,-834383.6522,16.7035,18.3131,3.5307,21.4286,64.2857,42.8571,3.4043,51.8736,57.0978,62.3221,-0.5243,-18.2237,0.9398,59.3343,4.9444,57.8853,57.6323,56.0285,15.9424,196.7934,1.6385,-3.0576,-0.8812,-0.2889,57.4395,0,56.0664,1.8568,-0.2112,2.068,3.5307,0.2838,3.2469,9.0437,33.5251,63.1576,57.782,57.5358,23.205,0.1688,6.0677,143498590.0,21.0184,6.4357,0.3017,0.9905,50.4699,47.463,57.0978,53.9543,34.555,22.0759,22.0759,16.7924,4.3888,0.0,59.0828,3.1588,58.6527,0.56,43.7757,-62.8297,58.5676
2025-09-19,56.8,60.68,56.7,59.53,11496792,138993365.0532,1064065.0482,15.9106,17.3337,3.5402,14.2857,57.1429,42.8571,3.4523,52.3474,57.3991,62.4509,0.8095,42.15,14.154,59.5788,5.6034,58.1378,57.8848,56.2876,15.8095,214.3293,1.0967,-2.8447,-0.9827,-0.5639,57.5851,0,56.2305,1.8501,-0.1743,2.0244,3.5402,0.1459,3.3943,9.1674,33.7851,71.2663,57.782,57.5358,21.2479,4.2698,5.7996,154995382.0,23.7705,6.4032,7.7272,1.1073,57.077,48.089,57.3991,54.2245,30.0023,36.2955,36.2955,79.8335,22.9875,68.9625,59.3537,4.0762,58.9987,0.547,53.7045,-32.1581,58.8096
2025-09-26,59.5,62.57,57.57,57.61,8603213,132179620.3572,-424039.7092,15.7468,16.5934,3.2865,7.1429,50.0,42.8571,3.5599,52.5926,57.5276,62.4625,-0.282,45.1177,5.6625,59.285,13.6176,58.0569,57.8484,56.3857,15.6934,233.4336,-0.1009,-2.641,-0.9892,-0.8032,57.697,0,56.2685,1.6712,-0.2826,1.9538,3.2865,-0.1646,3.4511,9.2917,34.0234,75.5084,58.1611,57.5358,19.1338,-2.213,6.179,146392169.0,25.1664,5.9023,-3.6991,1.0766,52.8312,48.69,57.5276,54.4406,34.4669,45.0292,45.0292,38.4615,32.3233,28.0072,58.8669,4.9589,59.2048,0.5258,49.058,-49.3164,58.7413
2025-10-03,58.36,58.89,55.7,57.32,8090766,134741273.5422,-179189.3049,14.9215,15.6534,2.9161,0.0,42.8571,42.8571,3.5316,52.556,57.4784,62.4009,-0.1755,-14.4474,4.4057,58.9631,4.1921,57.9442,57.7786,56.4553,15.6454,251.798,-0.5582,-1.7311,-0.8926,-0.95,57.8632,0,56.2897,1.4889,-0.3719,1.8608,2.9161,-0.5189,3.435,9.4165,34.2564,65.363,58.6534,58.2448,21.6605,-4.7258,6.1607,138301403.0,23.556,5.1865,-7.6161,1.0562,52.2029,49.2669,57.4784,54.5941,44.083,50.9244,50.9244,34.478,41.0662,26.2289,58.3822,3.1638,59.2333,0.4978,52.1978,-59.4506,58.5957
2025-10-10,58.17,59.33,55.04,54.61,7700642,127112432.4,-2490091.8388,13.9276,14.7043,2.1587,0.0,35.7143,35.7143,3.5832,52.4568,57.4459,62.4349,-0.7249,-44.3715,-6.8655,58.0158,1.0072,57.4308,57.3557,56.3184,15.6601,272.3036,-1.3774,-2.3077,-0.6781,-0.9992,57.9962,1,56.274,1.1124,-0.5987,1.7111,2.1587,-1.1751,3.3339,9.5417,34.4599,59.9445,58.3286,58.4909,21.1282,-4.2827,6.5619,130600761.0,21.5582,3.8176,-7.2723,0.9762,46.5673,49.8208,57.4459,54.6758,40.1184,24.4017,24.4017,0.2656,18.0787,0.0,57.0579,4.2547,59.0528,0.454,42.6677,-92.0084,58.0587
2025-10-17,56.06,57.56,53.62,53.75,9593206,120364359.7384,-5356203.1006,13.3396,14.6792,1.2258,100.0,28.5714,-71.4286,3.6068,52.2125,57.3717,62.531,-0.4715,-84.1329,-10.1443,57.0314,5.6956,56.8651,56.8755,56.1284,15.6958,294.8442,-2.6531,-0.0826,-0.3446,-0.9075,58.0544,1,56.2485,0.7367,-0.7795,1.5163,1.2258,-1.8657,3.0914,9.6673,34.6529,53.3396,57.9022,58.1438,22.29,-6.5633,6.7097,121007555.0,19.8877,2.1585,-10.8812,0.9728,44.9278,50.3525,57.3717,54.7263,29.6949,13.7588,13.7588,6.5327,8.743,0.0,55.7642,3.9125,58.692,0.3975,39.5252,-94.163,57.4207
2025-10-24,54.64,55.06,53.22,53.91,7526687,122138944.4782,-5477135.0086,12.9244,14.8872,0.7271,100.0,21.4286,-78.5714,3.4798,51.8657,57.2351,62.6045,-0.1518,-103.6244,-9.3729,56.2732,7.5274,56.4109,56.4805,55.9643,15.7776,-43.2523,-1.2959,2.0098,0.0305,-0.6852,58.0301,1,56.1176,0.4466,-0.8557,1.3023,0.7271,-2.0355,2.7626,9.7931,34.8455,46.6734,57.9022,57.9479,22.2569,-6.5523,6.4546,128534242.0,19.1408,1.2786,-10.8365,0.9012,45.3136,50.8629,57.2351,54.7184,14.8302,6.3303,6.3303,12.1925,1.6269,4.8807,54.8603,1.8298,58.1832,0.3354,39.6779,-89.0566,56.8181
2025-10-31,54.93,56.36,53.35,53.62,9466199,117131121.1267,-6622084.1275,12.0442,14.7737,0.1642,92.8571,14.2857,-78.5714,3.4449,51.8394,57.2279,62.6163,-0.2886,-90.6152,-10.6368,55.5877,0.6014,55.9808,56.0984,55.7903,15.9106,-23.5386,-0.4006,-0.1225,0.3659,-0.3994,57.9515,1,55.836,0.1905,-0.8894,1.08,0.1642,-2.1978,2.3621,9.9193,35.0332,46.3656,57.0401,57.9479,20.877,-6.5052,6.4251,119068043.0,20.6274,0.2887,-10.8203,0.8641,44.6816,51.353,57.2279,54.7165,10.3045,10.8244,10.8244,13.748,1.6269,0.0,54.1002,2.9902,57.6663,0.2709,36.912,-91.9364,56.2321
2025-11-07,54.17,54.91,52.1,52.59,17804599,111110924.8528,-8403981.7517,11.6708,14.9946,-0.3975,100.0,7.1429,-92.8571,3.3979,51.6535,57.1819,62.7103,-0.4057,-122.5525,-15.0188,54.7835,6.8161,55.4597,55.6311,55.5535,16.0398,-10.4513,-1.0899,-1.6104,0.5671,-0.1814,57.7114,1,55.558,-0.0938,-0.939,0.8452,-0.3975,-2.3033,1.9058,10.0458,35.2088,43.7459,56.5294,57.3926,22.2598,-7.0713,6.4606,101263444.0,19.4189,-0.7,-11.8517,0.8931,42.4906,63.1137,57.1819,54.6999,10.0296,12.9341,12.9341,12.8619,1.6269,0.0,53.2024,2.7868,57.1318,0.2029,31.929,-91.9399,55.5903
2025-11-14,53.64,55.18,51.05,51.14,16558966,98641582.417,-12336459.5773,11.6804,15.3779,-0.8704,100.0,0.0,-100.0,3.4477,51.0183,57.0251,63.0319,-0.5036,-136.3399,-20.9747,53.7777,11.8052,54.7945,55.0318,55.2263,16.2834,-4.9582,-1.9388,-2.4503,0.6433,-0.0864,57.2698,1,54.8617,-0.4318,-1.0216,0.5898,-0.8704,-2.2872,1.4168,10.1724,35.368,34.4243,55.8004,56.5124,22.5285,-6.6548,6.7423,84704478.0,17.7711,-1.5403,-11.5154,0.8478,39.5126,62.9992,57.0251,54.6143,11.7466,11.4813,11.4813,7.8341,0.0,0.0,52.0551,4.096,56.4702,0.1293,31.4934,-95.7007,54.814
2025-11-21,51.39,52.09,48.68,50.05,17763000,99526632.917,-12542097.2035,12.4147,15.5696,-1.4711,100.0,0.0,-100.0,3.443,50.0068,56.731,63.4553,-0.2698,-170.1328,-25.163,52.7062,21.9603,54.0653,54.3682,54.8432,16.8203,-4.5204,-3.3467,-1.3547,0.6492,-0.0788,56.8078,1,54.0086,-0.7779,-1.0942,0.3163,-1.4711,-2.3311,0.8599,10.2991,35.5149,27.1055,55.0876,55.1674,25.824,-6.0498,6.8785,66941478.0,16.5242,-2.6127,-10.7831,0.8278,37.4185,62.7519,56.731,54.4995,13.0259,14.6624,14.6624,23.2911,0.0,0.0,50.8598,3.3818,55.7272,0.0508,31.0181,-87.1137,53.9811
2025-11-28,50.53,52.95,50.03,52.74,9025181,107414051.1817,-8976397.9479,12.542,15.5138,-1.796,92.8571,35.7143,-57.1429,3.4351,49.684,56.6052,63.5264,0.7881,-114.6223,-9.6215,52.5226,14.1971,53.8614,54.1511,54.6874,17.657,-2.4458,-2.975,1.0221,0.6763,-0.0427,56.429,1,53.9036,-0.826,-0.9138,0.0878,-1.796,-2.0912,0.2952,10.4261,35.6872,32.0856,54.8599,55.1674,24.035,-6.7862,6.5132,75966659.0,18.0589,-3.195,-11.4004,0.8772,45.1892,62.3177,56.6052,54.4407,18.6754,29.8826,29.8826,58.5226,33.3333,100.0,50.9513,3.3316,55.0069,-0.0158,39.8088,-67.6211,53.6053
2025-12-05,52.08,54.15,51.75,53.26,16589151,111699581.8567,-5338088.6787,12.1707,14.8894,-1.9028,85.7143,28.5714,-57.1429,3.3611,49.375,56.277,63.1789,0.4917,-76.2143,-6.8545,52.5179,7.3444,53.7689,54.0323,54.5817,18.7583,0.914,-2.2126,0.9467,0.7183,0.016,56.1624,1,53.8609,-0.8128,-0.7205,-0.0923,-1.9028,-1.6626,-0.2402,10.5532,35.8629,34.2291,54.7905,55.1674,22.8092,-4.3521,6.3108,92555810.0,19.688,-3.393,-7.5541,0.8926,46.5728,61.8965,56.277,54.4507,32.523,53.024,53.024,77.2583,66.6667,100.0,51.2551,2.4,54.3762,-0.0693,44.4864,-63.8463,53.3691
2025-12-12,53.24,55.93,52.19,53.79,11154099,110089096.9744,-3876835.6513,11.4475,14.0755,-2.382,78.5714,21.4286,-57.1429,3.3882,49.4199,55.8639,62.308,0.1471,-49.7787,-3.9737,52.6595,2.0455,53.7721,54.0,54.523,19.8305,5.4688,-2.0172,0.4183,0.7713,0.0953,55.9946,1,53.8582,-0.7509,-0.5269,-0.224,-2.382,-1.6373,-0.7447,10.6807,36.0422,41.1399,54.7905,55.1674,21.0108,-3.5345,6.2989,103709909.0,21.8882,-4.2474,-6.1657,0.9308,48.0131,61.488,55.8639,54.4671,50.7254,69.2695,69.2695,72.0276,100.0,100.0,51.7158,3.74,53.8489,-0.1094,43.6284,-59.9989,53.2646
2025-12-19,54.08,54.23,51.65,52.19,8732997,105011773.1372,-4542122.8472,10.6862,13.2984,-2.7829,71.4286,14.2857,-57.1429,3.3305,49.0524,55.529,62.0055,-0.7326,-71.9241,-11.7119,52.3878,0.7898,53.5287,53.7586,54.3502,20.7966,9.6686,-2.2491,-0.0358,0.8158,0.1679,55.8418,1,53.797,-0.8215,-0.478,-0.3435,-2.7829,-1.5928,-1.1902,10.8083,36.2036,42.2689,54.7905,55.1674,21.0063,-2.417,6.3814,94976912.0,20.6771,-4.9668,-4.4262,0.9302,44.144,61.0918,55.529,54.4506,63.0311,66.7999,66.7999,51.1137,87.8269,63.4806,51.5435,2.58,53.3654,-0.1454,43.0748,-71.6136,52.9849
2025-12-26,52.56,53.76,52.33,53.37,3592430,106644695.8644,-3881799.2099,9.9793,12.8631,-3.0778,64.2857,7.1429,-57.1429,3.2047,49.0327,55.1816,61.3305,0.5664,-55.1692,-4.9922,52.4738,0.7898,53.5043,53.7068,54.2776,21.5604,13.9068,-2.742,2.4449,0.8563,0.2403,55.7102,1,53.7606,-0.7733,-0.3438,-0.4295,-3.0778,-1.4649,-1.6129,10.9361,36.3753,38.8392,53.8334,55.1674,20.2712,-0.3841,6.0047,98569342.0,19.9535,-5.4964,-0.7145,0.8966,47.5039,60.7074,55.1816,54.5084,65.6432,60.8604,60.8604,59.4398,83.4398,86.8388,51.8616,1.57,52.9402,-0.1716,44.7242,-63.0478,52.8998
