date,open,high,low,close,volume,ad_14_chaikin a/d,adosc_14_adosc,adx_14_adx,adxr_14_adxr,apo_14_apo,aroon_14_aroon down,aroon_14_aroon up,aroonosc_14_aroonosc,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,bop_14_bop,cci_20_cci,cmo_14_cmo,dema_14_dema,dx_14_dx,ema_12_ema,ema_14_ema,ema_26_ema,ht_dcperiod_14_dcperiod,ht_dcphase_14_ht_dcphase,ht_phasor_14_phase,ht_phasor_14_quadrature,ht_sine_14_lead sine,ht_sine_14_sine,ht_trendline_14_ht_trendline,ht_trendmode_14_trendmode,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,macdext_14_macd,macdext_14_macd_hist,macdext_14_macd_signal,mama_14_fama,mama_14_mama,mfi_14_mfi,midpoint_14_midpoint,midprice_14_midprice,minus_di_14_minus_di,mom_10_mom,natr_14_natr,obv_14_obv,plus_di_14_plus_di,ppo_14_ppo,roc_10_roc,rocr_14_rocr,rsi_14_rsi,sar_14_sar,sma_200_sma,sma_20_sma,sma_50_sma,stoch_14_slowd,stoch_14_slowk,stochf_14_fastd,stochf_14_fastk,stochrsi_14_fastd,stochrsi_14_fastk,t3_14_t3,tema_14_tema,trange_14_trange,trima_14_trima,trix_14_trix,ultosc_14_ultosc,willr_14_willr,wma_14_wma
2012-07-06,84.26,84.63,84.23,57.83,5120700,126656908.4956,3762716.0767,38.2313,35.2718,0.4608,7.1429,100.0,92.8571,0.3277,56.0356,57.0087,57.9819,0.775,125.1545,38.4293,57.6954,55.2548,57.3386,57.2724,56.8974,23.9098,164.7777,0.5006,0.068,-0.4966,0.2626,56.847,1,0.4412,0.0213,0.4199,0.4608,0.1307,0.3301,26.0442,48.9127,65.6893,57.1278,57.0023,8.943,0.8607,0.5668,233856900.0,31.03,0.8101,1.5109,1.0252,69.2147,56.7082,51.3289,57.0087,56.278,62.42,67.7763,67.7763,92.5563,39.9932,100.0,57.2128,57.7379,0.2987,57.2752,0.1038,66.8078,-2.371,57.4253
2012-07-13,84.63,84.88,84.6,58.02,5677100,131522994.2099,5170643.9913,39.7388,35.6797,0.4952,0.0,100.0,100.0,0.3195,56.0244,57.0775,58.1305,0.8214,139.7599,42.9565,57.8262,59.3363,57.4442,57.3727,56.9809,23.1622,171.5336,0.4524,-0.4233,-0.5953,0.1472,56.9282,1,0.4632,0.0347,0.4286,0.4952,0.1382,0.357,26.159,49.0039,71.5971,57.4409,57.3289,8.5192,0.8818,0.5506,239534000.0,33.3814,0.8696,1.5432,1.0283,71.4782,56.8009,51.3918,57.0775,56.3513,71.6572,85.4067,85.4067,98.0122,73.3265,100.0,57.288,57.8896,0.212,57.3627,0.1063,68.7222,-0.9637,57.5296
2012-07-20,85.0,85.2,84.86,58.23,5308800,135582664.7981,6568269.3261,41.463,36.2956,0.5223,0.0,100.0,100.0,0.3133,56.002,57.1532,58.3044,0.4706,149.1459,47.2753,57.9791,63.8781,57.5651,57.487,57.0734,22.7027,175.7273,0.2259,-0.3878,-0.6525,0.0745,57.0052,1,0.4916,0.0504,0.4412,0.5223,0.1348,0.3874,26.2737,49.0961,71.1541,57.5503,57.5103,8.0676,1.0801,0.538,244842800.0,36.601,0.9159,1.89,1.0241,73.6377,56.9123,51.4565,57.1532,56.4204,83.0113,95.8508,95.8508,96.9838,100.0,100.0,57.3691,58.0674,0.2325,57.4454,0.1099,65.3739,-1.8309,57.6459
2012-07-27,85.28,85.36,84.86,58.11,3798900,133607236.7981,5914364.4789,43.2105,36.9921,0.5428,7.1429,100.0,92.8571,0.3153,56.0409,57.2302,58.4195,-0.6,132.4022,40.4064,58.0678,65.9273,57.6484,57.5697,57.15,22.5766,179.2987,0.1477,-0.2164,-0.6984,0.0122,57.0803,1,0.4984,0.0458,0.4526,0.5428,0.1214,0.4214,26.3883,49.1862,66.4781,57.5978,57.565,7.4427,0.8617,0.5426,241043900.0,36.2446,0.951,1.5054,1.0217,70.2032,57.0468,51.5221,57.2302,56.4764,89.9894,88.7108,88.7108,71.1364,85.1004,55.3012,57.4546,58.1495,0.3419,57.5247,0.1132,64.9039,-16.2063,57.7328
2012-08-03,85.04,85.28,84.78,58.1,6932400,127507736.1346,3168438.2413,44.8678,37.8727,0.5654,0.0,100.0,100.0,0.3147,56.1995,57.3299,58.4602,-0.1409,123.3948,40.2852,58.1345,66.4124,57.7186,57.641,57.2207,22.8148,183.0455,0.0535,0.2301,-0.7437,-0.0531,57.1498,1,0.4979,0.0362,0.4617,0.5654,0.1102,0.4553,26.5027,49.2754,67.4811,57.6864,57.6452,6.9254,0.9005,0.5415,234111500.0,34.3124,0.9896,1.5741,1.02,70.1426,57.192,51.5871,57.3299,56.5255,87.3068,77.3589,77.3589,63.9565,58.7602,20.9795,57.5424,58.2014,0.3062,57.6032,0.1159,55.3944,-19.2567,57.8076
2012-08-10,84.93,84.94,84.44,58.03,6513000,127247216.1346,1674172.2131,45.0273,38.1105,0.574,0.0,92.8571,92.8571,0.3167,56.346,57.4152,58.4845,-0.5,93.9544,35.7905,58.1654,47.1007,57.7664,57.6928,57.2806,23.5304,184.0075,0.2998,0.6499,-0.7548,-0.0699,57.2043,1,0.4858,0.0193,0.4665,0.574,0.0892,0.4848,26.617,49.363,60.3047,57.6898,57.7065,11.3855,0.2968,0.5457,227598500.0,31.6604,1.0035,0.5141,1.0155,67.8953,57.3361,51.6697,57.4152,56.5809,74.0806,56.1721,56.1721,33.4232,25.4269,0.0,57.6298,58.2052,0.3426,57.6818,0.1174,56.4443,-26.4703,57.8615
2012-08-17,84.7,84.77,84.0,57.72,4334700,125502077.1736,355412.6036,43.6474,37.6528,0.5673,0.0,85.7143,85.7143,0.3317,56.5116,57.4811,58.4506,-0.6104,53.4758,18.9942,58.1094,25.7099,57.7594,57.6965,57.3132,24.6484,186.109,0.499,0.4602,-0.7783,-0.1064,57.2419,1,0.4462,-0.0162,0.4624,0.5673,0.0597,0.5076,26.7311,49.4465,54.0218,57.7171,57.7439,16.5843,0.3023,0.5747,223263800.0,28.0632,0.991,0.5264,1.01,59.4971,57.4628,51.7396,57.4811,56.6224,57.4423,38.796,38.796,19.0083,6.9932,0.0,57.7113,58.0921,0.5277,57.7586,0.1165,51.2017,-51.7705,57.8659
2012-08-24,84.21,84.86,84.12,58.06,7635900,130234987.3569,1289535.7669,42.5309,37.1717,0.5402,7.1429,78.5714,71.4286,0.3441,56.6916,57.5625,58.4333,0.6925,72.9894,29.2556,58.144,28.0157,57.8052,57.7446,57.3683,26.038,188.0199,0.6204,0.0036,-0.7988,-0.1395,57.2727,1,0.4369,-0.0205,0.4573,0.5402,0.0167,0.5235,26.8452,49.5326,54.8677,57.7171,57.7439,14.8468,0.4607,0.5927,230899700.0,26.4032,0.9428,0.7998,1.0142,64.6278,57.5633,51.81,57.5625,56.6692,44.0933,37.3119,37.3119,59.5041,15.9743,47.9229,57.787,58.1174,0.5047,57.832,0.1153,53.4585,-25.8852,57.9096
2012-08-31,84.8,85.18,84.75,58.37,4400600,134635587.3569,2954637.4457,42.0403,37.4999,0.5559,0.0,71.4286,71.4286,0.342,56.7625,57.6382,58.514,0.8837,116.1003,37.287,58.2469,35.6621,57.8924,57.8282,57.4426,27.4511,189.1047,0.5074,-0.7948,-0.8101,-0.1582,57.3048,1,0.4497,-0.0061,0.4558,0.5559,0.0199,0.536,26.959,49.621,61.6223,57.8851,57.7916,13.8694,0.9737,0.5859,235300300.0,29.2447,0.9691,1.6965,1.0204,68.6435,57.5633,51.8849,57.6382,56.7269,44.9285,58.6777,58.6777,97.5207,44.6137,85.9181,57.8599,58.2405,0.3152,57.9012,0.1149,56.1171,-1.7105,57.9876
2012-09-07,84.95,85.0,84.64,58.2,6404400,131789187.3569,2461539.2739,41.5911,37.8078,0.5432,0.0,64.2857,64.2857,0.3353,56.8715,57.7045,58.5374,-0.5833,98.533,28.5195,58.2826,35.7514,57.9391,57.8773,57.4985,28.5831,187.6047,0.2073,-0.9822,-0.7945,-0.1323,57.327,1,0.4406,-0.0121,0.4528,0.5432,-0.0019,0.5452,27.0728,49.7068,54.6006,57.8851,57.8544,13.1388,0.6273,0.5761,228895900.0,27.761,0.946,1.0896,1.008,64.2598,57.648,51.9537,57.7045,56.7741,58.1094,78.3386,78.3386,77.991,61.9708,52.0714,57.9294,58.2655,0.2472,57.9551,0.114,50.9106,-18.2545,58.031
2012-09-14,84.74,84.77,84.26,57.88,6189100,126085506.9647,221233.5993,39.9356,37.4745,0.5154,0.0,57.1429,57.1429,0.3363,56.987,57.7502,58.5134,-0.902,48.7468,14.3897,58.2293,18.4149,57.93,57.8776,57.5267,29.7118,189.2099,0.018,-0.8896,-0.8112,-0.1601,57.3468,1,0.4033,-0.0396,0.4429,0.5154,-0.032,0.5474,27.1864,49.7885,57.9669,57.8851,57.8715,17.7039,0.0537,0.5811,222706800.0,25.696,0.8964,0.0928,1.008,57.1949,57.7373,52.0203,57.7502,56.8192,69.5125,71.5212,71.5212,39.052,45.9965,0.0,57.9919,58.1679,0.3502,57.9962,0.1114,48.6506,-49.168,58.0279
2012-09-21,84.34,84.76,84.34,58.19,7646900,132457923.6314,1312219.8901,38.3984,37.1857,0.4951,7.1429,50.0,42.8571,0.3358,57.0704,57.8024,58.5343,0.9167,65.9634,23.1877,58.2591,18.4149,57.9694,57.9187,57.5755,30.9944,190.6756,-0.2783,-0.3971,-0.8259,-0.1852,57.3679,1,0.3938,-0.0392,0.4331,0.4951,-0.0493,0.5444,27.2998,49.8725,59.3017,57.8851,57.8715,16.4627,0.161,0.5772,230353700.0,23.8945,0.8601,0.2775,1.0102,61.5939,57.8159,52.0893,57.8024,56.8764,71.1814,63.6844,63.6844,74.0101,30.1651,38.4238,58.0482,58.1961,0.3296,58.0263,0.1086,55.1441,-19.8406,58.0611
2012-09-28,84.78,85.19,84.75,58.48,6568400,137832069.0859,3349195.1182,37.8075,37.3647,0.4696,0.0,100.0,100.0,0.3347,57.1447,57.8687,58.5928,0.8409,116.3711,30.5306,58.3528,30.1258,58.0476,57.9933,57.6424,32.9363,189.2483,-0.1945,0.9662,-0.8116,-0.1607,57.3815,1,0.4052,-0.0223,0.4275,0.4696,-0.0666,0.5362,27.4131,49.9585,66.9865,58.0232,57.9858,15.3406,0.2477,0.5723,236922100.0,28.5687,0.8147,0.4255,1.0188,65.2653,57.8664,52.1562,57.8687,56.9424,68.2642,69.587,69.587,95.6989,36.3054,70.4925,58.1018,58.3149,0.3193,58.0554,0.1069,60.2213,-2.6448,58.1276
2012-10-05,84.95,85.08,84.73,58.34,4727600,134452895.7221,2802839.3578,37.372,37.8017,0.4225,0.0,100.0,100.0,0.328,57.2313,57.9236,58.616,-0.4859,110.2708,24.6127,58.3919,31.7108,58.093,58.0399,57.6943,34.9951,187.6872,0.2947,1.0855,-0.7953,-0.1338,57.391,1,0.3987,-0.023,0.4217,0.4225,-0.0978,0.5204,27.5262,50.0424,66.5078,58.0993,58.0564,14.5361,0.2362,0.5621,232194500.0,28.0361,0.732,0.4065,1.0134,62.3064,57.9214,52.2215,57.9236,57.0024,71.033,79.8277,79.8277,69.7741,57.4175,63.3363,58.1529,58.3526,0.2408,58.0844,0.1052,60.2262,-20.9357,58.1659
2012-10-12,84.84,85.03,84.69,58.49,5561000,139032542.7809,3781687.0329,36.8268,38.2828,0.3816,42.8571,92.8571,50.0,0.3212,57.3367,57.9882,58.6396,0.4706,113.084,28.5362,58.4581,29.7383,58.1548,58.1005,57.7535,35.5212,188.3985,0.3777,-0.2554,-0.8028,-0.1461,57.4075,1,0.4012,-0.0164,0.4176,0.3816,-0.1174,0.499,27.6392,50.1269,66.7133,58.1077,58.0564,14.3935,0.3897,0.5492,237755500.0,26.5776,0.6604,0.6707,1.0116,64.2681,58.0093,52.2865,57.9882,57.0635,78.4063,85.8043,85.8043,91.9398,73.8242,87.6437,58.2028,58.4288,0.234,58.1184,0.1039,59.5827,-5.5829,58.2171
2012-10-19,84.98,85.01,84.48,58.27,10236700,136521654.1017,3039415.8627,35.5987,38.5309,0.3416,35.7143,85.7143,50.0,0.3244,57.3635,58.0152,58.6669,-0.566,75.3848,18.8474,58.4537,19.634,58.1731,58.1236,57.7921,35.0768,193.4796,0.0535,-0.5209,-0.8525,-0.2331,57.4488,1,0.381,-0.0293,0.4103,0.3416,-0.1323,0.4739,27.7521,50.2084,56.5958,58.1077,58.0564,16.4199,0.2449,0.5566,227518800.0,24.4429,0.5906,0.422,1.0043,59.4237,58.0849,52.3459,58.0152,57.1088,79.4204,72.6292,72.6292,56.1736,50.3267,0.0,58.2498,58.4043,0.3647,58.1466,0.1017,52.7551,-27.9143,58.2325
2012-10-26,84.67,84.78,84.5,58.32,3420900,139087329.1017,3275800.0782,34.4584,38.8344,0.3074,28.5714,78.5714,50.0,0.3149,57.457,58.0602,58.6635,0.2679,61.4717,20.1638,58.4583,19.634,58.1956,58.1497,57.8311,34.0347,199.2122,-0.0005,0.6556,-0.9004,-0.3291,57.5074,1,0.3644,-0.0367,0.4011,0.3074,-0.1407,0.448,27.8648,50.2895,51.5669,58.1077,58.0564,15.7023,0.598,0.54,230939700.0,23.3747,0.531,1.036,1.0015,60.0819,58.1366,52.4027,58.0602,57.1591,74.1756,64.0933,64.0933,44.1667,32.9704,11.2676,58.2929,58.3969,0.1927,58.1708,0.0991,56.0752,-23.3782,58.2514
2012-11-02,84.89,84.96,84.58,58.47,3177500,141907806.6298,3972127.3728,33.8565,39.3621,0.2932,21.4286,71.4286,50.0,0.3041,57.5149,58.1041,58.6933,0.3525,99.185,24.6893,58.4975,26.0324,58.2382,58.1928,57.8787,32.6413,203.7377,0.4049,0.6685,-0.9319,-0.4026,57.5886,1,0.3596,-0.0333,0.3928,0.2932,-0.1257,0.4188,27.9773,50.3713,55.7501,58.1077,58.0564,15.103,0.416,0.52,234117200.0,25.7337,0.506,0.7166,1.0063,62.3447,58.1366,52.4589,58.1041,57.212,65.771,60.5906,60.5906,81.4314,23.8544,60.2957,58.3333,58.4411,0.1625,58.2061,0.0967,64.9244,-7.7749,58.2901
2012-11-09,84.83,85.05,84.61,58.55,5833100,143763792.9934,4486427.166,33.8029,39.4151,0.3084,14.2857,100.0,85.7143,0.304,57.6384,58.1616,58.6848,0.1591,122.2154,26.8896,58.5455,33.1057,58.286,58.2402,57.9283,31.0584,203.5633,0.4252,-0.0639,-0.9308,-0.3998,57.7028,1,0.3577,-0.0281,0.3858,0.3084,-0.0844,0.3927,28.0897,50.4531,55.179,58.1348,58.1077,14.0262,0.1767,0.5193,239950300.0,27.9093,0.5317,0.3027,1.0076,63.4448,58.1503,52.5168,58.1616,57.2659,64.3983,68.511,68.511,79.9348,51.523,83.0057,58.3721,58.497,0.3034,58.252,0.0946,63.2729,-9.5011,58.3354
2012-11-16,84.98,85.1,84.87,58.58,7570500,141459727.776,3555853.8608,33.8505,38.749,0.3008,7.1429,100.0,92.8571,0.2936,57.7341,58.2123,58.6906,-0.1304,143.5577,27.9205,58.5901,34.4691,58.3317,58.2859,57.9768,29.3915,202.1319,0.3838,-0.3312,-0.9214,-0.3767,57.8255,1,0.3549,-0.0247,0.3796,0.3008,-0.0681,0.3689,28.2019,50.5344,63.5324,58.152,58.125,13.485,0.3871,0.5012,247520800.0,27.6712,0.5181,0.6651,1.0095,63.9603,58.2256,52.5743,58.2123,57.3212,69.9848,80.853,80.853,81.1927,81.1005,100.0,58.4098,58.5472,0.1586,58.2983,0.0927,58.5458,-9.2094,58.381
2012-11-23,84.9,84.96,84.66,58.45,3172000,140190927.776,2448196.2486,33.084,37.8074,0.2591,0.0,92.8571,92.8571,0.2874,57.7894,58.2433,58.6971,-0.5,91.0685,20.5956,58.5892,23.1195,58.3492,58.3072,58.0115,27.7081,201.739,0.1937,-0.6898,-0.9187,-0.3704,57.9333,1,0.3377,-0.0336,0.3712,0.2591,-0.0835,0.3427,28.314,50.6135,64.3911,58.2316,58.1673,16.3906,0.565,0.4918,244348800.0,26.2486,0.4461,0.9762,1.0125,60.2978,58.2993,52.6337,58.2433,57.3738,73.801,72.0391,72.0391,54.9899,62.8575,5.5668,58.4452,58.5328,0.2069,58.3385,0.0903,60.8155,-23.2396,58.403
2012-11-30,84.86,85.07,84.73,58.58,4525600,141255774.8348,2111315.267,32.6218,37.331,0.2584,0.0,85.7143,85.7143,0.2836,57.8065,58.2708,58.7351,0.2353,112.3819,24.9899,58.6186,26.6136,58.3841,58.343,58.0533,26.0513,198.5836,-0.0588,-0.2046,-0.8956,-0.3187,58.0335,1,0.3308,-0.0324,0.3631,0.2584,-0.0608,0.3192,28.4258,50.6931,63.0272,58.2316,58.2765,15.4228,0.3905,0.4842,248874400.0,26.609,0.4445,0.6711,1.0089,62.495,58.3613,52.6945,58.2708,57.4203,73.7877,68.4711,68.4711,69.2308,55.186,59.9912,58.4788,58.564,0.2345,58.369,0.088,57.6641,-13.4537,58.4356
2012-12-07,84.7,85.04,84.65,58.6,6656600,140061000.4759,1401407.0906,32.4951,37.0431,0.273,14.2857,100.0,85.7143,0.2826,57.8039,58.2894,58.775,0.2821,119.044,25.8539,58.6462,30.8474,58.4176,58.3776,58.094,24.5022,195.8095,0.0776,0.2524,-0.873,-0.2724,58.1165,1,0.3236,-0.0316,0.3552,0.273,-0.0296,0.3026,28.5376,50.7722,64.0643,58.241,58.3136,14.3725,0.1242,0.4823,255531000.0,27.195,0.4693,0.2124,1.0039,62.9269,58.3831,52.7561,58.2894,57.4695,67.4654,61.8859,61.8859,61.4369,45.7813,71.7859,58.5108,58.593,0.2695,58.3975,0.0858,57.1927,-17.77,58.4666
2012-12-14,84.86,84.89,84.49,58.42,8660300,133566316.88,-1082900.7703,31.7465,35.8411,0.2606,7.1429,92.8571,85.7143,0.2822,57.8239,58.3048,58.7858,-0.8002,64.5452,15.4269,58.6198,22.0151,58.4172,58.3826,58.1178,23.2529,183.5316,0.1801,0.145,-0.7493,-0.0616,58.1984,1,0.2995,-0.0446,0.3441,0.2606,-0.0285,0.2891,28.6491,50.8486,62.3189,58.241,58.3136,16.1657,0.0723,0.4831,246870700.0,25.2928,0.4478,0.1239,1.0038,57.7135,58.7608,52.8163,58.3048,57.5116,58.9811,46.5862,46.5862,9.0909,43.9257,0.0,58.5393,58.5464,0.2763,58.4295,0.0827,49.7253,-38.6305,58.4705
2012-12-21,84.59,84.59,84.19,58.4,7805200,138639696.88,-386505.7343,30.006,34.2022,0.2157,0.0,85.7143,85.7143,0.2818,57.8461,58.3197,58.7933,-0.175,11.5399,14.6691,58.5929,7.3794,58.4148,58.3851,58.1388,22.1951,189.1999,0.2209,-0.0463,-0.8111,-0.1599,58.2555,1,0.276,-0.0544,0.3305,0.2157,-0.0595,0.2752,28.7605,50.9242,61.1161,58.3938,58.3411,20.2879,-0.0929,0.4825,239065500.0,23.5207,0.3703,-0.1589,1.009,57.3345,58.7608,52.8764,58.3197,57.5561,48.3075,36.4504,36.4504,38.8235,23.9286,0.0,58.5632,58.5038,0.2764,58.458,0.079,52.7849,-42.8053,58.4706
2012-12-28,83.91,84.17,83.89,58.53,4432500,141110913.6941,719816.288,28.8579,33.3327,0.1942,0.0,78.5714,78.5714,0.2757,57.8824,58.3446,58.8069,0.708,60.9236,19.8774,58.6009,13.932,58.4323,58.4042,58.1676,21.3065,203.3217,0.1214,-0.2394,-0.9293,-0.3959,58.2974,0,0.2647,-0.0527,0.3173,0.1942,-0.0684,0.2626,28.8717,51.0002,59.621,58.438,58.4487,19.2546,0.2543,0.471,243498000.0,25.4881,0.3333,0.4364,1.0059,59.9387,58.749,52.9383,58.3446,57.5983,39.72,36.1232,36.1232,60.4553,15.5221,46.5663,58.5831,58.514,0.1966,58.4756,0.0754,52.2457,-37.208,58.4826
2013-01-04,84.13,84.16,83.58,58.3,7687600,138725106.7976,347844.3494,26.8268,32.0994,0.1598,21.4286,71.4286,50.0,0.2848,58.0089,58.3735,58.7381,-0.6034,-9.0877,7.1477,58.5484,0.4228,58.4118,58.3902,58.1774,20.6364,214.0777,0.0381,-0.1272,-0.9819,-0.5603,58.324,1,0.2344,-0.0663,0.3007,0.1598,-0.088,0.2478,28.9827,51.0732,50.9644,58.438,58.4487,22.7155,-0.02,0.4886,235810400.0,22.9084,0.274,-0.0344,0.9969,53.5738,58.7375,52.9994,58.3735,57.6404,37.7949,40.811,40.811,23.1542,15.5221,0.0,58.5975,58.4399,0.4036,58.4816,0.0709,49.5625,-73.9954,58.4607
2013-01-11,83.71,83.85,83.66,58.33,7078900,144312927.282,1941994.6787,24.9408,30.8838,0.1528,14.2857,64.2857,50.0,0.2739,58.0521,58.3874,58.7227,0.6319,-42.1901,8.7291,58.5133,0.4228,58.3998,58.3826,58.1889,20.2463,222.6596,0.0637,-0.1491,-0.9992,-0.6776,58.3536,1,0.2108,-0.0719,0.2827,0.1528,-0.0776,0.2305,29.0935,51.1458,44.0705,58.438,58.4487,21.9327,-0.1391,0.4696,242889300.0,22.119,0.2621,-0.2379,0.9998,54.3646,58.7202,53.0604,58.3874,57.676,38.8212,39.5293,39.5293,34.9784,19.6632,12.4233,58.606,58.3952,0.1321,58.4838,0.066,53.6763,-68.4215,58.4452
2013-01-18,83.86,84.02,83.74,58.4,5277300,145820727.282,2897356.6608,23.6883,29.6435,0.1529,7.1429,57.1429,50.0,0.2683,58.0534,58.3886,58.7238,0.2143,-2.7759,11.6462,58.4992,7.4055,58.3992,58.3845,58.2043,20.0398,234.3813,-0.044,-0.2726,-0.9866,-0.8129,58.3731,1,0.1949,-0.0703,0.2652,0.1529,-0.0612,0.214,29.2042,51.2183,43.8819,58.438,58.4487,20.7949,-0.1523,0.4594,248166600.0,24.1212,0.2622,-0.2602,0.9983,55.8231,58.7034,53.1196,58.3886,57.7114,39.6153,38.5055,38.5055,57.384,15.9206,35.3385,58.6094,58.3832,0.1948,58.4809,0.0612,53.014,-58.3886,58.4381
2013-01-25,83.79,83.98,83.56,58.16,5866600,140512851.0916,1335920.8055,22.0353,28.2468,0.1248,0.0,50.0,50.0,0.27,58.047,58.3868,58.7265,-0.5,-76.8592,-1.2004,58.428,0.5468,58.3624,58.3545,58.201,19.9714,250.231,-0.1342,-0.0672,-0.9046,-0.9411,58.383,0,0.1614,-0.083,0.2444,0.1248,-0.0744,0.1991,29.3146,51.2877,46.2424,58.3808,58.4533,22.5008,-0.4234,0.4642,242300000.0,22.2561,0.2139,-0.7228,0.998,49.3998,58.6871,53.1777,58.3868,57.7436,36.6369,31.8759,31.8759,3.2653,15.9206,0.0,58.6063,58.2917,0.2923,58.4687,0.0556,48.3759,-97.737,58.4004
2013-02-01,83.4,83.55,83.05,57.91,7607600,132905251.0916,-1844895.754,21.4387,27.6476,0.0789,100.0,42.8571,-57.1429,0.2701,58.0562,58.3881,58.72,-0.4697,-220.1104,-12.7595,58.3068,13.6826,58.2923,58.2948,58.1792,20.1993,267.6278,-0.0677,-0.0029,-0.7358,-0.9991,58.3877,0,0.1131,-0.1051,0.2182,0.0789,-0.1003,0.1792,29.4248,51.3539,43.9985,58.2543,58.3338,27.2042,-0.5385,0.4665,234692400.0,20.6557,0.1353,-0.9213,0.9929,43.6203,58.6654,53.2351,58.3881,57.7732,30.1993,20.2164,20.2164,0.0,11.7795,0.0,58.594,58.1353,0.2719,58.4415,0.0486,45.1491,-100.0,58.33
2013-02-08,83.22,83.48,83.17,58.14,8483700,136466817.3065,-1845195.4823,20.7524,27.2777,0.0379,92.8571,35.7143,-57.1429,0.2722,58.0485,58.386,58.7235,0.5486,-154.7498,-0.8517,58.2676,11.8314,58.2694,58.2747,58.1766,20.4851,285.3982,-0.1094,-0.1477,-0.494,-0.9641,58.3871,0,0.0929,-0.1002,0.1931,0.0379,-0.1152,0.1531,29.5348,51.4218,47.2511,58.2543,58.3338,25.0647,-0.4324,0.4682,243176100.0,19.7612,0.0649,-0.7382,0.9944,49.5741,58.6275,53.2923,58.386,57.803,22.4378,15.2209,15.2209,42.3975,16.2637,48.791,58.5741,58.1025,0.2997,58.408,0.0418,45.5935,-72.2417,58.2952
2013-02-15,83.31,83.37,83.16,58.05,8054469,135316178.8779,-2043685.2818,20.1428,26.9966,-0.0079,85.7143,28.5714,-57.1429,0.2642,57.9991,58.3644,58.7298,-0.2857,-156.5893,-5.287,58.2117,12.2172,58.2351,58.2442,58.1669,20.5979,294.71,-0.1671,-0.037,-0.3468,-0.9084,58.38,0,0.0682,-0.0999,0.1681,-0.0079,-0.1311,0.1232,29.6445,51.4881,39.8504,58.2543,58.3338,24.1667,-0.5557,0.4552,235121631.0,18.9046,-0.0135,-0.9482,0.9914,47.3565,58.5914,53.3493,58.3644,57.8297,19.2944,22.4457,22.4457,24.9397,26.4696,30.6178,58.5474,58.0465,0.1604,58.3672,0.0351,42.7842,-83.6716,58.2505
2013-02-22,83.3,83.42,83.17,58.15,3632834,138367759.4379,-968138.6324,19.3922,26.2381,-0.047,78.5714,21.4286,-57.1429,0.2578,57.9778,58.3548,58.7318,0.4,-114.8464,-0.1192,58.1927,9.634,58.2221,58.2317,58.1657,20.8484,309.8957,-0.0998,-0.0608,-0.089,-0.7672,58.3687,0,0.0564,-0.0894,0.1458,-0.047,-0.141,0.094,29.7541,51.5547,37.153,58.2543,58.3338,22.9996,-0.2645,0.4434,238754465.0,18.9575,-0.0805,-0.4528,0.9926,49.9404,58.5572,53.4057,58.3548,57.8614,25.1409,37.7561,37.7561,45.9309,59.8029,100.0,58.5163,58.044,0.1743,58.3241,0.029,47.973,-71.4253,58.2246
2013-03-01,83.36,83.8,83.31,58.41,4247700,141790633.5062,648966.6216,18.6309,25.6264,-0.0643,71.4286,14.2857,-57.1429,0.2651,57.9781,58.3508,58.7234,0.806,-14.1986,11.5901,58.243,8.735,58.2515,58.2559,58.184,21.5619,-41.2431,-0.1832,-0.337,0.0655,-0.6593,58.3616,0,0.0674,-0.0627,0.1301,-0.0643,-0.1296,0.0653,29.8634,51.6233,41.4326,58.2543,58.3338,20.7703,0.0114,0.4538,243002165.0,24.7462,-0.1102,0.0195,0.9994,55.7951,58.5247,53.4638,58.3508,57.9074,38.3356,54.805,54.805,93.5442,76.8726,100.0,58.485,58.1367,0.3597,58.2875,0.0247,53.2507,-40.7403,58.2377
2013-03-08,83.66,83.67,82.9,58.02,9948100,135976808.8308,-598340.5914,17.4683,24.9817,-0.0904,64.2857,7.1429,-57.1429,0.2846,57.9398,58.3381,58.7365,-0.7792,-93.0848,-6.0698,58.1864,2.3541,58.2161,58.2247,58.172,22.2661,-28.0716,-0.3729,-0.087,0.2912,-0.4706,58.3518,0,0.0441,-0.0688,0.1129,-0.0904,-0.1279,0.0375,29.9725,51.6873,34.3335,58.2543,58.3338,22.4375,-0.5069,0.4905,233054065.0,21.4054,-0.155,-0.866,0.9905,46.9651,58.4938,53.519,58.3381,57.9414,48.6597,53.4181,53.4181,20.7792,66.6667,0.0,58.4525,58.0724,0.5379,58.2461,0.0201,45.9277,-86.545,58.1989
2013-03-15,83.04,83.25,83.02,58.13,6800100,140411656.6569,356879.9109,16.3887,24.0676,-0.1228,57.1429,0.0,-57.1429,0.2757,57.9196,58.3285,58.7374,0.7391,-98.131,-1.439,58.1671,2.3541,58.2023,58.2116,58.1686,22.9128,-22.2655,-0.2719,0.4304,0.3865,-0.3789,58.3427,0,0.0337,-0.0634,0.0971,-0.1228,-0.1297,0.0069,30.0814,51.7516,27.2933,58.2176,58.2819,21.5036,-0.1725,0.4744,239854165.0,20.5145,-0.2105,-0.2958,0.9919,49.2805,58.4644,53.5734,58.3285,57.9758,53.2503,51.5277,51.5277,40.2597,42.074,26.2221,58.4195,58.0628,0.1607,58.2074,0.0158,51.414,-70.7201,58.1794
