date,open,high,low,close,volume,ad_14_chaikin a/d,adosc_14_adosc,adx_14_adx,adxr_14_adxr,apo_14_apo,aroon_14_aroon down,aroon_14_aroon up,aroonosc_14_aroonosc,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,bop_14_bop,cci_20_cci,cmo_14_cmo,dema_14_dema,dx_14_dx,ema_12_ema,ema_14_ema,ema_26_ema,ht_dcperiod_14_dcperiod,ht_dcphase_14_ht_dcphase,ht_phasor_14_phase,ht_phasor_14_quadrature,ht_sine_14_lead sine,ht_sine_14_sine,ht_trendline_14_ht_trendline,ht_trendmode_14_trendmode,kama_14_kama,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,macdext_14_macd,macdext_14_macd_hist,macdext_14_macd_signal,mama_14_fama,mama_14_mama,mfi_14_mfi,midpoint_14_midpoint,midprice_14_midprice,minus_di_14_minus_di,mom_10_mom,natr_14_natr,obv_14_obv,plus_di_14_plus_di,ppo_14_ppo,rocr_14_rocr,rsi_14_rsi,sar_14_sar,sma_20_sma,sma_50_sma,stoch_14_slowd,stoch_14_slowk,stochf_14_fastd,stochf_14_fastk,stochrsi_14_fastd,stochrsi_14_fastk,t3_14_t3,tema_14_tema,trange_14_trange,trima_14_trima,trix_14_trix,ultosc_14_ultosc,willr_14_willr,wma_14_wma
2024-05-17,27.27,27.84,26.9,25.24,84371,2048121.7485,263726.1574,19.9664,18.8748,0.6847,0.0,64.2857,64.2857,0.5655,22.579,24.0634,25.5477,0.5927,95.2922,30.9947,24.9735,15.3695,24.5604,24.4808,24.1062,31.8279,,1.2487,-1.0262,,,,0,24.4209,0.4566,0.0695,0.387,0.6847,0.3357,0.349,0.8388,8.0748,88.5331,24.2571,24.3705,20.1254,1.5432,2.24,3238009.0,27.4352,2.8686,1.0705,65.4973,23.3976,24.0634,23.6517,46.8183,51.518,51.518,99.3464,27.9196,73.5865,,25.1375,0.8572,24.4987,0.2142,61.2238,-10.3028,24.6799
2024-05-24,27.89,28.13,27.38,25.06,110620,2011248.4152,223905.729,20.0623,18.5672,0.7462,7.1429,100.0,92.8571,0.5737,22.67,24.1574,25.6448,-0.3467,100.8996,25.1009,25.0527,21.3096,24.6377,24.5584,24.1771,31.6538,,0.738,-1.8684,,,,0,24.4748,0.4626,0.0605,0.4022,0.7462,0.3123,0.434,0.8759,8.2447,88.7292,24.2571,24.3932,18.4155,0.9038,2.289,3127389.0,28.3894,3.119,1.0639,62.5504,23.5013,24.1574,23.7205,55.2139,72.1708,72.1708,72.5275,43.1605,45.7227,,25.1961,0.6803,24.6328,0.2281,55.585,-20.1895,24.7694
2024-05-31,27.93,28.19,27.3,24.81,52586,1965091.6284,172574.2371,19.9744,17.9437,0.7876,0.0,100.0,100.0,0.5904,22.8121,24.2429,25.6736,-0.6468,84.3602,17.2708,25.0501,18.8318,24.6646,24.5923,24.2242,30.8554,,0.4274,-1.8519,,,,0,24.5048,0.4422,0.032,0.4102,0.7876,0.2732,0.5144,0.9135,8.4104,88.9261,24.4457,24.4518,17.4924,0.5729,2.3793,3074803.0,25.6092,3.2848,1.0663,58.6354,23.6222,24.2429,23.7685,66.4996,75.81,75.81,55.5561,43.7129,11.8295,,25.1428,0.8072,24.7341,0.2368,51.6563,-33.8653,24.8113
2024-06-07,27.31,27.31,26.69,24.29,54684,1925013.5484,123134.3071,18.6736,16.8037,0.7445,0.0,92.8571,92.8571,0.5912,22.9763,24.3033,25.6302,-0.8665,15.4205,2.6669,24.9126,1.7634,24.6063,24.5514,24.2287,29.7916,,-0.2069,-1.8609,,,,0,24.4993,0.379,-0.0249,0.4039,0.7445,0.1648,0.5796,0.9518,8.5692,86.955,24.4726,24.5303,22.9172,-0.0983,2.4346,3020119.0,23.7399,3.098,1.027,51.3335,23.7586,24.3033,23.8141,66.2938,50.9006,50.9006,24.6183,19.184,0.0,,24.9093,0.6027,24.7914,0.236,48.8128,-61.778,24.7681
2024-06-14,26.89,27.23,26.88,24.57,170259,1959065.3484,102549.5169,17.4658,16.2318,0.7154,0.0,85.7143,85.7143,0.5786,23.0422,24.346,25.6498,0.5714,25.6663,9.3009,24.8698,1.7634,24.6011,24.5543,24.2542,29.207,,-0.6025,0.3014,,,,0,24.5019,0.3482,-0.0446,0.3928,0.7154,0.0878,0.6277,0.9907,8.7292,87.452,24.7017,24.591,21.7412,-0.5443,2.3547,3190378.0,22.5217,2.9701,1.0368,54.6505,23.8854,24.346,23.8645,54.1083,35.6143,35.6143,26.6684,11.7494,23.4186,,24.8274,0.4147,24.8166,0.2312,48.8668,-50.9167,24.7573
2024-06-21,27.02,27.44,27.0,24.6,998107,1504392.2867,-59862.9185,16.7261,16.1707,0.6798,0.0,78.5714,78.5714,0.5659,23.2392,24.4197,25.6001,0.2269,33.433,9.9262,24.8392,7.1107,24.601,24.5604,24.2798,29.4517,,0.1066,1.2252,,,,0,24.5036,0.3222,-0.0565,0.3787,0.6798,0.0162,0.6636,1.0302,8.8879,90.6529,24.7421,24.7181,20.6413,-0.4855,2.3002,4188485.0,23.8015,2.8161,1.0183,54.9631,24.0034,24.4197,23.9103,37.7222,26.6518,26.6518,28.6686,18.5924,32.3584,,24.7706,0.3998,24.8194,0.2239,50.3803,-56.9126,24.7417
2024-06-28,27.3,27.4,27.15,24.71,133194,1469015.9603,-132118.3897,16.0393,16.0218,0.5829,50.0,71.4286,21.4286,0.5436,23.3548,24.4761,25.5974,-0.2328,36.8957,12.5619,24.8394,7.1107,24.6179,24.5804,24.3118,29.2702,,0.3463,-0.2005,,,,0,24.5074,0.307,-0.0573,0.3643,0.5829,-0.0914,0.6744,1.0703,9.0461,90.6796,24.7648,24.7181,19.9509,-0.2251,2.1998,4321679.0,23.0054,2.4084,1.0194,56.2809,24.1131,24.4761,23.9497,30.9916,30.7087,30.7087,36.7891,41.1776,67.7558,,24.7628,0.254,24.8189,0.2158,46.1634,-50.4335,24.7367
2024-07-05,27.04,27.41,27.04,25.02,92172,1516298.9992,-134622.08,15.9016,16.8042,0.5067,42.8571,64.2857,21.4286,0.5326,23.488,24.5492,25.6103,0.7565,64.452,19.6219,24.914,14.111,24.6795,24.6389,24.3641,28.5191,,0.0578,-1.1433,,,,0,24.52,0.3162,-0.0385,0.3547,0.5067,-0.1637,0.6704,1.1109,9.2059,89.7769,24.7648,24.7181,18.9043,-0.0623,2.129,4413851.0,25.1161,2.0874,1.026,59.8109,24.2152,24.5492,23.9859,36.4765,52.0689,52.0689,90.7489,66.7047,100.0,,24.8615,0.3904,24.8083,0.2101,40.9106,-32.3742,24.7682
2024-07-12,27.13,27.16,26.86,24.64,139503,1423296.9992,-152999.4916,15.3538,17.472,0.4231,35.7143,57.1429,21.4286,0.5247,23.7337,24.6178,25.502,-0.7333,16.9749,8.1557,24.8784,8.2328,24.6739,24.6394,24.3848,27.5756,,-0.4413,-1.0942,,,,0,24.5224,0.2898,-0.0519,0.3417,0.4231,-0.2292,0.6523,1.1522,9.3602,84.6315,24.7648,24.7181,20.0715,0.17,2.1291,4274348.0,23.6729,1.7388,0.9811,54.0778,24.31,24.6178,24.0056,45.7942,54.6052,54.6052,36.2776,55.9186,0.0,,24.8015,0.4213,24.7748,0.2021,37.5652,-54.3925,24.7437
2024-07-19,26.92,26.95,26.33,24.16,172012,1279028.8702,-192511.9745,14.7525,17.8326,0.3046,28.5714,50.0,21.4286,0.5278,23.8478,24.6434,25.4389,-0.871,-68.6598,-4.5775,24.7266,6.9352,24.5945,24.5752,24.368,26.9535,,-0.6623,0.2376,,,,0,24.5083,0.2271,-0.0917,0.3188,0.3046,-0.3055,0.6101,1.194,9.5082,79.7791,24.701,24.7181,25.1071,-0.4243,2.1846,4102336.0,21.8505,1.2496,0.963,47.7112,25.5707,24.6434,24.0169,50.1865,43.8854,43.8854,4.6296,33.3333,0.0,,24.5842,0.5678,24.7306,0.1877,38.0494,-82.8551,24.6589
2024-07-26,26.28,26.46,26.03,23.92,166153,1182428.2888,-221911.6321,14.7173,18.3106,0.2508,100.0,42.8571,-57.1429,0.5182,23.9063,24.6543,25.4024,-0.3721,-147.5131,-10.165,24.5433,14.2598,24.4907,24.4878,24.3348,26.7848,,-0.2687,0.9478,,,,0,24.4833,0.1564,-0.1299,0.2863,0.2508,-0.3043,0.5551,1.2363,9.6523,77.3184,24.582,24.704,27.5354,-1.3245,2.1664,3936183.0,20.6625,1.0284,0.9593,44.9175,25.5561,24.6543,24.0229,38.1001,15.8096,15.8096,6.5217,0.0,0.0,,24.3367,0.3938,24.6847,0.1671,39.2201,-95.2452,24.5513
2024-08-02,26.04,26.33,25.74,23.67,88685,1126812.2719,-231460.9854,15.1484,18.4236,0.1539,100.0,35.7143,-64.2857,0.5198,23.7927,24.63,25.4672,-0.322,-184.5318,-15.6863,24.333,20.7528,24.3648,24.3791,24.2857,26.5957,239.0534,-0.0106,0.8239,-0.9701,-0.8576,24.427,1,24.4299,0.0795,-0.1654,0.245,0.1539,-0.3307,0.4846,1.279,9.7925,65.1862,24.4584,24.5712,29.143,-1.3903,2.1957,3847498.0,19.1259,0.6308,0.9438,42.1569,25.5217,24.63,24.0291,21.8692,5.9127,5.9127,6.5868,0.0,0.0,,24.0659,0.5403,24.6344,0.1407,33.6324,-94.9607,24.4203
2024-08-09,25.42,25.91,25.42,23.7,62950,1180769.4147,-197157.4494,16.016,18.168,0.0205,100.0,28.5714,-71.4286,0.5147,23.685,24.6028,25.5205,0.9286,-195.6381,-14.9816,24.169,27.2955,24.2618,24.2879,24.242,26.148,244.9908,0.3133,0.1542,-0.9397,-0.9062,24.3766,1,24.4043,0.0202,-0.1798,0.2,0.0205,-0.3837,0.4042,1.3223,9.9316,67.2624,24.4584,24.4247,31.3983,-1.1175,2.1721,3910448.0,17.9331,0.0841,0.9682,42.5092,25.4632,24.6028,24.0295,11.6028,13.086,13.086,26.1494,0.9852,2.9556,,23.8743,0.4487,24.577,0.1117,40.8221,-81.8206,24.3058
2024-08-16,26.08,26.26,25.87,23.84,50707,1171668.1583,-168096.6345,16.0159,17.9911,-0.0924,92.8571,21.4286,-71.4286,0.5034,23.6024,24.5754,25.5485,-0.1282,-127.1843,-10.488,24.0727,16.0136,24.1965,24.2279,24.212,25.9127,261.9619,0.144,-1.3804,-0.799,-0.9902,24.3334,1,24.3858,-0.0152,-0.1722,0.157,-0.0924,-0.4068,0.3144,1.366,10.0706,69.3874,24.4584,24.4247,29.8051,-0.448,2.112,3961155.0,21.577,-0.3783,0.9697,44.756,25.3759,24.5754,24.0247,14.4002,24.2018,24.2018,39.8693,16.5832,46.7941,,23.7859,0.3571,24.5017,0.0835,39.6778,-75.6277,24.2177
2024-08-23,26.06,26.09,25.6,23.81,68333,1214899.2399,-127171.263,16.4271,18.2447,-0.1967,85.7143,14.2857,-71.4286,0.4995,23.516,24.5101,25.5042,-0.1224,-129.6239,-11.2113,23.9893,21.7734,24.137,24.1721,24.1822,26.5943,260.3551,-0.5368,-1.7522,-0.8156,-0.9859,24.2886,1,24.3224,-0.0449,-0.1615,0.1166,-0.1967,-0.4138,0.2171,1.4103,10.208,66.3297,24.3677,24.4247,31.4303,-0.7632,2.098,3892822.0,20.1907,-0.8049,0.9432,44.3944,25.292,24.5101,24.017,25.9613,40.596,40.596,55.7692,43.5999,81.0499,,23.7169,0.4487,24.4025,0.0569,38.8496,-76.8263,24.133
2024-08-30,26.24,26.27,25.9,23.75,63853,1161431.656,-115880.4547,16.4032,18.1888,-0.2455,78.5714,7.1429,-71.4286,0.488,23.4327,24.4431,25.4535,-0.8268,-97.1344,-12.9782,23.9076,16.0922,24.0768,24.1153,24.1499,27.9743,261.623,-0.9503,-1.0038,-0.8026,-0.9893,24.2568,1,24.2636,-0.0729,-0.1515,0.0787,-0.2455,-0.3705,0.125,1.4549,10.3434,65.581,24.3456,24.4247,29.8742,-0.8545,2.055,3828969.0,21.5921,-1.0042,0.9474,43.5109,25.2114,24.4431,23.9999,38.4529,50.5608,50.5608,56.044,59.9802,52.0967,,23.6499,0.3378,24.2913,0.0317,38.5076,-79.6231,24.0533
2024-09-06,25.65,25.68,25.09,23.29,193731,1190946.0043,-91335.9718,17.4917,18.0827,-0.3367,100.0,0.0,-100.0,0.5081,23.2597,24.3607,25.4616,-0.3728,-158.6105,-24.5306,23.7293,31.6422,23.9555,24.005,24.086,28.2286,266.9089,-1.0688,0.0111,-0.7442,-0.9985,24.2469,1,24.1502,-0.1304,-0.1673,0.0369,-0.3367,-0.368,0.0313,1.5,10.4728,62.0833,24.1533,24.0388,37.0798,-1.4228,2.1817,3635238.0,19.2544,-1.3783,0.9385,37.7347,25.1341,24.3607,23.9801,46.0138,46.8845,46.8845,28.8404,44.3822,0.0,,23.4471,0.7692,24.1721,0.0042,43.0876,-85.3448,23.9252
2024-09-13,25.28,25.94,25.12,23.67,80074,1251978.0165,-53572.5003,17.9365,17.7011,-0.3956,92.8571,28.5714,-64.2857,0.5254,23.2014,24.2899,25.3784,0.686,-112.017,-11.3923,23.6816,23.7195,23.9109,23.9597,24.0549,29.3476,271.9616,-0.8898,1.0794,-0.6825,-0.9994,24.2382,1,24.1341,-0.1439,-0.1446,0.0007,-0.3956,-0.3359,-0.0597,1.5455,10.6048,64.6387,24.1533,24.0388,33.2907,-1.353,2.2202,3715312.0,20.5257,-1.6206,0.9745,44.3039,25.0263,24.2899,23.975,49.0057,49.5717,49.5717,63.8307,48.5524,93.5605,,23.4349,0.7509,24.0601,-0.0199,52.1695,-67.5647,23.862
2024-09-20,26.08,26.45,25.93,24.2,74756,1319603.4442,-11736.3985,17.3525,17.0393,-0.4366,85.7143,21.4286,-64.2857,0.5276,23.1904,24.2762,25.3621,0.6735,-29.5272,4.0134,23.7783,9.7601,23.9552,23.9916,24.0656,29.4288,283.0256,-0.451,1.3713,-0.5295,-0.9743,24.2489,1,24.1352,-0.1102,-0.0888,-0.0215,-0.4366,-0.2946,-0.142,1.5915,10.7407,63.1854,24.1533,24.0388,30.7811,-0.444,2.1803,3790068.0,25.3069,-1.789,0.9848,52.0067,24.9238,24.2762,23.9954,53.3574,63.6159,63.6159,98.1765,64.5202,100.0,,23.6206,0.5563,23.964,-0.0353,59.7349,-42.4483,23.8758
2024-09-27,26.6,26.89,26.47,24.52,251592,1439409.1585,44565.3157,16.1598,16.0995,-0.4833,78.5714,14.2857,-64.2857,0.5203,23.1904,24.2733,25.3562,0.4286,25.3299,11.9944,23.9393,0.6546,24.0428,24.0626,24.0996,28.8387,302.0877,-0.1782,0.8171,-0.2235,-0.8472,24.278,0,24.1375,-0.0567,-0.0282,-0.0285,-0.4833,-0.2597,-0.2236,1.6379,10.8785,45.9788,24.1533,24.0388,28.981,0.3663,2.1218,4041660.0,29.3629,-1.9795,0.9969,55.9972,24.8264,24.2733,24.0056,66.1621,85.2987,85.2987,93.8889,97.8535,100.0,,23.8806,0.4256,23.8987,-0.041,59.2774,-27.1552,23.9365
2024-10-04,26.69,26.8,26.02,25.12,89417,1508946.0999,85671.8332,15.9618,15.9317,-0.4436,71.4286,100.0,28.5714,0.5377,23.2054,24.2671,25.3288,0.8888,88.0319,24.4033,24.2188,13.3873,24.2084,24.2036,24.1751,27.9711,-33.5648,-0.08,0.1456,0.1983,-0.5529,24.3307,0,24.1524,0.0334,0.0495,-0.0161,-0.4436,-0.1537,-0.29,1.6849,11.0209,44.481,24.2038,24.0905,26.0417,1.2,2.1404,4131077.0,34.092,-1.8172,1.0166,62.2017,22.9765,24.2671,24.024,81.667,96.0864,96.0864,96.194,100.0,100.0,,24.2881,0.7628,23.8726,-0.0343,64.5906,-3.806,24.0774
2024-10-11,26.67,26.79,25.97,24.99,101195,1543500.4901,105694.3661,15.8329,15.5933,-0.3707,64.2857,100.0,35.7143,0.5544,23.2124,24.2633,25.3142,-0.1829,88.5859,20.3557,24.412,14.1576,24.3284,24.3082,24.2353,27.1934,-5.5676,-0.3218,0.1669,0.6352,-0.097,24.389,1,24.1564,0.0931,0.0874,0.0057,-0.3707,-0.0373,-0.3335,1.7322,11.1606,38.2761,24.2038,24.1094,23.4478,1.3154,2.2189,4029882.0,31.1821,-1.5187,0.9988,60.1779,22.9988,24.2633,24.0395,91.4303,92.9056,92.9056,88.634,96.2309,88.6926,,24.5488,0.7726,23.883,-0.0209,63.5453,-11.2281,24.1967
2024-10-18,26.31,26.41,25.92,24.55,40559,1526118.0615,98746.0508,15.6168,15.1846,-0.3032,57.1429,92.8571,35.7143,0.5552,23.2207,24.2504,25.2801,-0.5063,54.965,7.9301,24.4594,12.807,24.3631,24.341,24.259,26.262,19.1014,-0.2153,1.6178,0.8996,0.3272,24.4309,0,24.1588,0.1042,0.0788,0.0254,-0.3032,0.0537,-0.3569,1.78,11.2946,40.8641,24.2038,24.1094,22.3478,0.859,2.2612,3989323.0,28.9128,-1.2427,0.9964,53.9651,23.0436,24.2504,24.0505,89.538,79.622,79.622,54.0378,69.3006,19.2093,,24.5907,0.5653,23.9295,-0.0081,62.4789,-30.3576,24.2586
2024-10-25,26.23,26.45,26.07,24.87,98757,1598886.3773,110080.1995,15.4789,15.0981,-0.195,50.0,85.7143,35.7143,0.5418,23.2147,24.2799,25.345,0.4437,73.7832,14.9217,24.5765,13.6868,24.4418,24.4122,24.3046,25.2046,40.3267,0.5508,2.0404,0.9967,0.6471,24.4333,1,24.1806,0.1373,0.0895,0.0478,-0.195,0.1617,-0.3567,1.8283,11.4304,50.0233,24.2038,24.1094,21.2645,1.0375,2.1782,4088080.0,28.0084,-0.7997,1.0297,57.4609,23.0876,24.2799,24.0779,80.3979,68.666,68.666,63.3262,50.1147,42.4423,,24.73,0.3675,24.0204,0.0069,68.0662,-16.2184,24.364
2024-11-01,25.99,26.15,25.85,24.36,336003,1262883.3773,-2200.4396,14.8929,15.0207,-0.1354,42.8571,78.5714,35.7143,0.5401,23.2117,24.2691,25.3264,-0.4637,27.8188,1.495,24.5407,7.2755,24.4287,24.4047,24.3084,24.5135,56.5298,1.0528,1.3018,0.9798,0.8342,24.4141,0,24.1835,0.1203,0.058,0.0623,-0.1354,0.209,-0.3445,1.877,11.5596,44.5568,24.2038,24.1094,22.5492,0.5467,2.2176,3752077.0,26.0878,-0.5555,1.0183,50.7475,23.1307,24.2691,24.0944,62.4698,39.1213,39.1213,0.0,20.5505,0.0,,24.6492,0.5182,24.1391,0.0175,60.3153,-39.0906,24.3935
2024-11-08,26.05,26.33,25.63,24.44,75185,1254290.8059,-50667.3884,13.9101,14.9631,-0.0797,35.7143,71.4286,35.7143,0.5487,23.2114,24.2611,25.3108,-0.1571,31.9963,3.4822,24.5317,1.1334,24.4307,24.4096,24.3183,24.6279,69.8348,1.4223,0.3453,0.9075,0.9387,24.3942,0,24.1918,0.1124,0.0401,0.0723,-0.0797,0.2362,-0.3159,1.926,11.6884,49.657,24.2038,24.1094,23.3121,0.6956,2.2448,3827262.0,23.8466,-0.3269,1.0325,51.7411,23.1729,24.2611,24.1113,45.9347,30.0168,30.0168,26.7241,17.6595,10.5361,,24.6137,0.6596,24.2667,0.0255,56.3335,-35.3479,24.4302
2024-11-15,25.66,25.76,25.31,23.9,121093,1165489.2726,-94143.6836,13.4301,14.723,-0.0203,28.5714,64.2857,35.7143,0.5519,23.1814,24.2208,25.2602,-0.6333,-29.4871,-9.0342,24.3897,7.1904,24.3497,24.3422,24.2876,24.7669,88.5106,1.2728,-1.6018,0.7252,0.9997,24.3492,0,24.1893,0.0621,-0.0082,0.0703,-0.0203,0.2539,-0.2742,1.9754,11.8106,47.883,24.2038,24.1094,25.4245,0.6164,2.3087,3706169.0,22.0135,-0.0834,1.0088,45.4829,23.2143,24.2208,24.1198,26.6002,10.6624,10.6624,5.2632,3.512,0.0,24.2477,24.396,0.5936,24.3738,0.0261,49.9049,-59.0517,24.3879
2024-11-22,25.62,26.19,25.62,24.65,1220472,2260333.907,244988.7323,12.7709,14.599,0.0709,21.4286,57.1429,35.7143,0.5676,23.2082,24.2023,25.1964,0.9485,47.4066,7.6396,24.4596,4.2011,24.3957,24.3831,24.3143,24.4778,103.0707,0.4148,-2.0875,0.5289,0.9741,24.3181,0,24.201,0.0814,0.0089,0.0725,0.0709,0.2887,-0.2178,2.0253,11.939,69.6934,24.2038,24.1094,22.9535,0.983,2.3027,4926641.0,24.9667,0.2916,1.034,53.8198,23.2549,24.2023,24.155,25.3985,35.5162,35.5162,74.5614,26.7127,69.6021,24.2714,24.4903,0.772,24.4577,0.0291,52.0856,-26.199,24.4429
2024-11-29,26.05,26.1,25.83,24.49,313049,2318305.9441,379898.6659,12.1588,14.281,0.1834,14.2857,50.0,35.7143,0.5493,23.2119,24.1946,25.1772,-0.2222,48.0985,3.9556,24.4756,4.2011,24.41,24.3971,24.3272,23.7719,127.4525,0.0443,-1.4524,0.1313,0.7939,24.2981,0,24.2068,0.0827,0.0082,0.0745,0.1834,0.3272,-0.1437,2.0755,12.0645,64.0476,24.2038,24.1094,22.025,0.2892,2.2429,4613592.0,23.9567,0.7549,1.0285,51.9778,23.2946,24.1946,24.1829,31.6697,48.8304,48.8304,66.6667,49.1691,77.9051,24.2952,24.5039,0.3109,24.5097,0.0318,49.0548,-33.2686,24.4688
2024-12-06,25.89,25.99,25.7,24.3,135884,2266699.0851,384132.4867,11.3228,14.4072,0.2357,7.1429,42.8571,35.7143,0.5295,23.2182,24.2017,25.1852,-0.3449,25.7721,-0.3649,24.441,0.4547,24.393,24.3842,24.3252,22.909,154.8503,-0.3323,-1.0964,-0.3396,0.425,24.2751,0,24.2083,0.0678,-0.0054,0.0732,0.2357,0.304,-0.0683,2.126,12.1868,60.5569,24.2038,24.1094,22.8648,-0.2241,2.1792,4477708.0,23.0737,0.9701,1.0233,49.8175,23.3336,24.2017,24.2047,49.0363,62.7623,62.7623,47.0588,66.5002,51.9933,24.317,24.4467,0.2732,24.5362,0.0324,50.8092,-41.5857,24.4631
2024-12-13,26.08,26.42,26.05,24.68,101197,2241671.8701,342980.1644,11.3576,14.6471,0.2715,0.0,35.7143,35.7143,0.5342,23.2441,24.2395,25.2349,0.2957,76.804,7.8812,24.5063,11.8105,24.4367,24.4232,24.3513,22.1018,187.8453,-0.5518,-0.3419,-0.797,-0.1365,24.251,0,24.2313,0.0854,0.0098,0.0757,0.2715,0.2684,0.0031,2.1769,12.3117,65.5539,24.3927,24.1231,21.0437,-0.4428,2.165,4578905.0,26.6801,1.1173,1.0596,53.9406,23.3718,24.2395,24.2368,58.6267,64.2874,64.2874,79.1367,76.6328,100.0,24.3392,24.534,0.5955,24.5448,0.0351,51.0641,-25.2577,24.5023
2024-12-20,26.12,26.18,25.61,24.36,666863,2138808.4273,262235.8312,10.5942,13.9733,0.2669,0.0,28.5714,28.5714,0.5352,23.3122,24.2737,25.2353,-0.4734,23.4863,0.3351,24.4786,0.6693,24.4244,24.4143,24.3517,21.3988,205.5964,-0.5719,0.3013,-0.9432,-0.432,24.238,0,24.2338,0.0727,-0.0023,0.0751,0.2669,0.2005,0.0664,2.2282,12.4322,52.81,24.512,24.494,25.0608,-0.6313,2.1975,3912042.0,24.7276,1.0988,1.0292,50.1675,23.4092,24.2737,24.2603,59.673,51.9693,51.9693,29.7125,53.494,8.4888,24.3597,24.4863,0.5482,24.525,0.0358,53.3619,-59.1841,24.4857
2024-12-27,25.83,26.07,25.78,24.47,253216,2217507.1565,230404.9423,9.8853,13.0225,0.222,0.0,21.4286,21.4286,0.5165,23.3854,24.3124,25.2395,0.4829,28.1334,2.9162,24.4838,0.6693,24.4313,24.4217,24.3604,20.7559,228.3961,-0.2971,0.9822,-0.9982,-0.7478,24.252,0,24.2361,0.0709,-0.0033,0.0742,0.222,0.1092,0.1128,2.2798,12.5525,55.0351,24.512,24.545,24.1139,-0.0848,2.1109,4165258.0,23.7933,0.9143,1.0112,51.4581,23.4458,24.3124,24.2876,55.7864,51.1024,51.1024,44.4581,49.4263,39.7901,24.3787,24.4886,0.2732,24.4933,0.0363,54.0497,-55.4054,24.4775
2025-01-03,26.21,27.95,25.14,24.76,141517,2098603.2711,158604.2567,12.4407,14.2012,0.2128,50.0,100.0,50.0,0.6822,23.4391,24.3584,25.2776,0.0217,200.6061,9.3168,24.5587,45.6611,24.4812,24.4662,24.3897,20.1262,247.904,0.1801,0.5027,-0.9212,-0.9266,24.2965,0,24.2407,0.0916,0.0139,0.0777,0.2128,0.0613,0.1515,2.3318,12.6746,53.7734,24.512,25.5767,16.9519,-0.119,2.7557,4306775.0,45.4413,0.8767,1.0094,54.6584,23.4818,24.3584,24.3212,44.7915,31.3027,31.3027,19.7376,49.4263,100.0,24.3989,24.5891,2.836,24.4725,0.0392,39.1368,-73.7405,24.5049
2025-01-10,25.53,26.02,25.37,25.27,101742,2153387.425,132244.0019,14.8136,15.3232,0.2485,42.8571,92.8571,50.0,0.6809,23.4667,24.4315,25.3964,0.5231,129.5768,19.6411,24.7473,45.6611,24.6031,24.5739,24.4552,19.5121,258.0917,0.0265,0.0964,-0.8378,-0.9785,24.3598,1,24.248,0.148,0.0562,0.0918,0.2485,0.0605,0.1879,2.3842,12.8006,51.126,24.5889,25.5767,15.7703,0.917,2.6942,4408517.0,42.2739,1.0227,1.0061,59.8205,23.5965,24.4315,24.3523,38.6053,33.4106,33.4106,36.0361,79.93,100.0,24.4266,24.8438,0.6643,24.474,0.0486,37.0267,-58.7664,24.5991
2025-01-17,25.87,26.21,25.77,25.45,457802,2278242.5159,149164.6991,17.1523,16.3845,0.2467,35.7143,85.7143,50.0,0.663,23.5092,24.5167,25.5243,0.4091,152.6543,22.8535,24.942,47.5561,24.7333,24.6906,24.5288,18.9313,304.9192,0.168,0.2117,-0.175,-0.82,24.462,1,24.266,0.2045,0.0902,0.1143,0.2467,0.0291,0.2176,2.4369,12.9271,58.0983,24.6768,25.5767,15.0398,1.008,2.6051,4866319.0,42.316,1.0132,1.0185,61.4268,23.7077,24.5167,24.3988,32.3873,32.4484,32.4484,41.5715,100.0,100.0,24.4662,25.0934,0.4299,24.501,0.0633,37.5017,-53.6808,24.7153
2025-01-24,26.01,26.22,26.01,25.56,644110,2554289.6587,230359.5571,19.3314,17.4051,0.2837,28.5714,78.5714,50.0,0.6303,23.6932,24.6302,25.5672,0.7143,153.3042,24.8311,25.1241,47.6596,24.86,24.8061,24.605,18.4051,95.3069,0.122,-0.0924,0.6387,0.9957,24.5689,1,24.3177,0.2551,0.1126,0.1425,0.2837,0.0425,0.2413,2.4899,13.0534,64.5678,24.7306,25.5767,14.6901,1.6526,2.4662,5510429.0,41.4427,1.1624,1.0408,62.4156,23.8157,24.6302,24.4383,35.2426,39.8688,39.8688,41.9988,100.0,100.0,24.5195,25.313,0.2052,24.5594,0.0816,39.0389,-50.573,24.8415
2025-01-31,25.96,26.25,25.73,25.48,137270,2602733.2454,258047.726,20.7577,17.8253,0.3007,21.4286,71.4286,50.0,0.6216,23.8247,24.7208,25.6169,0.2303,120.1098,22.3742,25.2491,39.2991,24.9552,24.8958,24.6697,17.9368,114.0555,0.0136,0.3065,0.3575,0.9132,24.668,1,24.3442,0.2855,0.1145,0.1711,0.3007,0.0464,0.2543,2.5434,13.1776,61.8896,24.7306,25.5767,17.0024,0.8301,2.4398,5373159.0,39.018,1.2285,1.0243,61.1871,23.9204,24.7208,24.4767,37.1776,39.2157,39.2157,34.0768,94.7211,84.1634,24.5852,25.4434,0.5091,24.6367,0.1004,39.2019,-52.8332,24.9477
