date,open,high,low,close,volume,adx_14_adx,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,ema_14_ema,ema_50_ema,ema_7_ema,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,mfi_14_mfi,mom_10_mom,rsi_14_rsi,sar_14_sar,sma_14_sma,sma_50_sma,sma_7_sma
2007-04-27,26.41,26.57,26.31,12.53,1111500,13.5318,0.274,12.0734,12.547,13.0206,12.477,12.4713,12.4545,-0.0507,-0.002,-0.0488,54.6743,-0.1385,50.3661,12.8492,12.467,12.5976,12.3874
2007-05-04,26.45,26.73,25.78,12.31,1469400,13.7973,0.2866,12.0731,12.5134,12.9538,12.4544,12.4649,12.4179,-0.0596,-0.0087,-0.0509,53.0947,-0.5124,44.5648,12.821,12.4472,12.6071,12.428
2007-05-11,25.88,25.97,25.2,12.18,1887300,14.876,0.2902,12.0464,12.48,12.9137,12.4185,12.4539,12.3596,-0.0758,-0.0199,-0.0559,45.1745,-0.1423,41.7031,12.7937,12.4122,12.6077,12.3874
2007-05-18,25.36,25.59,25.19,12.18,1944500,15.8777,0.2832,12.0173,12.4525,12.8878,12.3873,12.4433,12.3159,-0.0876,-0.0253,-0.0622,48.3013,0.1281,41.7031,12.7672,12.3759,12.6015,12.3663
2007-05-25,25.36,25.45,24.32,11.69,2088300,17.9081,0.3017,11.8638,12.4075,12.9512,12.2937,12.4136,12.1582,-0.1356,-0.0587,-0.0769,41.0028,-0.3382,32.0415,12.7414,12.3056,12.5826,12.2679
2007-06-01,24.39,24.66,24.26,11.69,1328100,19.8564,0.2939,11.744,12.3635,12.9829,12.2138,12.3854,12.0424,-0.171,-0.0753,-0.0957,36.6833,-0.7746,32.366,12.699,12.2252,12.5662,12.1626
2007-06-08,24.34,24.56,22.96,11.24,3283400,22.722,0.3278,11.5206,12.2919,13.0632,12.0844,12.3406,11.8426,-0.2328,-0.1096,-0.1231,35.461,-1.0884,26.0661,12.6466,12.1478,12.5422,11.976
2007-06-15,23.41,23.64,23.13,11.24,1943100,25.3828,0.3219,11.3419,12.2248,13.1078,11.9723,12.2976,11.6928,-0.2785,-0.1243,-0.1542,35.2219,-1.1311,26.0661,12.5495,12.0897,12.5112,11.792
2007-06-22,23.49,23.54,22.81,10.96,1988700,28.0581,0.3239,11.123,12.1389,13.1548,11.8367,12.245,11.5084,-0.3341,-0.1439,-0.1902,34.4396,-1.4762,22.7832,12.4581,12.0134,12.4741,11.5987
2007-06-29,22.85,23.81,22.85,11.38,2036300,29.8325,0.3351,11.0391,12.0731,13.1071,11.7755,12.211,11.4757,-0.3402,-0.12,-0.2202,36.4821,-1.1722,35.5951,12.3529,11.9354,12.4466,11.4835
2007-07-06,23.71,23.91,23.39,11.31,983300,31.2208,0.329,10.9575,12.0049,13.0524,11.7129,12.1755,11.4333,-0.3469,-0.1013,-0.2455,35.4909,-1.2253,34.543,12.2551,11.8621,12.4137,11.3579
2007-07-13,23.51,23.88,23.04,11.45,1304200,32.8077,0.3343,10.9329,11.9364,12.9399,11.6778,12.147,11.4374,-0.3366,-0.0729,-0.2637,30.8936,-0.8582,38.4608,12.1641,11.7961,12.3801,11.3243
2007-07-20,23.74,23.8,23.25,11.21,1046100,34.2813,0.3307,10.8463,11.8805,12.9147,11.6154,12.1102,11.3805,-0.3439,-0.0641,-0.2798,30.7816,-0.975,34.7299,12.0795,11.7088,12.3521,11.255
2007-07-27,23.39,23.78,22.88,10.99,1816200,35.954,0.3379,10.7267,11.8271,12.9276,11.5318,12.0663,11.2826,-0.3633,-0.0668,-0.2965,25.5096,-1.1959,31.6846,12.0008,11.5973,12.3205,11.2186
2007-08-03,22.81,23.31,22.23,10.69,1907300,37.9534,0.3509,10.559,11.7605,12.9621,11.4197,12.0123,11.1347,-0.3981,-0.0813,-0.3168,20.0697,-0.9942,28.1074,11.9276,11.4659,12.2831,11.1397
2007-08-10,22.6,23.9,21.01,10.77,5356000,40.4018,0.4249,10.447,11.6757,12.9044,11.3335,11.9637,11.0442,-0.4144,-0.078,-0.3363,17.6482,-0.9221,30.4268,11.8275,11.3562,12.2486,11.1137
2007-08-17,22.4,22.61,20.25,10.54,5610500,42.8444,0.4652,10.3024,11.5862,12.8701,11.228,11.908,10.9188,-0.4407,-0.0835,-0.3572,15.921,-0.7008,27.7128,11.6712,11.2389,12.2063,10.9943
2007-08-24,21.6,21.76,20.96,10.37,2037800,45.1127,0.4599,10.1524,11.4861,12.8198,11.1139,11.8478,10.7821,-0.47,-0.0902,-0.3798,9.4559,-0.8714,25.8707,11.491,11.1094,12.1629,10.8609
2007-08-31,21.21,21.23,20.51,10.22,1614500,47.3812,0.4538,10.0076,11.3756,12.7436,10.9948,11.784,10.6418,-0.4996,-0.0958,-0.4037,9.6794,-0.7343,24.3282,11.3289,11.0048,12.1149,10.6854
2007-09-07,20.97,21.35,20.97,10.26,1267600,49.1712,0.4346,9.9224,11.2611,12.5997,10.8968,11.7242,10.5463,-0.5139,-0.0882,-0.4258,13.4822,-1.118,25.5617,11.183,10.9023,12.0707,10.5497
2007-09-14,21.1,21.41,20.63,10.16,2297100,50.9731,0.4307,9.8552,11.1424,12.4295,10.7982,11.6627,10.4491,-0.5275,-0.0814,-0.4461,14.037,-1.1483,24.4357,11.0517,10.8248,12.0229,10.4309
2007-09-21,20.82,21.6,20.62,10.47,1751200,52.1357,0.4341,9.8504,11.0507,12.2509,10.755,11.6161,10.4554,-0.5069,-0.0486,-0.4583,19.6517,-0.9756,34.1104,10.9335,10.7698,11.9797,10.3999
2007-09-28,21.5,21.87,21.26,10.58,1673000,52.5102,0.4243,9.8743,10.9705,12.0668,10.7319,11.5756,10.4869,-0.4764,-0.0145,-0.4619,25.2934,-0.6282,37.0482,10.8272,10.7432,11.9379,10.3726
2007-10-05,21.68,22.61,21.68,10.95,1257900,51.19,0.4264,9.9644,10.9087,11.8529,10.7606,11.5509,10.602,-0.4179,0.0352,-0.4531,23.1132,-0.0417,45.9034,9.8699,10.7124,11.8978,10.4304
2007-10-12,22.45,22.84,22.35,11.01,1851700,49.5113,0.413,9.9982,10.8749,11.7516,10.7939,11.5297,10.7041,-0.3623,0.0727,-0.4349,25.2813,0.3194,47.2876,9.8814,10.6913,11.8582,10.5216
2007-10-19,22.56,22.98,22.07,10.76,1501800,48.2541,0.4152,10.0355,10.828,11.6206,10.789,11.4994,10.7173,-0.3347,0.0801,-0.4149,25.1583,-0.0157,42.5931,9.9064,10.6418,11.8207,10.5982
2007-10-26,22.0,22.9,21.82,11.15,1414400,47.3453,0.4231,10.0395,10.8234,11.6074,10.8374,11.4858,10.8259,-0.2779,0.1096,-0.3875,29.5402,0.6093,50.7885,9.9453,10.6377,11.7907,10.7257
2007-11-02,22.93,23.2,21.32,10.44,3259500,46.9746,0.4583,10.0073,10.7833,11.5593,10.7844,11.4448,10.7295,-0.2869,0.0804,-0.3674,28.2913,0.0682,39.7682,9.9829,10.5985,11.7456,10.766
2007-11-09,21.3,21.81,20.92,10.6,2711300,46.9664,0.4566,9.9899,10.7656,11.5413,10.7599,11.4117,10.6974,-0.2779,0.0716,-0.3495,27.6783,0.3802,42.7898,10.0359,10.592,11.7057,10.7841
2007-11-16,21.69,22.25,21.43,10.93,2482000,45.4656,0.4545,10.0151,10.7432,11.4713,10.7827,11.3928,10.7557,-0.2414,0.0865,-0.3279,38.5948,0.6707,48.4906,10.0868,10.6033,11.6696,10.834
2007-11-23,22.0,23.49,22.0,11.52,2069000,42.2475,0.4747,9.9872,10.7541,11.5211,10.8815,11.398,10.9477,-0.1628,0.1321,-0.2949,51.3661,1.3663,56.8313,10.1356,10.6734,11.6441,10.9164
2007-11-30,23.12,23.42,22.82,11.44,2547800,39.2594,0.462,9.9878,10.7539,11.5199,10.9566,11.3998,11.0719,-0.1056,0.1514,-0.257,59.7882,0.9704,55.54,10.2095,10.75,11.6134,10.9784
2007-12-07,22.94,23.88,22.94,11.69,1166000,37.0012,0.4622,9.9301,10.778,11.6258,11.0546,11.4112,11.2269,-0.0398,0.1737,-0.2136,64.9755,1.1103,58.6983,10.2796,10.8551,11.5902,11.112
2007-12-14,23.73,23.95,22.65,11.2,1447500,34.507,0.4751,9.9252,10.7886,11.6521,11.0743,11.4031,11.2208,-0.0269,0.1493,-0.1762,59.8399,0.2553,50.9766,10.3712,10.9224,11.5595,11.1192
2007-12-21,22.6,23.5,22.6,11.51,1538200,32.1217,0.4729,9.9121,10.8298,11.7474,11.1329,11.4074,11.294,0.0083,0.1477,-0.1393,67.0645,0.5034,55.0307,10.474,11.0193,11.5381,11.2726
2007-12-28,23.38,23.38,22.85,11.36,491200,29.9067,0.4578,9.9138,10.8589,11.8041,11.1626,11.4054,11.3095,0.0232,0.1301,-0.1068,63.586,0.5987,52.6491,10.5696,11.0823,11.5137,11.3804
2008-01-04,22.89,23.09,21.91,10.87,981880,28.9306,0.4668,9.9412,10.8751,11.8091,11.1231,11.3842,11.1986,-0.0044,0.0819,-0.0863,58.7081,-0.2855,46.0142,10.6586,11.1026,11.4775,11.3712
2008-01-11,22.11,22.55,21.86,10.99,2233650,28.0823,0.4578,10.0004,10.9063,11.8121,11.106,11.369,11.1477,-0.0157,0.0565,-0.0722,51.6465,0.5546,47.8722,10.7413,11.106,11.4457,11.2956
2008-01-18,22.31,22.67,21.53,10.71,2192100,27.6781,0.4654,10.0755,10.9309,11.7863,11.0536,11.3432,11.039,-0.0469,0.0202,-0.0671,43.9327,0.112,44.2747,11.8401,11.0848,11.4065,11.1911
2008-01-25,21.04,22.72,20.95,10.69,2749000,27.9075,0.4946,10.1451,10.9523,11.7595,11.0049,11.3175,10.9513,-0.0728,-0.0045,-0.0683,42.0018,-0.2422,43.9626,11.8282,11.0799,11.3664,11.0477
2008-02-01,21.58,22.87,21.5,11.23,2153600,27.8447,0.5077,10.2785,11.0058,11.733,11.0345,11.314,11.0203,-0.0492,0.0152,-0.0645,43.5564,-0.2966,51.9193,11.7988,11.0852,11.3376,11.0513
2008-02-08,22.75,23.17,22.2,11.05,1434000,27.2443,0.5057,10.3493,11.0345,11.7197,11.0365,11.3036,11.0275,-0.0444,0.016,-0.0604,51.9248,-0.3955,49.4233,11.7699,11.1287,11.3021,10.9849
2008-02-15,22.3,22.8,22.03,11.03,1503100,26.8893,0.4968,10.4039,11.0569,11.7099,11.0355,11.2929,11.028,-0.0417,0.015,-0.0567,54.1245,-0.6625,49.1406,11.7417,11.1593,11.2762,10.9383
2008-02-22,22.43,23.49,22.05,11.5,1594500,25.3957,0.5121,10.4059,11.0847,11.7636,11.098,11.3011,11.147,-0.0013,0.0444,-0.0456,52.6226,0.3016,55.6909,11.714,11.2003,11.2651,11.0294
2008-02-29,23.3,23.59,22.23,11.25,2844400,23.8508,0.5131,10.4151,11.0969,11.7787,11.1186,11.2992,11.1734,0.0104,0.0448,-0.0344,54.1278,-0.2613,51.8797,11.6868,11.1809,11.2497,11.0662
2008-03-07,22.43,23.21,22.13,11.44,2454300,22.5657,0.5151,10.4522,11.1312,11.8101,11.1619,11.3049,11.2408,0.0346,0.0552,-0.0206,53.9308,0.0873,54.4237,11.6634,11.1808,11.2292,11.1705
2008-03-14,22.83,23.37,22.51,11.39,2349700,21.0994,0.5091,10.4547,11.1432,11.8317,11.1927,11.3083,11.2788,0.0492,0.0558,-0.0067,56.0564,0.5267,53.6203,10.357,11.1595,11.2104,11.2712
2008-03-20,22.39,23.67,22.38,11.86,2458600,19.9421,0.5189,10.5378,11.2141,11.8905,11.2815,11.3299,11.4238,0.0972,0.0831,0.0141,63.2827,0.8641,59.594,10.3706,11.2063,11.2001,11.3614
2008-03-28,23.69,23.95,23.34,11.76,1940400,19.3018,0.5037,10.6172,11.2723,11.9274,11.3458,11.3469,11.5088,0.1261,0.0896,0.0365,63.9206,1.0507,57.9518,10.4003,11.2242,11.1868,11.4635
2008-04-04,23.56,24.72,23.44,12.3,1668100,19.7196,0.5135,10.5663,11.341,12.1156,11.4736,11.3845,11.7078,0.1905,0.1232,0.0673,67.2999,1.6165,64.0211,10.4483,11.292,11.1818,11.6457
2008-04-11,24.65,24.7,24.1,12.22,1071100,20.1075,0.4983,10.5138,11.3758,12.2377,11.5731,11.4172,11.8357,0.232,0.1317,0.1002,70.867,0.9924,62.492,10.5257,11.3886,11.1756,11.7479
2008-04-18,24.34,25.24,24.32,12.44,2145300,21.0807,0.4956,10.4457,11.4258,12.4059,11.6893,11.4575,11.988,0.2798,0.1437,0.1362,78.5675,1.3958,64.8829,10.6001,11.4922,11.1784,11.9182
2008-04-25,24.66,24.84,24.47,12.44,1579600,21.9844,0.4735,10.3931,11.463,12.5328,11.7888,11.4959,12.0998,0.3133,0.1417,0.1716,79.6007,1.4056,64.6856,10.7024,11.6152,11.1834,12.0599
2008-05-02,24.85,25.49,24.49,12.6,1860400,23.4765,0.4754,10.3629,11.5326,12.7023,11.8963,11.539,12.2237,0.3488,0.1417,0.207,88.5539,1.0913,66.4443,10.7995,11.7514,11.1916,12.2317
2008-05-09,25.05,26.42,24.77,13.15,2506100,25.5775,0.5005,10.2487,11.6145,12.9803,12.0636,11.6022,12.4556,0.4169,0.1679,0.249,88.8572,1.8988,71.7077,10.9178,11.8889,11.2209,12.4164
2008-05-16,26.33,26.77,26.06,13.39,1884300,27.8698,0.4915,10.1532,11.7164,13.2795,12.241,11.6725,12.6901,0.4849,0.1887,0.2962,89.1626,1.9506,73.6465,11.0801,12.0564,11.2549,12.6492
2008-05-23,26.34,26.98,26.16,13.36,1542400,30.1792,0.4861,10.1742,11.8412,13.5083,12.3906,11.7388,12.8584,0.5302,0.1872,0.343,94.2142,1.9703,72.9702,11.2749,12.2231,11.2973,12.8004
2008-05-30,26.45,26.88,26.32,13.37,1283000,32.3236,0.4716,10.2141,11.9602,13.7062,12.5216,11.8029,12.9871,0.5605,0.174,0.3865,94.2,1.5145,73.0591,11.4912,12.3566,11.3399,12.9653
2008-06-06,26.36,27.02,26.25,13.57,2547700,34.3986,0.4658,10.3212,12.1031,13.8849,12.6616,11.8722,13.1331,0.5936,0.1657,0.4279,94.2371,1.8074,74.7979,11.6879,12.5222,11.3922,13.1261
2008-06-13,26.96,27.16,26.35,13.43,2753100,36.4102,0.4619,10.4929,12.2404,13.9878,12.7646,11.9335,13.2084,0.6018,0.1391,0.4627,83.7129,1.1295,71.3638,11.8889,12.6644,11.4333,13.2689
2008-06-20,26.6,26.75,25.51,12.96,2670500,36.3539,0.4738,10.6177,12.3269,14.036,12.7903,11.9736,13.1457,0.5634,0.0806,0.4828,74.2443,0.7381,60.8833,12.0957,12.7762,11.4664,13.3206
2008-06-27,25.63,25.75,24.73,12.54,2439100,34.9245,0.4769,10.7946,12.4013,14.0079,12.7565,11.9957,12.9935,0.4933,0.0084,0.4849,65.7837,0.0919,53.4229,12.2797,12.8246,11.4881,13.2329
2008-07-03,24.67,25.13,24.51,12.61,2051400,33.2532,0.4653,11.001,12.4804,13.9599,12.7374,12.0199,12.8984,0.4389,-0.0369,0.4757,58.9231,0.1779,54.5078,13.7688,12.8853,11.5162,13.1213
2008-07-11,24.96,25.07,23.99,12.28,3092200,30.942,0.4711,11.1048,12.5192,13.9335,12.6762,12.0301,12.7433,0.3645,-0.089,0.4535,50.798,-0.317,49.0896,13.7553,12.8834,11.5419,12.9663
2008-07-18,24.35,24.42,23.5,12.2,3337600,29.3035,0.4708,11.2659,12.5664,13.8669,12.6123,12.0366,12.6068,0.2956,-0.1263,0.4219,44.1584,-0.9542,47.8479,13.7235,12.8818,11.5721,12.7983
2008-07-25,24.24,24.78,23.91,12.38,2824200,27.2788,0.4687,11.4149,12.6135,13.8121,12.582,12.0503,12.5513,0.2533,-0.1349,0.3882,45.265,-1.0088,50.9385,13.6692,12.8775,11.6043,12.6289
2008-08-01,24.34,25.0,24.21,12.28,1381300,25.5587,0.4638,11.5839,12.6578,13.7316,12.5415,12.0592,12.4831,0.2087,-0.1436,0.3523,49.6751,-1.0849,49.1579,13.6165,12.8663,11.639,12.4637
2008-08-08,24.12,25.62,24.07,12.98,2618600,24.7294,0.4868,11.6971,12.7137,13.7303,12.5997,12.0952,12.6068,0.2272,-0.1001,0.3273,50.8609,-0.3954,59.2408,13.5654,12.8936,11.6912,12.4666
2008-08-15,25.6,25.6,24.72,12.93,1853100,23.9977,0.4748,11.8507,12.7719,13.6931,12.6434,12.1279,12.687,0.2351,-0.0738,0.3088,49.8475,-0.6435,58.3445,13.5158,12.8777,11.7453,12.5225
2008-08-22,25.31,25.93,25.04,13.29,1580900,23.9888,0.4735,11.8997,12.8213,13.7429,12.7299,12.1735,12.8382,0.2676,-0.0329,0.3006,49.314,-0.1422,62.7405,13.4678,12.8704,11.8059,12.6195
2008-08-29,25.81,26.86,25.58,13.57,1795600,24.8345,0.4866,11.9552,12.889,13.8228,12.8425,12.2285,13.0222,0.3126,0.0096,0.303,49.7439,0.6166,65.7553,11.9133,12.8855,11.8743,12.8046
2008-09-05,26.59,26.65,24.35,12.67,1668500,23.8462,0.5361,11.9824,12.9,13.8177,12.8189,12.2456,12.9332,0.2718,-0.0249,0.2968,45.1028,0.129,51.3542,11.932,12.8349,11.9181,12.8715
2008-09-12,24.89,26.22,24.67,13.37,2350700,22.9285,0.5547,12.0333,12.947,13.8607,12.8929,12.2899,13.0434,0.2933,-0.0028,0.2961,44.6376,0.7612,58.9102,11.9506,12.8209,11.9739,13.0129
2008-09-19,25.69,29.75,25.04,14.58,4869000,24.4812,0.6877,11.9054,13.046,14.1866,13.1172,12.3795,13.4263,0.4026,0.0852,0.3174,56.9394,2.2967,67.9896,11.9689,12.9024,12.0465,13.341
2008-09-26,28.3,28.88,26.75,14.79,2606500,25.9231,0.7167,11.7566,13.1279,14.4993,13.3403,12.474,13.7674,0.5008,0.1467,0.354,64.9962,2.5933,69.3008,12.0349,13.0333,12.1221,13.5999
2008-10-03,28.56,29.35,27.11,14.15,4154300,27.4801,0.7476,11.7268,13.166,14.6052,13.4488,12.5399,13.8641,0.5212,0.1338,0.3875,61.0916,1.7694,61.3153,12.0996,13.1488,12.1901,13.7751
2008-10-10,27.24,27.64,22.32,12.31,5397000,26.089,0.8892,11.6307,13.1134,14.5961,13.2972,12.531,13.476,0.3844,-0.0025,0.3869,56.1112,0.0334,45.1089,15.2678,13.1273,12.2133,13.6351
2008-10-17,24.14,26.02,22.25,12.54,4894100,24.836,0.9639,11.5735,13.0716,14.5697,13.1959,12.5312,13.2414,0.2908,-0.0769,0.3676,53.7792,-0.4404,46.9593,15.2297,13.1458,12.2552,13.487
2008-10-24,24.51,25.89,24.14,12.9,3113800,23.6726,0.9592,11.556,13.0379,14.5198,13.1561,12.5456,13.1552,0.2428,-0.0999,0.3427,61.213,-0.0308,49.8555,15.1535,13.1958,12.3011,13.52
2008-10-31,24.92,27.05,24.05,13.66,2390700,22.161,1.0006,11.552,13.0493,14.5465,13.2235,12.5893,13.2818,0.2634,-0.0634,0.3268,60.9893,0.3695,55.4336,15.0788,13.287,12.3557,13.5611
2008-11-07,26.62,27.37,25.2,13.52,2925100,20.9619,1.0087,11.567,13.0775,14.5881,13.2634,12.6259,13.3421,0.2655,-0.049,0.3146,62.5412,-0.0513,54.2558,15.0056,13.3759,12.3957,13.4108
2008-11-14,26.56,27.55,26.07,13.85,3693500,20.1608,1.0023,11.6184,13.143,14.6676,13.3411,12.6738,13.4682,0.2899,-0.0197,0.3096,63.6919,1.1805,56.5751,14.9338,13.4379,12.4438,13.2759
2008-11-21,26.55,27.34,24.68,14.05,4389700,18.8201,1.0293,11.6615,13.2151,14.7686,13.4362,12.7279,13.6146,0.3223,0.0102,0.3122,56.0736,0.6798,58.0454,14.8635,13.5183,12.491,13.2616
2008-11-28,27.25,27.27,25.84,14.15,2130100,17.5752,1.0088,11.7665,13.3088,14.851,13.5317,12.7838,13.7491,0.3519,0.0318,0.3201,56.6945,-0.4224,58.7597,14.7946,13.5798,12.55,13.5245
2008-12-05,26.81,27.23,21.91,11.73,9945200,18.5044,1.1354,11.6641,13.2853,14.9066,13.2913,12.7424,13.244,0.1777,-0.1139,0.2916,45.5785,-3.0616,40.5057,14.7271,13.448,12.5543,13.409
2008-12-12,22.83,23.34,22.02,12.05,4940100,19.3672,1.1033,11.6043,13.2686,14.933,13.1259,12.7153,12.9457,0.0649,-0.1814,0.2463,43.3617,-2.1035,43.0358,14.6264,13.4041,12.5682,13.2881
2008-12-19,23.03,23.42,21.91,11.38,4449600,20.2156,1.0804,11.4132,13.2238,15.0344,12.8933,12.663,12.5546,-0.0776,-0.2591,0.1815,38.248,-0.9306,39.2917,14.5288,13.2617,12.5785,12.9624
2008-12-26,21.97,22.21,21.29,11.19,1587500,21.2716,1.0374,11.1189,13.1343,15.1498,12.6661,12.6052,12.2132,-0.2037,-0.3082,0.1045,31.4533,-1.3484,38.2635,14.434,13.0199,12.5824,12.629
2009-01-02,21.46,22.36,21.36,11.58,1758900,22.1169,1.0003,10.941,13.0669,15.1928,12.521,12.5649,12.0545,-0.2692,-0.2989,0.0297,29.7642,-1.3184,41.5997,14.2986,12.7904,12.5997,12.305
2009-01-09,22.32,22.46,21.79,11.4,3230800,22.807,0.9537,10.7291,12.9721,15.2152,12.3711,12.5191,11.8901,-0.3319,-0.2893,-0.0426,36.107,-2.2647,40.4998,14.1687,12.5935,12.6139,11.9254
2009-01-16,21.9,22.14,20.72,11.31,3146600,23.9501,0.9382,10.5229,12.8591,15.1953,12.2301,12.4718,11.746,-0.3838,-0.273,-0.1108,37.925,-2.2092,39.9794,14.0439,12.5222,12.6156,11.5198
2009-01-23,21.88,22.22,21.26,11.19,3543800,24.93,0.9068,10.3395,12.7855,15.2315,12.092,12.4217,11.6081,-0.4297,-0.2551,-0.1746,45.4471,-2.652,39.1996,13.8793,12.4262,12.6185,11.4435
2009-01-30,21.63,22.15,21.52,11.25,3393200,25.8398,0.8654,10.1616,12.6794,15.1972,11.98,12.3759,11.5189,-0.4561,-0.2252,-0.2309,45.3031,-2.8025,39.8043,13.723,12.3087,12.6229,11.3293
2009-02-06,21.44,22.73,21.41,11.66,3270600,26.0481,0.8525,10.1366,12.5335,14.9303,11.9368,12.3476,11.5533,-0.4394,-0.1668,-0.2726,45.8068,-2.4963,44.0534,13.5745,12.1655,12.626,11.3686
2009-02-13,22.48,22.48,20.75,10.99,2588900,26.6156,0.8557,10.0948,12.3435,14.5923,11.8108,12.2945,11.4129,-0.4743,-0.1613,-0.3129,40.3084,-0.7369,39.1674,13.4335,11.9847,12.6208,11.3404
2009-02-20,20.97,20.97,16.22,8.45,7364100,28.8022,0.9785,9.392,12.0583,14.7246,11.3626,12.1437,10.672,-0.699,-0.3089,-0.3902,31.3418,-3.6017,26.8778,13.2995,11.5992,12.5609,10.8934
2009-02-27,16.31,16.33,13.69,7.35,6920900,31.3144,0.9956,8.4518,11.8103,15.1688,10.8279,11.9558,9.842,-0.9547,-0.4516,-0.5031,31.6756,-4.029,23.459,13.0066,11.1205,12.4801,10.3156
2009-03-06,13.68,13.94,12.17,6.6,7244200,33.9185,0.9915,7.482,11.5134,15.5447,10.2641,11.7457,9.0314,-1.2041,-0.5608,-0.6433,26.2361,-4.5897,21.4431,12.6041,10.581,12.3749,9.6421
2009-03-13,12.41,13.69,12.09,7.05,6122500,36.3502,0.9813,6.8039,11.2211,15.6382,9.8356,11.5616,8.5361,-1.3499,-0.5653,-0.7846,37.2279,-4.5283,25.5664,12.1118,10.2468,12.2806,9.0501
2009-03-20,13.42,13.83,13.05,7.17,3804900,38.4754,0.9407,6.2935,10.8963,15.4991,9.4797,11.3892,8.1937,-1.4394,-0.5238,-0.9155,44.3353,-4.2301,26.6397,11.5986,9.8979,12.1779,8.4665
2009-03-27,13.77,14.26,13.54,7.39,3221000,40.0297,0.9015,5.911,10.5896,15.2683,9.201,11.2324,7.9926,-1.4754,-0.4479,-1.0275,51.3079,-3.9244,28.7519,11.1315,9.6128,12.0813,7.857
2009-04-03,13.65,14.51,13.47,7.67,2982600,41.2253,0.8765,5.6883,10.2808,14.8734,8.9969,11.0927,7.912,-1.4643,-0.3494,-1.1149,55.1409,-3.5241,31.4347,10.7064,9.3614,11.9858,7.3824
2009-04-09,14.43,15.93,14.28,8.41,4119300,41.0266,0.8764,5.6832,9.9988,14.3143,8.919,10.9876,8.0371,-1.3798,-0.2119,-1.1678,56.2648,-2.8391,38.0684,10.3196,9.1353,11.9053,7.3772
2009-04-17,15.9,16.56,15.3,8.75,4402200,40.3189,0.8615,5.8304,9.7284,13.6265,8.896,10.8997,8.2144,-1.2712,-0.0827,-1.1885,56.3145,-2.9099,40.8421,9.9676,8.946,11.8283,7.5764
2009-04-24,16.42,16.45,15.0,8.03,4343000,39.7918,0.8567,5.692,9.5435,13.395,8.7806,10.7872,8.1685,-1.2287,-0.0321,-1.1966,56.2556,-2.9612,37.0163,9.6473,8.7115,11.7259,7.7808
2009-05-01,15.0,15.85,15.0,8.18,4001000,39.3022,0.8277,5.6358,9.3502,13.0646,8.7011,10.6851,8.1725,-1.1691,0.0219,-1.1911,49.5011,-0.2645,38.3522,9.3559,8.4965,11.6217,7.9429
2009-05-08,15.59,17.32,15.17,8.84,4996500,37.6085,0.85,5.6234,9.2233,12.8231,8.7199,10.6128,8.3398,-1.0567,0.1075,-1.1642,49.9769,1.4895,43.8376,6.4087,8.3244,11.5313,8.1822
2009-05-15,16.54,17.54,15.83,8.49,4450700,35.8657,0.854,5.5922,9.0881,12.5841,8.6888,10.5294,8.3765,-0.9849,0.1434,-1.1284,50.0842,1.8871,41.6796,6.4364,8.098,11.4336,8.3389
2009-05-22,16.16,16.98,16.09,9.05,4999200,34.2474,0.8419,5.6576,8.9618,12.266,8.7372,10.4715,8.5454,-0.8724,0.2048,-1.0772,56.7235,2.0018,46.2178,6.4936,7.9594,11.3432,8.5363
2009-05-29,16.73,17.33,16.5,9.32,3392500,32.4432,0.8138,5.7411,8.8578,11.9745,8.8144,10.4262,8.7382,-0.7531,0.2592,-1.0124,66.8313,2.1498,48.2481,6.5497,8.0214,11.2608,8.6655
2009-06-05,17.3,18.87,17.29,10.14,4415400,30.6526,0.8182,5.8287,8.7992,11.7698,8.9916,10.4151,9.0893,-0.5852,0.3417,-0.9269,76.7228,2.7535,54.0776,6.634,8.2207,11.2045,8.865
2009-06-12,18.65,19.25,18.16,10.4,3277400,29.2437,0.8018,5.8992,8.7594,11.6196,9.1789,10.4144,9.4162,-0.4267,0.4002,-0.8269,86.0329,2.7264,55.7274,6.7763,8.4919,11.1617,9.203
2009-06-19,19.05,19.15,17.24,10.08,3789600,27.2149,0.822,6.0036,8.701,11.3983,9.2995,10.4014,9.583,-0.3227,0.4034,-0.7261,78.1619,1.6711,53.188,6.9573,8.7086,11.1112,9.4743
2009-06-26,18.52,18.78,18.07,10.06,2686600,25.3311,0.7907,6.1976,8.6212,11.0449,9.4012,10.3881,9.7027,-0.2392,0.3895,-0.6287,78.1472,1.3155,53.0086,7.1293,8.9154,11.0668,9.6486
2009-07-02,18.59,19.45,18.51,10.28,1696200,24.0869,0.7705,6.2842,8.5858,10.8874,9.5188,10.384,9.8479,-0.1534,0.3802,-0.5336,77.8575,2.2526,54.6954,7.2927,9.1221,11.0285,9.9052
2009-07-10,18.89,19.18,17.55,9.56,2740800,22.5654,0.7783,6.3022,8.6416,10.981,9.5249,10.3519,9.7771,-0.1418,0.3135,-0.4553,72.5066,1.3805,48.6008,7.4854,9.2574,10.9721,9.9785
2009-07-17,17.76,18.16,17.25,9.42,5267600,21.3768,0.7579,6.4605,8.7452,11.03,9.5116,10.3155,9.689,-0.1422,0.2504,-0.3927,63.3934,0.5828,47.4868,7.6666,9.3297,10.9151,9.994
