date,open,high,low,close,volume,adx_14_adx,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,ema_14_ema,ema_50_ema,ema_7_ema,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,mfi_14_mfi,mom_10_mom,rsi_14_rsi,sar_14_sar,sma_14_sma,sma_50_sma,sma_7_sma
2020-07-24,37.25,37.77,36.42,32.34,1827328,16.6367,2.6452,29.2413,33.7698,38.2983,33.1394,35.3924,32.3262,-1.6104,-0.0434,-1.567,31.3192,1.0274,43.3789,45.0287,32.6086,37.0265,31.8566
2020-07-31,36.83,37.3,35.67,31.71,1610928,16.4919,2.5581,29.267,33.4616,37.6561,32.9494,35.2481,32.1732,-1.5836,-0.0133,-1.5703,32.1955,-0.8834,41.8362,44.8689,32.4264,36.9019,31.7592
2020-08-07,36.17,36.24,34.75,31.68,2259520,16.6978,2.4697,29.086,33.3345,37.583,32.78,35.1082,32.0497,-1.5474,0.0184,-1.5657,32.4102,-2.8338,41.7462,44.7108,32.3297,36.7849,31.8091
2020-08-14,36.4,36.57,35.22,31.2,1658869,16.709,2.3779,28.9491,33.0862,37.2233,32.5691,34.9548,31.8368,-1.5397,0.0208,-1.5605,39.0473,-3.4985,40.4564,44.5542,32.1931,36.6497,31.8804
2020-08-21,35.51,35.98,34.08,30.36,1902133,17.0331,2.3064,28.638,32.8701,37.1021,32.2742,34.7745,31.4668,-1.5833,-0.0182,-1.5651,40.8686,-2.0396,38.2316,44.3992,32.1251,36.498,31.7039
2020-08-28,34.52,35.14,33.94,30.39,1617320,17.3894,2.2174,29.3443,32.4129,35.4815,32.0232,34.6027,31.1982,-1.5966,-0.0252,-1.5714,34.0219,-0.9372,38.3848,44.2458,31.9676,36.3515,31.4926
2020-09-04,34.3,35.04,33.81,30.3,1814166,17.7745,2.1366,29.5066,32.1078,34.7089,31.7928,34.4337,30.9724,-1.5965,-0.0201,-1.5764,25.814,-0.4046,38.1049,44.0938,31.6663,36.1935,31.1387
2020-09-11,34.35,34.38,32.68,29.1,2005273,18.5927,2.0912,29.134,31.8497,34.5655,31.4342,34.2247,30.505,-1.6734,-0.0776,-1.5958,17.6761,-2.4887,34.7557,43.9434,31.2668,35.999,30.6769
2020-09-18,33.03,33.51,32.61,28.86,3059083,19.3805,1.9986,28.689,31.6408,34.5927,31.0904,34.0141,30.0927,-1.7343,-0.1108,-1.6235,17.6154,-3.0158,34.0865,43.6417,31.0139,35.803,30.2686
2020-09-25,32.42,33.29,32.02,29.28,2165928,20.3528,1.9359,28.408,31.4493,34.4905,30.8489,33.8285,29.8894,-1.7284,-0.0839,-1.6445,18.3513,-3.4929,36.3491,43.1962,30.8675,35.6208,29.9258
2020-10-02,33.29,34.05,32.74,29.92,1667165,20.6639,1.8803,28.267,31.3801,34.4932,30.7256,33.6754,29.8981,-1.6527,-0.0065,-1.6461,24.9667,-2.411,39.7371,42.5993,30.8121,35.4454,29.7438
2020-10-09,34.02,35.24,33.72,30.44,1555524,20.106,1.8418,28.1855,31.272,34.3585,30.6871,33.5483,30.0327,-1.5337,0.09,-1.6236,25.2964,-1.2779,42.3621,42.0263,30.7295,35.2795,29.7551
2020-10-16,34.46,35.04,33.51,30.12,1216228,19.6985,1.8068,28.3139,31.0523,33.7906,30.6112,33.4138,30.0541,-1.4483,0.1403,-1.5886,26.2621,-1.5608,41.1636,41.4761,30.6043,35.1101,29.716
2020-10-23,33.91,35.16,33.57,30.82,1695714,19.2318,1.778,28.6897,30.8583,33.0269,30.6385,33.312,30.2446,-1.3093,0.2234,-1.5327,25.3174,-0.3822,44.851,40.948,30.4646,34.9841,29.7905
2020-10-30,34.65,34.81,31.83,29.17,2403420,19.6936,1.8446,28.5307,30.6971,32.8635,30.4432,33.1497,29.9768,-1.3164,0.173,-1.4894,24.9613,-1.1832,38.701,40.441,30.2387,34.8218,29.8006
2020-11-06,33.17,34.66,32.98,29.29,1668795,20.1224,1.8191,28.366,30.5951,32.8241,30.2892,32.9983,29.8047,-1.2979,0.1533,-1.4511,31.1965,-1.1037,39.3272,39.8242,30.0655,34.6543,29.8624
2020-11-13,34.63,37.91,34.34,32.96,2680624,18.988,1.9881,28.2515,30.7082,33.1649,30.6456,32.9968,30.594,-0.9755,0.3805,-1.356,41.1733,2.6666,55.125,39.2383,30.1571,34.5614,30.3884
2020-11-20,37.98,38.29,36.21,32.46,2455992,18.1338,1.9568,28.2046,30.7518,33.299,30.8881,32.9759,31.0615,-0.7516,0.4836,-1.2351,43.1693,3.3612,53.1084,38.6816,30.2475,34.4462,30.7512
2020-11-27,36.5,38.08,36.4,32.55,1157821,17.4119,1.924,28.1625,30.7859,33.4093,31.1101,32.9594,31.4345,-0.5604,0.5398,-1.1002,48.8439,3.6975,53.437,38.1528,30.4044,34.317,31.0537
2020-12-04,36.35,36.71,35.56,32.0,1714175,16.2064,1.8597,28.221,30.7473,33.2736,31.2289,32.9218,31.5761,-0.4483,0.5215,-0.9698,48.5028,2.7214,51.0488,37.6504,30.5193,34.1403,31.3226
2020-12-11,35.85,37.77,35.81,33.38,1919956,15.6989,1.8516,28.1061,30.7996,33.4932,31.5159,32.9398,32.0275,-0.2452,0.5797,-0.8249,55.5676,3.4577,56.3063,37.1732,30.7398,34.0042,31.6891
2020-12-18,37.81,37.97,35.38,31.63,2754207,14.9451,1.8842,28.1074,30.7953,33.4831,31.5307,32.8883,31.9273,-0.2233,0.4813,-0.7046,53.651,1.1905,49.0898,36.7198,30.9201,33.8454,32.0396
2020-12-24,35.25,35.43,34.25,30.82,1291898,14.2117,1.8294,28.0949,30.7521,33.4093,31.4354,32.8071,31.6495,-0.2683,0.349,-0.6173,56.8512,0.6976,46.1475,36.289,31.0601,33.6783,32.2578
2020-12-31,34.77,35.51,34.54,31.53,1277392,13.478,1.7605,28.0965,30.7686,33.4408,31.4479,32.7569,31.6193,-0.2436,0.299,-0.5426,63.4863,0.7128,49.0393,35.8798,31.2208,33.4911,32.0531
2021-01-08,35.54,36.13,34.06,30.45,2447862,12.646,1.7665,28.1037,30.7733,33.443,31.3149,32.6665,31.3272,-0.3075,0.1881,-0.4956,55.4559,1.2772,45.0951,35.4911,31.2584,33.2658,31.7655
2021-01-15,34.0,34.36,33.37,30.41,2343128,12.0658,1.7033,28.1048,30.7741,33.4433,31.1938,32.5779,31.097,-0.3576,0.1104,-0.468,48.333,1.1178,44.9342,35.1218,31.2562,33.0316,31.4588
2021-01-22,34.16,34.89,33.28,30.74,2449408,11.2473,1.6841,28.1358,30.7961,33.4564,31.1327,32.5056,31.0067,-0.3665,0.0812,-0.4477,54.6935,-2.2257,46.456,34.771,31.3003,32.8172,31.2781
2021-01-29,34.37,34.67,33.05,29.45,2446410,10.5617,1.6672,28.1938,30.8136,33.4334,30.9088,32.3859,30.6183,-0.4716,-0.0191,-0.4524,47.6977,-3.0112,41.6336,34.4377,31.203,32.5383,30.7168
2021-02-05,33.3,34.34,32.96,30.38,1988117,9.9908,1.6359,28.4177,30.8898,33.3619,30.8382,32.3072,30.5586,-0.4747,-0.0178,-0.4569,54.94,-2.1738,45.994,34.1211,31.2891,32.2891,30.5386
2021-02-12,34.23,35.02,33.7,30.93,1686671,9.6156,1.6034,28.6132,30.9724,33.3316,30.8507,32.2533,30.6519,-0.4276,0.0234,-0.451,55.0553,-1.0691,48.4657,33.8203,31.4065,32.1649,30.5552
2021-02-19,34.84,35.52,34.12,31.2,1983239,9.6247,1.578,28.7253,31.0361,33.347,30.8971,32.212,30.7887,-0.3645,0.0692,-0.4337,53.7795,-2.1827,49.6661,33.5345,31.2806,31.9784,30.5081
2021-02-26,35.01,35.97,34.29,31.45,3704687,9.9485,1.5524,28.7864,31.087,33.3875,30.9713,32.1822,30.9548,-0.2907,0.1144,-0.4051,55.5985,-0.1737,50.8378,33.2631,31.2084,31.8498,30.6513
2021-03-05,35.22,37.51,34.8,33.5,2905205,11.3698,1.6157,28.7745,31.2563,33.738,31.309,32.234,31.5922,-0.0659,0.2714,-0.3373,58.2275,2.6883,59.1171,28.1052,31.2763,31.8355,31.0938
2021-03-12,37.5,40.18,37.25,36.12,3122456,13.7789,1.6892,28.2697,31.5216,34.7735,31.9508,32.3865,32.7248,0.3198,0.5257,-0.2059,65.863,4.5937,66.8018,28.1617,31.5707,31.8347,31.8634
2021-03-19,40.4,42.63,40.38,38.34,5403111,16.7095,1.7279,27.7466,31.9797,36.2128,32.8021,32.6198,34.1275,0.7949,0.8006,-0.0057,69.981,7.8849,71.6526,28.3214,31.9246,31.9078,33.1323
2021-03-26,42.36,44.45,41.62,39.96,5092844,19.8308,1.7864,27.2164,32.513,37.8097,33.7559,32.9075,35.5844,1.2873,1.0344,0.2529,79.5758,9.5489,74.5796,28.6224,32.5194,31.9162,34.5003
2021-04-01,44.31,44.76,43.69,40.18,2756691,22.7921,1.7275,26.609,32.874,39.1389,34.6124,33.1927,36.7333,1.6763,1.1387,0.5376,83.6198,9.4442,74.9662,29.0771,33.1883,31.9918,35.8214
2021-04-09,44.96,45.58,42.05,38.13,3939769,24.2468,1.831,26.4925,33.1572,39.8218,35.0813,33.3863,37.0822,1.7984,1.0086,0.7897,74.351,8.6758,65.2235,29.6368,33.6597,32.0691,36.8114
2021-04-16,42.56,43.29,42.0,38.38,4694787,25.56,1.7831,26.4156,33.4486,40.4815,35.5212,33.5821,37.4068,1.8936,0.8831,1.0105,69.3835,8.0012,65.8111,30.319,34.2261,32.1761,37.801
2021-04-23,42.78,43.5,42.29,38.45,2244833,26.8464,1.7335,26.4476,33.7711,41.0947,35.9121,33.7731,37.6683,1.9524,0.7535,1.1989,74.1836,7.5208,65.988,30.9604,34.8009,32.2829,38.5079
2021-04-30,42.82,43.16,42.18,38.74,1966663,27.9438,1.6729,26.4065,34.0391,41.6717,36.2892,33.9679,37.9363,1.9991,0.6402,1.3589,69.4002,7.5414,66.7293,31.5632,35.3726,32.4316,38.8819
2021-05-07,43.24,45.32,41.95,40.66,2031888,29.6315,1.77,26.4261,34.4906,42.5551,36.8716,34.2302,38.6165,2.1658,0.6455,1.5203,74.1645,9.2038,71.2249,32.1299,36.1729,32.5927,39.2135
2021-05-14,45.42,45.97,43.56,40.13,4353578,31.3712,1.7984,26.7208,34.9561,43.1914,37.3055,34.4614,38.9939,2.2294,0.5673,1.6621,75.9159,6.6217,68.4652,32.6626,36.8691,32.705,39.238
2021-05-21,44.67,45.1,43.42,40.0,2206743,32.9866,1.7563,27.0224,35.3797,43.7371,37.665,34.6787,39.2458,2.2439,0.4654,1.7785,71.3405,3.8791,67.8017,33.2713,37.5169,32.8111,39.2125
2021-05-28,44.19,44.41,42.52,39.03,1933897,33.6651,1.7533,27.6285,35.8088,43.989,37.8472,34.8494,39.1922,2.1523,0.2991,1.8533,67.2363,0.6958,62.7022,33.8374,38.0764,32.9438,39.3414
2021-06-04,43.2,43.51,42.68,39.32,1751690,34.2952,1.6818,28.3329,36.2545,44.1762,38.0438,35.0248,39.2246,2.0792,0.1807,1.8984,62.2877,-0.6335,63.5843,34.3639,38.6384,33.1037,39.4758
2021-06-11,43.47,44.84,42.97,40.65,1991419,35.3464,1.6828,29.0336,36.7505,44.4673,38.3918,35.2456,39.582,2.1045,0.1648,1.9397,61.9388,0.4743,67.3988,34.8535,39.1491,33.3027,39.7904
2021-06-18,44.71,44.84,41.85,38.03,1747573,35.3294,1.7562,30.2156,37.1791,44.1425,38.3429,35.3546,39.1928,1.8906,-0.0393,1.9298,56.8342,-0.1037,55.1302,35.3089,39.285,33.4314,39.6882
2021-06-25,42.04,43.09,41.48,38.82,1944345,35.0035,1.735,31.3506,37.6012,43.8518,38.4069,35.4906,39.1003,1.7651,-0.1318,1.8969,48.2352,0.4423,57.6494,35.7324,39.3198,33.5704,39.4262
2021-07-02,42.71,42.9,41.51,38.45,1833308,34.7009,1.7011,32.5226,37.9772,43.4318,38.4128,35.6067,38.938,1.617,-0.2239,1.8409,38.3581,-0.0015,56.0699,36.1262,39.2124,33.684,39.1869
2021-07-09,42.46,42.64,41.64,38.54,1257807,34.4199,1.6444,33.8622,38.3443,42.8264,38.43,35.7218,38.839,1.4898,-0.2809,1.7707,31.8468,-0.1987,56.3838,36.4925,39.0954,33.8082,38.9784
2021-07-16,42.32,43.75,41.42,38.91,1752771,34.6904,1.6778,35.5394,38.7174,41.8953,38.4945,35.8469,38.8577,1.4028,-0.2943,1.6971,39.5214,-1.7433,57.7177,36.8331,39.1515,33.9521,38.9615
2021-07-23,42.59,43.74,42.29,39.16,1599589,34.9415,1.6519,36.9063,39.0001,41.0938,38.583,35.9768,38.9328,1.3382,-0.2871,1.6253,49.2317,-0.9677,58.6154,37.1499,39.207,34.1017,38.9382
2021-07-30,43.3,44.13,42.68,39.29,1230544,35.3599,1.6278,37.5325,39.1587,40.7848,38.6779,36.1069,39.0232,1.2832,-0.2737,1.5569,47.4463,-0.7072,59.1345,37.4445,39.2671,34.2636,38.7439
2021-08-06,43.47,44.32,42.88,39.74,1171128,35.8394,1.6048,37.6299,39.2288,40.8277,38.8193,36.2493,39.2021,1.2609,-0.2368,1.4977,53.1632,0.7072,60.8614,37.7185,39.3384,34.4513,38.9887
2021-08-13,43.67,44.85,42.01,40.55,1536973,35.3105,1.6741,37.5867,39.2583,40.93,39.0495,36.4178,39.538,1.2934,-0.1634,1.4568,52.2766,1.224,63.8496,37.9733,39.3305,34.6544,39.2348
2021-08-20,45.0,45.53,44.43,40.91,1340841,35.2015,1.6212,37.516,39.2948,41.0735,39.2974,36.5939,39.8807,1.3331,-0.099,1.4321,45.9982,0.2546,65.1402,38.0885,39.3864,34.8666,39.5859
2021-08-27,44.69,44.8,43.04,39.89,1733431,33.9661,1.6206,37.6705,39.3831,41.0957,39.3771,36.7234,39.8842,1.2682,-0.1311,1.3993,46.9639,1.8698,58.8279,38.0885,39.3788,35.0825,39.7792
2021-09-03,43.61,44.12,43.06,39.34,1694409,32.8188,1.574,37.7807,39.4309,41.0812,39.3718,36.8259,39.7476,1.1584,-0.1927,1.3511,47.428,0.5147,55.6371,38.3175,39.4007,35.2921,39.8398
2021-09-10,43.02,43.38,41.55,37.98,1467461,30.5053,1.5806,37.6888,39.4071,41.1255,39.1858,36.871,39.3048,0.9506,-0.3204,1.271,48.0816,-0.4748,48.6901,41.3587,39.3046,35.466,39.6709
2021-09-17,41.9,41.96,40.72,37.59,4034982,28.9565,1.5486,37.4765,39.3497,41.223,38.9734,36.8993,38.8768,0.7463,-0.4198,1.1661,35.9864,-0.9491,46.9119,41.3246,39.0859,35.6194,39.4278
2021-09-24,40.93,41.43,40.4,37.58,2187353,27.7386,1.5052,37.2734,39.1961,41.1187,38.7881,36.9262,38.5535,0.5771,-0.4712,1.0483,35.4634,-1.33,46.8681,41.2422,39.0543,35.7624,39.12
2021-10-01,41.28,42.12,40.3,37.57,1809538,26.0257,1.5165,37.0723,39.0685,41.0646,38.6262,36.9516,38.3087,0.4372,-0.4889,0.9261,42.846,-1.5839,46.8209,41.1121,38.9652,35.9115,38.6955
2021-10-08,41.12,42.08,40.27,37.09,2261527,24.4585,1.5263,36.7996,38.9229,41.0462,38.4214,36.957,38.0041,0.2839,-0.5137,0.7976,42.209,-2.2041,44.2773,40.9403,38.868,36.037,38.15
2021-10-15,40.34,42.46,39.02,38.77,6478822,23.9095,1.6417,36.7863,38.9099,41.0335,38.4681,37.0282,38.1959,0.2947,-0.4023,0.6971,56.078,-0.9674,53.6844,40.7327,38.8843,36.2289,37.9895
2021-10-22,42.2,42.2,40.85,37.99,1604776,23.3997,1.6282,36.6928,38.8435,40.9943,38.405,37.0661,38.1456,0.2379,-0.3673,0.6052,55.8148,-2.5509,49.525,40.4276,38.8187,36.403,37.7976
2021-10-29,41.46,41.46,40.31,37.05,1926851,23.2958,1.5954,36.5467,38.6635,40.7804,38.2248,37.0656,37.8726,0.1156,-0.3917,0.5073,50.0206,-3.8552,44.9774,40.1407,38.6684,36.4849,37.6658
2021-11-05,40.66,41.94,40.48,37.75,1879410,22.7102,1.5768,36.5127,38.6497,40.7866,38.1612,37.0923,37.8415,0.0738,-0.3468,0.4206,50.9619,-2.1469,48.7191,39.8711,38.5579,36.5906,37.688
2021-11-12,41.36,41.5,39.75,36.51,1341321,22.6772,1.5782,36.2044,38.5338,40.8632,37.9405,37.0693,37.5075,-0.0588,-0.3835,0.3247,46.9419,-2.832,43.0742,39.6176,38.327,36.6696,37.534
2021-11-19,40.19,40.72,39.12,36.13,1542968,23.0498,1.5699,35.8633,38.4178,40.9723,37.6992,37.0325,37.1634,-0.192,-0.4134,0.2214,41.997,-1.8454,41.5126,39.3794,38.0117,36.7522,37.3278
2021-11-26,39.32,40.34,38.61,35.71,981571,23.5093,1.5716,35.4641,38.2762,41.0884,37.4341,36.9807,36.8002,-0.3277,-0.4392,0.1116,38.005,-1.8823,39.7691,39.1554,37.6403,36.7988,37.1307
2021-12-03,39.0,39.64,37.94,36.07,1955700,24.3447,1.5712,35.1811,38.134,41.0869,37.2522,36.945,36.6176,-0.4016,-0.4105,0.0089,37.9824,-1.5138,42.0099,38.9046,37.3671,36.8876,36.7448
2021-12-10,39.62,41.03,39.57,37.32,2227621,23.6382,1.5827,35.1083,38.0422,40.9762,37.2616,36.9598,36.7939,-0.3549,-0.2911,-0.0638,44.4705,-0.2517,49.1187,38.5886,37.2232,37.0178,36.6488
2021-12-17,40.49,42.71,40.06,37.06,3380055,22.2785,1.6441,35.0253,37.9303,40.8353,37.2341,36.9635,36.8593,-0.3357,-0.2175,-0.1182,52.1131,-0.0347,47.7739,34.955,37.1574,37.1283,36.649
2021-12-23,40.0,41.02,39.7,37.14,1041479,20.7395,1.6135,34.9998,37.8003,40.6008,37.2214,36.9704,36.9291,-0.3101,-0.1536,-0.1566,57.2849,-1.6327,48.2475,34.9989,37.125,37.2621,36.562
2021-12-31,40.28,41.78,40.03,38.23,1009038,19.8606,1.6134,35.1709,37.6848,40.1987,37.3565,37.02,37.2556,-0.1992,-0.034,-0.1651,63.0376,0.2402,54.1656,35.0424,37.1715,37.4186,36.809
2022-01-07,41.54,42.99,40.79,39.38,1574057,19.8124,1.6429,35.4196,37.6082,39.7968,37.6259,37.1124,37.786,-0.0188,0.1171,-0.1358,62.8034,2.3236,59.3784,35.0855,37.3003,37.5915,37.2728
2022-01-14,42.85,43.02,41.61,38.77,1137202,19.7858,1.6184,35.5516,37.5519,39.5522,37.7784,37.1774,38.0318,0.0742,0.1681,-0.0938,69.4227,1.0212,55.7444,35.176,37.4202,37.7778,37.7097
2022-01-21,41.8,42.98,41.37,38.81,1390309,19.5373,1.6087,35.6082,37.5253,39.4424,37.9154,37.2413,38.2254,0.1492,0.1944,-0.0452,56.3947,2.3005,55.9205,35.3097,37.4227,37.9463,38.1006
2022-01-28,41.93,42.42,40.78,38.55,2074225,18.7673,1.6018,35.5942,37.5539,39.5136,37.9998,37.2925,38.3061,0.1857,0.1847,0.001,48.2748,2.4171,54.2921,35.4395,37.4622,38.0987,38.2757
2022-02-04,41.58,42.86,41.4,38.69,1957179,18.3753,1.5834,35.5875,37.6086,39.6297,38.0913,37.3472,38.4011,0.2231,0.1777,0.0454,56.631,2.9759,55.0473,35.5654,37.5789,38.2484,38.5087
2022-02-11,41.92,42.98,41.04,38.04,1639825,17.6727,1.5977,35.6017,37.6315,39.6613,38.0847,37.3744,38.3112,0.1985,0.1225,0.076,49.0514,1.9716,50.827,35.6875,37.5998,38.3802,38.6376
2022-02-18,41.4,41.69,39.38,37.43,2605532,17.1339,1.6356,35.5929,37.6244,39.6559,37.9978,37.3767,38.0917,0.1285,0.0419,0.0865,46.5116,0.1106,47.156,35.8059,37.6661,38.4587,38.5231
2022-02-25,40.74,41.32,38.89,38.28,1842423,16.7398,1.68,35.6488,37.6839,39.7191,38.0355,37.4122,38.1389,0.1397,0.0425,0.0971,53.2461,1.2247,52.3212,35.9208,37.8196,38.5019,38.3664
2022-03-04,40.57,42.09,40.13,39.08,1743264,15.7044,1.6901,35.6272,37.6993,39.7715,38.1747,37.4775,38.374,0.2106,0.0908,0.1198,58.4318,1.941,56.6294,36.0322,38.0602,38.5168,38.4107
2022-03-11,42.0,42.88,41.11,38.68,2372418,15.0439,1.6869,35.6208,37.7336,39.8464,38.242,37.5247,38.4505,0.2319,0.0897,0.1422,66.4331,0.445,54.0019,36.1403,38.2467,38.4913,38.3927
2022-03-18,41.75,42.32,40.79,38.46,2235430,14.1588,1.6676,35.6927,37.8038,39.9148,38.2707,37.5613,38.4521,0.2282,0.0687,0.1594,57.8818,-0.9205,52.5368,36.2887,38.3277,38.4568,38.3797
2022-03-25,41.46,41.95,40.52,38.52,2088617,13.1887,1.6434,35.7087,37.8425,39.9763,38.3042,37.5989,38.4695,0.2278,0.0547,0.1731,47.3081,-0.2474,52.9378,36.4312,38.4324,38.4647,38.3562
2022-04-01,41.45,43.42,40.94,40.32,1763735,13.3243,1.6907,35.7365,38.0329,40.3294,38.5724,37.7055,38.931,0.368,0.1559,0.2121,52.9379,1.5094,62.3775,36.568,38.6593,38.5034,38.681
2022-04-08,43.31,43.89,42.23,40.43,1753839,13.7589,1.6801,35.9,38.2478,40.5955,38.8197,37.8122,39.3051,0.4826,0.2164,0.2662,54.4378,1.8789,62.8761,36.7572,38.8159,38.5429,39.1087
2022-04-14,43.69,44.29,43.06,40.78,1273878,14.4191,1.6417,36.2099,38.5012,40.7926,39.0811,37.9286,39.6738,0.595,0.2631,0.332,54.0113,2.0939,64.4814,36.9992,38.9161,38.5836,39.4659
2022-04-22,43.88,44.72,43.28,40.38,1353012,15.3019,1.6201,36.5747,38.7168,40.8588,39.2543,38.0247,39.8505,0.6444,0.25,0.3944,54.504,2.3392,61.2537,37.2905,39.0312,38.5781,39.6517
2022-04-29,43.67,43.78,40.98,38.21,1635468,14.2916,1.6902,36.7008,38.7609,40.8211,39.1146,38.0318,39.4394,0.5023,0.0863,0.416,53.9828,0.7726,47.3604,37.6322,38.9884,38.5397,39.584
2022-05-06,41.31,42.28,40.3,38.79,1626107,13.8132,1.7006,36.9418,38.8477,40.7537,39.0715,38.0616,39.2774,0.432,0.0128,0.4192,54.8973,0.5111,50.6085,41.5609,39.0057,38.5155,39.6318
2022-05-13,41.65,42.39,40.72,39.1,1839399,13.2821,1.69,37.2072,38.9457,40.6842,39.075,38.1023,39.2326,0.3964,-0.0182,0.4147,54.6919,0.0186,52.2699,41.5199,39.0351,38.5168,39.7141
2022-05-20,42.21,43.18,41.25,39.35,2265204,12.4884,1.6881,37.2863,39.0014,40.7164,39.1115,38.1511,39.2615,0.384,-0.0245,0.4085,61.9858,0.6685,53.6406,41.4792,39.1285,38.5174,39.576
2022-05-27,42.33,43.76,41.28,40.96,3254949,12.4063,1.7335,37.1686,39.0805,40.9925,39.358,38.2613,39.6862,0.4985,0.0719,0.4265,72.376,2.5034,61.3393,41.439,39.3804,38.5235,39.6521
2022-06-03,43.04,43.48,41.82,40.28,1758973,12.3301,1.7362,37.1812,39.1559,41.1305,39.4804,38.3403,39.8337,0.5279,0.0811,0.4468,65.7646,1.7542,57.0119,41.3992,39.523,38.5685,39.5801
2022-06-10,43.25,43.72,41.79,39.85,1647435,12.431,1.7413,37.2179,39.2083,41.1986,39.5303,38.3997,39.8389,0.5113,0.0516,0.4597,59.5083,-0.4611,54.4613,41.3598,39.5783,38.5891,39.5049
2022-06-17,42.23,42.23,38.25,35.99,3466198,13.0076,1.9034,36.6565,39.0806,41.5046,39.0587,38.3053,38.8776,0.1845,-0.2202,0.4046,49.1111,-4.4335,37.7911,41.3208,39.3865,38.54,39.1889
2022-06-24,38.3,40.77,38.18,37.99,2191555,13.5791,1.9408,36.5804,39.0457,41.5111,38.9162,38.293,38.6556,0.0855,-0.2553,0.3408,56.801,-2.7906,46.849,41.2112,39.3531,38.529,39.0744
2022-07-01,40.56,42.14,40.3,39.37,1726052,13.0837,1.9256,36.6873,39.112,41.5367,38.9763,38.3351,38.8335,0.117,-0.1791,0.296,63.7097,-1.0135,52.0393,41.0482,39.4135,38.538,39.1128
2022-07-08,41.64,41.98,39.62,37.57,1379634,13.0202,1.9481,36.712,39.1187,41.5255,38.7885,38.305,38.5171,-0.0033,-0.2395,0.2362,58.1757,-0.638,45.7546,40.8901,39.2172,38.5062,38.8584
2022-07-15,39.72,40.47,39.34,37.42,1456349,13.1224,1.8846,36.5811,39.0756,41.5702,38.6058,38.2702,38.2423,-0.1094,-0.2765,0.1671,52.3274,-1.3734,45.2641,40.7368,39.0023,38.4687,38.3524
2022-07-22,39.9,40.56,39.16,37.25,1850975,13.3241,1.8437,36.3656,38.9841,41.6026,38.4249,38.2302,37.9941,-0.2048,-0.2975,0.0927,46.6033,-1.8488,44.6836,40.588,38.7501,38.4189,37.92
2022-07-29,39.88,42.59,39.32,39.64,2026888,12.6835,1.9308,36.4025,39.0321,41.6616,38.5868,38.2854,38.4053,-0.0866,-0.1434,0.0568,47.7606,0.2905,53.7349,40.4437,38.6971,38.4008,37.8892
2022-08-05,42.3,42.76,40.19,39.85,1457118,12.1948,1.9649,36.4631,39.1015,41.7399,38.7546,38.3466,38.7652,0.0235,-0.0267,0.0502,53.3448,-1.1151,54.4277,40.3038,38.8142,38.3795,38.4394
2022-08-12,42.42,43.3,41.62,40.55,1791391,12.0807,1.937,36.5062,39.2028,41.8993,38.9937,38.4329,39.2109,0.1655,0.0923,0.0732,59.4872,0.2718,56.8026,35.7781,38.9396,38.3925,38.8049
2022-08-19,43.27,44.0,41.91,40.38,1771347,12.398,1.9162,36.5038,39.2062,41.9086,39.1791,38.5094,39.5043,0.2619,0.1509,0.111,59.4961,0.5301,56.0714,35.8261,39.0315,38.4135,38.9502
2022-08-26,42.35,42.73,40.12,37.92,1613621,11.618,1.9568,36.3839,39.0808,41.7777,39.0111,38.4863,39.108,0.1377,0.0214,0.1163,52.6013,1.9254,46.3668,35.9343,38.9294,38.4123,39.0004
2022-09-02,40.0,40.46,38.97,36.87,1915537,11.5733,1.9176,36.143,38.8853,41.6276,38.7257,38.4229,38.5486,-0.0448,-0.1289,0.0841,42.6677,-1.1192,42.9613,36.0403,38.6373,38.3979,38.9222
2022-09-09,39.3,40.18,38.35,37.78,1435236,11.8692,1.9041,36.0624,38.7552,41.4479,38.5992,38.3976,38.3558,-0.1149,-0.1592,0.0443,48.8319,-1.5899,46.6134,36.1443,38.4588,38.4018,38.9976
2022-09-16,39.95,40.5,37.87,36.14,2381150,12.3993,1.9456,35.7344,38.652,41.5696,38.2717,38.3092,37.8026,-0.2989,-0.2746,-0.0243,47.7871,-1.4249,41.4614,41.2366,38.1937,38.3731,38.4982
2022-09-23,38.38,39.09,37.0,35.43,1537313,13.332,1.9476,35.2467,38.4837,41.7207,37.8922,38.1961,37.2082,-0.4969,-0.3781,-0.1189,51.5603,-1.9929,39.4012,41.182,38.1531,38.3398,37.8667
2022-09-30,37.45,37.45,34.6,32.74,2311440,15.1831,2.0042,34.0926,38.1659,42.2392,37.2055,37.9822,36.0917,-0.8604,-0.5933,-0.2672,42.9914,-4.5071,32.8351,41.0574,37.7783,38.2192,36.7516
2022-10-07,35.14,36.32,33.52,31.89,1786083,17.2591,2.05,32.9322,37.7931,42.654,36.497,37.7434,35.0418,-1.2033,-0.7489,-0.4544,36.1175,-7.7469,31.0682,40.8063,37.2443,38.0972,35.5384
2022-10-14,33.81,35.21,33.18,32.34,2125420,19.2949,2.0405,32.1817,37.3619,42.5421,35.9422,37.5313,34.3653,-1.4227,-0.7747,-0.6481,35.4917,-7.5091,33.093,40.4406,36.8706,38.0028,34.7408
