date,open,high,low,close,volume,adx_14_adx,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,ema_14_ema,ema_7_ema,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,mfi_14_mfi,mom_10_mom,roc_10_roc,rsi_14_rsi,sar_14_sar,sma_14_sma,sma_7_sma
2026-01-23,52.73,55.25,51.6,53.67,5226289,24.6932,3.113,38.8727,47.3969,55.921,50.093,51.9687,,,,87.26,6.3092,13.3214,64.4808,45.0049,49.465,52.1877
2026-01-30,53.72,54.4,52.41,52.91,8487747,26.0391,3.0326,39.6271,47.9807,56.3344,50.4688,52.2043,,,,77.9196,7.0369,15.3396,61.4995,45.8196,50.1501,52.4745
2026-02-06,52.24,57.02,37.27,39.48,21577631,26.7604,4.2252,38.8564,47.788,56.7197,49.0031,49.0223,,,,62.3935,-9.7911,-19.8734,32.6919,56.9566,49.8393,50.6551
2026-02-13,41.03,44.23,39.8,44.08,16198062,27.4301,4.2594,39.005,47.8391,56.6732,48.3468,47.7869,,,,52.1584,-6.9126,-13.5558,42.614,56.9566,49.6627,49.6048
2026-02-20,43.69,45.41,42.63,43.63,8105216,27.5875,4.1535,38.9254,47.8103,56.6952,47.7181,46.7481,,,,51.7813,-7.2719,-14.2857,41.9637,56.9566,49.3963,48.5289
2026-02-27,43.54,47.08,41.99,45.84,9842669,27.1051,4.22,39.6019,48.0355,56.4692,47.4676,46.5208,0.5501,-1.2989,1.849,58.8294,-6.3729,-12.2059,46.2979,56.7594,49.3938,47.5828
2026-03-06,45.02,47.3,44.04,44.59,8896741,26.5748,4.1512,39.9802,48.152,56.3238,47.0839,46.0382,0.3057,-1.2346,1.5403,59.8076,-6.8424,-13.3036,44.2835,56.564,49.0597,46.3142
2026-03-13,43.8,46.05,41.88,42.33,7676324,26.5977,4.1525,39.8033,48.1025,56.4017,46.4501,45.1111,-0.0695,-1.2878,1.2184,53.4425,-8.8331,-17.2646,40.8208,56.3707,48.4409,44.6941
2026-03-20,42.84,43.93,40.46,40.8,7077919,26.9379,4.1038,39.2449,47.9511,56.6572,45.6967,44.0334,-0.4847,-1.3625,0.8778,47.6175,-11.6616,-22.2289,38.6195,56.1793,47.7192,42.964
2026-03-27,41.9,43.88,39.81,39.92,5287331,27.3971,4.1014,38.2457,47.6194,56.9931,44.9265,43.005,-0.8747,-1.402,0.5273,41.3741,-13.5505,-25.342,37.3713,55.9898,46.8412,43.0274
2026-04-02,40.28,43.26,38.93,42.0,4237800,28.018,4.1177,37.6622,47.3514,57.0406,44.5363,42.7538,-1.0044,-1.2253,0.2209,41.3775,-11.6703,-21.7444,42.1323,55.8022,46.1675,42.7301
2026-04-10,42.05,45.79,41.08,45.41,5269376,27.5026,4.16,37.6227,47.3282,57.0336,44.6528,43.4178,-0.8225,-0.8347,0.0122,45.3678,-7.5011,-14.1768,48.98,55.6164,45.7565,42.9842
2026-04-14,45.26,46.88,44.95,46.56,2571609,26.5965,4.0007,37.5238,47.1928,56.8618,44.9071,44.2034,-0.5789,-0.4729,-0.106,43.5965,7.0839,17.9448,51.0823,55.4325,45.335,43.0872
