date,open,high,low,close,volume,ad_14_chaikin a/d,adosc_14_adosc,adx_14_adx,adxr_14_adxr,apo_14_apo,aroon_14_aroon down,aroon_14_aroon up,aroonosc_14_aroonosc,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,bop_14_bop,cci_20_cci,cmo_14_cmo,dema_14_dema,dx_14_dx,ema_12_ema,ema_14_ema,ema_26_ema,ht_dcperiod_14_dcperiod,ht_phasor_14_phase,ht_phasor_14_quadrature,ht_trendmode_14_trendmode,kama_14_kama,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,macdext_14_macd,macdext_14_macd_hist,macdext_14_macd_signal,mama_14_fama,mama_14_mama,mfi_14_mfi,midpoint_14_midpoint,midprice_14_midprice,minus_di_14_minus_di,mom_10_mom,natr_14_natr,obv_14_obv,plus_di_14_plus_di,ppo_14_ppo,roc_10_roc,rocr_14_rocr,rsi_14_rsi,sar_14_sar,sma_20_sma,stoch_14_slowd,stoch_14_slowk,stochf_14_fastd,stochf_14_fastk,stochrsi_14_fastd,stochrsi_14_fastk,tema_14_tema,trange_14_trange,trima_14_trima,trix_14_trix,ultosc_14_ultosc,willr_14_willr,wma_14_wma
2016-12-30,33.15,33.64,33.1,33.51,733056,15485347.9553,5677914.1063,46.368,,2.7839,0.0,85.7143,85.7143,1.658,23.1474,29.7744,36.4013,0.6667,99.2451,35.72,33.7866,54.6157,31.8217,31.4625,29.6401,21.0719,1.7194,1.8598,0,30.4027,2.0437,0.4479,1.5957,2.7839,0.5353,2.2486,0.3948,6.4808,72.796,31.7728,31.5386,9.7914,4.0548,4.9479,15665016.0,33.3575,9.658,13.7659,1.0564,67.86,25.3244,29.7744,85.9054,76.3289,76.3289,70.607,41.7875,13.1553,,0.54,31.2199,,69.2207,-15.9094,32.2457
2017-01-06,33.57,34.19,33.04,33.93,1250876,16170610.4597,5048163.7235,47.1413,,2.8165,28.5714,78.5714,50.0,1.6217,23.9154,30.26,36.6045,0.313,101.425,37.8921,34.0909,57.1944,32.1461,31.7915,29.9579,21.5803,2.3429,2.1293,0,30.7463,2.0715,0.3806,1.6909,2.8165,0.3627,2.4538,0.4266,6.7553,67.7236,31.7728,31.5386,9.2867,4.6344,4.7797,16915892.0,34.1034,9.6652,15.8194,1.129,68.946,25.6887,30.26,77.05,69.1388,69.1388,71.9101,21.1751,33.2436,,1.15,31.634,,72.1007,-8.6464,32.5753
2017-01-13,33.78,33.81,32.79,33.76,1280613,17325673.1656,4699134.5439,47.5555,,2.8687,21.4286,71.4286,50.0,1.5873,25.0373,30.7674,36.4975,-0.0196,89.2545,35.8905,34.2742,52.9406,32.3944,32.054,30.2395,21.5698,3.1651,0.6396,0,30.941,2.0561,0.2921,1.7639,2.8687,0.2424,2.6263,0.4596,7.0254,64.5233,31.7728,31.5386,9.9462,4.2749,4.7018,15635279.0,32.3245,9.7417,14.4984,1.0872,67.9453,26.0383,30.7674,70.8963,67.2212,67.2212,59.1463,20.7124,15.7382,,1.14,32.0718,,72.2541,-11.5862,32.8453
2017-01-20,33.84,34.44,33.65,34.44,1671777,18997450.1656,4661084.8755,48.1702,,2.9388,14.2857,100.0,85.7143,1.5304,25.9225,31.2347,36.5469,0.7595,102.7159,39.6633,34.5721,56.1601,32.7091,32.3721,30.5507,21.187,3.0177,-2.2681,0,31.5522,2.0748,0.2487,1.8261,2.9388,0.1781,2.7607,0.4938,7.2995,72.7325,31.8678,31.5436,9.5735,3.5285,4.4436,17307056.0,34.1013,9.8599,11.4148,1.1575,69.8316,26.374,31.2347,71.1263,77.0188,77.0188,100.0,49.6606,100.0,34.5856,0.79,32.5347,,74.437,-0.0,33.1802
2017-01-27,34.4,34.95,34.11,34.84,1881911,20386479.7132,4663748.0604,48.9171,43.8342,3.0155,7.1429,100.0,92.8571,1.4811,27.2614,31.7593,36.2573,0.5238,107.2625,41.8318,34.893,58.6277,33.0369,32.7012,30.8684,20.5796,1.5856,-3.5356,0,32.2649,2.0978,0.2174,1.8804,3.0155,0.1538,2.8617,0.5292,7.5749,79.9528,32.0678,31.7986,9.1796,3.6991,4.2511,19188967.0,35.1962,9.9934,11.8785,1.1828,70.9159,26.7773,31.7593,76.3082,84.6846,84.6846,94.9074,71.9127,100.0,34.8977,0.84,32.9547,1.2023,72.898,-1.7453,33.5238
2017-02-03,34.61,35.52,34.57,34.9,816195,20137325.45,4161584.0922,49.7982,44.3882,3.0438,0.0,100.0,100.0,1.4431,28.3291,32.2001,36.0712,0.3053,110.8175,42.1676,35.148,61.2528,33.3235,32.9944,31.1671,20.0112,0.4083,-2.0189,0,32.8903,2.0967,0.173,1.9237,3.0438,0.1299,2.9138,0.5658,7.8482,91.5668,32.1926,32.2482,8.7416,3.5596,4.1351,20005162.0,36.3797,9.9863,11.3578,1.1913,71.0838,27.2676,32.2001,84.1452,90.7323,90.7323,77.2894,100.0,100.0,35.119,0.95,33.3017,1.1856,69.3818,-9.475,33.8241
2017-02-10,34.99,35.53,34.41,34.82,527556,19996015.8072,3532865.3923,50.3997,45.031,2.9766,0.0,100.0,100.0,1.4201,28.3283,32.3552,36.382,-0.1518,97.9714,40.9989,35.3152,58.2181,33.5538,33.2378,31.4376,19.7726,0.2563,-0.5632,0,33.3211,2.0655,0.1135,1.9521,2.9766,0.0619,2.9148,0.6036,8.1179,89.642,32.9058,32.2981,9.0583,2.07,4.0783,19477606.0,34.3017,9.6478,6.3206,1.1809,70.4995,27.8453,32.3552,85.8372,82.0948,82.0948,74.0876,93.7941,81.3824,35.2241,1.12,33.5899,1.1642,70.4814,-10.9843,34.0603
2017-02-17,34.74,35.99,34.74,35.89,1627847,21363407.2872,3389571.814,51.1224,45.7591,2.9069,0.0,100.0,100.0,1.4079,28.4859,32.647,36.808,0.92,108.8929,47.2452,35.6983,60.5186,33.9132,33.5914,31.7674,19.8608,0.2426,0.2829,0,33.8723,2.1029,0.1207,1.9822,2.9069,-0.0078,2.9146,0.6426,8.3956,88.9386,33.5155,33.3311,8.4764,1.64,3.9228,21105453.0,34.4622,9.2865,4.7883,1.1611,73.6226,28.4601,32.647,85.065,82.3678,82.3678,95.7265,93.7941,100.0,35.6449,1.25,33.8537,1.1464,71.9749,-1.8805,34.3884
2017-02-24,36.0,36.01,35.33,35.5,1347283,20689765.7872,2808468.3443,51.8008,46.4459,2.6788,0.0,100.0,100.0,1.3559,28.5992,32.8694,37.1397,-0.7353,101.8565,41.3705,35.8924,60.6201,34.1573,33.8459,32.0439,20.1686,0.5959,0.9891,0,34.1411,2.0771,0.0759,2.0012,2.6788,-0.2134,2.8922,0.6827,8.6666,87.2387,33.6152,33.5106,8.1689,1.315,3.8195,19758170.0,33.3189,8.4347,3.8467,1.14,70.6852,29.1378,32.8694,81.8178,80.9907,80.9907,73.1579,62.4437,5.9488,35.7938,0.68,34.0991,1.1255,68.4917,-10.2026,34.6171
2017-03-03,35.6,35.6,34.73,35.13,831566,20622858.178,2294140.1088,51.5508,46.9003,2.3661,0.0,92.8571,92.8571,1.3212,29.0118,33.1382,37.2646,-0.5402,80.2278,35.8335,35.9392,48.2999,34.307,34.0171,32.2725,20.5885,1.0157,0.671,0,34.2658,2.0038,0.002,2.0017,2.3661,-0.4796,2.8457,0.7239,8.9313,80.3372,34.32,33.655,11.0627,1.9,3.7609,18926604.0,31.733,7.3607,5.7177,1.1209,67.9168,29.825,33.1382,78.2178,71.2948,71.2948,45.0,35.3163,0.0,35.7458,0.87,34.3192,1.0975,64.673,-18.6837,34.755
2017-03-08,35.13,35.13,35.13,35.13,0,20622858.178,1875174.9117,51.3186,47.5032,2.0301,0.0,85.7143,85.7143,1.2268,29.5767,33.4219,37.2672,0.0,76.7178,35.8335,35.9599,48.2999,34.4336,34.1655,32.4842,21.0248,1.0291,-0.1183,0,34.3371,1.9234,-0.0626,1.9861,2.0301,-0.7282,2.7584,0.7663,9.1933,75.7927,34.56,34.33,11.0627,1.62,3.4923,18926604.0,31.733,6.2351,4.8344,1.0727,67.9168,30.4435,33.4219,68.8905,54.386,54.386,45.0,1.9829,0.0,35.6816,0.0,34.5084,1.0636,61.0894,-26.1905,34.8568
