date,open,high,low,close,volume,adx_14_adx,adxr_14_adxr,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,ema_10_ema,ema_14_ema,ema_200_ema,ema_20_ema,ema_50_ema,ema_7_ema,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,mfi_14_mfi,mom_10_mom,roc_10_roc,rsi_14_rsi,sar_14_sar,sma_10_sma,sma_14_sma,sma_200_sma,sma_20_sma,sma_50_sma,sma_7_sma
2002-11-13,16.55,16.6,16.26,2.82,49300,,,0.1019,2.4629,2.7194,2.9759,2.7851,2.7523,,2.7033,,2.8065,,,,35.8601,0.0581,2.104,70.7289,2.4782,2.7993,2.788,,2.7194,,2.8188
2002-11-14,16.4,16.6,16.35,2.84,33500,,,0.0977,2.5058,2.7382,2.9706,2.7949,2.7638,,2.7162,,2.8145,,,,40.5545,0.0342,1.2195,71.3253,2.5005,2.8027,2.7934,,2.7382,,2.8318
2002-11-15,16.6,17.6,16.6,2.98,82300,,,0.1029,2.52,2.7592,2.9983,2.828,2.7922,,2.741,,2.8552,,,,42.2365,0.2599,9.5658,75.6527,2.5216,2.8287,2.8077,,2.7592,,2.8494
2002-11-18,17.66,18.1,17.4,2.98,167500,,,0.1041,2.5606,2.7835,3.0063,2.8548,2.8167,,2.7634,,2.8852,,,,53.1943,0.236,8.6142,75.5012,2.5509,2.8523,2.8248,,2.7835,,2.8596
2002-11-19,17.55,18.0,17.55,3.07,143100,,,0.104,2.6043,2.8131,3.022,2.8938,2.8504,,2.7925,,2.9313,,,,56.0815,0.3215,11.6988,78.0988,2.589,2.8844,2.8467,,2.8131,,2.9024
2002-11-20,18.05,18.05,17.81,3.05,76800,,,0.0995,2.632,2.8369,3.0418,2.923,2.8775,,2.8174,,2.962,,,,55.3462,0.2001,7.0102,76.6663,2.6244,2.9044,2.8645,,2.8369,,2.9368
2002-11-21,17.92,18.8,17.92,3.16,218100,,,0.1039,2.6076,2.8555,3.1035,2.9667,2.9157,,2.8504,,3.0124,,,,75.8893,0.2599,8.9517,79.5402,2.6574,2.9304,2.8964,,2.8555,,2.9857
2002-11-22,18.6,20.35,18.6,3.4,218200,61.9064,,0.1191,2.5475,2.8875,3.2275,3.046,2.9806,,2.903,,3.11,,,,82.8081,0.6327,22.8395,84.1416,2.702,2.9937,2.9438,,2.8875,,3.0687
2002-11-25,20.5,21.15,20.3,3.57,275700,63.2649,,0.1258,2.481,2.9269,3.3729,3.1404,3.0586,,2.9661,,3.2238,,,,85.9133,0.7524,26.7477,86.38,2.772,3.0689,3.0022,,2.9269,,3.1725
2002-11-26,21.35,21.8,20.0,3.42,309200,64.6622,,0.1388,2.4758,2.9611,3.4464,3.1913,3.1068,,3.0093,,3.2729,,,,69.7758,0.5985,21.2121,76.0383,2.8565,3.1288,3.0426,,2.9611,,3.2358
2002-11-27,20.25,20.6,19.85,3.51,186300,65.6438,,0.1381,2.4665,2.9987,3.5308,3.25,3.1611,,3.0574,,3.3332,,,,62.003,0.6926,24.5455,77.8834,2.9523,3.198,3.0862,,2.9987,,3.3128
2002-11-29,20.79,21.02,20.7,3.59,66000,66.6601,,0.134,2.455,3.0381,3.6212,3.3123,3.2186,,3.1084,,3.3981,,,,67.9102,0.7541,26.5663,79.3178,3.0376,3.2735,3.1449,,3.0381,,3.3875
2002-12-02,21.6,22.8,21.1,3.85,328500,67.9444,,0.1463,2.4327,3.0947,3.7567,3.4099,3.3027,,3.1789,,3.5109,,,,74.6883,0.8721,29.2935,83.1546,3.1135,3.3607,3.219,,3.0947,,3.5011
2002-12-03,22.76,23.15,22.1,3.85,168600,69.1893,,0.1486,2.4321,3.1504,3.8687,3.4907,3.3763,,3.2433,,3.5967,0.2943,0.0805,0.2138,76.3097,0.8789,29.5402,83.2216,3.2078,3.4486,3.2927,,3.1504,,3.5998
2002-12-04,22.5,22.6,21.9,3.79,134100,69.9672,,0.1466,2.4576,3.2027,3.9478,3.5456,3.4318,,3.2956,,3.6457,0.3017,0.0703,0.2314,72.8942,0.7233,23.5655,79.1509,3.3054,3.5209,3.3621,,3.2027,,3.6555
2002-12-05,22.25,22.45,21.65,3.71,45800,70.2136,,0.1459,2.4871,3.2455,4.0039,3.5756,3.469,,3.3351,,3.662,0.2975,0.0529,0.2446,71.0908,0.6566,21.5006,73.9565,3.3903,3.5866,3.4244,,3.2455,,3.6763
2002-12-06,21.4,21.84,20.63,3.73,114500,68.7099,,0.1502,2.5176,3.2867,4.0558,3.6033,3.5035,,3.3725,,3.6784,0.2921,0.038,0.2541,66.7809,0.5643,17.8378,74.3344,3.4642,3.643,3.478,,3.2867,,3.7202
2002-12-09,21.95,22.7,21.95,3.83,97200,67.7229,,0.1505,2.5742,3.3397,4.1052,3.6446,3.5471,,3.4161,,3.7164,0.2928,0.031,0.2619,66.2533,0.4275,12.5628,76.5345,3.5277,3.6857,3.5391,,3.3397,,3.7654
2002-12-10,22.55,22.75,22.11,3.8,40800,66.8289,,0.1476,2.6389,3.3889,4.1389,3.6722,3.5803,,3.4523,,3.7364,0.2873,0.0204,0.2669,65.0891,0.2309,6.4748,74.2497,3.5277,3.7088,3.591,,3.3889,,3.7945
2002-12-11,22.26,22.26,21.85,3.76,24300,65.5802,,0.142,2.7171,3.4356,4.1541,3.6873,3.6036,,3.4812,,3.7411,0.2764,0.0076,0.2688,63.315,0.3352,9.8,71.4916,3.5838,3.7423,3.6411,,3.4356,,3.7811
2002-12-12,21.76,21.76,21.06,3.66,77600,63.2478,62.5771,0.1429,2.8113,3.4775,4.1437,3.6822,3.6111,,3.4981,,3.7207,0.2571,-0.0094,0.2665,57.6221,0.1454,4.1363,65.3881,3.9587,3.7569,3.6765,,3.4775,,3.7532
2002-12-13,21.15,21.2,19.7,3.42,163400,59.4743,61.3696,0.1534,2.9068,3.5064,4.1061,3.6342,3.5854,,3.4905,,3.6451,0.2198,-0.0373,0.2572,49.0353,-0.1744,-4.8548,53.0965,3.9551,3.7394,3.6776,,3.5064,,3.6997
2002-12-16,19.74,20.42,19.74,3.45,178400,55.9704,60.3163,0.1508,2.981,3.5303,4.0797,3.6015,3.5679,,3.4871,,3.5974,0.191,-0.053,0.2439,37.6931,-0.395,-10.2621,54.4693,3.9434,3.6999,3.6697,,3.5303,,3.6631
2002-12-17,20.15,20.2,19.7,3.4,43600,52.6714,59.1576,0.1461,3.0597,3.5515,4.0433,3.5648,3.5454,,3.4787,,3.5479,0.1618,-0.0657,0.2275,43.4939,-0.4549,-11.8012,51.9731,3.9319,3.6544,3.6682,,3.5515,,3.6162
2002-12-18,19.75,19.75,17.8,3.22,238400,49.9908,58.3255,0.1611,3.0937,3.5592,4.0247,3.5027,3.5025,,3.4544,,3.4668,0.1231,-0.0835,0.2066,42.6657,-0.5694,-15.0135,44.8486,3.9206,3.5975,3.6474,,3.5592,,3.5294
2002-12-19,18.5,18.9,18.46,3.16,47800,47.5016,57.723,0.155,3.121,3.5647,4.0083,3.441,3.4573,,3.4267,,3.3909,0.0866,-0.096,0.1826,39.4081,-0.5472,-14.7465,42.7063,3.8943,3.5428,3.6168,,3.5647,,3.4391
2002-12-20,18.5,19.6,18.5,3.35,64700,44.4629,56.8261,0.1573,3.1577,3.5741,3.9904,3.4248,3.4432,,3.4196,,3.3811,0.072,-0.0885,0.1605,27.2016,-0.3762,-10.0917,50.6801,3.8688,3.5052,3.5812,,3.5741,,3.3814
2002-12-23,19.7,20.0,19.61,3.42,31300,41.3197,55.6435,0.151,3.1599,3.5749,3.9899,3.4239,3.4401,,3.4196,,3.3908,0.0652,-0.0763,0.1414,18.5201,-0.4104,-10.7143,53.2292,3.844,3.4641,3.5502,,3.5749,,3.3472
2002-12-24,20.0,20.0,19.19,3.28,36100,38.7313,54.4724,0.1501,3.127,3.5609,3.9948,3.3986,3.4194,,3.4068,,3.3644,0.0483,-0.0745,0.1228,20.2452,-0.5113,-13.4685,47.9572,3.82,3.413,3.5139,,3.5609,,3.3282
2002-12-26,19.21,19.29,19.01,3.26,48500,36.496,52.603,0.1428,3.1029,3.5528,4.0027,3.373,3.3978,,3.3926,3.1232,3.3377,0.0324,-0.0723,0.1047,20.3095,-0.4976,-13.2514,46.9432,3.7967,3.3632,3.4816,,3.5528,3.1232,3.3001
2002-12-27,19.05,19.3,19.05,3.27,178300,34.4091,51.066,0.1356,3.0735,3.5404,4.0072,3.3535,3.3803,,3.3805,3.1288,3.3198,0.0202,-0.0676,0.0878,33.0144,-0.3933,-10.7477,47.3181,3.7742,3.3239,3.4486,,3.5404,3.1435,3.281
2002-12-30,19.08,19.15,19.02,3.26,47900,32.5027,49.6658,0.1275,3.0414,3.5235,4.0057,3.3358,3.3637,,3.3686,3.1338,3.3038,0.0096,-0.0625,0.0722,25.7185,-0.1625,-4.7524,46.8899,3.7522,3.3077,3.4075,,3.5235,3.1594,3.2857
2002-12-31,19.08,19.4,19.08,3.28,19000,30.4169,47.9985,0.1228,3.0266,3.4952,3.9639,3.3262,3.3529,,3.3605,3.1397,3.2986,0.0034,-0.055,0.0584,23.9928,-0.171,-4.9505,48.2351,3.731,3.2906,3.3709,,3.4952,3.1739,3.3028
2003-01-02,19.2,20.05,19.05,3.42,86100,28.7688,46.0083,0.1263,3.0344,3.4737,3.913,3.3439,3.3623,,3.3665,3.1508,3.3298,0.0097,-0.039,0.0487,29.7353,0.0239,0.7042,54.5838,3.7104,3.293,3.3472,,3.4737,3.1926,3.313
2003-01-03,20.0,20.0,19.8,3.39,159800,27.2385,43.3564,0.1199,3.0387,3.4538,3.8689,3.3531,3.3666,,3.3692,3.1603,3.346,0.0122,-0.0292,0.0414,40.1378,0.171,5.305,53.129,3.6904,3.3101,3.3283,,3.4538,3.2109,3.3093
2003-01-06,19.97,21.54,19.85,3.67,592300,27.2779,41.6241,0.132,3.0415,3.4516,3.8618,3.4103,3.4068,,3.3976,3.1802,3.4265,0.0358,-0.0045,0.0403,64.9479,0.5045,15.9459,63.0979,3.0438,3.3605,3.3461,,3.4516,3.2327,3.3641
2003-01-07,21.45,22.19,20.95,3.58,241700,27.7846,40.228,0.1377,3.0492,3.4444,3.8396,3.4416,3.4302,,3.4152,3.196,3.4655,0.0471,0.0055,0.0416,76.1784,0.2309,6.8878,58.8832,3.0502,3.3836,3.3553,,3.4444,3.2486,3.4105
2003-01-08,20.9,21.08,20.6,3.59,162100,27.7733,38.8821,0.1337,3.0717,3.4324,3.7931,3.4688,3.4517,,3.432,3.2115,3.4969,0.0561,0.0116,0.0445,71.309,0.171,5.0,59.1769,3.0651,3.4007,3.369,,3.4324,3.2651,3.4569
2003-01-09,21.0,21.53,20.9,3.66,230100,28.0988,37.8002,0.1319,3.0884,3.4255,3.7625,3.5031,3.4791,,3.4535,3.229,3.5371,0.0678,0.0186,0.0492,82.8662,0.3728,11.3483,61.4874,3.0797,3.438,3.4,,3.4255,3.2827,3.5143
2003-01-10,21.29,22.0,21.29,3.68,91200,28.7304,36.5966,0.1311,3.0984,3.4215,3.7447,3.5347,3.5054,,3.4747,3.2466,3.5719,0.0777,0.0228,0.0549,85.4956,0.419,12.8609,62.1383,3.094,3.4799,3.4366,,3.4215,3.3015,3.5705
2003-01-13,21.7,21.86,21.4,3.69,116100,29.3168,35.3183,0.1274,3.0958,3.4228,3.7499,3.562,3.5294,,3.4947,3.2638,3.6002,0.0853,0.0243,0.061,85.9304,0.419,12.8272,62.449,3.108,3.5218,3.4604,,3.4228,3.32,3.6079
2003-01-14,21.35,21.62,21.15,3.63,147600,29.4669,34.0991,0.124,3.0939,3.4336,3.7733,3.575,3.5433,,3.508,3.2783,3.6086,0.0861,0.0201,0.066,79.6764,0.3779,11.6071,59.3047,3.1217,3.5595,3.4757,,3.4336,3.3366,3.6421
2003-01-15,21.25,21.25,20.5,3.59,113800,28.6536,32.5748,0.1243,3.0939,3.4404,3.787,3.5779,3.5497,,3.5159,3.2905,3.6042,0.0824,0.0131,0.0693,76.7929,0.3078,9.375,56.7408,3.1352,3.5903,3.4976,,3.4404,3.354,3.6311
2003-01-16,21.0,21.6,20.92,3.69,43200,28.2237,31.3164,0.1238,3.0929,3.4547,3.8165,3.5974,3.5677,,3.532,3.306,3.6244,0.0861,0.0134,0.0726,78.7909,0.2616,7.6424,60.76,3.1484,3.6165,3.5281,,3.4547,3.3729,3.6457
2003-01-17,21.52,21.87,21.45,3.7,66000,28.0683,30.2855,0.1201,3.1179,3.4787,3.8394,3.6165,3.5856,,3.5482,3.3215,3.6438,0.0893,0.0133,0.076,77.8419,0.3078,9.068,61.4611,3.1613,3.6473,3.5593,,3.4787,3.392,3.6616
2003-01-21,21.4,21.45,21.1,3.64,60000,27.4016,28.9092,0.1182,3.1659,3.5026,3.8393,3.6212,3.5932,,3.5572,3.3341,3.6435,0.0861,0.0081,0.078,77.2092,-0.0257,-0.6993,57.5832,3.1739,3.6447,3.5869,,3.5026,3.4078,3.6594
2003-01-22,21.25,21.25,20.45,3.51,146200,25.9005,27.3346,0.1201,3.1808,3.5103,3.8398,3.6001,3.5815,,3.5522,3.3408,3.609,0.0716,-0.0051,0.0767,72.0955,-0.077,-2.148,49.842,3.1864,3.637,3.6027,,3.5103,3.4198,3.635
2003-01-23,20.5,20.5,19.2,3.33,189200,24.9409,26.0897,0.1274,3.1685,3.5056,3.8427,3.5503,3.5474,,3.5307,3.3403,3.5382,0.0452,-0.0252,0.0704,65.6964,-0.2651,-7.381,41.8834,3.1985,3.6105,3.5958,,3.5056,3.431,3.5837
2003-01-24,19.5,20.04,19.5,3.38,95100,24.0498,25.6638,0.1255,3.1829,3.5102,3.8375,3.5188,3.5247,,3.5161,3.3417,3.498,0.028,-0.0339,0.0619,64.7714,-0.2804,-7.6671,44.605,3.2104,3.5825,3.5946,,3.5102,3.4422,3.547
2003-01-27,19.68,19.74,19.27,3.3,31900,23.4502,25.6174,0.1224,3.1912,3.5123,3.8335,3.4791,3.4948,,3.4955,3.3401,3.4486,0.0081,-0.043,0.0512,51.6402,-0.3762,-10.2326,41.468,3.2221,3.5448,3.5683,,3.5123,3.4518,3.5055
2003-01-28,19.4,19.57,18.3,3.22,147700,23.7489,25.7611,0.1292,3.1813,3.51,3.8388,3.432,3.4582,,3.4693,3.3354,3.3914,-0.014,-0.0521,0.0382,40.0462,-0.4651,-12.6218,38.4282,3.7945,3.4983,3.5424,,3.51,3.4598,3.4391
2003-01-29,18.88,18.88,18.49,3.16,60100,24.0263,26.0626,0.1247,3.1603,3.5054,3.8505,3.3832,3.4189,,3.4402,3.3286,3.3344,-0.0356,-0.059,0.0234,42.9104,-0.4703,-12.9412,36.41,3.7878,3.4513,3.5119,,3.5054,3.4663,3.3621
2003-01-30,18.5,18.77,18.33,3.16,60700,24.4205,26.5755,0.1212,3.1355,3.4994,3.8634,3.3432,3.3848,,3.4138,3.3222,3.2917,-0.0522,-0.0604,0.0083,31.1781,-0.4275,-11.9048,36.41,3.7813,3.4086,3.4766,,3.4994,3.47,3.2937
2003-01-31,18.56,19.0,18.47,3.25,86800,24.4227,26.8698,0.119,3.1119,3.4907,3.8696,3.3261,3.3667,,3.3981,3.3193,3.281,-0.0577,-0.0528,-0.0049,30.3408,-0.4361,-11.8329,41.7826,3.7747,3.3649,3.446,,3.4907,3.4755,3.2571
2003-02-03,18.8,18.95,17.25,2.96,183100,25.4147,27.4408,0.1319,3.0257,3.4689,3.9122,3.2592,3.3123,,3.3562,3.3051,3.2003,-0.0846,-0.0638,-0.0208,20.6852,-0.7439,-20.0924,31.9107,3.7683,3.2906,3.3941,,3.4689,3.4733,3.2045
2003-02-04,16.8,17.75,16.08,3.04,271100,27.0377,27.8457,0.1429,2.9659,3.4373,3.9086,3.2185,3.2753,,3.3257,3.2945,3.1591,-0.0986,-0.0622,-0.0364,19.6385,-0.6071,-16.6667,36.2073,3.7519,3.2299,3.3514,,3.4373,3.4729,3.1557
2003-02-05,17.7,17.79,17.35,2.98,35200,28.483,28.3534,0.138,2.9016,3.4073,3.913,3.1755,3.2363,,3.293,3.2823,3.1149,-0.1126,-0.061,-0.0516,23.066,-0.5233,-14.9268,34.5881,3.7218,3.1775,3.3079,,3.4073,3.4693,3.1103
2003-02-06,17.5,17.6,17.42,2.98,26200,29.8251,28.9467,0.1304,2.8463,3.3768,3.9073,3.1404,3.2024,,3.2634,3.2705,3.0817,-0.1223,-0.0566,-0.0658,20.1155,-0.3437,-10.3342,34.5881,3.6927,3.1432,3.2577,,3.3768,3.4608,3.0763
2003-02-07,17.46,18.0,17.35,3.08,137800,30.4051,28.9034,0.129,2.8186,3.3478,3.8771,3.1291,3.1858,,3.2457,3.263,3.0808,-0.1209,-0.0441,-0.0768,22.9619,-0.2993,-8.8608,40.1917,3.6644,3.1132,3.2131,,3.3478,3.4511,3.0641
2003-02-10,17.95,17.95,17.38,2.99,78000,30.9437,28.4221,0.1274,2.7853,3.3136,3.842,3.1042,3.16,,3.2216,3.2524,3.0587,-0.1252,-0.0388,-0.0865,22.8848,-0.3078,-9.3264,37.133,3.637,3.0825,3.1667,,3.3136,3.4425,3.0397
2003-02-11,20.3,21.75,20.25,3.52,1352600,30.0728,27.5068,0.1702,2.7958,3.3053,3.8147,3.1794,3.2077,,3.2498,3.2628,3.1734,-0.0853,0.0009,-0.0863,64.5054,0.2975,9.2406,58.1783,2.7497,3.1122,3.1675,,3.3053,3.4426,3.078
2003-02-12,20.57,20.69,20.18,3.45,308100,29.1955,26.6227,0.1642,2.8043,3.2963,3.7883,3.2293,3.2406,,3.2692,3.2703,3.2436,-0.0581,0.0225,-0.0806,61.6027,0.2907,9.1892,55.7558,2.7594,3.1413,3.1767,,3.2963,3.4398,3.1488
2003-02-13,20.2,20.45,20.2,3.49,112700,28.3809,25.9156,0.1556,2.8095,3.2912,3.7728,3.2764,3.2736,,3.2901,3.2788,3.3048,-0.0334,0.0378,-0.0712,57.8508,0.3249,10.2703,56.8028,2.769,3.1738,3.1846,,3.2912,3.4326,3.2136
2003-02-14,20.45,20.8,20.3,3.55,63400,27.8875,25.8182,0.1506,2.8215,3.2845,3.7475,3.3265,3.3107,,3.315,3.2895,3.3665,-0.0087,0.05,-0.0587,59.4309,0.3027,9.3158,58.7479,2.7785,3.204,3.2026,,3.2845,3.4266,3.2949
2003-02-18,20.8,21.8,20.7,3.72,192100,28.1089,26.0676,0.1532,2.819,3.2854,3.7519,3.3982,3.3654,,3.3537,3.3065,3.4551,0.0244,0.0664,-0.0421,65.0815,0.7627,25.7803,63.4854,2.7879,3.2803,3.2384,,3.2854,3.4251,3.4005
2003-02-19,21.76,22.69,21.55,3.73,207300,28.8272,26.6239,0.1562,2.8089,3.2897,3.7705,3.4581,3.4137,,3.3893,3.323,3.5233,0.0505,0.0741,-0.0236,68.8057,0.6926,22.8169,63.667,2.8067,3.3496,3.2787,,3.2897,3.4255,3.4933
2003-02-20,21.8,22.26,21.79,3.78,218000,29.4943,26.9585,0.1508,2.7843,3.3036,3.8228,3.5171,3.4629,,3.4268,3.341,3.5881,0.0748,0.0787,-0.0039,72.2496,0.8003,26.8349,65.1594,2.8389,3.4296,3.3229,,3.3036,3.4266,3.6062
2003-02-21,22.12,23.7,22.05,4.04,244900,30.835,28.1249,0.1602,2.7285,3.3393,3.9501,3.6123,3.5399,,3.4852,3.3684,3.7013,0.1135,0.0939,0.0196,73.8458,1.0585,35.4931,71.1763,2.8701,3.5354,3.3795,,3.3393,3.4308,3.6809
2003-02-24,23.5,23.55,22.15,3.94,251100,32.08,29.5588,0.1668,2.7032,3.3673,4.0314,3.6712,3.5928,,3.5282,3.3907,3.7601,0.1343,0.0917,0.0425,71.3147,0.8584,27.8889,66.2024,2.9174,3.6213,3.4493,,3.3673,3.4336,3.7498
2003-02-25,22.65,22.65,22.28,3.84,172300,33.2361,30.8596,0.1639,2.7001,3.3942,4.0883,3.7017,3.6256,,3.5578,3.4083,3.7798,0.1412,0.079,0.0623,72.1011,0.8465,28.2857,61.8528,2.9628,3.7059,3.5067,,3.3942,3.4353,3.7999
2003-02-26,22.38,22.4,22.1,3.83,169700,34.0463,31.9357,0.1565,2.7106,3.4247,4.1388,3.7251,3.6529,,3.5838,3.4248,3.7924,0.1444,0.0657,0.0787,68.2295,0.3129,8.8965,61.4713,3.0064,3.7372,3.5673,,3.4247,3.4387,3.8397
2003-02-27,22.4,22.75,22.37,3.84,66400,34.9945,32.6998,0.15,2.7331,3.4586,4.1841,3.7461,3.678,,3.6082,3.4412,3.8045,0.146,0.0539,0.0922,69.2667,0.3865,11.1881,61.776,3.0483,3.7759,3.6286,,3.4586,3.4471,3.8568
2003-02-28,22.56,23.5,22.45,4.0,72700,36.2607,33.6022,0.1521,2.7517,3.5004,4.2491,3.7922,3.7209,,3.6455,3.4631,3.8533,0.1583,0.0529,0.1054,68.9519,0.5113,14.6569,66.2335,3.0885,3.827,3.6945,,3.5004,3.458,3.8956
2003-03-03,23.42,23.42,22.65,3.89,69500,37.4364,33.7546,0.1506,2.7748,3.5323,4.2897,3.8094,3.743,,3.6685,3.4797,3.8617,0.1572,0.0414,0.1157,68.7504,0.3352,9.4367,60.8135,3.127,3.8605,3.7583,,3.5323,3.4678,3.9105
2003-03-04,22.68,22.86,22.6,3.9,26700,38.4424,33.819,0.143,2.8542,3.5793,4.3044,3.8257,3.7638,,3.6904,3.4961,3.871,0.1554,0.0317,0.1237,49.4364,0.1778,4.7794,61.1763,3.1641,3.8783,3.7856,,3.5793,3.4813,3.8903
2003-03-05,22.85,23.18,22.6,3.88,42600,39.5545,33.9677,0.1399,2.9305,3.6214,4.3124,3.8353,3.779,,3.7083,3.5111,3.8728,0.1506,0.0216,0.1291,57.8871,0.1505,4.0367,60.1481,3.1996,3.8933,3.8159,,3.6214,3.4956,3.882
2003-03-06,22.78,22.85,21.5,3.68,84300,38.8284,33.358,0.1464,3.0305,3.6562,4.2818,3.8064,3.7654,,3.7053,3.5176,3.8237,0.1291,0.0,0.1291,58.4968,-0.106,-2.8029,51.0596,3.2337,3.8827,3.8293,,3.6562,3.5021,3.8587
2003-03-07,21.51,22.74,20.65,3.84,330600,37.0689,32.5889,0.1615,3.1513,3.699,4.2467,3.8123,3.7752,,3.718,3.5302,3.8275,0.1237,-0.0043,0.128,48.5265,-0.2018,-4.9937,56.7285,3.2665,3.8626,3.8498,,3.699,3.5105,3.86
2003-03-10,22.46,22.46,22.06,3.8,166300,35.4351,32.1312,0.1548,3.2665,3.7353,4.2042,3.8109,3.7791,,3.7263,3.541,3.8218,0.1153,-0.0101,0.1255,48.0793,-0.1317,-3.3449,55.2768,3.2979,3.8494,3.8558,,3.7353,3.5209,3.8548
2003-03-11,22.45,23.09,22.36,3.93,110400,34.4799,31.9871,0.154,3.4533,3.7821,4.1109,3.8322,3.799,,3.7455,3.5561,3.8483,0.1173,-0.0066,0.1238,45.7479,0.0889,2.3163,59.3133,3.3281,3.8583,3.8701,,3.7821,3.5343,3.8446
2003-03-12,22.0,22.27,21.45,3.77,414100,32.5046,31.6698,0.1616,3.489,3.7948,4.1005,3.821,3.7952,,3.7479,3.5645,3.8289,0.1049,-0.0151,0.12,32.1762,-0.0599,-1.5625,52.7606,3.3571,3.8523,3.8693,,3.7948,3.5444,3.828
2003-03-13,22.25,22.58,20.68,3.67,532300,30.4745,31.2773,0.1733,3.5349,3.8054,4.0758,3.7929,3.778,,3.7401,3.5685,3.7882,0.0857,-0.0275,0.1132,18.6333,-0.1744,-4.5414,48.9029,3.3849,3.8349,3.8425,,3.8054,3.5526,3.7947
2003-03-14,21.51,21.73,21.44,3.68,239500,28.5894,30.9127,0.1644,3.5783,3.8148,4.0514,3.772,3.7647,,3.7342,3.5728,3.7607,0.0707,-0.034,0.1047,18.8324,-0.3215,-8.0376,49.3605,3.4116,3.8027,3.8241,,3.8148,3.5605,3.7662
2003-03-17,21.51,21.94,21.35,3.74,116400,26.6063,30.3263,0.1599,3.6174,3.8243,4.0312,3.7665,3.7616,,3.7349,3.5794,3.7559,0.0631,-0.0333,0.0964,24.0106,-0.1454,-3.7396,51.8166,3.4373,3.7882,3.8171,,3.8243,3.5668,3.7754
